primary_type	first_causal_failure	secondary_mechanism	payload_exit	transfer_hold_code	transfer_hold_subcode	excluded_primary_types	fully_diagnosed
canonical_reconstruction_failure	ERROR: missing isolated Parquet writer: /srv/payload/repo/scripts/delphes/write_parquet_from_pickle.py	incomplete immutable payload dependency closure	1	12	2	"[""ambiguous_failure"",""delphes_failure"",""generator_failure"",""masked_payload_failure"",""output_path_contract_mismatch"",""payload_environment_failure"",""premature_cleanup"",""pythia_failure"",""root_validation_failure"",""transfer_configuration_failure""]"	True
