feature,n_sig_raw,n_bkg_raw,median_sig,iqr_sig,median_bkg,iqr_bkg,mean_sig_w,mean_bkg_w,std_sig_w,std_bkg_w,cohens_d,auc_weighted,auc_raw_count,auc_boot_mean,auc_boot_lo68,auc_boot_hi68,ci_computed,separation_score,comparison,u_region,descriptive_only_tiny_N
n_btag_loose,27339,68,2.0,1.0,3.0,1.0,2.2157723398807567,3.1764705882352953,0.6981176052462255,0.5672735741760562,-1.3766984881543354,0.1691313637273201,0.16913136372731435,0.17586986886388276,0.15800051526636366,0.194548879793412,True,0.33086863627267993,QCD,u>3.5,False
mH1,27339,68,192.69449733777876,121.33742782948298,224.8934778931941,136.1868425049644,210.79439428176633,252.16492059106756,105.62726215306883,154.91032135961362,-0.3911154006984534,0.4345177004193623,0.43451770041934545,0.43816503909038973,0.4005715234442408,0.47670826668444055,True,0.06548229958063773,QCD,u>3.5,False
mH2,27339,68,142.89775783001423,100.37287684134834,175.56932103880226,148.53356838678008,165.28035016328684,210.73968789359392,94.96945310843708,131.9837841742624,-0.4781291940276034,0.3888874544660349,0.38888745446603723,0.3926276108918629,0.3552562557270557,0.4312328302554921,True,0.1111125455339651,QCD,u>3.5,False
pT_H1,27339,68,173.0221079553276,99.77884283864547,228.40110936479678,160.86062880895508,180.31836210894937,274.34503228052046,82.88800559777792,216.79986832303146,-1.1263679466545713,0.32716621159600634,0.32716621159600917,0.3289733587358452,0.28989132589350247,0.36667044660386355,True,0.17283378840399366,QCD,u>3.5,False
pT_H2,27339,68,146.84365588881215,84.80916875950837,176.66908356672826,179.4464058980662,153.31805817906033,239.82586935604633,74.22802409157647,219.37353862711112,-1.1545684883777267,0.36817905039775284,0.3681790503977241,0.3683504374333952,0.32112054753566566,0.4135420350693283,True,0.13182094960224716,QCD,u>3.5,False
DeltaR_bb_H1,27339,68,2.1259487870126392,1.3320817012743513,2.2977073670292922,1.6836959340353814,2.045467232392341,2.1089690980721163,0.816417913534559,0.9488952006124888,-0.07774773969323376,0.469262828581452,0.46926282858144347,0.4713090483677498,0.4311568054955789,0.5121148732178809,True,0.03073717141854798,QCD,u>3.5,False
DeltaR_bb_H2,27339,68,1.7217023206371718,1.3151694109691325,1.7811683811090562,1.6615983896746198,1.7984223259424723,1.8662752586520823,0.8500148068954831,1.0534349735815765,-0.07977334791337878,0.4958677863771231,0.4958677863771353,0.49989070633080396,0.46316012306320586,0.53854185585062,True,0.004132213622876912,QCD,u>3.5,False
DeltaR_HH,27339,68,3.2189697870252134,0.7560772584741513,3.2166613205973094,0.6478591326349483,3.4450933084192963,3.52185714441845,0.7718693666027066,0.7422655727808916,-0.09946099709833181,0.4691676187647617,0.46916761876483337,0.4673887942914225,0.4395589262895113,0.49465828406853785,True,0.030832381235238293,QCD,u>3.5,False
DeltaEta_HH,27339,68,0.0169503920326662,2.8338461882029407,0.12682870188342327,2.645673504061163,0.019348124410536696,-0.0514521155518046,2.1647948621011737,2.1322723082821518,0.032706480532609064,0.4942723495630587,0.4942723495631018,0.4862565138832496,0.4536777465850547,0.5205353014442949,True,0.0057276504369412895,QCD,u>3.5,False
DeltaPhi_HH,27339,68,0.3334176097039678,5.783665098990507,1.2926349966781072,6.028539030026759,0.011681777439661402,0.05701743927150887,2.7888353508217505,2.8986121542876835,-0.01625453210476804,0.49693230743412276,0.4969323074341018,0.49677372576602236,0.45744237097815516,0.5370368637724555,True,0.0030676925658772447,QCD,u>3.5,False
mass_asym,27339,68,0.2116723105401014,0.2728685960398358,0.19664378657983614,0.3373298758895369,0.24777156387360247,0.2564322040074366,0.18158275530687337,0.20216863022771636,-0.047681316057552346,0.5008633432523376,0.5008633432523633,0.5074470762202589,0.46840527448992103,0.5473472011445472,True,0.0008633432523376117,QCD,u>3.5,False
pt_asym,27339,68,0.13337195245021008,0.1797208341068564,0.11503634277311788,0.16765060194142312,0.17336283292787402,0.161290209207936,0.15340070171731043,0.17443787811702033,0.07867174449073866,0.5500965007971019,0.5500965007971739,0.5409957153870723,0.5060887464492815,0.5712191130018087,True,0.05009650079710193,QCD,u>3.5,False
jet1_pt,27339,68,165.2106628417958,77.04440689080099,218.50839996337876,120.17098236083979,180.2032133995639,274.6738767062917,69.08168876681106,220.74384965713344,-1.3523792634607457,0.3018151186733766,0.3018151186733763,0.3068025694015278,0.27293898061424,0.3441045351904861,True,0.19818488132662337,QCD,u>3.5,False
jet2_pt,27339,68,113.9701995849608,51.142757415768784,142.39892578124997,110.59735870361322,125.82217366510787,195.58663256028123,48.19992860381401,152.7485676553754,-1.4316583074201137,0.3006397884512989,0.30063978845132894,0.30266015401070334,0.27006896313886086,0.33288611318133354,True,0.1993602115487011,QCD,u>3.5,False
jet3_pt,27339,68,80.55516815185544,32.75945472717082,91.92320632934567,52.750240325927706,87.28017114615353,108.02931869731232,30.37585761609102,67.63822073549944,-0.6797988884847823,0.4241656500194941,0.42416565001948425,0.4208316465457982,0.37307445849670146,0.4669061859582539,True,0.07583434998050592,QCD,u>3.5,False
jet4_pt,27339,68,58.004127502439296,22.467827796925967,48.59776306152338,28.009225845336914,62.791544500494894,63.01838308222156,19.79371119355553,34.70555279301593,-0.011431185579759029,0.6070836103560967,0.6070836103562589,0.6081660808002078,0.5600946405844323,0.6560643750657638,True,0.1070836103560967,QCD,u>3.5,False
pt5,27339,68,35.21354293823223,45.024554252621535,0.0,42.26347541809082,28.74470280001554,21.37542141185088,23.6617715443297,31.60025611919603,0.311144625746826,0.5954771571745345,0.5954771571747348,0.6025445548843996,0.5698872139735552,0.6376992066880478,True,0.09547715717453453,QCD,u>3.5,False
eta5,27339,68,0.0,0.8065333515404374,0.0,0.0,-0.004838255616290638,-0.017259798286592264,0.9798286045182726,0.7522566565378357,0.012683628009316014,0.5008466680866626,0.5008466680867381,0.4931301852465381,0.4657868819468372,0.5242161644728247,True,0.0008466680866625609,QCD,u>3.5,False
probB5,27339,68,0.009232516400511724,0.70560599863444,0.0,0.011424549389630544,0.2790347853238388,0.13253756133182087,0.4114758756155416,0.30171786320466126,0.35623009034896547,0.6380370210191169,0.6380370210193124,0.6480185855071714,0.621717502495014,0.6842931697278406,True,0.13803702101911686,QCD,u>3.5,False
probC5,27339,68,0.00728205312043336,0.05935474857684189,0.0,0.04055720381438731,0.06953310410855836,0.07601672093241017,0.14849162520131995,0.18926252706535945,-0.04362988666563076,0.5919968887366417,0.5919968887368507,0.6021258621872003,0.5653877041045136,0.6351043266051142,True,0.09199688873664169,QCD,u>3.5,False
probL5,27339,68,0.0013670764164996094,0.882813528179619,0.0,0.04204069264233104,0.2922748635531918,0.20321042378268703,0.4190612947820617,0.3762180188526101,0.21258362901201056,0.5965513605857348,0.5965513605859301,0.6026367579219585,0.5633126632953439,0.6364972054407313,True,0.09655136058573477,QCD,u>3.5,False
min_dR_j5_leading4,27339,68,1.104040395283325,0.7188081158935531,1.1884163053647159,1.206471196767911,1.160239366612318,1.388493048579449,0.5315841378837162,0.6692753797707405,-0.4290771259924063,0.4138544806707608,0.4138544806707935,0.41693077718323857,0.3776484746911755,0.45129421546767085,True,0.0861455193292392,QCD,u>3.5,False
pt5_over_pt4,27339,68,0.5873167835732287,0.7779537365295035,0.0,0.832432445663102,0.4598832391884073,0.3317168046499305,0.3679594924389323,0.419455010017466,0.34818925038371545,0.568703833996914,0.5687038339971129,0.5783964677079224,0.5375481021955214,0.6166702598213895,True,0.06870383399691404,QCD,u>3.5,False
pt5_over_HT,27339,68,0.0723361209667844,0.09672354745397013,0.0,0.07096295386492263,0.05851314587519874,0.03141560782666151,0.04782273870703597,0.04318031694781077,0.5667525490851315,0.655294203712231,0.655294203712428,0.6617217671075868,0.6383046551056788,0.6913417248514528,True,0.15529420371223102,QCD,u>3.5,False
n_selected_jets,27339,27,5.0,1.0,5.0,2.0,4.883792384505652,5.25925925925926,0.8342631720605755,1.0396791738976445,-0.44993986435334826,0.401180378593607,0.40118037859361655,0.39314705379365206,0.32906997974401436,0.4578806996370807,True,0.098819621406393,ttbar,u>3.5,False
HT,27339,27,456.4609069824073,165.89287567136012,910.3163452148438,1584.2575988769536,494.0727705910681,1535.292928059896,145.68308349706774,1303.7898459961177,-6.892848442493164,0.14489543495725005,0.1448954349572752,0.14513990770101964,0.09859267639580811,0.1908321081207184,True,0.35510456504274995,ttbar,u>3.5,False
mHH,27339,27,587.7125880197857,311.6382915255907,1063.191322438464,1661.9324176930731,662.7287696903053,1651.749903782313,286.83864860566865,1427.8609496274676,-3.4097002504279015,0.2836891538745425,0.2836891538745813,0.283328415672637,0.2147829664146916,0.3523022435492683,True,0.21631084612545748,ttbar,u>3.5,False
pT_HH,27339,27,69.22263260450325,57.988103442627605,141.0580174888847,114.65878548639411,77.16320710382035,160.74194822971563,46.0666907806784,124.58312735358663,-1.808881068734988,0.27138276211021534,0.2713827621102812,0.26631142072994696,0.21814884258123812,0.321422854519793,True,0.22861723788978466,ttbar,u>3.5,False
eta_HH,27339,27,0.10907917493613314,4.737320829026717,1.2530465902066261,5.143843232928166,0.026851309730175136,0.5163511977434904,2.591504027124445,2.9176604072856227,-0.18886240406421598,0.4427916705613262,0.4427916705615105,0.44514504289289003,0.3852233294057846,0.5132582255778265,True,0.05720832943867382,ttbar,u>3.5,False
RHH,27339,27,98.83607080262986,113.88194705502788,197.9590576554708,501.91110583831727,131.165805316481,357.8248812640421,109.33906780652528,381.91059012198326,-2.0620493861436366,0.33098151738172443,0.3309815173819246,0.33094935473293574,0.2596530506238455,0.39226786693747107,True,0.16901848261827557,ttbar,u>3.5,False
n_btag_loose,27339,27,2.0,1.0,3.0,1.0,2.2157723398807567,2.740740740740741,0.6981176052462255,0.6988134171893782,-0.7519763138971467,0.3236449624942327,0.32364496249425023,0.33507741707888367,0.28508252568199116,0.38211819841416184,True,0.1763550375057673,ttbar,u>3.5,False
mH1,27339,27,192.69449733777876,121.33742782948298,288.5949921651428,328.0006553617491,210.79439428176633,360.1758792015367,105.62726215306883,263.9761896103025,-1.4107210236474226,0.3547936538900021,0.35479365389019896,0.34960474751108284,0.27664000000000033,0.4163558206670921,True,0.14520634610999789,ttbar,u>3.5,False
mH2,27339,27,142.89775783001423,100.37287684134834,161.3135567938911,352.63758189429956,165.28035016328684,307.9774811135474,94.96945310843708,339.73881595263515,-1.494206989603715,0.4126339661288001,0.4126339661289859,0.41830984852328745,0.3468194938328552,0.49485969291676185,True,0.0873660338711999,ttbar,u>3.5,False
pT_H1,27339,27,173.0221079553276,99.77884283864547,406.1153676240428,670.2612375547407,180.31836210894937,719.4989499160744,82.88800559777792,626.6433159615676,-6.338039117646312,0.12645481356846966,0.12645481356843516,0.1274082724333477,0.08565605393191639,0.1701208616552267,True,0.37354518643153034,ttbar,u>3.5,False
pT_H2,27339,27,146.84365588881215,84.80916875950837,391.9775643248522,682.6841759045345,153.31805817906033,644.2076612661178,74.22802409157647,640.5938047059532,-6.393835532357373,0.17207001800434063,0.17207001800441638,0.16858010809228977,0.12146917606951708,0.20779399482335767,True,0.32792998199565937,ttbar,u>3.5,False
DeltaR_bb_H1,27339,27,2.1259487870126392,1.3320817012743513,1.7050513080514254,1.609689885365797,2.045467232392341,1.6749400702431592,0.816417913534559,0.8383471045422533,0.45383323053124736,0.6243272058770178,0.6243272058773409,0.6225382880459227,0.5719210578894756,0.6773401806609348,True,0.12432720587701784,ttbar,u>3.5,False
DeltaR_bb_H2,27339,27,1.7217023206371718,1.3151694109691325,0.9477223420101608,0.6832167348936551,1.7984223259424723,1.1475991380685306,0.8500148068954831,0.607063480363338,0.765839280345032,0.7356455910896977,0.7356455910902258,0.7404649570873837,0.701660941953686,0.7839998971088651,True,0.23564559108969774,ttbar,u>3.5,False
DeltaR_HH,27339,27,3.2189697870252134,0.7560772584741513,3.0664832764247913,0.22212282686314788,3.4450933084192963,3.1152507344805924,0.7718693666027066,0.3978863408839293,0.4274786770033414,0.6410500262137396,0.6410500262141055,0.6326834708571316,0.5957300138056099,0.6782273171433444,True,0.14105002621373963,ttbar,u>3.5,False
DeltaEta_HH,27339,27,0.0169503920326662,2.8338461882029407,0.14464915401853418,1.2534008736622049,0.019348124410536696,-0.16136496930982597,2.1647948621011737,0.9792144172754985,0.08350972283670421,0.5232492450750087,0.5232492450751899,0.5186250391829741,0.4867916452976308,0.5524374161241811,True,0.023249245075008695,ttbar,u>3.5,False
DeltaPhi_HH,27339,27,0.3334176097039678,5.783665098990507,-2.904212840607106,6.092077460832696,0.011681777439661402,-0.1801874020601878,2.7888353508217505,2.97417781088524,0.0687945461888227,0.5472713651501568,0.5472713651505964,0.5380698539833128,0.4565154718038214,0.6180386888535149,True,0.04727136515015684,ttbar,u>3.5,False
mass_asym,27339,27,0.2116723105401014,0.2728685960398358,0.3298232713047138,0.24619859845403858,0.24777156387360247,0.320603631494868,0.18158275530687337,0.16678441259716828,-0.4011255252704181,0.3707998206332901,0.3707998206334229,0.37387254018328664,0.31259099092823417,0.4341645809841214,True,0.1292001793667099,ttbar,u>3.5,False
pt_asym,27339,27,0.13337195245021008,0.1797208341068564,0.11124883031740897,0.12127236559633604,0.17336283292787402,0.12887497257416552,0.15340070171731043,0.12454896319160619,0.2900577650295503,0.5885609081040971,0.588560908104396,0.5772364691417592,0.5295353593087295,0.626294568449859,True,0.08856090810409711,ttbar,u>3.5,False
jet1_pt,27339,27,165.2106628417958,77.04440689080099,454.782958984375,699.7130279541018,180.2032133995639,699.6856262772174,69.08168876681106,617.0042952205425,-7.2532873638259465,0.14376965209109976,0.1437696520911063,0.143927891099985,0.09699421338879852,0.1943385013988521,True,0.35623034790890024,ttbar,u>3.5,False
jet2_pt,27339,27,113.9701995849608,51.142757415768784,309.1064758300781,620.3101978302007,125.82217366510787,527.3798901593244,48.19992860381401,529.8558703967278,-7.893768981270912,0.1896815429863181,0.18968154298636364,0.18975368421851252,0.14417880998904334,0.24225079177340436,True,0.3103184570136819,ttbar,u>3.5,False
jet3_pt,27339,27,80.55516815185544,32.75945472717082,119.21365356445312,63.214929580688505,87.28017114615353,178.92858830204716,30.37585761609102,253.98407779045996,-2.9229693115879556,0.26560347245076077,0.26560347245086396,0.2651307695415312,0.21363203937862116,0.31068109616342887,True,0.23439652754923923,ttbar,u>3.5,False
jet4_pt,27339,27,58.004127502439296,22.467827796925967,62.257774353027344,55.89981174468995,62.791544500494894,74.06303250348125,19.79371119355553,33.77699546416945,-0.568931391315597,0.45172748739065666,0.4517274873908011,0.4520770283948906,0.3757411975484713,0.5196053900387325,True,0.04827251260934334,ttbar,u>3.5,False
pt5,27339,27,35.21354293823223,45.024554252621535,38.15852737426758,44.26620101928712,28.74470280001554,33.73222110889576,23.6617715443297,26.79245459029773,-0.21075556201857065,0.46072968612180487,0.4607296861220136,0.4620786066961467,0.39307614413684616,0.5220257183784731,True,0.03927031387819513,ttbar,u>3.5,False
eta5,27339,27,0.0,0.8065333515404374,0.0,0.817943411879242,-0.004838255616290638,0.06754665973561784,0.9798286045182726,0.9747734973259354,-0.07387543998698848,0.46639382350265474,0.46639382350272,0.4578271827287796,0.4035653452819752,0.5150793850471684,True,0.033606176497345264,ttbar,u>3.5,False
probB5,27339,27,0.009232516400511724,0.70560599863444,0.004909955896437168,0.014461577869951727,0.2790347853238388,0.03413008605302484,0.4114758756155416,0.07967921606505964,0.5954583887352707,0.5843029832565911,0.5843029832568492,0.5920853307184857,0.5551550841413596,0.6278670152236818,True,0.08430298325659114,ttbar,u>3.5,False
probC5,27339,27,0.00728205312043336,0.05935474857684189,0.03054467961192131,0.07677552290260793,0.06953310410855836,0.1082910071299584,0.14849162520131995,0.1979340991668997,-0.2609144305112728,0.4255757275251969,0.42557572752533207,0.42920577811197913,0.3696715265121932,0.4821610980729266,True,0.0744242724748031,ttbar,u>3.5,False
probL5,27339,27,0.0013670764164996094,0.882813528179619,0.9009761810302734,0.9572066962718964,0.2922748635531918,0.5612826286815107,0.4190612947820617,0.44364130166843563,-0.6418925775423413,0.3619656087558439,0.36196560875591616,0.3525502535001858,0.2839274311968174,0.4180079718399283,True,0.13803439124415612,ttbar,u>3.5,False
min_dR_j5_leading4,27339,27,1.104040395283325,0.7188081158935531,1.3328557255873341,1.3581569267868034,1.160239366612318,1.4905588250256991,0.5315841378837162,0.7611511281924346,-0.621077176974085,0.3891009045548458,0.38910090455498936,0.3978679027471878,0.3248663417612888,0.45523028357615636,True,0.1108990954451542,ttbar,u>3.5,False
