feature,n_sig_raw,n_bkg_raw,median_sig,iqr_sig,median_bkg,iqr_bkg,mean_sig_w,mean_bkg_w,std_sig_w,std_bkg_w,cohens_d,auc_weighted,auc_raw_count,auc_boot_mean,auc_boot_lo68,auc_boot_hi68,ci_computed,separation_score,comparison,u_region,descriptive_only_tiny_N
n_selected_jets,27339,110,5.0,1.0,4.0,1.0,4.883792384505652,4.70229405453382,0.8342631720605755,0.9147154683780301,0.21746796403629517,0.5742887420378211,0.5488349976224444,0.5786672325642157,0.547066134869876,0.6090100077480423,True,0.0742887420378211,all_background,u>3.5,False
HT,27339,110,456.4609069824073,165.89287567136012,542.9037663485328,370.83047006701514,494.0727705910681,800.4166022215397,145.68308349706774,680.843300529898,-2.0208432858560808,0.3100802456824022,0.26645484805257263,0.3101451659127877,0.2781073582429176,0.34302854868544574,True,0.18991975431759778,all_background,u>3.5,False
mHH,27339,110,587.7125880197857,311.6382915255907,760.7739817649692,419.15690755589424,662.7287696903053,996.2673364900967,286.83864860566865,736.6516229105056,-1.1501007857981491,0.317963848238661,0.3025980201443831,0.31423559055400074,0.28496882432092624,0.3413417768061071,True,0.18203615176133903,all_background,u>3.5,False
pT_HH,27339,110,69.22263260450325,57.988103442627605,72.29775634267685,73.11087128252802,77.16320710382035,96.99065487125448,46.0666907806784,87.41709222436748,-0.42820166413604815,0.46052326781179953,0.42008386287986715,0.4521581741958562,0.41540377568816017,0.4821667156055307,True,0.03947673218820047,all_background,u>3.5,False
eta_HH,27339,110,0.10907917493613314,4.737320829026717,1.7590928678890523,5.8204831310976655,0.026851309730175136,0.7671196648393683,2.591504027124445,3.2360776365258497,-0.28533529965790405,0.4244072949895539,0.4361212254222251,0.42388983617462417,0.3870359365512874,0.4623412533201621,True,0.07559270501044613,all_background,u>3.5,False
RHH,27339,110,98.83607080262986,113.88194705502788,153.7984972562239,199.7629189588951,131.165805316481,216.8109414731685,109.33906780652528,213.74905954484703,-0.7789463655562292,0.3760801505185409,0.37731911455164,0.37660999406223833,0.34409859657738184,0.40708270623434256,True,0.12391984948145912,all_background,u>3.5,False
n_btag_loose,27339,110,2.0,1.0,3.0,1.0,2.2157723398807567,3.1246711047505453,0.6981176052462255,0.6157356111390931,-1.302502377635107,0.1897792322615497,0.20595419796561393,0.19527502674136463,0.1783985433309685,0.2099814979258396,True,0.3102207677384503,all_background,u>3.5,False
mH1,27339,110,192.69449733777876,121.33742782948298,227.86745099095643,155.4782469064,210.79439428176633,271.16709158915927,105.62726215306883,180.42054696739638,-0.5693996596968065,0.4185531902380394,0.41467400882522104,0.41521980429482463,0.38711285053143224,0.44499228794448537,True,0.08144680976196061,all_background,u>3.5,False
mH2,27339,110,142.89775783001423,100.37287684134834,175.71289023382226,158.98391085319145,165.28035016328684,223.86677669638266,94.96945310843708,170.3074068641987,-0.6142010581251148,0.3870433864745777,0.40102584054081736,0.3927296368038167,0.36112927060550837,0.4239602668604535,True,0.1129566135254223,all_background,u>3.5,False
pT_H1,27339,110,173.0221079553276,99.77884283864547,245.79799835112576,192.2197188322251,180.31836210894937,344.8214386991626,82.88800559777792,342.1866488744822,-1.9242900372791323,0.2922297529744917,0.24651197589856483,0.29215229088914346,0.26170734791884914,0.324672163599673,True,0.20777024702550828,all_background,u>3.5,False
pT_H2,27339,110,146.84365588881215,84.80916875950837,194.67649328618702,210.6168545418447,153.31805817906033,298.6138354888569,74.22802409157647,327.9625667731895,-1.8891790049425674,0.3318783288738323,0.2815248945063517,0.329483201437437,0.29397481654929575,0.3612184110992087,True,0.16812167112616772,all_background,u>3.5,False
DeltaR_bb_H1,27339,110,2.1259487870126392,1.3320817012743513,2.233853959353287,1.6846810770047398,2.045467232392341,2.05055349064659,0.816417913534559,0.9646759807617278,-0.0062250739215626,0.49192575219432205,0.5337878954141408,0.4882624100805009,0.44914068524540246,0.5219539073345484,True,0.008074247805677948,all_background,u>3.5,False
DeltaR_bb_H2,27339,110,1.7217023206371718,1.3151694109691325,1.5507567360367973,1.5715978281304213,1.7984223259424723,1.7530812310154367,0.8500148068954831,1.0298711638388467,0.0532920398106367,0.5331355148843757,0.5897399319653315,0.5390847272297036,0.5099610608322884,0.5725155233949186,True,0.033135514884375716,all_background,u>3.5,False
DeltaR_HH,27339,110,3.2189697870252134,0.7560772584741513,3.169780617914255,0.555788281495901,3.4450933084192963,3.4624542543917762,0.7718693666027066,0.7108168084235494,-0.02249886676929496,0.4923766578478379,0.5257434434324585,0.4856280758858683,0.4601675763609605,0.5103582912810759,True,0.007623342152162094,all_background,u>3.5,False
DeltaEta_HH,27339,110,0.0169503920326662,2.8338461882029407,0.11754159894376777,2.245748064104058,0.019348124410536696,-0.06322684783476681,2.1647948621011737,1.9986106594451083,0.038155666444133436,0.4976799361228482,0.510731921430918,0.4941064246590623,0.4668966187947437,0.5277224658636679,True,0.002320063877151779,all_background,u>3.5,False
DeltaPhi_HH,27339,110,0.3334176097039678,5.783665098990507,-1.3942629667686066,6.04908467005598,0.011681777439661402,-0.03281530976089563,2.7888353508217505,2.914503551551056,0.015952518393264135,0.5102292030920296,0.5315130898583117,0.5087008866421108,0.46965275914781,0.5445169843821831,True,0.01022920309202957,all_background,u>3.5,False
mass_asym,27339,110,0.2116723105401014,0.2728685960398358,0.22783289004679025,0.3268654111506524,0.24777156387360247,0.26310067928365494,0.18158275530687337,0.1961533492402541,-0.08439147798931426,0.4844837682589445,0.4660953882066513,0.4857644416254093,0.45463126350490585,0.5174419995239307,True,0.015516231741055486,all_background,u>3.5,False
pt_asym,27339,110,0.13337195245021008,0.1797208341068564,0.116282976093966,0.15736113526924506,0.17336283292787402,0.1569257021699009,0.15340070171731043,0.16662198340221193,0.10711336527755291,0.552189711536412,0.558663447821792,0.5438890638715318,0.5129243202235617,0.5773980762944776,True,0.05218971153641205,all_background,u>3.5,False
jet1_pt,27339,110,165.2106628417958,77.04440689080099,225.57161536770204,141.27288772022163,180.2032133995639,341.16049879004987,69.08168876681106,337.5428364276304,-2.230832769912994,0.2745109544936694,0.24265002710081635,0.2731459089437145,0.24769066589413874,0.29966605230083276,True,0.2254890455063306,all_background,u>3.5,False
jet2_pt,27339,110,113.9701995849608,51.142757415768784,150.43093691520502,142.73368584348842,125.82217366510787,243.74581449181082,48.19992860381401,259.49238849323774,-2.320981289473251,0.277836698468302,0.24874122548872865,0.27826442882107216,0.24638820171039935,0.3062006053894144,True,0.222163301531698,all_background,u>3.5,False
jet3_pt,27339,110,80.55516815185544,32.75945472717082,94.8445773007039,62.91959210600328,87.28017114615353,118.26920905815615,30.37585761609102,107.77012263477027,-0.9974935635174703,0.3979645287611723,0.3554326320374788,0.39732864022774095,0.365046846124824,0.4370249710893751,True,0.10203547123882772,all_background,u>3.5,False
jet4_pt,27339,110,58.004127502439296,22.467827796925967,50.71708544784828,32.3167772173524,62.791544500494894,64.34344269384958,19.79371119355553,34.44582487739198,-0.07808970333443097,0.585701345999954,0.5430440695775939,0.5876268280750272,0.5488268325372181,0.626150004956618,True,0.08570134599995405,all_background,u>3.5,False
pt5,27339,110,35.21354293823223,45.024554252621535,0.0,42.01744123523862,28.74470280001554,21.86370188817468,23.6617715443297,30.92413694306786,0.29039867121287094,0.5902424623199733,0.5751989332588479,0.5981412687961672,0.5658959498446451,0.6274002939434061,True,0.09024246231997335,all_background,u>3.5,False
eta5,27339,110,0.0,0.8065333515404374,0.0,0.0,-0.004838255616290638,-0.010620933583529514,0.9798286045182726,0.7689417811002994,0.00590623068707827,0.4983116147585872,0.4921986240103169,0.490816895992304,0.46756521591676026,0.514542112976701,True,0.0016883852414127931,all_background,u>3.5,False
probB5,27339,110,0.009232516400511724,0.70560599863444,0.0,0.01233705194381213,0.2790347853238388,0.12005415064459665,0.4114758756155416,0.2869006942249138,0.3867616621918356,0.6374899118270339,0.6288801545577537,0.6466028735410415,0.6221032063924459,0.6735165226891885,True,0.13748991182703385,all_background,u>3.5,False
probC5,27339,110,0.00728205312043336,0.05935474857684189,0.0,0.04216254812542062,0.06953310410855836,0.07607120786070584,0.14849162520131995,0.18651041459594758,-0.04397970430948223,0.5824396817861843,0.5599845708262199,0.5930845933215869,0.5619720657857565,0.623500270676225,True,0.08243968178618433,all_background,u>3.5,False
probL5,27339,110,0.0013670764164996094,0.882813528179619,0.0,0.44505560903034996,0.2922748635531918,0.23295024730616914,0.4190612947820617,0.39510073824429254,0.14159672292154554,0.5801448552640084,0.5459446877421215,0.5848110872842083,0.5573802651763283,0.6139434789946805,True,0.08014485526400839,all_background,u>3.5,False
min_dR_j5_leading4,27339,110,1.104040395283325,0.7188081158935531,1.2138690225039304,1.2189215542960268,1.160239366612318,1.3903028208321877,0.5315841378837162,0.6812667774127351,-0.4322373721647179,0.41447690169621343,0.4050161441031708,0.414984517372695,0.37969135847861396,0.4512799393016371,True,0.08552309830378657,all_background,u>3.5,False
pt5_over_pt4,27339,110,0.5873167835732287,0.7779537365295035,0.0,0.8203415624715484,0.4598832391884073,0.3385790334624732,0.3679594924389323,0.41748075065576634,0.3294793888022164,0.5640908132044227,0.548615198401223,0.5728158289150159,0.5372379596152084,0.6046964892990292,True,0.06409081320442267,all_background,u>3.5,False
pt5_over_HT,27339,110,0.0723361209667844,0.09672354745397013,0.0,0.06600730646501685,0.05851314587519874,0.030296891066294816,0.04782273870703597,0.041838351482449104,0.5902926018019728,0.6585113273960458,0.658876596537084,0.6664437707957402,0.6433993096325131,0.6896017429769193,True,0.1585113273960458,all_background,u>3.5,False
n_selected_jets,27339,68,5.0,1.0,4.0,1.0,4.883792384505652,4.661764705882353,0.8342631720605755,0.8846783083938257,0.2660957595814978,0.5859268594961318,0.5859268594961256,0.5910480053163688,0.5528773381382784,0.6270061233840561,True,0.08592685949613177,QCD,u>3.5,False
HT,27339,68,456.4609069824073,165.89287567136012,527.7566833496094,343.386474609375,494.0727705910681,672.9224216236788,145.68308349706774,449.63715835770233,-1.2150642352642673,0.34423942955874554,0.34423942955872383,0.34722305361954475,0.3126224650663184,0.38078978823006876,True,0.15576057044125446,QCD,u>3.5,False
mHH,27339,68,587.7125880197857,311.6382915255907,753.094738891716,375.24362271947416,662.7287696903053,879.1585113957333,286.83864860566865,514.7725735467014,-0.7524948095454471,0.3339766719812035,0.3339766719812039,0.33537424136553184,0.30764193469056067,0.36667620197962475,True,0.1660233280187965,QCD,u>3.5,False
pT_HH,27339,68,69.22263260450325,57.988103442627605,63.74365665211438,65.21935565072387,77.16320710382035,82.08899314138041,46.0666907806784,60.535561601470086,-0.1068324069453775,0.49895054038286824,0.4989505403829539,0.4902901840816865,0.45852072988626424,0.5252281362490681,True,0.001049459617131765,QCD,u>3.5,False
eta_HH,27339,68,0.10907917493613314,4.737320829026717,1.899314717776247,5.768910073465514,0.026851309730175136,0.8586316657544234,2.591504027124445,3.2669531358905703,-0.32073340372630077,0.4158264534827648,0.41582645348273006,0.40856171962774807,0.36354410013753125,0.4577371877349717,True,0.08417354651723519,QCD,u>3.5,False
RHH,27339,68,98.83607080262986,113.88194705502788,150.9118954936371,164.53158173936487,131.165805316481,191.80054269094092,109.33906780652528,167.78465329457578,-0.5536407932323513,0.38810049423039084,0.3881004942304036,0.3940796838306783,0.3589399330185643,0.4290177027150427,True,0.11189950576960916,QCD,u>3.5,False
