replica	category_id	five_fold_winner_structure_ids_json	five_fold_winner_counts_by_structure_json	maximum_winner_count	maximum_winner_frequency	unique_modal_family	tie_resolution_applied	tied_maximum_frequency_structure_ids_json	replica_selected_structure_id	replica_selected_structure_supporting_outer_folds_json	replica_selected_structure_coordinatewise_median_thresholds_json	five_fold_pooled_support_pass_json	five_fold_all_inner_support_pass_json	five_fold_feasibility_outcomes_json	support_failure_count	infeasible_fold_winner_count	nominal_structure_recovered	pilot_result_used	nominal_deployment_candidate_changed	validation_payloads_opened	test_payloads_opened
28	exact3tag	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":2,""asymmetric_rectangular_mass__category__plus_max_drbb"":2,""symmetric_rectangular_mass__category__mass_only"":1}"	2	0.4	False	True	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	[0,3]	"{""abs_h_delta_eta"":7.76503913004308,""abs_mbb1_minus_125"":19.12338399399083,""abs_mbb2_minus_125"":711.7937275383631}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
28	ge4tag	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__mass_only"",""symmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":2,""symmetric_rectangular_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__plus_abs_h_delta_eta"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[1,4]	"{""abs_mbb1_minus_125"":28.209742095741877,""abs_mbb2_minus_125"":93.09482448370622,""max_drbb"":2.9249831642703183}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,true]	0	1	False	False	False	0	0
29	exact3tag	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":2,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":2,""radial_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	False	True	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__mass_only	[0,4]	"{""abs_mbb1_minus_125"":25.07469094354963,""abs_mbb2_minus_125"":45.3929044270718}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
29	ge4tag	"[""radial_mass__category__plus_h2_pt_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_max_drbb"":2,""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_max_drbb""]"	radial_mass__category__plus_max_drbb	[3,4]	"{""max_drbb"":3.1769131667188146,""r_hh_125_125"":37.27646470637353}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,true]	0	1	False	False	False	0	0
30	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__mass_only"",""radial_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets"":3,""radial_mass__category__plus_max_drbb"":1}"	3	0.6	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[0,1,2]	"{""ht_candidate_jets"":183.85602951049802,""r_hh_125_125"":36.84943619506817}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	True	False	False	0	0
30	ge4tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__mass_only"",""radial_mass__category__mass_only"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":3,""radial_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__mass_only""]"	asymmetric_rectangular_mass__category__mass_only	[1,3,4]	"{""abs_mbb1_minus_125"":22.309260997915377,""abs_mbb2_minus_125"":43.936944244856086}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,false,true,false]	0	2	False	False	False	0	0
31	exact3tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_mhh""]"	"{""radial_mass__category__plus_ht_candidate_jets"":2,""radial_mass__category__plus_mhh"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_mhh"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[2,3]	"{""ht_candidate_jets"":181.30421066284177,""r_hh_125_125"":36.99236457125281}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	True	False	False	0	0
31	ge4tag	"[""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""radial_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_mhh"":1,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	1	0.2	False	True	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta""]"	radial_mass__category__plus_ht_candidate_jets	[1]	"{""ht_candidate_jets"":185.18201065063474,""r_hh_125_125"":34.43870271951907}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
32	exact3tag	"[""radial_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__plus_h2_pt"":1,""radial_mass__category__plus_mhh"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_h2_pt"",""radial_mass__category__plus_mhh""]"	asymmetric_rectangular_mass__category__plus_h2_pt	[4]	"{""abs_mbb1_minus_125"":18.98987202585585,""abs_mbb2_minus_125"":799.3848101219526,""h2_pt"":0.9204909886887173}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
32	ge4tag	"[""radial_mass__category__mass_only"",""symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_mhh"":1,""symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__mass_only"",""radial_mass__category__plus_mhh"",""symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb""]"	asymmetric_rectangular_mass__category__mass_only	[4]	"{""abs_mbb1_minus_125"":21.471717136902104,""abs_mbb2_minus_125"":47.040979139844474}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,false,true,true]	0	1	False	False	False	0	0
33	exact3tag	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":2,""radial_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__plus_max_drbb"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[0,3]	"{""abs_mbb1_minus_125"":30.968515119575006,""abs_mbb2_minus_125"":121.51940713173634,""max_drbb"":3.010391596620407}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,true,false]	0	4	False	False	False	0	0
33	ge4tag	"[""asymmetric_rectangular_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""radial_mass__category__plus_max_drbb"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__mass_only	[0]	"{""abs_mbb1_minus_125"":22.477241588179428,""abs_mbb2_minus_125"":43.480335964810315}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,true,true,true]	0	1	False	False	False	0	0
34	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":3,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	[2,3,4]	"{""abs_mbb1_minus_125"":19.007874619380292,""abs_mbb2_minus_125"":647.5550423596388,""ht_candidate_jets"":140.44009780883786}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
34	ge4tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[4]	"{""abs_mbb1_minus_125"":31.65712562409978,""abs_mbb2_minus_125"":65.37139550067374,""max_drbb"":2.8680216728052885}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
35	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets"":4}"	4	0.8	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[0,1,3,4]	"{""ht_candidate_jets"":176.33173274993894,""r_hh_125_125"":36.369112354216995}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,true,true,true]	0	2	True	False	False	0	0
35	ge4tag	"[""radial_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_h2_pt"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__mass_only"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__mass_only	[2]	"{""abs_mbb1_minus_125"":23.57392203083238,""abs_mbb2_minus_125"":40.247792232618}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,false,true,true]	0	2	False	False	False	0	0
36	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":2,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	[1,2]	"{""abs_mbb1_minus_125"":34.75001229598888,""abs_mbb2_minus_125"":616.408156385287,""ht_candidate_jets"":181.2102708816528}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,true,false,false]	0	3	False	False	False	0	0
36	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""symmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	"{""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":2,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":2,""symmetric_rectangular_mass__category__plus_abs_h_delta_eta"":1}"	2	0.4	False	True	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta""]"	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	[0,1]	"{""ht_candidate_jets"":188.00949096679685,""max_drbb"":3.0316614968070996,""r_hh_125_125"":41.220699567087244}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
37	exact3tag	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_abs_h_delta_eta""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":2,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""radial_mass__category__plus_abs_h_delta_eta"":1,""radial_mass__category__plus_mhh"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	[0,1]	"{""abs_mbb1_minus_125"":30.639740668887818,""abs_mbb2_minus_125"":620.0904515815079,""ht_candidate_jets"":182.34703350067136}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
37	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets"":2,""radial_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[0,3]	"{""ht_candidate_jets"":187.72199821472165,""r_hh_125_125"":34.643126013389605}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
38	exact3tag	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__mass_only"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":2}"	2	0.4	True	False	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	symmetric_rectangular_mass__category__plus_ht_candidate_jets	[3,4]	"{""ht_candidate_jets"":180.55701541900632,""max_abs_mbb_minus_125"":33.62313909666152}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,true,false,true]	0	3	False	False	False	0	0
38	ge4tag	"[""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":2,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	[1,4]	"{""ht_candidate_jets"":194.64492607116696,""max_drbb"":3.0463967791496964,""r_hh_125_125"":41.691106520876836}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
39	exact3tag	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_max_drbb"":4,""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	4	0.8	True	False	"[""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[0,1,2,4]	"{""abs_mbb1_minus_125"":19.105613826561846,""abs_mbb2_minus_125"":936.5413130994757,""max_drbb"":4.801815873002647}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
39	ge4tag	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_max_drbb"":2,""radial_mass__category__plus_h2_pt"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""symmetric_rectangular_mass__category__mass_only"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[0,1]	"{""abs_mbb1_minus_125"":26.890470596892005,""abs_mbb2_minus_125"":105.25201808897353,""max_drbb"":2.9359739516838412}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,false,true,true]	0	1	False	False	False	0	0
40	exact3tag	"[""asymmetric_rectangular_mass__category__plus_h2_pt"",""symmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_mhh"":1,""symmetric_rectangular_mass__category__plus_h2_pt"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh"",""symmetric_rectangular_mass__category__plus_h2_pt"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	asymmetric_rectangular_mass__category__plus_h2_pt	[0]	"{""abs_mbb1_minus_125"":19.19677785458798,""abs_mbb2_minus_125"":1195.411600407152,""h2_pt"":0.9204909886887173}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,true]	0	4	False	False	False	0	0
40	ge4tag	"[""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""radial_mass__category__plus_h2_pt_and_max_drbb"":3,""radial_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	3	0.6	True	False	"[""radial_mass__category__plus_h2_pt_and_max_drbb""]"	radial_mass__category__plus_h2_pt_and_max_drbb	[0,2,3]	"{""h2_pt"":16.594099063209857,""max_drbb"":3.021653953032353,""r_hh_125_125"":41.38265210049311}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
41	exact3tag	"[""symmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__mass_only""]"	"{""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":2,""radial_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__plus_max_drbb"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	[1,2]	"{""ht_candidate_jets"":148.6804103851318,""max_drbb"":4.110427178177871,""r_hh_125_125"":36.430847730305175}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,false,false,false]	0	4	False	False	False	0	0
41	ge4tag	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":3,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__mass_only""]"	asymmetric_rectangular_mass__category__mass_only	[1,2,4]	"{""abs_mbb1_minus_125"":21.758914210150724,""abs_mbb2_minus_125"":44.37794461136138}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,true]	0	1	False	False	False	0	0
42	exact3tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_mhh"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_mhh""]"	asymmetric_rectangular_mass__category__mass_only	[4]	"{""abs_mbb1_minus_125"":25.091340145617924,""abs_mbb2_minus_125"":45.336648075087304}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,false,true,true,true]	0	1	False	False	False	0	0
