artifact_role	final_path	sha256	bytes	rows	schema	identity_key	physical_weight_column	selected_physical_yield_calculated
combined_train_candidate_physical_weight_sidecar	/uscms/home/iturkmen/physical_weight_sidecars/train_candidate_run2_physical_weights_20260731_v1/train_candidate_run2_physical_weights.parquet	d5315ed70bb0298b4fc67e6e8c41437a7457b9b28b10fea2982d95b96275e2d3	104999	30705	population_kind,sample_class,process_or_mode,campaign,transport_id,source_index_or_target_index,candidate_row_index,event,generator_nominal_weight,generator_weight_sign,cross_section_coefficient_pb_per_generator_weight,generator_cross_section_contribution_pb,run2_luminosity_pb_inverse,run2_yield_coefficient_per_generator_weight,run2_candidate_physical_weight	population_kind,transport_id,event	run2_candidate_physical_weight	False
