target_signal_eff_val,threshold,signal_pass,signal_total,signal_eff,signal_eff_err,ttbar_pass,ttbar_total,ttbar_eff,ttbar_eff_err,ttbar_rejection
0.9,0.38584345874852977,1096,1218,0.8998357963875205,0.008602293576959654,723,1218,0.5935960591133005,0.014073457815177569,1.6846473029045643
0.7,0.48807634979707637,854,1218,0.7011494252873564,0.013116220066128998,411,1218,0.3374384236453202,0.013548360557788668,2.9635036496350367
0.5,0.6002786347703315,619,1218,0.5082101806239737,0.014324774803839813,216,1218,0.17733990147783252,0.010944345730378923,5.638888888888888
