qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.5,0.5,2031.965330077887,7602597.175208255,0.0002672725232245685,0.7369453852727216,0.0026727252322456844,2872,6960,1524.4947175058508,3915.9116208569685
0.5,0.525,1976.10620473461,7163510.573856284,0.0002758572328973092,0.7383245827881483,0.0027585723289730918,2782,6589,1481.947439146396,3738.828652631307
0.5,0.55,1900.5776126323299,6615720.3575201,0.0002872820358061145,0.7389193499730133,0.0028728203580611444,2678,6163,1425.4407189906428,3531.0681717252946
0.5,0.575,1815.141163855774,6209008.573671246,0.00029233993516335606,0.7284492090420139,0.0029233993516335605,2566,5796,1361.847712884054,3366.0686002372954
0.5,0.6,1745.0861728093746,5795963.011925514,0.00030108649230831244,0.7248598999440596,0.0030108649230831245,2464,5442,1309.1159977697587,3190.0208580512362
0.5,0.625,1655.8891973780337,5346259.863006813,0.0003097285279445316,0.716153701060848,0.0030972852794453162,2337,5080,1242.1417531911445,3001.4063568973493
0.5,0.65,1574.082647977353,4916842.793043104,0.00032014093478940187,0.7098790674187024,0.0032014093478940184,2220,4726,1180.6864659716723,2820.6514250595037
0.5,0.675,1461.878799590233,4490803.310590513,0.0003255272383323341,0.689841553117233,0.003255272383323341,2088,4355,1098.0438595788708,2626.5280769061997
0.5,0.7,1382.0046944749713,4136555.4781737877,0.0003340955299081594,0.6795009865601223,0.003340955299081594,1961,4000,1037.3008801084998,2432.0858198270626
0.5,0.725,1280.6174209207018,3667108.592589328,0.0003492172071229731,0.6687403375952077,0.003492172071229731,1813,3601,960.9625946973591,2214.413778630586
0.5,0.75,1149.9453171122518,3232947.4003138416,0.0003556956469507112,0.6395549573947364,0.003556956469507112,1647,3221,864.0078168976138,1983.4658594015025
0.5,0.775,1030.6591551842098,2819552.9732448347,0.000365539915356899,0.6137972469373328,0.00365539915356899,1491,2826,775.2445436490059,1827.0181221373268
0.5,0.8,913.9060432104235,2447395.3652312434,0.00037341986349805507,0.5841837638155343,0.0037341986349805505,1315,2430,687.0123966603735,1591.3568330652433
0.5,0.825,779.4890320578281,2035936.5640447827,0.0003828650881485335,0.5462958328320247,0.0038286508814853347,1116,2028,585.6424657166559,1343.3406822629759
0.5,0.85,607.1536686092238,1607806.4032417617,0.0003776285922142379,0.4788304346369507,0.0037762859221423793,872,1582,456.3227661975854,1060.3015896367594
0.5,0.875,448.2098146212212,1143132.753984138,0.0003920890317061465,0.4192113455239803,0.0039208903170614645,629,1145,336.0119525021497,831.1231948292689
0.5,0.9,276.459437530814,623608.5430549893,0.00044332208179264157,0.35008652270172186,0.004433220817926415,393,617,207.5455899178962,466.31085865267994
0.5,0.925,124.28978459399553,209155.11127808987,0.0005942469387168908,0.2717697996628095,0.005942469387168907,188,209,93.96756310456973,162.01147553479984
0.5,0.95,22.902511039725887,32180.330800169537,0.0007116928406343551,0.127669703295348,0.007116928406343551,40,37,17.63557138882554,25.861402894261683
0.525,0.5,1984.666603481664,6921562.442200703,0.00028673679101429036,0.7543718798547328,0.0028673679101429033,2808,6339,1489.1735242094157,3545.575046521444
0.525,0.525,1931.7636485506507,6508841.315595424,0.00029679071203073793,0.7571852539031937,0.002967907120307379,2722,5995,1448.8336898402242,3382.9020359409146
0.525,0.55,1857.6400183597282,5998405.240790301,0.0003096889829529058,0.7584791677946345,0.0030968898295290577,2619,5600,1393.3241017189498,3195.2683415328743
0.525,0.575,1772.2766928779472,5619419.814779874,0.0003153842836615636,0.7476283938116559,0.0031538428366156366,2508,5255,1329.8378877190219,3044.123618563526
0.525,0.6,1703.8460336272287,5224963.437358234,0.0003260972165747252,0.745398852318492,0.0032609721657472523,2410,4925,1278.4233549024555,2881.3471715238966
0.525,0.625,1617.5321053133773,4792420.900146944,0.00033751879040169047,0.7388825885222029,0.0033751879040169043,2286,4579,1213.5499495712197,2703.3953160298884
0.525,0.65,1535.7986792074712,4399906.93409156,0.00034905253729521546,0.7321710358597971,0.0034905253729521544,2170,4251,1152.2013424983381,2543.5936504591646
0.525,0.675,1427.809716554423,4012417.962378691,0.00035584770329060415,0.7127992763547814,0.003558477032906041,2041,3917,1072.5502218540898,2374.17924532706
0.525,0.7,1348.0818580287105,3686801.397116439,0.0003656507939600671,0.702087745022914,0.0036565079396006705,1916,3596,1012.0206548657025,2197.3554737957866
0.525,0.725,1250.9094702085126,3262716.9006617703,0.00038339503802943894,0.6925261611679215,0.0038339503802943893,1771,3228,938.6734126342159,1999.1307302880602
0.525,0.75,1123.5591532862004,2877518.660728237,0.0003904611179834546,0.662348973814162,0.003904611179834546,1614,2896,844.4606292496774,1805.5275858717455
0.525,0.775,1005.8973231538396,2510261.097513538,0.00040071422217800384,0.6348837400961904,0.004007142221780038,1462,2533,757.0158280026254,1607.1929904007866
