working_point,qcd_threshold,top_threshold,n_boot,S_over_sqrtB_mean,S_over_sqrtB_std_bootstrap,S_over_sqrtB_p16,S_over_sqrtB_p50,S_over_sqrtB_p84,S_over_B_mean,S_over_B_std_bootstrap,B_events_p16,B_events_p50,B_events_p84
loose_best_sqrtB,0.8,0.5,4000,0.17988599497601485,0.030404412444276392,0.14988627040634214,0.17751192913519032,0.21017740437454152,0.0003693482993329359,7.880035030120839e-05,208574.87950489973,240002.92303667584,279465.3787532604
nominal_balanced,0.825,0.525,4000,0.1767633730576636,0.031944478038804444,0.1448282377350676,0.17554027900294555,0.2079631277830726,0.00042425691413157477,0.00010072133241789748,147631.45312578653,176715.40897522142,215194.8138508426
intermediate,0.85,0.75,4000,0.1406006352578285,0.03931009119506472,0.1025234849717117,0.1378575450024663,0.17961911253412585,0.000600450641084532,0.00022180142893175647,44039.92131484769,57595.00384640423,77954.89993394994
higher_purity,0.875,0.75,4000,0.1362166999110001,0.042944069203204975,0.0943168375216323,0.13137105914624517,0.1775970162430356,0.0007164628930187769,0.0003299875046902477,28802.847764310056,40482.925149935756,53807.30391123601
