final_split	sample_class	process_family	process_or_mode	group_id	member_id	source_index	generated_events	candidate_rows	selection_cap	selected_event_count	selected_event_min	selected_event_max	candidate_event_sha256	selected_event_sha256	candidate_path	candidate_sha256	root_access_mode	root_locator
train	background	background_other_tw_top	tw_top	2458e0e0077b4b360490aa0b	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_bundle.tar.gz	306	10000	10	256	10	222	8504	9814a1b03f0496ffcb04f9ea90199dc278818b365d38d340f3680fb9bd3f6e6e	9814a1b03f0496ffcb04f9ea90199dc278818b365d38d340f3680fb9bd3f6e6e	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/tw_top/0306_tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_hh4b_candidates_v2.parquet	ec6bf64d54a102a486d71761d5c1e17d77fc393d6c3cdd373ae7d15477180caf	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_bundle.tar.gz::root/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_delphes.root
train	background	background_other_vbf_hbb	vbf_hbb	0d3465a131ab0343c3671249	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_bundle.tar.gz	496	10000	5	256	5	1880	8662	e5c872e26305210f8b4a1c9c88ccb6361c47530c0708c88c57345298903ff619	e5c872e26305210f8b4a1c9c88ccb6361c47530c0708c88c57345298903ff619	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/vbf_hbb/0496_vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_hh4b_candidates_v2.parquet	1c4ada20de4b6533767c4a5d9a2aa9f02b6048b609c32c6e5367f9b91ddf8273	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_bundle.tar.gz::root/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_delphes.root
train	background	background_other_wh_hbb	wh_hbb	509e2e7e416c11322408f853	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_bundle.tar.gz	508	10000	3	256	3	788	3945	cae7fbc9dc3ec58a36a07bf84291742c1e56c2f63992cdc083fe7181a534cd5c	cae7fbc9dc3ec58a36a07bf84291742c1e56c2f63992cdc083fe7181a534cd5c	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wh_hbb/0508_wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_hh4b_candidates_v2.parquet	3e3df736cb498cf1b5cf44f6ee8bc00083933ed5ddd26f9b4e22e8a843c9e8a0	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_bundle.tar.gz::root/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3304_10kevt_delphes.root
train	background	background_other_wwz_zbb	wwz_zbb	08ab83ea7308663ebbcce2ec	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	312	5200	5	256	5	2775	4270	5ffe9d599b393191f23e8880a294fa377224408741aeedc42ffec5f34e715562	5ffe9d599b393191f23e8880a294fa377224408741aeedc42ffec5f34e715562	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0312_wwz_zbb_run2_frozen_v2_train_shard9904_5200_hh4b_candidates_v2.parquet	7af1cc27a669db4270a5e1b1f0d8c7e54844a95b024d21a20b574c1398d47276	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz::root/wwz_zbb_run2_frozen_v2_train_shard9904_5200_delphes.root
train	background	background_other_wz_zbb	wz_zbb	47c50caee3c055bdcaa4f49e	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz	514	10000	2	256	2	1034	7075	62a2e7a94c4e65676a32406aa25eb2050bc00ad1b90c6937fcd45a1f9b3769b7	62a2e7a94c4e65676a32406aa25eb2050bc00ad1b90c6937fcd45a1f9b3769b7	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wz_zbb/0514_wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_hh4b_candidates_v2.parquet	591a2dd635089dd32a9a2281826dffb36d0a20e0c76fc8670a21da1428c0f6c3	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz::root/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_delphes.root
train	background	background_other_wzz_zbb	wzz_zbb	0a34ee6d1ece34fbb1a4de87	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	317	3300	19	256	19	483	3195	974e07899053d5b5c1546cc7eda855b69d6a79d8ac74eb073a84e0320d8d153d	974e07899053d5b5c1546cc7eda855b69d6a79d8ac74eb073a84e0320d8d153d	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0317_wzz_zbb_run2_frozen_v2_train_shard9914_3300_hh4b_candidates_v2.parquet	f79c4796968beeacfebe8e7943a0025c70be0d69cd3de24117b805fc189c00c3	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz::root/wzz_zbb_run2_frozen_v2_train_shard9914_3300_delphes.root
train	background	background_other_zzz_zbb	zzz_zbb	1596513597a80bad4bbc8fdc	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	319	1500	12	256	12	135	1340	116634d567eb2c567224d3e370718ff377c865a49a7ca8906ec6c2218d2913b7	116634d567eb2c567224d3e370718ff377c865a49a7ca8906ec6c2218d2913b7	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zzz_zbb/0319_zzz_zbb_run2_frozen_v2_train_shard9921_1500_hh4b_candidates_v2.parquet	83049f6c3a291a88943b5c2914e83340fa8ad613c949278e80d2ad8ae08c680c	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz::root/zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root
train	background	background_qcd	qcd_hardqcd	7f3e4018480247a4a4f74d09	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_bundle.tar.gz	136	10000	1	256	1	4659	4659	6b9043420c4c5f45b774ddc200b4e442d66c1cc5752545f3b559ad039d26035f	6b9043420c4c5f45b774ddc200b4e442d66c1cc5752545f3b559ad039d26035f	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0136_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_hh4b_candidates_v2.parquet	6beebe6a10c28534b573c7dbced414e56dc6e354214d06d55380650f3bd8d049	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_bundle.tar.gz::root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1173_seed1221173_delphes.root
train	background	background_qcd	qcd_bbbb_iht400to600	16ca7fe539d16ce0cbe2994e	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	375	10000	1559	256	256	19	9981	dbe6a3322a4f6253c5c0931078240f1cfe21d9884d4b15a0856a3e2f10f6952a	2adb9e354d7dcb2a566fb63a0d1c8271505a2b3b71d38101f92258f16e626379	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0375_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_hh4b_candidates_v2.parquet	55ca6180eae86bf786529b71cd24548fa0d82873b8a287eff23840eb15589b2c	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz::root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_delphes.root
train	background	background_qcd	qcd_bbbb_general	331e1d9ade0b6f4ee6de7411	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	359	10000	395	256	256	92	9958	e5859a7a1d1e368ac94e4beb1fddd2c2eed84f30f25dd7ee75761e6e86b08368	260c26fbdef3ef71cf8745d9fc2d32e93d3188240cc3b4a9dc2ff7d8d36bbe1d	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0359_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_hh4b_candidates_v2.parquet	eb9763605de9651cda8b4f47005bcf5b48a5f3cfcb021fd20b0ae59287630dc3	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz::root/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_delphes.root
train	background	background_qcd	qcd_hardqcd	03b82368ee8a80a11d321612	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_bundle.tar.gz	218	4532	1	256	1	2184	2184	e17657984fb9b1453be7ae432ee84f583d32b92b347e659aaa303d96d1dbd7a4	e17657984fb9b1453be7ae432ee84f583d32b92b347e659aaa303d96d1dbd7a4	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0218_qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_hh4b_candidates_v2.parquet	c1948efed6ce5feace5e3bf8602480ff1d82815a61cd064ba21349f405151906	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_bundle.tar.gz::root/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9820_seed1239820_delphes.root
train	background	background_qcd	qcd_bbbb_general	765df8c6ff15e5ef9646314a	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	356	10000	352	256	256	93	9999	5270d828c47555440e06c2ec57e38354f4550dce900d4532b982738d97c20a26	e7977e294edf02d26f168a43e659544129ea143fe9699bf8f4933c7a9a9ef558	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0356_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_hh4b_candidates_v2.parquet	1aa3ed455f4c0d4e5ddc09d729f6b4d74734b32218162ec5ff0745cae6a22542	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz::root/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_delphes.root
train	background	background_qcd	qcd_bbbb_iht400to600	bd8b7f9e133dbca1fd322312	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	371	10000	1595	256	256	13	9872	4b479cb3b18f663dc54627f1c30d15d2a3004973bea0e5252a71d983bd717d8f	a1f5491a5748e6144408536bc5db10e40562b3b9ddfd24e47a7be55a630ddfb4	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0371_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_hh4b_candidates_v2.parquet	e43f7b2e42b74fa6ffd0dd31794c29b84e6d9b62c1b2af292bf3730badff0b4c	archive_or_container	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz::root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_delphes.root
