sample_class	process_or_mode	campaign	source_bundle_count	manifest_generated_events	root_entries	root_entries_match_manifest	positive_weight_events	negative_weight_events	zero_weight_events	sum_root_nominal_weights_candidate	sum_squared_root_nominal_weights	minimum_root_nominal_weight	maximum_root_nominal_weight	signed_weight_transport_observed	denominator_strategy_candidate	campaign_denominator_candidate_recovered	normalization_denominator_authorized	candidate_event_sign_transport_proven	physical_weight_application_authorized	status
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	1	5200	5200	True	5188	12	0	495.21063286066055	47.598660409793609	-0.095674388110637665	0.095674388110637665	True	signed_sum_root_nominal_weights	True	False	False	False	campaign_root_weight_candidate_fail_closed
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	4	20800	20800	True	20769	31	0	1981.8741404861212	189.96938497875945	-0.09575614333152771	0.09575614333152771	True	signed_sum_root_nominal_weights	True	False	False	False	campaign_root_weight_candidate_fail_closed
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	1	3300	3300	True	3296	4	0	100.86702873557806	3.0980808166724527	-0.030640045180916786	0.030640045180916786	True	signed_sum_root_nominal_weights	True	False	False	False	campaign_root_weight_candidate_fail_closed
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	4	13200	13200	True	13176	24	0	402.0103596188128	12.33286060840182	-0.030611766502261162	0.030611766502261162	True	signed_sum_root_nominal_weights	True	False	False	False	campaign_root_weight_candidate_fail_closed
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	1	1500	1500	True	1498	2	0	15.810139574110508	0.16753265840337278	-0.010568275116384029	0.010568275116384029	True	signed_sum_root_nominal_weights	True	False	False	False	campaign_root_weight_candidate_fail_closed
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	4	6000	6000	True	5986	14	0	62.954896301031113	0.66677293444457986	-0.010589055716991425	0.010589055716991425	True	signed_sum_root_nominal_weights	True	False	False	False	campaign_root_weight_candidate_fail_closed
