sample	source_entry	fit_source	p_signal	fit_success	p1_x_mean_gev	p1_y_mean_gev	p1_physical_40_200	p1_in_target_region	p2_amp	p2_x_mean_gev	p2_y_mean_gev	p2_valid	p2_physical_40_200	p2_in_target_region	either_physical_peak_in_target_region	any_parameter_at_bound	bg_amp	catastrophic_bg_amp_gt_1
ZH	33	new_increment	0.983532726764679	True	85.14632807392388	128.47054416371242	True	True	0.013472681461217592	83.86752506117132	204.7888146072205	True	False	False	True	False	0.00027425741504783646	False
ZH	38	new_increment	0.9704541563987732	True	93.67962516543471	121.05088041595582	True	True	0.038759926995458265	91.18037830259622	189.2436929635112	True	True	False	True	False	0.0041136834424079964	False
ZH	39	new_increment	0.9257362484931946	True	119.03624832546843	121.97368023001742	True	False	10.037713183432965	257.6764838948088	30.898553931051776	True	False	False	False	True	0.005082921491454567	False
ZH	40	accepted_high_tail	0.9995448589324951	True	90.90650094979509	171.08505436490987	True	False	0.0	500.0	500.0	False	False	False	False	False	1.650334424015021e-38	False
ZH	44	new_increment	0.8058555126190186	True	49.586261218408694	111.7508727303989	True	False	0.01515771372689931	191.90584314865447	192.7048923287584	True	True	False	False	True	0.0013438011569079501	False
ZH	45	accepted_high_tail	0.9998873472213745	True	76.40257288919649	157.5603534813651	True	False	0.003481878488199349	84.15884349888584	183.7348837328917	True	True	False	False	False	0.00011205099588666815	False
ZH	48	new_increment	0.9927223324775696	True	92.14448589501467	157.4831752366435	True	False	0.0	500.0	500.0	False	False	False	False	False	9.913904830863457e-05	False
ZH	50	new_increment	0.9597223997116089	False	95.0	135.0	False	False	0.0	500.0	500.0	False	False	False	False	False	0.01404378915577512	False
ZH	52	accepted_high_tail	0.9975429177284241	True	127.46249897584579	180.12802158189004	True	False	0.010796671219810943	124.67703282204089	97.1991097399846	True	True	True	True	False	0.00026354600632453874	False
ZH	53	accepted_high_tail	0.9995691776275635	True	92.97376195262453	121.68747374326122	True	True	0.004453338779602357	146.66785533209458	89.1338915976125	True	True	False	True	False	0.00012699700106022155	False
ZH	54	new_increment	0.9969715476036072	True	81.64029987984253	131.8594359004243	True	True	0.01126824708957088	85.34464527070583	89.53830109305919	True	True	False	True	True	0.002138724531125475	False
ZH	55	accepted_high_tail	0.9978534579277039	True	119.50469963014106	130.6208939390415	True	False	0.010545001237017597	209.02729072579785	124.971938446126	True	False	False	False	True	0.004649948574148235	False
ZH	57	accepted_high_tail	0.9999063611030579	True	90.16139739602218	124.09835671079657	True	True	0.01081103291639837	99.82998843576152	140.22294828743773	True	True	False	True	False	0.00030221254920356256	False
ZH	58	new_increment	0.9969101548194885	True	74.97269094361233	78.28640159039155	True	False	0.009730271692090037	82.83270509660555	110.36566613153765	True	True	True	True	True	0.0022858155464021298	False
ZH	59	new_increment	0.8764405846595764	True	125.26386595939904	174.86570228799852	True	False	0.003700978137816937	178.2776843668522	87.53631894065468	True	True	False	False	False	0.00041249172319366063	False
ZH	60	accepted_high_tail	0.9993575215339661	True	82.45073299337486	191.37170448865945	True	False	0.019670607011922102	79.32274522379055	147.6805342926986	True	True	False	False	False	0.001661518207382592	False
ZH	61	new_increment	0.9659731388092041	True	97.5572756371081	131.7397081394669	True	True	0.009645896577184348	149.20798401290998	108.52282378732573	True	True	False	True	False	0.003971726566403193	False
ZH	64	new_increment	0.9860223531723022	True	110.2245405786332	174.02354213759546	True	False	0.00268894020249424	108.2278563877162	121.47442387440177	True	True	False	False	False	0.004106854326602983	False
ZH	65	new_increment	0.9107551574707031	True	93.0560876071806	119.57086117894947	True	True	0.00486843367441971	38.16303247116715	115.9753225059391	True	False	False	True	True	9.034661168714117e-05	False
ZH	66	accepted_high_tail	0.999538004398346	True	90.18944799966971	115.804964888285	True	True	0.01569257090738454	91.40739493263732	89.42448310597763	True	True	False	True	False	8.877209757547518e-05	False
ZH	68	new_increment	0.9909200668334961	True	76.81608498405467	132.22727109958544	True	True	0.0058356521455771105	75.0431057163669	172.756223128371	True	True	False	True	False	0.0004802873723052315	False
ZH	70	new_increment	0.8973808288574219	True	9.953930528372663e-14	180.69834189784282	False	False	0.009345791412575036	181.45858691326907	119.99587134878361	True	True	False	False	True	0.002677535157935938	False
ZH	72	new_increment	0.9948878884315491	True	112.46651411779317	127.66298956668405	True	False	0.05210524168597452	209.5642822929245	120.93569297729906	True	False	False	False	True	0.004971222471584047	False
ZH	73	new_increment	0.985493540763855	True	92.92999107277278	186.79338054412835	True	False	0.0	500.0	500.0	False	False	False	False	False	0.00018152964522366778	False
ZH	74	new_increment	0.9771785736083984	True	83.8944991533573	165.95617995987718	True	False	0.0	500.0	500.0	False	False	False	False	True	0.00022430702749044282	False
ZH	75	new_increment	0.9300623536109924	False	105.0	145.0	False	False	0.0	500.0	500.0	False	False	False	False	False	0.01404378915577512	False
ZH	78	accepted_high_tail	0.9999279975891113	True	86.15759007232951	127.6298739582929	True	True	0.4688343312514134	86.59938911607924	147.8416670836925	True	True	False	True	False	4.237227959162806e-05	False
ZH	79	new_increment	0.827846109867096	True	139.40136529376628	200.73050905138604	False	False	0.0	500.0	500.0	False	False	False	False	True	0.00591745269225739	False
ZH	81	new_increment	0.9835299849510193	True	63.14738519967455	235.2016688225078	False	False	0.012631123580756125	113.15396696905951	129.1247667870419	True	True	False	False	True	0.003436516490505837	False
ZH	82	accepted_high_tail	0.99882572889328	True	83.25895562790672	123.76498924902113	True	True	0.007549587846192386	142.53482499305835	80.76450059134356	True	True	False	True	False	0.0001306253159520101	False
ZH	83	new_increment	0.9860209226608276	True	95.58998019402804	125.78523818175528	True	True	0.0016471229488373895	100.43944332901697	154.90931862161833	True	True	False	True	False	3.2730406289062684e-10	False
ZH	89	accepted_high_tail	0.9996882677078247	True	95.60982849463521	135.44963742232216	True	True	0.08273882362273925	158.42553039185543	86.76049862134977	True	True	False	True	False	0.0003304693684228333	False
ZH	90	new_increment	0.8093233704566956	True	146.97283278333512	123.54831581370985	True	False	0.0	500.0	500.0	False	False	False	False	True	0.00021200949425254678	False
ZH	92	new_increment	0.9962706565856934	True	109.73238259614128	159.05179310218355	True	False	0.0	500.0	500.0	False	False	False	False	False	4.788345977848259e-38	False
ZH	93	new_increment	0.9965726137161255	True	91.25926980633373	131.30483752678666	True	True	0.7246590996169451	154.20703080427595	90.90007604331544	True	True	False	True	False	0.0001967634560389	False
ZH	94	accepted_high_tail	0.9984139800071716	True	175.07232880513249	124.29377342172084	True	False	0.0	500.0	500.0	False	False	False	False	True	0.003812259465964749	False
ZH	95	new_increment	0.8674152493476868	True	113.38418498648792	68.14590173588141	True	False	0.01632098490892724	192.89336034570144	116.25135084979745	True	True	False	False	True	0.02765439475985497	False
ZH	97	accepted_high_tail	0.9980829954147339	True	118.24558755029496	92.66176689558492	True	True	0.0	500.0	500.0	False	False	False	True	True	0.002937383960527442	False
ZH	98	accepted_high_tail	0.9990435242652893	True	77.1549532933616	74.90350082091109	True	False	0.007434420076445575	92.83796220720961	77.45804089678839	True	True	False	False	True	0.0015539385364924238	False
ZH	99	accepted_high_tail	0.9989118576049805	True	87.3837913541755	138.1300534301399	True	True	0.6444750088489947	103.1849053618135	148.56725818220963	True	True	False	True	False	0.00034680325039846706	False
ZH	100	new_increment	0.8570180535316467	True	97.26901446104945	90.37240649784569	True	False	0.007836126996007355	133.7480089853884	96.13299952449066	True	True	True	True	True	0.0005769620125754113	False
ZH	102	new_increment	0.949394941329956	True	85.23598829781828	122.06073409910921	True	True	0.013363242239088701	195.15435630094916	124.90484502764275	True	True	False	True	True	0.0009175037779759808	False
ZH	105	new_increment	0.8297783136367798	True	121.98773958104485	148.69215496182505	True	False	0.0020733513473738955	131.8435830450995	73.70017393278313	True	True	False	False	False	0.00014708755366128512	False
ZH	107	accepted_high_tail	0.9991335272789001	True	96.37044716712592	123.8126521778181	True	True	0.018684288271196628	96.58220414277473	198.1848952810375	True	True	False	True	True	0.0009961589106842312	False
ZH	108	accepted_high_tail	0.9995097517967224	True	129.7453991899618	317.8755671469957	False	False	5.001209629131866	181.23380120380224	135.50041107704033	True	True	False	False	True	0.0004524279844959826	False
ZH	110	new_increment	0.9701656103134155	True	103.71951704245046	127.71725039018253	True	True	0.007199221226853334	104.79666805314488	55.40240984541631	True	True	False	True	False	0.0006695424190790016	False
ZH	111	accepted_high_tail	0.9995311498641968	True	69.04482981108069	116.31136689813373	True	False	0.012432109356388447	80.20965388041405	130.93238900705694	True	True	True	True	True	0.000254937568258383	False
ZH	114	accepted_high_tail	0.9976946711540222	True	138.13663417177744	232.59961281068743	False	False	0.01396648423538111	42.96064354134828	146.64888238795498	True	True	False	False	True	2.8818309782689406e-40	False
ZH	115	accepted_high_tail	0.9996798038482666	True	91.884749740573	121.76635675804751	True	True	0.0019736071013800286	151.62612039038675	88.95430411754798	True	True	False	True	False	0.00015592717169475025	False
ZH	116	new_increment	0.8238702416419983	True	9.570870081777754	118.41495186137975	False	False	0.007089801356702632	168.72455102682946	155.23778583295763	True	True	False	False	False	0.013569929831539613	False
ZH	118	new_increment	0.9748408794403076	True	134.16060226536777	135.6612019310817	True	False	0.004974013860660958	134.36664125821827	167.75751945912234	True	True	False	False	True	0.0033534590670601175	False
ZH	119	new_increment	0.9831384420394897	True	58.04692406214985	126.68621773055584	True	False	0.005915290543939374	169.2189998789713	123.69456508591992	True	True	False	False	True	0.0018858598259709181	False
ZH	123	accepted_high_tail	0.9990211129188538	True	93.80690611668751	124.19760008693805	True	True	0.010346394742543114	139.6453795500611	92.88012739366322	True	True	True	True	True	0.0001630015111535557	False
ZH	127	new_increment	0.9955124855041504	True	73.93256417077123	104.77731363528537	True	False	0.0060097908496004205	201.03556688223244	140.6838185837905	True	False	False	False	True	0.002613992045237488	False
ZH	129	new_increment	0.9909608960151672	True	71.21367416476222	128.9471176529572	True	False	0.004065267454787902	99.27466708670988	224.53202051292214	True	False	False	False	True	0.000591117451461948	False
ZH	130	accepted_high_tail	0.9999481439590454	True	84.02763993311508	112.62084844713404	True	True	0.0	500.0	500.0	False	False	False	True	False	0.0009097373368529687	False
ZH	131	accepted_high_tail	0.9981381297111511	True	90.7090230634338	199.4382650836487	True	False	0.0030778474385447056	83.77055135530678	109.94086677395511	True	True	False	False	False	7.658071487174501e-05	False
ZH	133	new_increment	0.9875656366348267	False	105.0	135.0	False	False	0.0	500.0	500.0	False	False	False	False	False	0.013998130999122569	False
ZH	134	accepted_high_tail	0.997726559638977	True	83.87533120960859	149.56110957571858	True	False	68.90048434703763	168.90611211161217	221.97609974997053	True	False	False	False	True	0.0031962934366507665	False
ZH	135	new_increment	0.9135290384292603	True	119.34073087658014	189.2850064179829	True	False	92.0061219288363	187.55104426064503	232.71923400184758	True	False	False	False	True	0.0014261628049085605	False
ZH	136	accepted_high_tail	0.9996419548988342	True	87.9586590851514	118.21045984065061	True	True	0.00467207295911744	86.65545236457663	168.13895320385566	True	True	False	True	False	0.00021906178683305587	False
ZH	138	new_increment	0.9630910754203796	True	88.1861232594352	97.50720752085927	True	False	0.02123071303531633	235.97722957352403	96.72394844987748	True	False	False	False	True	0.0007561065224362392	False
ZH	139	new_increment	0.9942281246185303	True	99.40074606805622	121.30591825942592	True	True	0.0	500.0	500.0	False	False	False	True	False	9.08663474527477e-05	False
ZH	140	new_increment	0.990955650806427	True	87.21170325525935	129.01327952143933	True	True	0.0023648583121802518	81.23444425888664	192.7389405530064	True	True	False	True	True	0.0004331448577631315	False
ZH	142	accepted_high_tail	0.9978434443473816	True	125.1438197021387	110.1806022594052	True	False	0.0009483015063706075	114.5982477449242	180.18274079545458	True	True	False	False	False	3.107446999202353e-39	False
ZH	143	accepted_high_tail	0.9977485537528992	True	78.79892193003673	120.90320973548272	True	True	0.004381094673343629	160.4203700542096	69.80090961241689	True	True	False	True	False	3.127897707938597e-05	False
ZH	144	new_increment	0.8007655143737793	True	161.4220268387684	121.68014966997134	True	False	0.0	500.0	500.0	False	False	False	False	True	0.01185558647072572	False
ZH	145	new_increment	0.9916980862617493	True	66.83362139812363	176.53148957730644	True	False	0.0017730072293925744	172.3160103112678	166.12680864427568	True	True	False	False	True	0.003727781009637449	False
ZH	146	new_increment	0.8878318667411804	True	117.8435011851353	154.29383862993856	True	False	0.0	500.0	500.0	False	False	False	False	False	0.0013829055438730918	False
ZH	150	new_increment	0.9324709177017212	True	93.20510560973129	125.55090167833905	True	True	0.056260857077314076	91.52146842886123	185.1830292272759	True	True	False	True	False	0.0012329273836315122	False
ZH	154	new_increment	0.8779323101043701	True	122.38592322864866	109.41868475916141	True	False	0.01020528112601643	159.49858361442978	117.51335614939424	True	True	False	False	True	0.001981617383932276	False
ZH	159	new_increment	0.9957854747772217	True	85.15490559511716	108.55644807175499	True	False	0.007661297632593155	112.70235437704568	158.98312249261502	True	True	False	False	True	0.0011155954633526488	False
ZH	160	new_increment	0.8070161938667297	True	95.78338960158108	116.98470381543994	True	True	0.0077710130927109555	112.7479602003647	174.41069104085554	True	True	False	True	False	0.0022735853175171244	False
ZH	161	new_increment	0.9827844500541687	True	80.55586206427088	127.63083315993056	True	True	0.022040170994093337	134.13291710910102	83.93632285535973	True	True	True	True	False	0.0004988361068765873	False
ZH	163	new_increment	0.9631146192550659	True	106.8295365150595	131.01234921062388	True	False	0.007135452737123857	203.81008077966754	126.54682256447074	True	False	False	False	True	0.0005385830892610256	False
ZH	167	accepted_high_tail	0.9991167187690735	True	87.95556303512072	129.80562681550205	True	True	0.008454993445784039	98.00513140496298	137.32665618683296	True	True	True	True	True	0.00018993187678493403	False
ZH	168	new_increment	0.9270429611206055	True	56.7335246756172	84.95213404473573	True	False	0.007996992423072072	196.08761312131165	82.18772780428867	True	True	False	False	True	0.0013917388852396943	False
ZH	169	new_increment	0.837199866771698	True	294.6835935933223	0.8150873014950095	False	False	0.020403474229265115	100.1574488171141	121.04373410410551	True	True	True	True	True	0.008611127072590152	False
ZH	171	accepted_high_tail	0.998391330242157	True	78.43324693019659	124.61821871542179	True	True	0.0014471242895278613	137.80891129611769	127.34698714394281	True	True	False	True	False	3.512409893299209e-05	False
ZH	173	new_increment	0.979290246963501	True	157.37514180741732	171.58092173089167	True	False	0.0	500.0	500.0	False	False	False	False	True	0.025027084755700434	False
ZH	175	new_increment	0.8064039349555969	True	103.6937075430346	277.22921863270386	False	False	0.002440969896305114	112.6843393002341	95.18394584073157	True	True	True	True	True	0.000346431500651907	False
ZH	176	new_increment	0.9908546209335327	True	78.4308260579033	108.89117531562843	True	False	0.015028871714132344	84.83581098247774	188.86969215243582	True	True	False	False	True	0.00028343727276387403	False
ZH	180	accepted_high_tail	0.9998641610145569	True	94.48380686680858	138.3084579795097	True	True	0.0043632117569779505	96.26750986040253	166.171550257361	True	True	False	True	False	0.00030134975205520936	False
ZH	182	new_increment	0.9271667003631592	True	53.38676000246658	203.77552478631554	False	False	0.009597830076986748	54.32794256649152	117.15963225369262	True	True	False	False	True	0.0011924529516394368	False
ZH	185	accepted_high_tail	0.9979729652404785	True	81.52593847721491	138.11473324922974	True	True	0.003077986057416434	105.06453020450608	145.8558282095611	True	True	False	True	False	8.442454784602088e-40	False
ZH	187	new_increment	0.8299901485443115	True	109.56213495981369	122.65082943330428	True	False	0.013652828250158632	120.54814303990027	223.00426555728302	True	False	False	False	True	0.0010856224608128688	False
ZH	189	new_increment	0.9783676266670227	True	70.52223224951622	76.75897833232123	True	False	0.03366441668261326	70.75616321636952	166.54832125155716	True	True	False	False	False	0.0014092568662545883	False
ZH	192	new_increment	0.9621478319168091	True	105.1072283224782	124.63635442111686	True	True	0.0023341152742563536	131.12270854970427	156.507411007925	True	True	False	True	True	3.319618769939425e-39	False
ZH	194	new_increment	0.8856493234634399	True	515.3044027074174	106.70509207897355	False	False	0.002280823861856487	118.94134094739269	122.30055877488347	True	True	False	False	False	0.008341494442435187	False
ZH	196	new_increment	0.8645042777061462	True	99.46965917302465	133.07567942979563	True	True	0.013126418982647771	98.591620855592	198.63862403285802	True	True	False	True	False	0.00026468955570393824	False
ZH	198	accepted_high_tail	0.9986532926559448	True	82.37103373913392	107.78197767224307	True	False	0.011668615497607093	171.28315026287208	109.965872123618	True	True	False	False	True	0.0016032421504080772	False
ZH	200	new_increment	0.9906505942344666	True	99.90649753335373	198.80646967676836	True	False	0.0031804918817576115	187.81455168455466	197.74033942159622	True	True	False	False	True	0.0035924989161921256	False
ZH	201	new_increment	0.9949230551719666	True	114.5947634729999	104.79100807182282	True	True	0.00985844712561968	102.47776563237557	146.77352390058297	True	True	False	True	True	0.000786258806746386	False
ZH	202	accepted_high_tail	0.9988267421722412	True	73.452018996739	99.07410062053664	True	False	0.0025419692311301383	184.73056307171876	98.65710126233549	True	True	False	False	True	0.0003025876595078751	False
ZH	204	new_increment	0.9964319467544556	True	37.71263005482966	84.78792687123706	False	False	0.0034674086506207083	139.743501612741	87.69349249639332	True	True	True	True	True	0.0011813215713174458	False
ZH	206	new_increment	0.9898909330368042	True	27.938388725970857	123.95462086897113	False	False	0.009357894831292679	203.31347474401372	129.70226524387704	True	False	False	False	False	0.002838854936982017	False
ZH	207	new_increment	0.986793577671051	True	103.99626034720988	134.6908701418268	True	True	0.0	500.0	500.0	False	False	False	True	False	0.00013041877552865864	False
ZH	208	accepted_high_tail	0.9991437792778015	True	73.07606531293493	127.51978056318065	True	False	0.0052222131086654055	154.594321737645	76.08410142977164	True	True	False	False	False	5.61108989199628e-05	False
ZH	213	new_increment	0.953508734703064	True	616.4600030400322	0.00039814970989256356	False	False	0.11305706099390152	200.12715079743865	206.8915918839753	True	False	False	False	True	0.10543637976841536	False
ZH	216	new_increment	0.8431409597396851	True	111.47524472643735	88.66861361820328	True	True	0.08528988354295183	194.50859856050073	39.48604014003322	True	False	False	True	True	0.0034498563639489555	False
ZH	219	accepted_high_tail	0.9983394145965576	True	100.68295943933022	136.85125021778188	True	True	0.0035639385700247713	103.47714511291677	221.15566481820932	True	False	False	True	True	0.001854796877325239	False
ZH	221	new_increment	0.9957610368728638	False	75.0	125.0	False	False	0.0	500.0	500.0	False	False	False	False	False	0.014314617070282414	False
ZH	226	accepted_high_tail	0.9999935030937195	True	86.51464124343144	130.99764909207497	True	True	0.0076793401232288	153.54389331134198	101.66348621784316	True	True	False	True	True	0.00015363736085991083	False
ZH	228	new_increment	0.9563632011413574	True	36.52911959998596	192.32631282517764	False	False	0.02881319976147684	132.66417932497436	189.05360816799214	True	True	False	False	False	0.013012133244726649	False
ZH	233	new_increment	0.878183901309967	True	89.3439172161358	89.16142809349431	True	False	0.01433313552271177	87.71589592944439	131.2427144107744	True	True	True	True	True	0.0013849893156108988	False
ZH	238	new_increment	0.9908278584480286	True	108.90216507709134	155.9820725466292	True	False	0.0014495037957345724	130.9540769866615	183.98074258752763	True	True	False	False	False	0.00041902414141797113	False
ZH	240	accepted_high_tail	0.9995108842849731	True	95.7495791445775	127.12672746207414	True	True	0.015693005979152862	135.21487681826886	102.68198097721304	True	True	True	True	False	0.00030779704399398164	False
ZH	243	new_increment	0.9946568608283997	True	100.79393428278115	118.94582464968998	True	True	0.0	500.0	500.0	False	False	False	True	True	0.00017968899882127903	False
ZH	248	new_increment	0.9585253596305847	True	142.73224722638608	219.55683730988696	False	False	0.1782875055925247	226.90815591795274	151.64818718068292	True	False	False	False	True	0.004100140983484183	False
ZH	251	accepted_high_tail	0.9997310638427734	True	86.75466369387627	244.10177980469777	False	False	0.0	500.0	500.0	False	False	False	False	False	1.7725201545547562e-05	False
ZH	252	new_increment	0.9332414269447327	True	95.26352774969759	177.17851443302277	True	False	0.07165162506325691	87.92285255520041	52.01149341369813	True	True	False	False	True	0.0030365214972290834	False
ZH	255	new_increment	0.9852851629257202	True	74.27094335887598	111.73041767728522	True	False	0.023636067462567422	194.2275399490853	190.69401130061806	True	True	False	False	True	0.018634802691878387	False
ZH	256	new_increment	0.8962582349777222	True	98.41321458111399	115.3152265220357	True	True	0.012560770053032959	184.79886362416275	207.09856665101455	True	False	False	True	True	0.005577070762098553	False
ZH	257	new_increment	0.9654076099395752	False	95.0	125.0	False	False	0.0	500.0	500.0	False	False	False	False	False	0.014024452638726674	False
ZH	258	new_increment	0.9718656539916992	True	95.52467783426255	133.59873222938512	True	True	0.9446737709674762	188.25387494799077	215.53361250705447	True	False	False	True	True	0.0010107469800146836	False
ZH	261	accepted_high_tail	0.9998893141746521	True	84.56887230362973	112.95131030063172	True	True	0.02365822189972603	125.74333746082655	95.47722073043902	True	True	True	True	True	0.0002043004999240757	False
ZH	262	new_increment	0.9564120769500732	True	96.68606181190928	183.99859285045008	True	False	0.0	500.0	500.0	False	False	False	False	True	0.008644273818299499	False
ZH	265	accepted_high_tail	0.9999170899391174	True	86.10768032020893	128.20940498075612	True	True	0.00707179678508967	148.17143297382617	81.05629062746279	True	True	False	True	False	0.00015388670334561992	False
ZH	267	new_increment	0.9929365515708923	True	117.73557271431316	219.18774178094145	False	False	0.004535924934642836	85.732949058592	115.01555398800438	True	True	True	True	False	3.979844886259277e-07	False
ZH	268	new_increment	0.9792264103889465	True	95.22132368649588	125.26792111989202	True	True	0.003600765279657201	151.88203620814423	108.89250338314038	True	True	False	True	True	0.0005878681873203623	False
ZH	271	new_increment	0.8750653862953186	True	148.20258216690928	127.09439605821056	True	False	0.014465149209012085	196.85153970262348	137.45428236759022	True	True	False	False	True	0.020501154368470578	False
ZH	276	new_increment	0.984809160232544	True	0.0018334271217143776	499.89060378608843	False	False	0.008231214129908907	148.42202388130997	165.1308441989818	True	True	False	False	True	0.020110365886121067	False
ZH	277	accepted_high_tail	0.9998039603233337	True	92.74213236440309	128.80968569356045	True	True	0.0	500.0	500.0	False	False	False	True	False	0.0001502329274922771	False
ZH	278	new_increment	0.9603427648544312	True	131.01688356309805	124.07611193432024	True	False	0.0	500.0	500.0	False	False	False	False	True	0.0023775698326431744	False
ZH	279	new_increment	0.9966538548469543	True	94.61710124465854	113.71457620183494	True	True	0.0075672843416958865	165.12968004612966	183.71674679848525	True	True	False	True	True	0.0009149879299792755	False
ZH	283	new_increment	0.984024703502655	True	65.46690588548229	89.08991555247395	True	False	0.008541317310379083	101.32212480602084	131.16457958455433	True	True	True	True	True	0.00037932621334596365	False
ZH	285	accepted_high_tail	0.999754786491394	False	95.0	125.0	False	False	0.0	500.0	500.0	False	False	False	False	False	0.01402445263872667	False
ZH	286	new_increment	0.8583758473396301	True	35.96726298766823	142.42436292296222	False	False	0.003178332597995903	42.73136612811001	43.154158697293774	True	True	False	False	False	0.0040052029920106605	False
ZH	287	new_increment	0.9301196336746216	True	97.62565120198937	177.07208693551885	True	False	0.01398868578625953	7.242397416413106	154.07083627660833	True	False	False	False	False	0.0007961290611113991	False
ZH	291	accepted_high_tail	0.9991062879562378	True	65.52796762231876	248.2861663442524	False	False	0.007620872239883514	121.4956768054613	67.1014500997374	True	True	False	False	True	0.0008929815773219142	False
ZH	292	new_increment	0.8662625551223755	True	93.04149804455427	118.69029037344771	True	True	0.008012293935330152	44.03561562842044	200.77135164248583	True	False	False	True	False	0.0007226273835326481	False
ZH	293	new_increment	0.8065776824951172	False	105.0	125.0	False	False	0.0	500.0	500.0	False	False	False	False	False	0.013978857347566813	False
ZH	295	new_increment	0.975053608417511	True	53.845205940842106	138.11991312173654	True	False	0.00615692026209553	212.5332595220148	110.15268080926823	True	False	False	False	True	0.008315591144693697	False
ZH	297	new_increment	0.9222427606582642	True	93.53717118380693	126.19017047379477	True	True	0.008468229416947352	137.22436109159074	107.77220458840954	True	True	False	True	False	0.00024861287858435164	False
ZH	299	accepted_high_tail	0.9970749616622925	True	77.3531834185143	109.90555250509455	True	False	0.0066220265814672784	133.8212128840663	73.19833920892457	True	True	False	False	False	0.00032459395053613686	False
ZH	300	new_increment	0.9856159090995789	True	83.60511360423014	145.559450642759	True	False	0.010531897269281686	202.40399635320344	76.23120097456693	True	False	False	False	False	0.0007325391873118284	False
