seed,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0,0.675,0.55,119.57615100198485,628825.8757931468,0.00019015780934771777,0.15079237024720232,0.0019015780934771775,167,575,92.22412527312434,226.31420509860092
1,0.95,0.65,48.719560124710306,103627.07192911067,0.0004701431702908526,0.15134453558753652,0.0047014317029085255,77,105,37.7866749138539,51.781477800848975
2,0.95,0.725,59.10575543372785,146727.3315001248,0.0004028271681181469,0.15430296199636728,0.00402827168118147,83,136,45.61345700218221,53.860377677139375
3,0.575,0.5,121.80910754051055,809589.2799136755,0.00015045790570929836,0.13537777962747033,0.0015045790570929836,177,668,89.73801784676765,206.5659150158505
4,0.525,0.525,124.69188118547581,656867.0211059545,0.00018982819532564513,0.15385068988210174,0.0018982819532564511,167,609,93.61826541959535,209.66705915679887
