nominal_bin_index	pthat_min_GeV	pthat_max_GeV	interval_semantics	production_campaigns	production_shards	resolved_normalization_shards	unresolved_normalization_shards	generated_events	resolved_generated_events	sum_event_weights	sum_squared_event_weights	effective_events	event_count_weighted_sigma_gen_pb	between_shard_sigma_rms_pb	empirical_sigma_standard_error_pb	minimum_shard_sigma_gen_pb	maximum_shard_sigma_gen_pb	relative_between_shard_sigma_rms	partial_resolved_coefficient_sum_pb	variable_weight_shards	all_three_production_campaigns_present	bin_normalization_metadata_complete	coefficient_cross_section_closure_pass	denominator_and_stitching_authorized	physical_weight_application_authorized	status
0	50	75	[50,75)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	135	135	0	1340375	1340375	1340380.8077248887	1340386.7936584903	1340374.821818019	18207297.593931224	96914.915011452729	8365.2794964200693	17938437.172089513	18464664.637645438	0.0053228610402762892	18207297.593931209	114	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
1	75	100	[75,100)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	61	61	0	600197	600197	600284.43355547416	600379.80966413592	600189.07259822486	3067638.2612205283	15612.448629185861	2008.5859277646991	3036910.5744206798	3104799.2606561934	0.0050894034106140342	3067638.2612205292	58	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
2	100	200	[100,200)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	39	39	0	379573	379573	379573	379573	379573	1246708.6983830822	5234.6646146762587	847.18459313503104	1233851.0374568847	1256392.1207476903	0.0041987872720109778	1246708.6983830822	0	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
3	200	300	[200,300)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	5	5	0	39075	39075	39075	39075	39075	51405.761428673162	198.73177519296402	93.941773300965181	51126.506476666706	51825.851613264094	0.0038659436154585428	51405.761428673162	0	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
4	300	500	[300,500)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	5	5	0	35719	35719	35719	35719	35719	8057.9275794581708	24.760746468101917	12.329650832173147	7995.3273882127924	8078.6022934407156	0.0030728430137823195	8057.9275794581727	0	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
5	500	700	[500,700)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	5	5	0	35053	35053	35053	35053	35053	535.88858140199909	2.5534237061151672	1.2882725180938337	530.21983169434168	537.98576987608396	0.0047648406678770143	535.88858140199898	0	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
6	700	1000	[700,1000)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	5	5	0	35008	35008	35008	35008	35008	84.576692962382097	0.21647432929768301	0.10931806318004171	84.237266370386337	84.783761798879866	0.002559503353884576	84.576692962382097	0	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
7	1000	Inf	[1000,infinity)	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	5	5	0	35000	35000	35000	35000	35000	10.458237527554942	0.099134703954338668	0.050070586726452655	10.347968609338857	10.601168001937388	0.0094791023528718443	10.458237527554942	0	True	True	True	True	False	qcd_exclusive_bin_denominator_stitching_frozen
