sample_class	process_or_mode	campaign	candidate_type	value	confidence	source_archive_path	source_member_name	source_line	normalization_denominator_authorized	status
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	23	medium_text_event_count	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_mg5.log	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_mg5.log	87	False	candidate_requires_weight_strategy_review
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_weight_strategy_review
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_json_key	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	./metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	23	medium_text_event_count	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_mg5.log	./logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_mg5.log	86	False	candidate_requires_weight_strategy_review
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_weight_strategy_review
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_json_key	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_provenance.json	./metadata/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	23	medium_text_event_count	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_mg5.log	./logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_mg5.log	74	False	candidate_requires_weight_strategy_review
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	False	candidate_requires_weight_strategy_review
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_json_key	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_provenance.json	./metadata/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	23	medium_text_event_count	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_mg5.log	./logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_mg5.log	74	False	candidate_requires_weight_strategy_review
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	False	candidate_requires_weight_strategy_review
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_json_key	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_provenance.json	./metadata/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	23	medium_text_event_count	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_mg5.log	./logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_mg5.log	74	False	candidate_requires_weight_strategy_review
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	False	candidate_requires_weight_strategy_review
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	high_json_key	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_provenance.json	./metadata/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	23	medium_text_event_count	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_mg5.log	./logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_mg5.log	75	False	candidate_requires_weight_strategy_review
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	False	candidate_requires_weight_strategy_review
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	high_json_key	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_provenance.json	./metadata/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	23	medium_text_event_count	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_mg5.log	./logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_mg5.log	167	False	candidate_requires_weight_strategy_review
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_banner_generation_info	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_weight_strategy_review
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	high_json_key	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_provenance.json	./metadata/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	23	medium_text_event_count	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_mg5.log	./logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_mg5.log	168	False	candidate_requires_weight_strategy_review
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_banner_generation_info	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_weight_strategy_review
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	high_json_key	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_provenance.json	./metadata/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	23	medium_text_event_count	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_mg5.log	./logs/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_mg5.log	81	False	candidate_requires_weight_strategy_review
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_banner_generation_info	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_weight_strategy_review
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_json_key	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_provenance.json	./metadata/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	23	medium_text_event_count	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_mg5.log	./logs/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_mg5.log	81	False	candidate_requires_weight_strategy_review
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_banner_generation_info	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_weight_strategy_review
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_json_key	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_provenance.json	./metadata/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	23	medium_text_event_count	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_mg5.log	./logs/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_mg5.log	77	False	candidate_requires_weight_strategy_review
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_banner_generation_info	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_weight_strategy_review
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_json_key	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_provenance.json	./metadata/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	23	medium_text_event_count	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_mg5.log	./logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_mg5.log	77	False	candidate_requires_weight_strategy_review
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_banner_generation_info	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_weight_strategy_review
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_json_key	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_provenance.json	./metadata/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	23	medium_text_event_count	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_mg5.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_mg5.log	113	False	candidate_requires_weight_strategy_review
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	46800	high_banner_generation_info	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	352	False	candidate_requires_weight_strategy_review
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	5200	high_json_key	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_provenance.json	./metadata/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	23	medium_text_event_count	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_mg5.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_mg5.log	105	False	candidate_requires_weight_strategy_review
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	46800	high_banner_generation_info	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	352	False	candidate_requires_weight_strategy_review
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	5200	high_json_key	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/wwz_zbb_run2_frozen_v2_train_shard9901_5200_provenance.json	./metadata/wwz_zbb_run2_frozen_v2_train_shard9901_5200_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	23	medium_text_event_count	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_mg5.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_mg5.log	83	False	candidate_requires_weight_strategy_review
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_banner_generation_info	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_weight_strategy_review
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	high_json_key	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_provenance.json	./metadata/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	23	medium_text_event_count	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_mg5.log	./logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_mg5.log	84	False	candidate_requires_weight_strategy_review
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_banner_generation_info	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_weight_strategy_review
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	high_json_key	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_provenance.json	./metadata/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	23	medium_text_event_count	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_mg5.log	./logs/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_mg5.log	94	False	candidate_requires_weight_strategy_review
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	19800	high_banner_generation_info	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	False	candidate_requires_weight_strategy_review
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	3300	high_json_key	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_provenance.json	./metadata/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	23	medium_text_event_count	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wzz_zbb_run2_frozen_v2_train_shard9911_3300_mg5.log	./logs/wzz_zbb_run2_frozen_v2_train_shard9911_3300_mg5.log	91	False	candidate_requires_weight_strategy_review
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	19800	high_banner_generation_info	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	False	candidate_requires_weight_strategy_review
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	3300	high_json_key	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/wzz_zbb_run2_frozen_v2_train_shard9911_3300_provenance.json	./metadata/wzz_zbb_run2_frozen_v2_train_shard9911_3300_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	23	medium_text_event_count	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/logs/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	./logs/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_mg5.log	90	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	10000	high_banner_generation_info	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	378	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	generated_events	10000	high_json_key	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/metadata/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_provenance.json	./metadata/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	generated_events	23	medium_text_event_count	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	./logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_mg5.log	89	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	generated_events	10000	high_banner_generation_info	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	378	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	generated_events	10000	high_json_key	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	./metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	generated_events	23	medium_text_event_count	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_mg5.log	./logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_mg5.log	87	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	generated_events	10000	high_banner_generation_info	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	378	False	candidate_requires_weight_strategy_review
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	generated_events	10000	high_json_key	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_provenance.json	./metadata/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	23	medium_text_event_count	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_mg5.log	./logs/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_mg5.log	81	False	candidate_requires_weight_strategy_review
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	7500	high_banner_generation_info	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	352	False	candidate_requires_weight_strategy_review
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	generated_events	1500	high_json_key	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_provenance.json	./metadata/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	23	medium_text_event_count	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/zzz_zbb_run2_frozen_v2_train_shard9921_1500_mg5.log	./logs/zzz_zbb_run2_frozen_v2_train_shard9921_1500_mg5.log	78	False	candidate_requires_weight_strategy_review
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	7500	high_banner_generation_info	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	352	False	candidate_requires_weight_strategy_review
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	generated_events	1500	high_json_key	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/zzz_zbb_run2_frozen_v2_train_shard9921_1500_provenance.json	./metadata/zzz_zbb_run2_frozen_v2_train_shard9921_1500_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	generated_events	1000	high_json_key	signal/ggf_hh4b/ggf_hh4b_ml_ext20k_frozen_v2_20260716/metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	./metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	generated_events	1000	high_json_key	signal/ggf_hh4b/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/metadata/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_provenance.json	./metadata/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	generated_events	23	medium_text_event_count	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/logs/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_mg5.log	./logs/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_mg5.log	172	False	candidate_requires_weight_strategy_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	generated_events	10000	high_banner_generation_info	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	378	False	candidate_requires_weight_strategy_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	generated_events	10000	high_json_key	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/metadata/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_provenance.json	./metadata/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	generated_events	23	medium_text_event_count	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/logs/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_mg5.log	./logs/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_mg5.log	159	False	candidate_requires_weight_strategy_review
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	generated_events	10000	high_banner_generation_info	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	378	False	candidate_requires_weight_strategy_review
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	generated_events	10000	high_json_key	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/metadata/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_provenance.json	./metadata/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_provenance.json	json:n_events	False	candidate_requires_weight_strategy_review
