sample_class	process_or_mode	campaign	field	value	unit	confidence	source_archive_path	source_member_name	source_line	source_kind	status
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	events	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	text	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_cross_section_pb	0.0091307495000000002	pb	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	text	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	events	high_json_key	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_provenance.json	./metadata/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	lhaid	10041	none	high_run_card	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	23	events	medium_text_event_count	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_mg5.log	./logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_mg5.log	93	text	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	./logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	318030000000	pb	medium_text_cross_section	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	./logs/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	events	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	text	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	0.009185341599999999	pb	high_banner_generation_info	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	text	parsed_candidate_not_yet_authoritative
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	events	high_json_key	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_provenance.json	./metadata/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	lhaid	10041	none	high_run_card	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	23	events	medium_text_event_count	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_mg5.log	./logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_mg5.log	84	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_cross_section_pb	318310000000	pb	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	events	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generator_cross_section_pb	0.353572	pb	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generated_events	10000	events	high_json_key	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_provenance.json	./metadata/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	lhaid	10041	none	high_run_card	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	23	events	medium_text_event_count	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_mg5.log	./logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_mg5.log	84	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_cross_section_pb	314510000000	pb	medium_text_cross_section	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	./logs/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	events	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generator_cross_section_pb	0.35267000000000004	pb	high_banner_generation_info	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	text	parsed_candidate_not_yet_authoritative
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generated_events	10000	events	high_json_key	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_provenance.json	./metadata/ttw_run2_frozen_v2_wavec1_scaleout_shard3401_10kevt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	lhaid	10041	none	high_run_card	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	23	events	medium_text_event_count	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_mg5.log	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_mg5.log	87	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_cross_section_pb	320170000000	pb	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	events	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_cross_section_pb	0.084872699999999995	pb	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	events	high_json_key	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	./metadata/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	lhaid	10041	none	high_run_card	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	23	events	medium_text_event_count	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_mg5.log	./logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_mg5.log	86	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	318480000000	pb	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	events	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	0.08508339999999999	pb	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	text	parsed_candidate_not_yet_authoritative
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	10000	events	high_json_key	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_provenance.json	./metadata/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	lhaid	10041	none	high_run_card	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	23	events	medium_text_event_count	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_mg5.log	./logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_mg5.log	74	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generator_cross_section_pb	319560000000	pb	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	events	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generator_cross_section_pb	27.99785	pb	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	events	high_json_key	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_provenance.json	./metadata/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	lhaid	10041	none	high_run_card	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	23	events	medium_text_event_count	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_mg5.log	./logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_mg5.log	74	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_cross_section_pb	315370000000	pb	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	events	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_cross_section_pb	28.014710000000001	pb	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	text	parsed_candidate_not_yet_authoritative
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	events	high_json_key	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_provenance.json	./metadata/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	lhaid	10041	none	high_run_card	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	23	events	medium_text_event_count	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_mg5.log	./logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_mg5.log	74	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generator_cross_section_pb	318110000000	pb	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	events	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generator_cross_section_pb	28.049290000000003	pb	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generated_events	10000	events	high_json_key	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_provenance.json	./metadata/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	lhaid	10041	none	high_run_card	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	23	events	medium_text_event_count	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_mg5.log	./logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_mg5.log	75	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_cross_section_pb	316250000000	pb	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	events	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	354	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generator_cross_section_pb	28.03481	pb	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	text	parsed_candidate_not_yet_authoritative
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generated_events	10000	events	high_json_key	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_provenance.json	./metadata/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	lhaid	10041	none	high_run_card	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	23	events	medium_text_event_count	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_mg5.log	./logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_mg5.log	167	text	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_cross_section_pb	318550000000	pb	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	events	high_banner_generation_info	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	text	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generator_cross_section_pb	2.7932139	pb	high_banner_generation_info	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	text	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generated_events	10000	events	high_json_key	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_provenance.json	./metadata/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_provenance.json	json:n_events	json	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	lhaid	10041	none	high_run_card	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	run_card	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generated_events	23	events	medium_text_event_count	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_mg5.log	./logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_mg5.log	168	text	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	56420000000	pb	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	72	text	parsed_candidate_not_yet_authoritative
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generator_cross_section_pb	320230000000	pb	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	74	text	parsed_candidate_not_yet_authoritative
