sample_class	process_or_mode	campaign	definition_line	source_archive_path	source_member_name	source_line	status
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	DECAY  14 0.000000e+00 # vm : 0.0	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	374	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	DECAY  15 0.000000e+00 # ta- : 0.0	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	375	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	DECAY  16 0.000000e+00 # vt : 0.0	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	376	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	DECAY  21 0.000000e+00 # g : 0.0	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	377	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	DECAY  22 0.000000e+00 # a : 0.0	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	378	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	import model sm	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define p = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define j = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define l+ = e+ mu+	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define l- = e- mu-	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define vl = ve vm vt	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define vl~ = ve~ vm~ vt~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generate p p > t t~ w+	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	add process p p > t t~ w-	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	import model sm	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	73	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define p = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	74	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define j = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	75	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define l+ = e+ mu+	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	76	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define l- = e- mu-	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	77	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define vl = ve vm vt	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	78	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	define vl~ = ve~ vm~ vt~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	79	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generate p p > t t~ w+	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	80	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	add process p p > t t~ w-	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	81	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY   6 1.320000e+00 # WT	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  23 2.495200e+00 # WZ	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  24 2.085000e+00 # WW	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	359	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  25 6.382339e-03 # WH	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	360	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  1 0.000000e+00 # d : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	366	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  2 0.000000e+00 # u : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	367	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  3 0.000000e+00 # s : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	368	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  4 0.000000e+00 # c : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	369	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  5 0.000000e+00 # b : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	370	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  11 0.000000e+00 # e- : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	371	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  12 0.000000e+00 # ve : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	372	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  13 0.000000e+00 # mu- : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	373	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  14 0.000000e+00 # vm : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	374	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  15 0.000000e+00 # ta- : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	375	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  16 0.000000e+00 # vt : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	376	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  21 0.000000e+00 # g : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	377	parsed_definition_candidate
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	DECAY  22 0.000000e+00 # a : 0.0	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	378	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	import model sm	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define p = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define j = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define l+ = e+ mu+	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define l- = e- mu-	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define vl = ve vm vt	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define vl~ = ve~ vm~ vt~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generate p p > t t~ z, z > b b~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	import model sm	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	72	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define p = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	73	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define j = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	74	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define l+ = e+ mu+	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	75	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define l- = e- mu-	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	76	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define vl = ve vm vt	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	77	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	define vl~ = ve~ vm~ vt~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	78	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generate p p > t t~ z, z > b b~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	79	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY   6 1.320000e+00 # WT	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  23 2.495200e+00 # WZ	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	356	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  24 2.085000e+00 # WW	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  25 6.382339e-03 # WH	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  1 0.000000e+00 # d : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	364	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  2 0.000000e+00 # u : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	365	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  3 0.000000e+00 # s : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	366	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  4 0.000000e+00 # c : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	367	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  5 0.000000e+00 # b : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	368	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  11 0.000000e+00 # e- : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	369	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  12 0.000000e+00 # ve : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	370	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  13 0.000000e+00 # mu- : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	371	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  14 0.000000e+00 # vm : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	372	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  15 0.000000e+00 # ta- : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	373	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  16 0.000000e+00 # vt : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	374	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  21 0.000000e+00 # g : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	375	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	DECAY  22 0.000000e+00 # a : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	376	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	import model sm	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define p = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define j = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define l+ = e+ mu+	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define l- = e- mu-	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define vl = ve vm vt	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define vl~ = ve~ vm~ vt~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generate p p > t t~ z, z > b b~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	import model sm	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	72	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define p = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	73	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define j = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	74	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define l+ = e+ mu+	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	75	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define l- = e- mu-	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	76	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define vl = ve vm vt	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	77	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	define vl~ = ve~ vm~ vt~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	78	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generate p p > t t~ z, z > b b~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	79	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY   6 1.320000e+00 # WT	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  23 2.495200e+00 # WZ	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	356	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  24 2.085000e+00 # WW	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	357	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  25 6.382339e-03 # WH	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	358	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  1 0.000000e+00 # d : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	364	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  2 0.000000e+00 # u : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	365	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  3 0.000000e+00 # s : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	366	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  4 0.000000e+00 # c : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	367	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  5 0.000000e+00 # b : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	368	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  11 0.000000e+00 # e- : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	369	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  12 0.000000e+00 # ve : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	370	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  13 0.000000e+00 # mu- : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	371	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  14 0.000000e+00 # vm : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	372	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  15 0.000000e+00 # ta- : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	373	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  16 0.000000e+00 # vt : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	374	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  21 0.000000e+00 # g : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	375	parsed_definition_candidate
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	DECAY  22 0.000000e+00 # a : 0.0	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	376	parsed_definition_candidate
