sample_class	process_or_mode	campaign	value_pb	confidence	source_archive_path	source_member_name	source_line	authoritative_generator_cross_section	status
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	320170000000	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_pilot_shard1002_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	0.084872699999999995	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_review
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	56420000000	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	318480000000	medium_text_cross_section	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	./logs/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	0.08508339999999999	high_banner_generation_info	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	380	False	candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	56420000000	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	319560000000	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	27.99785	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	False	candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	56420000000	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	315370000000	medium_text_cross_section	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	./logs/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	28.014710000000001	high_banner_generation_info	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	False	candidate_requires_review
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	56420000000	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	318110000000	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_pilot_shard4204_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	28.049290000000003	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	False	candidate_requires_review
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	56420000000	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	316250000000	medium_text_cross_section	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	./logs/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	28.03481	high_banner_generation_info	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	355	False	candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	56420000000	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	318550000000	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_pilot_shard1004_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	2.7932139	high_banner_generation_info	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	56420000000	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	72	False	candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	320230000000	medium_text_cross_section	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	./logs/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_pythia_hepmc.log	74	False	candidate_requires_review
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	2.7916625000000002	high_banner_generation_info	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	56420000000	medium_text_cross_section	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_pythia_hepmc.log	./logs/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	316350000000	medium_text_cross_section	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_pythia_hepmc.log	./logs/wh_hbb_run2_frozen_v2_wavec1_pilot_shard3201_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	0.91303000000000001	high_banner_generation_info	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	False	candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	56420000000	medium_text_cross_section	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_pythia_hepmc.log	./logs/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	316330000000	medium_text_cross_section	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_pythia_hepmc.log	./logs/wh_hbb_run2_frozen_v2_wavec1_scaleout_shard3301_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	0.91473999999999989	high_banner_generation_info	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	False	candidate_requires_review
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	56420000000	medium_text_cross_section	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_pythia_hepmc.log	./logs/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	315050000000	medium_text_cross_section	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_pythia_hepmc.log	./logs/ww_run2_frozen_v2_wavec1_pilot_shard3204_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	64.663899999999998	high_banner_generation_info	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_review
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	56420000000	medium_text_cross_section	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_pythia_hepmc.log	./logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	318980000000	medium_text_cross_section	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_pythia_hepmc.log	./logs/ww_run2_frozen_v2_wavec1_scaleout_shard3601_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	64.749099999999999	high_banner_generation_info	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	381	False	candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	56420000000	medium_text_cross_section	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	72	False	candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	317760000000	medium_text_cross_section	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_pilot_validation_shard9601_5200_pythia_hepmc.log	74	False	candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	0.095317398000000012	high_banner_generation_info	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	353	False	candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	56420000000	medium_text_cross_section	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	72	False	candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	318150000000	medium_text_cross_section	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	./logs/wwz_zbb_run2_frozen_v2_train_shard9901_5200_pythia_hepmc.log	74	False	candidate_requires_review
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	0.095405567999999996	high_banner_generation_info	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	353	False	candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	56420000000	medium_text_cross_section	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	316290000000	medium_text_cross_section	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	3.55661	high_banner_generation_info	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	False	candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	56420000000	medium_text_cross_section	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	72	False	candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	318460000000	medium_text_cross_section	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	./logs/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_pythia_hepmc.log	74	False	candidate_requires_review
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	3.5620500000000002	high_banner_generation_info	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/metadata/generation_banner.txt	./metadata/generation_banner.txt	382	False	candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	56420000000	medium_text_cross_section	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_pythia_hepmc.log	./logs/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_pythia_hepmc.log	72	False	candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	317280000000	medium_text_cross_section	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_pythia_hepmc.log	./logs/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_pythia_hepmc.log	74	False	candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	0.030554504499999999	high_banner_generation_info	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	356	False	candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	56420000000	medium_text_cross_section	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wzz_zbb_run2_frozen_v2_train_shard9911_3300_pythia_hepmc.log	./logs/wzz_zbb_run2_frozen_v2_train_shard9911_3300_pythia_hepmc.log	72	False	candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	315840000000	medium_text_cross_section	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/wzz_zbb_run2_frozen_v2_train_shard9911_3300_pythia_hepmc.log	./logs/wzz_zbb_run2_frozen_v2_train_shard9911_3300_pythia_hepmc.log	74	False	candidate_requires_review
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	0.030473507899999999	high_banner_generation_info	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	356	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	56420000000	medium_text_cross_section	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/logs/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	./logs/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	72	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	315880000000	medium_text_cross_section	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/logs/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	./logs/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_pythia_hepmc.log	74	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	6.8993019999999996	high_banner_generation_info	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	56420000000	medium_text_cross_section	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	72	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	317260000000	medium_text_cross_section	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	./logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_pythia_hepmc.log	74	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	6.913691	high_banner_generation_info	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	56420000000	medium_text_cross_section	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_pythia_hepmc.log	./logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_pythia_hepmc.log	72	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	315880000000	medium_text_cross_section	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_pythia_hepmc.log	./logs/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_pythia_hepmc.log	74	False	candidate_requires_review
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	6.914809	high_banner_generation_info	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	56420000000	medium_text_cross_section	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_pythia_hepmc.log	./logs/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_pythia_hepmc.log	72	False	candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	316590000000	medium_text_cross_section	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/logs/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_pythia_hepmc.log	./logs/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_pythia_hepmc.log	74	False	candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	0.010519189999999999	high_banner_generation_info	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	353	False	candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	56420000000	medium_text_cross_section	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/zzz_zbb_run2_frozen_v2_train_shard9921_1500_pythia_hepmc.log	./logs/zzz_zbb_run2_frozen_v2_train_shard9921_1500_pythia_hepmc.log	72	False	candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	316710000000	medium_text_cross_section	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/logs/zzz_zbb_run2_frozen_v2_train_shard9921_1500_pythia_hepmc.log	./logs/zzz_zbb_run2_frozen_v2_train_shard9921_1500_pythia_hepmc.log	74	False	candidate_requires_review
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	0.010468949999999999	high_banner_generation_info	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	353	False	candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	56420000000	medium_text_cross_section	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/logs/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_pythia_hepmc.log	./logs/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_pythia_hepmc.log	72	False	candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	317330000000	medium_text_cross_section	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/logs/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_pythia_hepmc.log	./logs/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_pythia_hepmc.log	74	False	candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	0.0014259171300000002	high_banner_generation_info	signal/vbf_hh4b/vbf_hh4b_sm_pilot10k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	56420000000	medium_text_cross_section	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/logs/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_pythia_hepmc.log	./logs/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_pythia_hepmc.log	72	False	candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	315420000000	medium_text_cross_section	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/logs/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_pythia_hepmc.log	./logs/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_pythia_hepmc.log	74	False	candidate_requires_review
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	0.00142783188	high_banner_generation_info	signal/vbf_hh4b/vbf_hh4b_sm_scaleout90k_20260722_v1/metadata/generation_banner.txt	./metadata/generation_banner.txt	379	False	candidate_requires_review
