sample_class	process_or_mode	campaign	card_kind	member_name	archive_path	size_bytes	sha256	included_in_card_only_fingerprint	status
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	./cards/run_card.dat	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/run_card.dat	10380	e4af588518e4852d3391fda11d4be194a340f6aad634ff411f5674352c408606	True	exact_generator_card_hash_verified
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	./cards/proc_card_mg5.dat	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	2092	6f34241878dd5487d0b359fd730c12af16cc96c5c96d68dd90b006f7e7808343	True	exact_generator_card_hash_verified
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia8_card	./cards/pythia8_card_default.dat	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia6_card	./cards/pythia_card_default.dat	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	./cards/run_card.dat	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/run_card.dat	10380	7bdc1b3cba19e071818d0e1a1f8599dc6409de7493c1f8d353dc54d0cb22a9e5	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	2070	fa9fc9ec341a437c591e6cce0caf09694523a2c774a7e533daf39eb08a9a4ab3	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	./cards/run_card.dat	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/run_card.dat	10380	ea4d1be822e05c52873d8a5bc2e159ce80b123ca57fff0527758711567bf6635	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	2070	fa9fc9ec341a437c591e6cce0caf09694523a2c774a7e533daf39eb08a9a4ab3	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	./cards/run_card.dat	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/run_card.dat	10380	1d64c4bd67f86aedd495f559d511587e1bccb8ed343152aeb82c62189b8e9a50	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	2221	ac3db07afa3bf6466f485a50d1a20232de2a04e16f9bc397375c6e3768c4c11f	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	./cards/run_card.dat	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	9205	f891bb90f64f1f0a26152bc9468edd8ef322aec955feb029b2c94284f32e89b2	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	2221	ac3db07afa3bf6466f485a50d1a20232de2a04e16f9bc397375c6e3768c4c11f	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	./cards/run_card.dat	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	9205	b11710728922d7e1d3a5422977fbc7f9a4fb42045cf8b4f7dfe695f2c627e003	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	2216	e68da232593db541dc19beae54fb1cf04e4c82d263327845518ea6776313a206	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	run_card	./cards/run_card.dat	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/run_card.dat	9205	cdc6d3951ce899e75c88b1a2e14445d8d40b96dee23800c885e29a2c2c306d29	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	2216	e68da232593db541dc19beae54fb1cf04e4c82d263327845518ea6776313a206	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	run_card	./cards/run_card.dat	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/run_card.dat	9205	07908a02e94cd0dbc28d44e23f76f1f652dec14c4059b807ddf9072f43ef7818	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	2078	3cdf1bed5411da78875ae1d2c0e94d5036d12a76e9b86dc21cf0f71c7d4769cf	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	run_card	./cards/run_card.dat	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/run_card.dat	10380	185eb8bec5848723dfef942d59164f1bd33d4829e0584091749f202f50caf96f	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	2078	3cdf1bed5411da78875ae1d2c0e94d5036d12a76e9b86dc21cf0f71c7d4769cf	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	run_card	./cards/run_card.dat	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/run_card.dat	10380	8af638030fec91782e9032480d19f4af00b873345a5ac1713570159e776e3b64	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	2109	d13593b401f3c5584b1390eb0476067986a836dcec5a649f614263a551e7dc8d	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	./cards/run_card.dat	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/run_card.dat	10380	c3c352bce56d22de013eadbc4646aeca8c132dd445e3ea3d28834e62c72afd23	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	./cards/proc_card_mg5.dat	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	2109	d13593b401f3c5584b1390eb0476067986a836dcec5a649f614263a551e7dc8d	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia8_card	./cards/pythia8_card_default.dat	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia6_card	./cards/pythia_card_default.dat	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	./cards/run_card.dat	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/run_card.dat	10380	a858c5e47ea77dc486b057e3ca9c58523881f8126144fd2bbc504cfbec300a56	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	2063	981e5c4f53e24d8a7f10866cab212807cf489fd04f50aae39b861d25f2a03d42	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	./cards/run_card.dat	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/run_card.dat	10380	ddba29f8fe3e327b38996a0ae1931794e21edf4b544772166377cad1795cc554	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	./cards/proc_card_mg5.dat	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	2063	981e5c4f53e24d8a7f10866cab212807cf489fd04f50aae39b861d25f2a03d42	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia8_card	./cards/pythia8_card_default.dat	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia6_card	./cards/pythia_card_default.dat	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	./cards/run_card.dat	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/run_card.dat	10380	8ae06ed3a0ad70824a45421cde9a86e71161e262614c5d597e51115892293012	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/proc_card_mg5.dat	2150	8c958881d07936f68f8f06ab13447d47c7ac9a4b7d0661648f3aae0855f517c7	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	./cards/run_card.dat	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	8921	df979a95c72c9d67518895248346a27d1d31e256c165db0b482617a72ce3d5eb	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/proc_card_mg5.dat	2150	8c958881d07936f68f8f06ab13447d47c7ac9a4b7d0661648f3aae0855f517c7	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	./cards/run_card.dat	background/wwz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	8921	4133bc53f7ac0341296b1a45cb20a8fd04ec8138b89cb44eb9c5f7dfaaa3c213	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	proc_card	./cards/proc_card_mg5.dat	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	2109	0ea2663c2b5259b74a5e514a64078c6ac48e06e0e2c0c318ba542c50a8dd4480	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia8_card	./cards/pythia8_card_default.dat	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	pythia6_card	./cards/pythia_card_default.dat	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	run_card	./cards/run_card.dat	background/wz_zbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/run_card.dat	10380	e571045a9b3ac5b402554984400b97946746b76652fe5e66862db8fb3aa16161	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	proc_card	./cards/proc_card_mg5.dat	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	2109	0ea2663c2b5259b74a5e514a64078c6ac48e06e0e2c0c318ba542c50a8dd4480	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia8_card	./cards/pythia8_card_default.dat	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	pythia6_card	./cards/pythia_card_default.dat	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	run_card	./cards/run_card.dat	background/wz_zbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/run_card.dat	10380	9539e0b9bf50819d48eee8605a9d57af2bb444848814af96d1a5526a8fc2bb99	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/proc_card_mg5.dat	2186	305cbd1338e31b595156d6ba48775044b0aa53ce609752a324963bbbb3d58ce1	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	run_card	./cards/run_card.dat	background/wzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	8921	db069ea3b20a5e7bcee5b6cfb403c63209e61d52c92357d094d5f1806c99463b	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	proc_card	./cards/proc_card_mg5.dat	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/proc_card_mg5.dat	2186	305cbd1338e31b595156d6ba48775044b0aa53ce609752a324963bbbb3d58ce1	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pythia8_card	./cards/pythia8_card_default.dat	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	pythia6_card	./cards/pythia_card_default.dat	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	run_card	./cards/run_card.dat	background/wzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	8921	61cff8491f711543a22ed9b7409f461a1f7bb0e4ff1113ed9d24502d18fca26d	True	exact_generator_card_hash_verified
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	proc_card	./cards/proc_card_mg5.dat	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	2033	bdef828793874b0d742b302f902c8acb8530e7403190e7411d115db3c29ea6bc	True	exact_generator_card_hash_verified
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	pythia8_card	./cards/pythia8_card_default.dat	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	pythia6_card	./cards/pythia_card_default.dat	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia_card_default.dat	350	392b11bcb52bfabab408edd2ee691e138f9e4f2d5d5c514287a25f4f29d7215b	True	exact_generator_card_hash_verified
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	run_card	./cards/run_card.dat	background/zbbbb/unified_background_5m_wavea_pilots_20260720_retry1/cards/run_card.dat	10390	552a90bd52edad5f6be422b707401d65322001b9ac04fb7ee74e7cb64e0c0d16	True	exact_generator_card_hash_verified
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	proc_card	./cards/proc_card_mg5.dat	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	2033	bdef828793874b0d742b302f902c8acb8530e7403190e7411d115db3c29ea6bc	True	exact_generator_card_hash_verified
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	pythia8_card	./cards/pythia8_card_default.dat	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/pythia8_card_default.dat	4434	eae9ab88aed291ccfa93aad879abb00c479fe5e852b50a14f48ee2c4ee25a255	True	exact_generator_card_hash_verified
