sample_class	process_or_mode	campaign	campaign_role	source_tag	bin_index	pthat_min_GeV	pthat_max_GeV	n_events	bin_total_generated_events	production_mixture_fraction	sigma_gen_pb	sum_event_weights	sum_squared_event_weights	weights_uniform_positive	per_event_weight_transport_required	cross_section_coefficient_pb_per_generator_weight	frozen_source_cross_section_coefficient	run2_luminosity_pb_inverse	run2_yield_coefficient_per_generator_weight	frozen_source_run2_yield_coefficient	analytical_shard_cross_section_contribution_pb	analytical_shard_run2_yield	analytical_physical_weight_sum_squared	denominator_effective_events	coefficient_formula_closure_pass	run2_analytical_yield_closure_pass	coefficient_construction_authorized	candidate_physical_weight_application_authorized	selected_physical_yield_calculation_authorized
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1089_seed1201089	0	50	75	10000	1340375	0.0074605987130467221	18086866.588620648	10000.0868672003	10000.176418245061	False	True	13.493768142825090	13.49376814282509	138000.0	1862140.0037098624	1862140.0037098625	134938.85359411096	18621561795.987313	34676265675967004	9999.9973169574638	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1090_seed1201090	0	50	75	10000	1340375	0.0074605987130467221	18275270.05728098	10000.02091749114	10000.042162589551	False	True	13.634417107213273	13.634417107213274	138000.0	1881549.5607954317	1881549.5607954317	136344.45626993177	18815534965.250585	35402436762506512	9999.9996724378642	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1091_seed1201091	0	50	75	10000	1340375	0.0074605987130467221	18289088.475823846	10000	10000	True	False	13.644754994552902	13.644754994552903	138000.0	1882976.1892483005	1882976.1892483006	136447.54994552902	18829761892.483005	35455993292760515	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1092_seed1201092	0	50	75	10000	1340375	0.0074605987130467221	18190304.880517162	10000.105050345275	10000.214024461733	False	True	13.570913955231715	13.570913955231715	138000.0	1872786.1258219767	1872786.1258219767	135710.56518151385	18728057995.048911	35074029384673042	9999.9960774163274	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1093_seed1201093	0	50	75	10000	1340375	0.0074605987130467221	18207027.314552031	10000.033216414609	10000.067124614849	False	True	13.583487335660622	13.583487335660623	138000.0	1874521.2523211658	1874521.252321166	135835.32455135340	18745274788.086769	35138535118517506	9999.9993083293448	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094	0	50	75	10000	1340375	0.0074605987130467221	18105152.988272451	10000	10000	True	False	13.507528108381946	13.507528108381946	138000.0	1864038.8789567086	1864038.8789567086	135075.28108381946	18640388789.567086	34746409422621828	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1095_seed1201095	0	50	75	10000	1340375	0.0074605987130467221	18279750.893610206	10000.080952594008	10000.164761163973	False	True	13.637678198625654	13.637678198625656	138000.0	1881999.5914103403	1881999.5914103405	136377.88599168297	18820148266.852250	35419808191954431	9999.9971447264191	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096	0	50	75	10000	1340375	0.0074605987130467221	18025975.088149175	10000.000646041597	10000.001292297718	False	True	13.448455785579615	13.448455785579615	138000.0	1855886.8984099869	1855886.8984099869	134484.56654405801	18558870183.080005	34443166247980350	9999.9999997855178	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1097_seed1201097	0	50	75	10000	1340375	0.0074605987130467221	18251183.862669054	10000.130728809832	10000.267325429822	False	True	13.616297879499174	13.616297879499175	138000.0	1879049.1073708860	1879049.1073708863	136164.75883740784	18790736719.562283	35309199358570457	9999.9941340556558	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1098_seed1201098	0	50	75	10000	1340375	0.0074605987130467221	18464664.637645438	10000.168401467341	10000.343085387709	False	True	13.775513341579677	13.775513341579677	138000.0	1901020.8411379955	1901020.8411379955	137757.45323245687	19010528546.079048	36140042253912858	9999.9937205983155	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1099_seed1201099	0	50	75	10000	1340375	0.0074605987130467221	18039659.908855572	10000.049983586499	10000.100873301231	False	True	13.458599079075720	13.45859907907572	138000.0	1857286.6729124494	1857286.6729124493	134586.66349980843	18572959562.973563	34495485817625131	9999.9990941307407	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1100_seed1201100	0	50	75	10000	1340375	0.0074605987130467221	18280736.886323053	10000.053732729797	10000.108656920649	False	True	13.638450925644907	13.638450925644909	138000.0	1882106.2277389972	1882106.2277389974	136385.24208764751	18821163408.095356	35423623422940933	9999.9988088406084	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1101_seed1201101	0	50	75	10000	1340375	0.0074605987130467221	18264694.53854169	10000.016151029802	10000.032438673074	False	True	13.626533648588457	13.626533648588456	138000.0	1880461.6435052070	1880461.643505207	136265.55656843562	18804646806.444116	35361474634502456	9999.9998634130586	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102	0	50	75	10000	1340375	0.0074605987130467221	18184633.616688058	10000	10000	True	False	13.566825415788908	13.566825415788909	138000.0	1872221.9073788693	1872221.9073788694	135668.25415788908	18722219073.788693	35052148704693716	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1103_seed1201103	0	50	75	10000	1340375	0.0074605987130467221	18125622.166005973	10000.009350352615	10000.018788134324	False	True	13.522786696205135	13.522786696205136	138000.0	1866144.5640763087	1866144.5640763089	135227.99340487530	18661463089.872791	34825020769909437	9999.9999125798132	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1104_seed1201104	0	50	75	10000	1340375	0.0074605987130467221	18234142.774637841	10000	10000	True	False	13.603762211797326	13.603762211797326	138000.0	1877319.1852280310	1877319.1852280309	136037.62211797326	18773191852.280310	35243273232252382	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	nominal_production_extension	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1105_seed1201105	0	50	75	10000	1340375	0.0074605987130467221	18270869.528337415	10000	10000	True	False	13.631162568935869	13.631162568935869	138000.0	1881100.4345131499	1881100.43451315	136311.62568935869	18811004345.131499	35385388447255613	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	0	50	75	10000	1340375	0.0074605987130467221	18211242.150058832	10000.019843684891	10000.040081141613	False	True	13.586650013850954	13.586650013850953	138000.0	1874957.7019114317	1874957.7019114315	135866.76974771114	18749614225.184137	35154804743475942	9999.9996062691243	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820	0	50	75	10000	1340375	0.0074605987130467221	18294293.149753001	10000.042859280302	10000.086474122259	False	True	13.648579496085235	13.648579496085235	138000.0	1883503.9704597625	1883503.9704597625	136486.37992914670	18835120430.222245	35476178841866739	9999.9992446285688	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821	0	50	75	10000	1340375	0.0074605987130467221	18068885.902467642	10000.059737797761	10000.120876634188	False	True	13.480390162131690	13.480390162131689	138000.0	1860293.8423741733	1860293.8423741732	134804.70691013815	18603049553.599064	34607350116696207	9999.9985993351252	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822	0	50	75	10000	1340375	0.0074605987130467221	18250020.917023469	10000.012458895202	10000.024972304129	False	True	13.615591293139602	13.6155912931396	138000.0	1878951.5984532650	1878951.5984532647	136156.08256662105	18789539394.193705	35304679256999390	9999.9999455019335	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823	0	50	75	10000	1340375	0.0074605987130467221	18174509.566495486	10000	10000	True	False	13.559272268205156	13.559272268205156	138000.0	1871179.5730123115	1871179.5730123115	135592.72268205156	18711795730.123115	35013129944585365	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	0	50	75	10000	1340375	0.0074605987130467221	18127342.798333939	10000.075858629194	10000.153566247309	False	True	13.523980444158921	13.523980444158921	138000.0	1866309.3012939311	1866309.3012939312	135240.83035220695	18663234588.604559	34831638969156747	9999.9981516149171	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1825_seed1201825	0	50	75	10000	1340375	0.0074605987130467221	18337520.026177138	10000.048740343736	10000.098232909111	False	True	13.680821149984021	13.68082114998402	138000.0	1887953.3186977949	1887953.3186977948	136808.87830776565	18879625206.471659	35644027474031785	9999.9992480233100	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826	0	50	75	10000	1340375	0.0074605987130467221	18218644.675609104	10000.067230712168	10000.136721415834	False	True	13.592108321318249	13.592108321318248	138000.0	1875710.9483419183	1875710.9483419182	135921.99702030480	18757235588.802062	35183396643101023	9999.9977404913912	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1827_seed1201827	0	50	75	10000	1340375	0.0074605987130467221	18173156.167116739	10000	10000	True	False	13.558262551238824	13.558262551238824	138000.0	1871040.2320709577	1871040.2320709578	135582.62551238824	18710402320.709577	35007915500281434	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828	0	50	75	10000	1340375	0.0074605987130467221	18097026.670609701	10000.03606701028	10000.073046204823	False	True	13.501416693298827	13.501416693298827	138000.0	1863195.5036752381	1863195.5036752382	135014.65388872294	18632022236.643766	34715228428872567	9999.9990879524821	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1829_seed1201829	0	50	75	10000	1340375	0.0074605987130467221	18409001.775847707	10000.035909619643	10000.072750483401	False	True	13.734168176860888	13.734168176860887	138000.0	1895315.2084068025	1895315.2084068025	137342.17495736422	18953220144.116263	35922458727903724	9999.9990688916089	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	0	50	75	10000	1340375	0.0074605987130467221	18158496.247255463	10000.007589255081	10000.015236106958	False	True	13.547315091910794	13.547315091910793	138000.0	1869529.4826836896	1869529.4826836893	135473.25373313784	18695309015.173022	34951458118569729	9999.9999424090514	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1831_seed1201831	0	50	75	10000	1340375	0.0074605987130467221	18220062.64457687	10000.004911419452	10000.009846960946	False	True	13.593250915560389	13.593250915560388	138000.0	1875868.6263473337	1875868.6263473334	135932.57591776085	18758695476.650997	35188865683446817	9999.9999758803940	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832	0	50	75	10000	1340375	0.0074605987130467221	18319196.403767217	10000.106659989278	10000.217720319051	False	True	13.667071538429209	13.667071538429209	138000.0	1886055.8723032308	1886055.8723032309	136672.17311399584	18860759889.731426	35572842010684300	9999.9956008929178	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1833_seed1201833	0	50	75	10000	1340375	0.0074605987130467221	18311675.851126019	10000	10000	True	False	13.661606528863952	13.661606528863951	138000.0	1885301.7009832253	1885301.7009832251	136616.06528863952	18853017009.832253	35543625037302427	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834	0	50	75	10000	1340375	0.0074605987130467221	18236309.937600248	10000.066521765453	10000.135218187019	False	True	13.605288540336836	13.605288540336835	138000.0	1877529.8185664833	1877529.8185664832	136053.79045118156	18775423082.263055	35251658856157601	9999.9978258158005	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	0	50	75	10000	1340375	0.0074605987130467221	18153821.909796622	10000.100028793624	10000.203886005373	False	True	13.543702561687962	13.543702561687962	138000.0	1869030.9535129387	1869030.9535129387	135438.38037710806	18690496492.040913	34933479282127931	9999.9961726604851	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836	0	50	75	10000	1340375	0.0074605987130467221	18141742.8901667	10000.028613489467	10000.057531821692	False	True	13.534787638129868	13.534787638129869	138000.0	1867800.6940619218	1867800.6940619219	135348.26365880220	18678060384.914704	34886995037465032	9999.9996952408685	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837	0	50	75	10000	1340375	0.0074605987130467221	18128978.935216669	10000.113704613355	10000.232524500494	False	True	13.525149904098820	13.525149904098821	138000.0	1866470.6867656372	1866470.6867656372	135253.03691292861	18664919093.984149	34837938294138286	9999.9948861379997	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	0	50	75	10000	1340375	0.0074605987130467221	18310204.690826509	10000.002787101081	10000.005581970094	False	True	13.660505147879364	13.660505147879366	138000.0	1885149.7104073522	1885149.7104073525	136605.08955200231	18851502358.176318	35537914143635562	9999.9999922328491	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839	0	50	75	10000	1340375	0.0074605987130467221	18185280.576031785	10000.048421231277	10000.097978675034	False	True	13.567242391935464	13.567242391935464	138000.0	1872279.4500870940	1872279.450087094	135673.08086193629	18722885158.947208	35054646849604371	9999.9988640331116	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	0	50	75	10000	1340375	0.0074605987130467221	18153537.706908129	10000.023531736506	10000.047287696374	False	True	13.543594134911540	13.543594134911542	138000.0	1869015.9906177925	1869015.9906177928	135436.26005340393	18690203887.369742	34932372918213373	9999.9997758330723	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1841_seed1201841	0	50	75	10000	1340375	0.0074605987130467221	18240613.715383187	10000.002442676543	10000.004891319755	False	True	13.608586596879493	13.608586596879494	138000.0	1877984.9503693700	1877984.9503693702	136085.89921017019	18779854091.003486	35268291988979346	9999.9999940339306	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1842_seed1201842	0	50	75	10000	1340375	0.0074605987130467221	18230021.120707437	10000.021675547239	10000.043810543566	False	True	13.600657731026533	13.600657731026534	138000.0	1876890.7668816616	1876890.7668816617	136006.87211196447	18768948351.451096	35227343840288384	9999.9995405999076	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	0	50	75	10000	1340375	0.0074605987130467221	18214194.384856686	10000.007683176467	10000.015414181329	False	True	13.588869078116551	13.58886907811655	138000.0	1875263.9327800840	1875263.932780084	135888.79518684462	18752653735.784558	35166202381596737	9999.9999521775818	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1844_seed1201844	0	50	75	10000	1340375	0.0074605987130467221	18086462.328740589	10000.087871796608	10000.177329910264	False	True	13.493465187834153	13.493465187834152	138000.0	1862098.1959211132	1862098.195921113	134935.83757337006	18621145585.125068	34674711787976042	9999.9984144832132	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1845_seed1201845	0	50	75	10000	1340375	0.0074605987130467221	18309631.639818791	10000	10000	True	False	13.660081424839161	13.660081424839163	138000.0	1885091.2366278043	1885091.2366278046	136600.81424839161	18850912366.278043	35535689704109444	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1846_seed1201846	0	50	75	10000	1340375	0.0074605987130467221	18089402.229582023	10000.122246577541	10000.248751503919	False	True	13.495612120141064	13.495612120141065	138000.0	1862394.4725794668	1862394.4725794669	134957.77099380414	18624172397.144972	34685994512813275	9999.9957432514728	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1847_seed1201847	0	50	75	10000	1340375	0.0074605987130467221	18145444.18220713	10000.026679767287	10000.054071344555	False	True	13.537551633470843	13.537551633470843	138000.0	1868182.1254189763	1868182.1254189762	135375.87751343564	18681871096.854119	34901233251990087	9999.9992882650484	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1848_seed1201848	0	50	75	10000	1340375	0.0074605987130467221	18277227.095229268	10000.010316692664	10000.020739819476	False	True	13.635891626742704	13.635891626742707	138000.0	1881753.0444904932	1881753.0444904936	136359.05694473015	18817549858.372761	35410018644079519	9999.9998935767161	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849	0	50	75	9163	1340375	0.006836146600764711	18202163.153981894	9163.0897704498948	9163.1815706463549	False	True	13.579770458316544	13.579770458316544	138000.0	1874008.3232476830	1874008.323247683	124432.65577165800	17171706496.488804	32180243292556836	9162.9979711731236	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	10000	1340375	0.0074605987130467221	18359890.207585905	10000.022153050057	10000.044473479451	False	True	13.697546981195058	13.697546981195057	138000.0	1890261.4834049181	1890261.4834049179	136975.77325439452	18902656709.106443	35731043664118511	9999.9998326704829	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9774_seed1209774	0	50	75	10000	1340375	0.0074605987130467221	18140179.080023482	10000.082939210934	10000.16916756888	False	True	13.533547423711580	13.53354742371158	138000.0	1867629.5444721980	1867629.544472198	135336.59669886026	18676450344.442716	34880991217120775	9999.9967115965084	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9775_seed1209775	0	50	75	10000	1340375	0.0074605987130467221	18191009.957782134	10000.041478955987	10000.083735590277	False	True	13.571526254730930	13.57152625473093	138000.0	1872870.6231528683	1872870.6231528684	135715.82548004949	18728783916.246830	35076737425362026	9999.9992225002578	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776	0	50	75	10000	1340375	0.0074605987130467221	18405750.062652308	10000.103139259942	10000.211037070832	False	True	13.731649895787540	13.731649895787539	138000.0	1894967.6856186805	1894967.6856186804	137317.91523008343	18949872301.751514	35909783108941660	9999.9952426132212	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9777_seed1209777	0	50	75	10000	1340375	0.0074605987130467221	18147886.263910543	10000	10000	True	False	13.539409690504928	13.539409690504929	138000.0	1868438.5372896801	1868438.5372896802	135394.09690504928	18684385372.896801	34910625676291992	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9778_seed1209778	0	50	75	10000	1340375	0.0074605987130467221	18093624.961164955	10000.018242501381	10000.036817791621	False	True	13.498902884586279	13.498902884586281	138000.0	1862848.5980729066	1862848.5980729067	134989.27509961731	18628519963.747189	34702176758702800	9999.9996672456450	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779	0	50	75	10000	1340375	0.0074605987130467221	18139649.518018171	10000.027499907941	10000.055307133462	False	True	13.533227368673817	13.533227368673817	138000.0	1867585.3768769868	1867585.3768769868	135332.64584924496	18675905127.195804	34878944303623431	9999.9996927597438	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9780_seed1209780	0	50	75	10000	1340375	0.0074605987130467221	18169766.088876557	10000	10000	True	False	13.555733349903241	13.555733349903242	138000.0	1870691.2022866473	1870691.2022866474	135557.33349903241	18706912022.866473	34994855743126619	10000	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9781_seed1209781	0	50	75	10000	1340375	0.0074605987130467221	17938437.172089513	10000.004049750803	10000.008115902088	False	True	13.383142708176757	13.383142708176758	138000.0	1846873.6937283925	1846873.6937283925	133831.48128016050	18468744416.662149	34109452088734436	9999.9999836011714	True	True	True	False	False
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	nominal_production_extension	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9782_seed1209782	0	50	75	10000	1340375	0.0074605987130467221	18209389.727792352	10000.010828742485	10000.02177474663	False	True	13.585280245703245	13.585280245703247	138000.0	1874768.6739070479	1874768.6739070481	135852.94956853382	18747707040.457667	35147652339587692	9999.9998827503215	True	True	True	False	False
