sample_class	process_or_mode	campaign	source_path	source_sha256	source_size_bytes	source_tag	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	status
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job13_bin0_shard9786_receipt.json	9e3fbb735bbb02316a33392c58f44c80de784fa2acb1796ff6307e34157d8b73	1362	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9786_seed1209786	0	50	75	9786	1209786	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job16_bin0_shard9789_receipt.json	f02ed6052afb0200a14a5df390b3ac7da93987bfd044fcf2584f04c99bfd44a7	1356	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9789_seed1209789	0	50	75	9789	1209789	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job6_bin0_shard9779_receipt.json	0a707605662d02683016aeb86cc3b1a496e9679771a4f68b1093a77eff2a5c7a	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9779_seed1209779	0	50	75	9779	1209779	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job0_bin0_shard9773_receipt.json	1b28b2bfff75d5266421a45784dfc72e8a17ef83c142c323257c326b3b47ce73	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job29_bin0_shard9802_receipt.json	c22b8e0450cf78be1d73b1b4f94c5177aff2b4ebb0db509f2e2be3037446a789	1362	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9802_seed1209802	0	50	75	9802	1209802	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job20_bin0_shard9793_receipt.json	018a90a355befdc52d0f389dfd8c131e7d500b66f2802ab6a974c6f47d0326d2	1362	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9793_seed1209793	0	50	75	9793	1209793	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job22_bin0_shard9795_receipt.json	e3b4299ef8f9a20afba0360c4e51089961592b0fe3533b7e1fe5e851a5d15c10	1362	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9795_seed1209795	0	50	75	9795	1209795	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job19_bin0_shard9792_receipt.json	ab95ec5116cfb1a112c3cb764c3995d9c9c5024fe7df251914b5e5a8e68c1990	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9792_seed1209792	0	50	75	9792	1209792	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job25_bin0_shard9798_receipt.json	c5e414476186a8ed568939b7d362ee6529ab6651bb832ca60cb585524b8ef202	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9798_seed1209798	0	50	75	9798	1209798	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job27_bin0_shard9800_receipt.json	c2e4a2fcc5fade1fc53dca3370b8a03141d6fb7e3bf7e6cd589140ae0e4fc9b3	1356	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9800_seed1209800	0	50	75	9800	1209800	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job23_bin0_shard9796_receipt.json	817336ca17adbcc5e3684443416e549f97a3503be4fd163e202d9cfaccaedad1	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9796_seed1209796	0	50	75	9796	1209796	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job24_bin0_shard9797_receipt.json	115c69d4d42a63ffd16bbf1990532bd25461550862daf6cfc96f626995dabece	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9797_seed1209797	0	50	75	9797	1209797	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job21_bin0_shard9794_receipt.json	d1b2cd892c525aa0bbc4c66defe6200c9687a80c815bbe40e90ad185ac2d763f	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9794_seed1209794	0	50	75	9794	1209794	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job26_bin0_shard9799_receipt.json	ff278bf9c7cc0d805e987282a2030db848e38483c9c4379734253a05c6d19a5d	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9799_seed1209799	0	50	75	9799	1209799	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job32_bin1_shard9805_receipt.json	5dd034f7da936c3f9c29d89ba728da6600689338d6b6bd33d5b35c78c0bcd5ba	1358	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9805_seed1219805	1	75	100	9805	1219805	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job35_bin1_shard9808_receipt.json	2acfd2055acdaa54764aa8b88e01379141aa743f2d15193fa5ca00d94b188a13	1359	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808	1	75	100	9808	1219808	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job34_bin1_shard9807_receipt.json	39d09ffe9ebef7bd497475dcca615bda72bc454d014bd1ec434af943738c2b24	1358	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9807_seed1219807	1	75	100	9807	1219807	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job28_bin0_shard9801_receipt.json	976a3d3aad11a8781b49019a3727bb80e7ee277e2cdb0679d83a545afc98ac6c	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801	0	50	75	9801	1209801	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job31_bin1_shard9804_receipt.json	2ba0d005c9f55c3eac4c64fce96bdb35ac612b12340a238644040446e3014aa9	1358	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9804_seed1219804	1	75	100	9804	1219804	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job33_bin1_shard9806_receipt.json	4a1906cf5bc2227b7a2d6247f3d2c8e179d7fb9bb21e1f014a5abded62b216b9	1359	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9806_seed1219806	1	75	100	9806	1219806	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job36_bin1_shard9809_receipt.json	b2c67b6f7bf7518a01897e6de99ab1236230431031b244ba638defe9e760afc1	1364	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9809_seed1219809	1	75	100	9809	1219809	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job46_bin3_shard9819_receipt.json	1c547e35befe925e85c230081fd1c4dc525a88832a68f912dc4ab0acedd8e58e	1361	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin03_pthat200to300_shard9819_seed1239819	3	200	300	9819	1239819	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job48_bin4_shard9821_receipt.json	54b2f76618ecbcd418a0d5fea0c635e83b5cc4e347b62cff995621db584c2e17	1360	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin04_pthat300to500_shard9821_seed1249821	4	300	500	9821	1249821	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job37_bin1_shard9810_receipt.json	5ddb4b7486c091ceff144d3c4b5e7356d545b68e3a49d7d1102bfd92c6b040a7	1359	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9810_seed1219810	1	75	100	9810	1219810	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job42_bin2_shard9815_receipt.json	dc2779da90f5485c644683516aefb0b6255012d4d45d5ce29beb1eb3895de088	1361	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9815_seed1229815	2	100	200	9815	1229815	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job43_bin2_shard9816_receipt.json	5cb850e1fc1fb08f4eafa1d4f10fc806cbcc06244e66b9111d86e11729f1c28a	1361	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9816_seed1229816	2	100	200	9816	1229816	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job38_bin1_shard9811_receipt.json	59ac210ab0496e0700857a720987454d1fb3b4c4c366e029a1a7c419f850298d	1359	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9811_seed1219811	1	75	100	9811	1219811	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job41_bin2_shard9814_receipt.json	0988f5349c6166604c2eab28c8dfa997b7e0e173199129d2406e4c52e6d80352	1366	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9814_seed1229814	2	100	200	9814	1229814	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job44_bin2_shard9817_receipt.json	7c1f0a1fcb48d127335992d554c90e001ca8637693494eca113c387bdef49709	1361	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9817_seed1229817	2	100	200	9817	1229817	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job40_bin2_shard9813_receipt.json	5136c2b39051151ac8060ac266bd56e67092f366a80a75af22c1516893ebc2dc	1360	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9813_seed1229813	2	100	200	9813	1229813	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job54_bin7_shard9827_receipt.json	9393d54fa6e362550ff1cd4b437aebea211c7dcf7690ec9c48a2fafada758d3c	1360	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin07_pthat1000toInf_shard9827_seed1279827	7	1000	Inf	9827	1279827	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job50_bin5_shard9823_receipt.json	c15997ba85e73dc62af78c5a85aca75672e9f1209f136ccbf94cac4c8bfb10b9	1360	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin05_pthat500to700_shard9823_seed1259823	5	500	700	9823	1259823	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job52_bin6_shard9825_receipt.json	1031a0cc9a2fb95a6da7de500064f7863970a89669c7525943eb31a9a3f16141	1362	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin06_pthat700to1000_shard9825_seed1269825	6	700	1000	9825	1269825	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_59823913_job15_bin0_shard9788_receipt.json	7e49ae2f90a73b325a0216896c8f95ad613930f689bbb889b6e50d0ab3180d7b	1109							local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_testfill_bin3_10k_20260717/receipts/qcd_hardqcd_importance_testfill_bin3_10k_20260717_59823934_job0_bin3_shard3909_receipt.json	adabcd23582a40cfd62b3ed9b4e49804656e217ec7ba8fc5d6e46ef917c7a211	1338	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_job15_recovery_f2383a3767e6/receipts/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_job15_recovery_f2383a3767e6_59825065_job15_bin0_shard9788_receipt.json	feb6f00b348e4ed8262ee7a7ac5c003656dbc0f229ad55a3f296451a486692d0	1357	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9788_seed1209788	0	50	75	9788	1209788	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job2_bin0_shard1035_receipt.json	05d31143560dc568d91f6251d84f996eae029743517356823b16ace871883e9b	1362	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	0	50	75	1035	1201035	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job21_bin0_shard1054_receipt.json	63dae24f2fea52b6f57fbee1c0b89c59a2b6f4d6be19e1a7550e17dd556f0d14	1357	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	0	50	75	1054	1201054	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job32_bin0_shard1065_receipt.json	29b38a82109cc2600adbb2fe2c8f7bfbb54392d9e3c30c7c4b3e07d282ef0ecb	1362	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1065_seed1201065	0	50	75	1065	1201065	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job56_bin0_shard1089_receipt.json	9da9dacd771af3c220f0d531ede39eae9f8edd0fee476ae527edf1f573d11e52	1362	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1089_seed1201089	0	50	75	1089	1201089	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job93_bin1_shard1126_receipt.json	eff33281bf9a75bc7242e198e3e947f116e8661914c16f2aa2130b90dcc62515	1359	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126	1	75	100	1126	1211126	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job19_bin0_shard1052_receipt.json	174842951ab031510296a3b6027715ddaecdd6008fe03898396fc05342cbea78	1357	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052	0	50	75	1052	1201052	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job16_bin0_shard1049_receipt.json	18de09c976356cac70d13c9eb0dc7ca894b33f5c58ad3bccc12a1749a05d95a6	1362	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1049_seed1201049	0	50	75	1049	1201049	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job18_bin0_shard1051_receipt.json	2626ef7696fb5bbda1e7b55843947444392546c39248637f265714423b2a4638	1357	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1051_seed1201051	0	50	75	1051	1201051	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job42_bin0_shard1075_receipt.json	7fe16285177a14febedea344a8540bed24abf854fabcb7c26e1ca73137d92789	1357	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1075_seed1201075	0	50	75	1075	1201075	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job43_bin0_shard1076_receipt.json	a237d53558b4984971ef679354926bf9cb5ca6022bd46fbc282ce3bdf251be1e	1357	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1076_seed1201076	0	50	75	1076	1201076	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job5_bin0_shard1038_receipt.json	3c175d44b95aa97867d8fa6b8861b9793fd1ededc826e24daea4a8059476efe6	1357	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1038_seed1201038	0	50	75	1038	1201038	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job22_bin0_shard1055_receipt.json	bf5ffafaa033d3bc429fdd200d8937abaccf630540be58ee8d9c5006d6829e5b	1362	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	0	50	75	1055	1201055	local_metadata_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job24_bin0_shard1057_receipt.json	154d7327bc635648256d66b905001753c2b9a2677cfc9601b83f3368be456e1c	1357	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1057_seed1201057	0	50	75	1057	1201057	local_metadata_candidate
