sample_class	process_or_mode	campaign	source_path	source_sha256	source_size_bytes	source_tag	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	status
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	48bdffb6ded7c4f9c25455fb0424430604f4bf9b17f6dd0299e039c223f9baaf	1151	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	0	50	75	1819	1201819	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	ca65b23853605e429688e7793c18948d6ea67262ac8ad14cd402c9f0bb62e42c	12762	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	0	50	75	1819	1201819	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	59fed73d16156f6c4b2c68fcdbeedbe0910071ea2be0ba995cb2d91c1d9137b8	736	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	0	50	75	1819	1201819	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	f6c339fb4ff75356a7d920e52912f0ca1bfa46134d75228d0ec6a3b19cb5551d	2116	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	0	50	75	1819	1201819	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_candidates.log	8c0747f9e17b6acd26d5f512b78a127b4917b13502e657bce73562e7422b65fc	267	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_compile_arguments.txt	0a2d6520427c24f3c6d1032552e40d4a298a42fcbb7e732d109af61a8e5c3722	1201	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.log	e83be02de54b6c4ee2e54f0f90ded2eb13839eb8242d75e348eb3429edd905cf	8329	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	e776ed5fce0eddcf72fc0451f6a53f9956784d20d52406182fb925db16531542	1152	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	e57abbfb06fbe75ea272c6b39067d9a89d3053581054c7c446d177955b258878	12952	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	5d363ad281ccee9d4c2022a5b7623f4722ce4e8b59cabae45adc5edabadd3f3a	735	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	54bd08a44fdf9ab77220a30a0bc191e9b5f2dd1fbf99011bf9a3d3fd5169fe55	2123	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773	0	50	75	9773	1209773	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_candidates.log	604e856ed2282d14329e006d4c745b5ff7a0929715da88da2107be0f15c320ba	264	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_compile_arguments.txt	0a2d6520427c24f3c6d1032552e40d4a298a42fcbb7e732d109af61a8e5c3722	1201	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_delphes.log	086f431769dc551bb991db0250ff4c9b187caf8abf334c0eb08eccaef131b03d	8325	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_event_summary.log	1697fe4690fc83e8ab3e40329b2f04690424e67a3b16b7a5a7ea32cb7623e93d	1149	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/logs/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_pythia.log	bf640dd46a0f37390266cb4e6835c8663cd2a74db920c6447f35ca779fd59f4e	13133	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_generator.json	3cbd675b70b1950b11bc39989821205dfc3bb44da33da86ca36c7af1dd8806a1	697	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	representative_provenance_reverified
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	background/qcd_hardqcd/qcd_hardqcd_importance_testfill_bin3_10k_20260717/metadata/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_provenance.json	bc9881bda3e0211cb604552e68489ae072909f6ccb38be942df33d7474270b7c	2075	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	3	200	300	3909	1233909	representative_provenance_reverified
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	signal/ggf_hh4b/ggf_hh4b_ml_ext20k_frozen_v2_20260716/metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	0da9b4e11e35dd04137aa095e1727c072f3f2fa48e6320bba34618b8100769db	768	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000				0	86000	representative_provenance_reverified
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	signal/ggf_hh4b/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/metadata/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_provenance.json	218887d29d3a1245416a164659ba8b685351318907a01fdcdc7848ecaed3a237	773	HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020				20	86020	representative_provenance_reverified
