process_or_mode	bundle_members	bundle_generated_events	legacy_members_included	legacy_generated_events_included	legacy_members_excluded	unique_members	unique_generated_events	campaigns	sum_generator_weights_across_all_campaigns_candidate	sum_squared_generator_weights_across_all_campaigns_candidate	all_members_independent_unique	all_member_denominator_values_frozen	all_campaign_denominator_values_frozen	all_campaign_denominator_use_authorized	cross_campaign_process_aggregation_authorized	reason_cross_campaign_aggregation_blocked	process_reference_cross_section_assigned	physical_weight_application_authorized	physical_yield_calculation_authorized
ttbar_inclusive	75	750000	27	270000	0	102	1020000	4	522528495.48339844	267682720973.43274	True	True	True	True	False	process_definition_reference_cross_section_and_Event.Weight_convention_compatibility_not_yet_frozen	False	False	False
