decision	legacy_source_index	legacy_shard_token	legacy_seed	bundle_target_index	legacy_lhe_sha256	bundle_lhe_sha256	legacy_root_sha256	bundle_root_sha256	exact_lhe_hash_overlap	exact_hepmc_hash_overlap	exact_root_hash_overlap	exact_seed_overlap	formal_independence_proven	legacy_member_excluded	all_27_legacy_members_included	scientific_basis
legacy_bundle_ttbar_pair_independence	326	ttbar_100k_shard003	105003	172	bb58ad5878433b641af8eeb475e826ed45da0fbec9580aef2cf427a9128c85ff	89d93cf2c3bd53aff5b3ec6adaf147d4ed6b8faa4d0335c386fe6f1173e6cecc	127c87510087d164038b7629ea9d5210008cc4cb1473aa9b069a5cd4b859629e	b439e6b7f97d369ce0c44ce4b210464bffe70027e4b731539da28e4bd3bdb6c6	False	False	False	False	True	False	True	distinct_exact_member_scoped_LHE_checksums_distinct_seeds_and_distinct_ROOT_checksums
