path	extension	bytes	sha256
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_01_selected_score_plane.pdf	.pdf	743619	0802775a5411729cacaf629f104f6314b45ab34569388c463c63a5c87e4c86ff
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_01_selected_score_plane.png	.png	410429	9d01ac21d40046342083acd883dfde9b4852a7bfcc0063b5a7547db19c703aee
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_02_population_score_densities.pdf	.pdf	1095734	57bcf8a3ae930c90289296d76c5f49a7b2c4f3014597e6288e5c128aea659fad
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_02_population_score_densities.png	.png	181184	4b375864bffd63c055d316749bb7ef617d741c00053370a02e2b2fc99e417094
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_03_selected_and_benchmark_boundaries.pdf	.pdf	740696	3c88a00e27508a3cdc4c2452e5b2e96ab1d2a84b27a72bd479cf56d02f2b2998
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_03_selected_and_benchmark_boundaries.png	.png	125819	c482f1a31475c42c4b06e144c71d107a928d34f243b77526fc079cb83ec7a52f
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_04_category_yields.pdf	.pdf	737083	35642e415c4d036b963ed6e554422483ef174c3f049b00cdf01e61ff4fd8c058
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_04_category_yields.png	.png	135624	dc8141577ad636c04141f9256592ffb44a90625c9fb6c9f071105188cd61c66a
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_05_category_signal_over_background.pdf	.pdf	1062596	5bc8053ee6b6d4f3d4746c8661a7325a5074caa82ea8941fea3a80717dcc32fc
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_05_category_signal_over_background.png	.png	93278	3de458eeb2aa14f5182d90db9d051b8446f0a4fd146ea7d47578be2d67bdc8ce
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_06_category_background_neff.pdf	.pdf	1062677	2730acca380f631887f8c41f7f80cb315a15dce4df1b1a89f3e40729f59f400d
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_06_category_background_neff.png	.png	85172	62706b3d7af1bc2a7e449a21899c4021491feedc93d885827e60c21f2d6e73bd
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_07_category_nominal_za.pdf	.pdf	1062586	681e3e3eb741f066a48a8990fa187790f35305188ab07a725bfd4866a00a2e27
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_07_category_nominal_za.png	.png	83070	69566bb7f389f5a48a4eeaeaf777eb1d1b57b3ae9fce22658aa5e0c837777ff1
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_08_category_systematic_za.pdf	.pdf	1062835	411636e23dd3c2e59ee08c923889bb1e3374fb01f45eaa063b478ae0853ecd81
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_08_category_systematic_za.png	.png	87692	624048eb863067fe393ba2aed2db2260d07d29f5a2612901ea4d30ef3cd4c266
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_09_inclusive_categorized_comparison.pdf	.pdf	1064014	87337705a50126cd455f5af5a0bf280be3e478c36b283ce961cce7b20b48f8c3
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_09_inclusive_categorized_comparison.png	.png	216065	f3e08074075871ff4116f4f5b1e2adcb98af40a070c0aeee49e294be9d807ab4
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_09b_paired_differences.pdf	.pdf	1063439	2ab16ce94d6e03c620ce078057c1dd508957e3a3b2802b9af3bb2a179ce880b0
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_09b_paired_differences.png	.png	206876	14db584a6c62d99df0bc94be07450dc6cf2682c6061f9109984fd4d1dce00ba9
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_10_category_count_scan.pdf	.pdf	1065531	f8f6e14bbea0cb292ff7991a6f3958101f59bd404c72020d3f87edfafea69fe9
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_10_category_count_scan.png	.png	205119	d343c87b33797e2adf31c995063f4142aa78f9bf607e5a748d64683f8552e3e4
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_11_category_support.pdf	.pdf	1064681	fd1fc6b7c488e70de1eb4f52f18ac2d69835ad477fd698d99a5100a62092f201
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_11_category_support.png	.png	168151	324e375d089fa7d9cdd6eab228eb0a5577ac713d7fcb7d87abef5ecb33dd239e
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_12_mass_sculpting.pdf	.pdf	1071389	ef8aa1ec357d83dbc564de2c61365f96842c2dcbe278c098780929e62cb9a404
docs/paper/jhep_hh4b_ml/categorized_bdt/figures/fig_c7w_12_mass_sculpting.png	.png	284547	75b7441af76b124897a555b51f030b1af1c2d755e92bc8263ebb06f9acd9a131
docs/paper/jhep_hh4b_ml/figures/fig01_weighted_roc.pdf	.pdf	1072460	12d2d5fe460d616b835adbc08a6a6dd45e0471ddcfbbad0ebf2067548e291b7b
docs/paper/jhep_hh4b_ml/figures/fig01_weighted_roc.png	.png	225206	7a835d1f0c1e10a8fc8d9ce150bf5214d6f377e6135f190968d7351e58d57133
docs/paper/jhep_hh4b_ml/figures/fig02_oof_score_distributions.pdf	.pdf	1072600	b73d9c8cba602fb9f960bab4a2faf469135d535f37c71e24b8f0c09aa20a3c9f
docs/paper/jhep_hh4b_ml/figures/fig02_oof_score_distributions.png	.png	268606	1a42c55287d8a15ce9a32cf1f9dc0410e66607539bc7fddd7009df289258610a
docs/paper/jhep_hh4b_ml/figures/fig03_efficiency_background_rejection.pdf	.pdf	1070943	675c174875d257b2e26873a24d6f9132cc5e28fcf503e835448f0b87332062d8
docs/paper/jhep_hh4b_ml/figures/fig03_efficiency_background_rejection.png	.png	286633	e5df59a4e4b317ef4d9774440a7bc0456a6f2efcfa0bdfcf112b0eb03ab9e518
docs/paper/jhep_hh4b_ml/figures/fig04_nominal_za_scan.pdf	.pdf	1071142	9118368713bd13c9acca2d293710baa2c78eadbf6dfa4df01abd728d62aeb9ef
docs/paper/jhep_hh4b_ml/figures/fig04_nominal_za_scan.png	.png	277791	f426e8f36e39687140c794e6b238141054ae339ed583f010c59b5b8d18c3fe61
docs/paper/jhep_hh4b_ml/figures/fig05_systematic_za_scan.pdf	.pdf	1080497	e2d017038374dc87e6311b720d05e9c5b114257758bf98b63ca22808776e3f8e
docs/paper/jhep_hh4b_ml/figures/fig05_systematic_za_scan.png	.png	306423	f38c04472514b0dbbe0c035d6fdf975bbc16506d4b1dcbaed05df9bcd5b949a1
docs/paper/jhep_hh4b_ml/figures/fig06_bootstrap_za.pdf	.pdf	1062524	cb53d8844a2a98b21c0343501ab9ff3e75062de1117e3e5772ec4db462c4d098
docs/paper/jhep_hh4b_ml/figures/fig06_bootstrap_za.png	.png	80507	9863860ec321515a29d7ac5195e852503be1e085666aa450f9f2de497b906738
docs/paper/jhep_hh4b_ml/figures/fig07_nominal_baseline_comparison.pdf	.pdf	1069734	3c3a958801c8533992937a7c607284697be580f64d54033cf0aaf9cf65aaff8b
docs/paper/jhep_hh4b_ml/figures/fig07_nominal_baseline_comparison.png	.png	390862	827f9a0f6894c84e8a5856de56e5fe87ade5cd159b4a6a7cce11fdf15b3a5b66
docs/paper/jhep_hh4b_ml/figures/fig08_earlier_current_metrics.pdf	.pdf	1064146	e3688e6d32e46f16d070ff440e6759697c71687f5c214c347d71d0878b34cf53
docs/paper/jhep_hh4b_ml/figures/fig08_earlier_current_metrics.png	.png	182451	4eb85fe589d10221307b7f65df1b035b6473076507cbd95b35fb4bd2c58ba1d3
docs/paper/jhep_hh4b_ml/figures/fig09_population_change.pdf	.pdf	1062373	d404492f3ecf5255a1e7a9a3d9caa43791dfe2de2108747245f5308f74b8eea0
docs/paper/jhep_hh4b_ml/figures/fig09_population_change.png	.png	120747	79fa22b7444523e08697135649d992d11ddc4459c00ffbee4f7e37078f403f50
docs/paper/jhep_hh4b_ml/figures/fig10_selected_process_composition.pdf	.pdf	1064823	400a6816ccb75a20adefd4aed8e9b33a3105d5d9c80dc2f1941e5e7136d34028
docs/paper/jhep_hh4b_ml/figures/fig10_selected_process_composition.png	.png	210054	970c1929ee4070c9be6563a19b12a5b983500511e4c743f4639392ff3eb9ea01
docs/paper/jhep_hh4b_ml/figures/fig11_transfer_factors.pdf	.pdf	1064209	20882aef853f051212bb21f4898b28eacbf72d3d503ba70235366c1610742673
docs/paper/jhep_hh4b_ml/figures/fig11_transfer_factors.png	.png	106024	df773c714d52d8debdb1ca706d7cc8cef562ffde94bc94dbd0b0adebeff34bbe
docs/paper/jhep_hh4b_ml/figures/fig12_transfer_closure.pdf	.pdf	1065543	481a0ea648211990f84568d8d715a95e0ceee166fef61c0d019924be9057c012
docs/paper/jhep_hh4b_ml/figures/fig12_transfer_closure.png	.png	147315	0998803d0d10d0bebd2dbb02bc04d04a13e2d98245f530ec31fced31cfcb0397
docs/paper/jhep_hh4b_ml/figures/fig13_rhh_distributions.pdf	.pdf	1064884	e7a90bc164f17f3e0abfda05b5f618b29e58c546828078185d6405b09cf2c4e2
docs/paper/jhep_hh4b_ml/figures/fig13_rhh_distributions.png	.png	150067	3bf037566660e989a750bbbb9afa7bc3d6a9cf5220ff0eaa58a9cee40009689d
docs/paper/jhep_hh4b_ml/figures/fig14_higgs_mass_planes.pdf	.pdf	1130990	a5155a901212e369811ad333e9572028f67b25a34787fe2c56b8207a0c5e3052
docs/paper/jhep_hh4b_ml/figures/fig14_higgs_mass_planes.png	.png	194857	15066abb4d40f13d787eb3e20ade9a80ce050d5a5b69c2fd75ea6b88ce83f511
