process,analysis_use,format,detector_version,path,filename,size_GB,n_entries_or_rows
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_0_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_0_1000_pythia8_delphes.root,0.094352273,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_1_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_1_1000_pythia8_delphes.root,0.093009388,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_2_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_2_1000_pythia8_delphes.root,0.094544715,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_3_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_3_1000_pythia8_delphes.root,0.094732828,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_4_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_4_1000_pythia8_delphes.root,0.094746932,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_5_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_5_1000_pythia8_delphes.root,0.094607426,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_6_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_6_1000_pythia8_delphes.root,0.093846796,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_7_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_7_1000_pythia8_delphes.root,0.093524159,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_8_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_8_1000_pythia8_delphes.root,0.096018162,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_9_1000_pythia8_delphes.root,HH4b_ggf_hh4b_10k_transfer_cluster_84730223_shard_9_1000_pythia8_delphes.root,0.092609649,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_1k_transfer_test_cluster_3474222_shard_0_1000_pythia8_delphes.root,HH4b_ggf_hh4b_1k_transfer_test_cluster_3474222_shard_0_1000_pythia8_delphes.root,0.094371103,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_hh4b_smoke_cluster_local_shard_0_20_pythia8_delphes.root,HH4b_ggf_hh4b_smoke_cluster_local_shard_0_20_pythia8_delphes.root,0.001925272,20.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_ggf_loop_sm_hh4b_smoke_20_pythia8_delphes.root,HH4b_ggf_loop_sm_hh4b_smoke_20_pythia8_delphes.root,0.001947667,20.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_smoke_vbf_run_01_20_delphes.root,HH4b_smoke_vbf_run_01_20_delphes.root,3.3575e-05,0.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_smoke_vbf_run_01_20_delphes_uncompressed.root,HH4b_smoke_vbf_run_01_20_delphes_uncompressed.root,0.000141493,20.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_smoke_vbf_run_01_20_pipeline_test_pythia8_delphes.root,HH4b_smoke_vbf_run_01_20_pipeline_test_pythia8_delphes.root,0.001830788,20.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_smoke_vbf_run_01_20_pythia8_delphes.root,HH4b_smoke_vbf_run_01_20_pythia8_delphes.root,0.001829258,20.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_smoke_vbf_run_02_200_pythia8_delphes.root,HH4b_smoke_vbf_run_02_200_pythia8_delphes.root,0.017504436,200.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_smoke_vbf_run_03_1000_pythia8_delphes.root,HH4b_smoke_vbf_run_03_1000_pythia8_delphes.root,0.091080816,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_0_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_0_1000_pythia8_delphes.root,0.089307325,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_1_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_1_1000_pythia8_delphes.root,0.089992178,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_2_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_2_1000_pythia8_delphes.root,0.091178088,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_3_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_3_1000_pythia8_delphes.root,0.089768289,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_4_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_4_1000_pythia8_delphes.root,0.088884416,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_5_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_5_1000_pythia8_delphes.root,0.089749431,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_6_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_6_1000_pythia8_delphes.root,0.089675521,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_7_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_7_1000_pythia8_delphes.root,0.090305689,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_8_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_8_1000_pythia8_delphes.root,0.090475864,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_9_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3463792_shard_9_1000_pythia8_delphes.root,0.091110371,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,0.089315272,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_1_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_1_1000_pythia8_delphes.root,0.090004889,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_2_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_2_1000_pythia8_delphes.root,0.091146303,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_3_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_3_1000_pythia8_delphes.root,0.089778444,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_4_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_4_1000_pythia8_delphes.root,0.088884223,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_5_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_5_1000_pythia8_delphes.root,0.089747027,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_6_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_6_1000_pythia8_delphes.root,0.089639133,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_7_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_7_1000_pythia8_delphes.root,0.090320729,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_8_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_8_1000_pythia8_delphes.root,0.090473064,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_9_1000_pythia8_delphes.root,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_9_1000_pythia8_delphes.root,0.091098713,1000.0
VBF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/HH4b_vbf_hh4b_1k_transfer_cluster_3463765_shard_0_1000_pythia8_delphes.root,HH4b_vbf_hh4b_1k_transfer_cluster_3463765_shard_0_1000_pythia8_delphes.root,0.089322372,1000.0
ggF_HH_4b,signal_pilot_physics_and_ml,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/ggf_hh4b_ak4ak8_10k_pythia8_delphes.root,ggf_hh4b_ak4ak8_10k_pythia8_delphes.root,0.933491269,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_ak4ak8_extra50k_v1_shard000_pythia8_delphes.root,qcd_bbbb_ak4ak8_extra50k_v1_shard000_pythia8_delphes.root,0.873572973,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_ak4ak8_extra50k_v1_shard001_pythia8_delphes.root,qcd_bbbb_ak4ak8_extra50k_v1_shard001_pythia8_delphes.root,0.877156128,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_ak4ak8_extra50k_v1_shard002_pythia8_delphes.root,qcd_bbbb_ak4ak8_extra50k_v1_shard002_pythia8_delphes.root,0.873986853,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_ak4ak8_extra50k_v1_shard003_pythia8_delphes.root,qcd_bbbb_ak4ak8_extra50k_v1_shard003_pythia8_delphes.root,0.870800259,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_ak4ak8_extra50k_v1_shard004_pythia8_delphes.root,qcd_bbbb_ak4ak8_extra50k_v1_shard004_pythia8_delphes.root,0.868307301,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht100to200_20000_pythia8_delphes.root,qcd_bbbb_iht100to200_20000_pythia8_delphes.root,1.700020779,20000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_20000_pythia8_delphes.root,qcd_bbbb_iht200to400_20000_pythia8_delphes.root,1.809330569,20000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra100k_shard000_pythia8_delphes.root,qcd_bbbb_iht200to400_extra100k_shard000_pythia8_delphes.root,0.903833765,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra100k_v2_shard000_pythia8_delphes.root,qcd_bbbb_iht200to400_extra100k_v2_shard000_pythia8_delphes.root,0.900205821,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra100k_v3_shard000_pythia8_delphes.root,qcd_bbbb_iht200to400_extra100k_v3_shard000_pythia8_delphes.root,0.905138779,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard000_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard000_pythia8_delphes.root,0.904471249,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard001_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard001_pythia8_delphes.root,0.903971955,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard002_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard002_pythia8_delphes.root,0.905686881,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard003_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard003_pythia8_delphes.root,0.904434987,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard004_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard004_pythia8_delphes.root,0.90489369,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard005_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard005_pythia8_delphes.root,0.899401085,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard006_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard006_pythia8_delphes.root,0.91056376,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard007_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard007_pythia8_delphes.root,0.899087077,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard008_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard008_pythia8_delphes.root,0.900329318,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard009_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard009_pythia8_delphes.root,0.893955904,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard010_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard010_pythia8_delphes.root,0.908793618,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard011_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard011_pythia8_delphes.root,0.902454935,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard012_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard012_pythia8_delphes.root,0.904859947,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard013_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard013_pythia8_delphes.root,0.899233612,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard014_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard014_pythia8_delphes.root,0.904432947,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard015_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard015_pythia8_delphes.root,0.903423456,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard016_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard016_pythia8_delphes.root,0.900228296,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard017_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard017_pythia8_delphes.root,0.899321003,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard018_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard018_pythia8_delphes.root,0.901638787,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard019_pythia8_delphes.root,qcd_bbbb_iht200to400_extra200k_rootkeep_v1_shard019_pythia8_delphes.root,0.907824936,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_20000_pythia8_delphes.root,qcd_bbbb_iht400to600_20000_pythia8_delphes.root,1.946385214,20000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard000_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard000_pythia8_delphes.root,0.970008085,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard001_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard001_pythia8_delphes.root,0.969622752,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard002_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard002_pythia8_delphes.root,0.971398003,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard003_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard003_pythia8_delphes.root,0.973163379,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard004_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard004_pythia8_delphes.root,0.969747226,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard005_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard005_pythia8_delphes.root,0.976499243,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard006_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard006_pythia8_delphes.root,0.969497831,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard007_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard007_pythia8_delphes.root,0.973486775,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard008_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard008_pythia8_delphes.root,0.972153816,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard009_pythia8_delphes.root,qcd_bbbb_iht400to600_extra100k_rootkeep_v1_shard009_pythia8_delphes.root,0.969037732,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_iht600plus_20000_pythia8_delphes.root,qcd_bbbb_iht600plus_20000_pythia8_delphes.root,2.057323002,20000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_presel_100k_shard000_pythia8_delphes.root,qcd_bbbb_presel_100k_shard000_pythia8_delphes.root,0.876199044,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_presel_10k_pythia8_delphes.root,qcd_bbbb_presel_10k_pythia8_delphes.root,0.874820546,10000.0
QCD_bbbb,ml_enrichment_not_inclusive_physics_yield,root,legacy_card_v1,/uscms_data/d3/iturkmen/hh4b_delphes/root/qcd_bbbb_presel_1k_pythia8_delphes.root,qcd_bbbb_presel_1k_pythia8_delphes.root,0.089048271,1000.0
