tail_region,background_tail_fraction,tail_score_cut_median,signal_rows_median,background_rows_median,S_450fb_mean,B_450fb_mean,S_over_B_mean,S_over_sqrtB_mean,S_over_sqrtB_std,asimov_Z_mean,background_neff_median,largest_background_weight_fraction_median
top_0.1pct_background_tail,0.001,0.786526281107854,21.0,7.0,8.975484676255384,5711.189207580588,0.0016595268559320467,0.12079838420313922,0.04644980574111776,0.1207598366111633,4.157482280521844,0.3053221666063648
top_0.2pct_background_tail,0.002,0.7652489362021835,29.0,14.0,13.04483578688478,11978.474901032976,0.0011282640643506604,0.12068023208059223,0.03626446452226368,0.12065546751140835,6.806406631146627,0.25698548171024976
top_0.5pct_background_tail,0.005,0.7341173394198431,46.0,34.0,22.28555730815682,30130.37081069027,0.0007509357535550906,0.1291654596182827,0.03398125930870903,0.12914816618204888,17.203641969424496,0.11004660871025643
top_1.0pct_background_tail,0.01,0.6991942066255871,65.0,68.0,34.07852965544118,63308.591717949486,0.0005465314414178633,0.13629431682041165,0.025364276692632207,0.1362814391406261,35.63656476568012,0.05444428039223109
top_2.0pct_background_tail,0.02,0.6529261313006728,93.0,136.0,52.63014556254463,131215.53384592853,0.0004046106023330552,0.14582931032022514,0.021144848998356294,0.14581925944385296,73.62008168629838,0.026287151232897887
top_5.0pct_background_tail,0.05,0.5719237941897701,145.0,339.0,91.50383521185923,338382.0056006567,0.0002713649033272634,0.15752530770572098,0.01891100034732793,0.157518082167181,156.1568575528986,0.03662440489130335
