qcd_bdt_weighted_auc_mean,qcd_bdt_weighted_auc_std,top_bdt_weighted_auc_mean,top_bdt_weighted_auc_std
0.8326527157877914,0.01284674322302071,0.7887590976537507,0.01681217883977445
