seed,tail_region,analysis_sample,rows,expected_events_450fb,fraction_of_tail_background
7,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,17,1963.3322080129412,0.01374710022347633
7,top_2.0pct_background_tail,ttbar_200k,11,36359.04052511728,0.2545831887686987
7,top_5.0pct_background_tail,Zbbbb_100k,68,6018.392415549297,0.017932136881837316
7,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
7,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,154,209915.50521438185,0.6254549908375774
7,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,53,32548.285845592614,0.09697943848665846
7,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,39,4504.115065441455,0.013420262805789495
7,top_5.0pct_background_tail,ttbar_200k,25,82634.18301163016,0.24621317098813733
8,top_0.1pct_background_tail,Zbbbb_100k,1,91.9332748502582,0.020647567019121092
8,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
8,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,3,4022.897285703797,0.9035144397162329
8,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,0,0.0,0.0
8,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,3,337.6686014596365,0.07583799326464603
8,top_0.1pct_background_tail,ttbar_200k,0,0.0,0.0
8,top_0.2pct_background_tail,Zbbbb_100k,3,275.7998245507746,0.0310432430174799
8,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
8,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,6,8045.794571407592,0.9056117296512071
8,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,0,0.0,0.0
8,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,5,562.7810024327275,0.06334502733131286
8,top_0.2pct_background_tail,ttbar_200k,0,0.0,0.0
8,top_0.5pct_background_tail,Zbbbb_100k,8,735.4661988020655,0.028874421177631657
8,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
8,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,13,17432.55490471645,0.684402537248946
8,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,5,3157.6608588654967,0.12396984351355946
8,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,7,787.8934034058186,0.03093271452865219
8,top_0.5pct_background_tail,ttbar_200k,1,3357.62609233027,0.13182048353121065
8,top_1.0pct_background_tail,Zbbbb_100k,15,1378.9991227538726,0.025945142609413212
8,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
8,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,30,40228.97285703797,0.7568869483554805
8,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,11,6946.853889504093,0.1307013992075684
8,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,11,1238.1182053520006,0.02329454230617508
8,top_1.0pct_background_tail,ttbar_200k,1,3357.62609233027,0.06317196752136296
8,top_2.0pct_background_tail,Zbbbb_100k,28,2574.1316958072302,0.023228909335101647
8,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
8,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,61,81798.91147597722,0.7381516266166103
8,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,22,13893.70777900818,0.1253765216646267
8,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,22,2476.236410704001,0.022345504377344144
8,top_2.0pct_background_tail,ttbar_200k,3,10072.87827699081,0.09089743800631742
8,top_5.0pct_background_tail,Zbbbb_100k,84,7722.395087421687,0.02357437657444879
8,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,2,27412.721894582115,0.08368360094993257
8,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,161,215895.4876661037,0.6590703362555207
8,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,40,25261.286870923974,0.07711585365793162
8,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,38,4277.135618488728,0.01305693435634696
8,top_5.0pct_background_tail,ttbar_200k,14,47006.76529262377,0.14349889820581913
9,top_0.1pct_background_tail,Zbbbb_100k,0,0.0,0.0
9,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
9,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,3,4070.688518308244,0.7297672643546752
9,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,2,1272.6876909255984,0.2281593913185557
9,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,2,234.6878080770828,0.04207334432676897
9,top_0.1pct_background_tail,ttbar_200k,0,0.0,0.0
9,top_0.2pct_background_tail,Zbbbb_100k,1,86.56925881361428,0.0066156842893825805
9,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
9,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,8,10855.169382155318,0.829559759714818
9,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,3,1909.0315363883976,0.14588954689345718
9,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,2,234.6878080770828,0.017935009102342213
9,top_0.2pct_background_tail,ttbar_200k,0,0.0,0.0
9,top_0.5pct_background_tail,Zbbbb_100k,4,346.27703525445713,0.010739968766448919
9,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
9,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,18,24424.131109849463,0.7575275821415021
9,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,6,3818.063072776796,0.11841928275671572
9,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,5,586.719520192707,0.01819742194831114
9,top_0.5pct_background_tail,ttbar_200k,1,3066.7126402872136,0.09511574438702206
9,top_1.0pct_background_tail,Zbbbb_100k,10,865.6925881361428,0.012500491687308296
9,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
9,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,28,37993.0928375436,0.5486154643109362
9,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,12,7636.126145553591,0.11026469755418358
9,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,11,1290.7829444239555,0.018638742768528185
9,top_1.0pct_background_tail,ttbar_200k,7,21466.988482010493,0.30998060367904345
9,top_2.0pct_background_tail,Zbbbb_100k,29,2510.508505594815,0.018636214603233312
9,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
9,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,54,73272.39332954839,0.5439216969545587
9,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,22,13999.564600181584,0.1039227270727758
9,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,17,1994.846368655204,0.014808308732628993
9,top_2.0pct_background_tail,ttbar_200k,14,42933.976964021,0.31871105263680305
9,top_5.0pct_background_tail,Zbbbb_100k,74,6406.125152207457,0.019015553133693
9,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
9,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,153,207605.11443372048,0.616242422766358
9,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,58,36907.94303684236,0.10955529828051389
9,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,27,3168.285409040618,0.009404546134656142
9,top_5.0pct_background_tail,ttbar_200k,27,82801.24128775476,0.24578217968477897
10,top_0.1pct_background_tail,Zbbbb_100k,2,175.26901620344546,0.027129391244954996
10,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
10,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,2,2740.604690519453,0.42421038531167066
10,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,0,0.0,0.0
10,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,2,226.33205020436927,0.035033292673587936
10,top_0.1pct_background_tail,ttbar_200k,1,3318.278911560774,0.5136269307697864
10,top_0.2pct_background_tail,Zbbbb_100k,3,262.90352430516816,0.018129277948959608
10,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
10,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,4,5481.209381038905,0.37797275113723433
10,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,3,1894.5965153192976,0.13064741873708935
10,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,2,226.33205020436927,0.01560738547631645
10,top_0.2pct_background_tail,ttbar_200k,2,6636.557823121548,0.4576431667004004
10,top_0.5pct_background_tail,Zbbbb_100k,6,525.8070486103364,0.01721335861066785
10,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
10,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,10,13703.023452597265,0.4485962243437901
10,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,9,5683.789545957894,0.1860703617053317
10,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,6,678.996150613108,0.022228314106203684
10,top_0.5pct_background_tail,ttbar_200k,3,9954.836734682322,0.32589174123400677
10,top_1.0pct_background_tail,Zbbbb_100k,10,876.3450810172274,0.01270891952882081
10,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
10,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,30,41109.07035779179,0.5961713922960198
10,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,15,9472.982576596489,0.1373789570703595
10,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,8,905.3282008174772,0.01312923812843911
10,top_1.0pct_background_tail,ttbar_200k,5,16591.39455780387,0.24061149297636072
10,top_2.0pct_background_tail,Zbbbb_100k,22,1927.9591782379,0.013305533004074326
10,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,1,12652.025489807129,0.08731613439911012
10,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,59,80847.83837032385,0.5579597295870089
10,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,28,17682.900809646777,0.12203599691647385
10,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,17,1923.8224267371395,0.013276983808508199
10,top_2.0pct_background_tail,ttbar_200k,9,29864.510204046965,0.20610562228482457
10,top_5.0pct_background_tail,Zbbbb_100k,67,5871.512042815423,0.015582865284766836
10,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,3,37956.07646942139,0.10073460158955773
10,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,166,227470.18931311456,0.6037009360653546
10,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,45,28418.947729789463,0.07542326930079685
10,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,36,4073.976903678647,0.010812246113155347
10,top_5.0pct_background_tail,ttbar_200k,22,73002.13605433702,0.19374608164636867
11,top_0.1pct_background_tail,Zbbbb_100k,0,0.0,0.0
11,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
11,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,0,0.0,0.0
11,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,1,656.9921708317984,0.1428669000273905
11,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,5,570.6889322092998,0.12409974158665894
11,top_0.1pct_background_tail,ttbar_200k,1,3370.950005395072,0.7330333583859504
11,top_0.2pct_background_tail,Zbbbb_100k,0,0.0,0.0
11,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
11,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,1,1328.5791469264675,0.1725932748779382
11,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,3,1970.9765124953951,0.2560459358300507
11,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,9,1027.2400779767397,0.1334468703306291
11,top_0.2pct_background_tail,ttbar_200k,1,3370.950005395072,0.4379139189613819
11,top_0.5pct_background_tail,Zbbbb_100k,1,89.02205448000001,0.003139447893082395
11,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
11,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,9,11957.212322338208,0.42168252857989463
11,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,7,4598.945195822589,0.16218620082139706
11,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,14,1597.9290101860397,0.05635249482419942
11,top_0.5pct_background_tail,ttbar_200k,3,10112.850016185215,0.35663932788142655
11,top_1.0pct_background_tail,Zbbbb_100k,8,712.1764358400001,0.011441151813235897
11,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
11,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,20,26571.582938529344,0.4268738742515806
11,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,14,9197.890391645176,0.14776459180117912
11,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,19,2168.617942395339,0.034838961042831476
11,top_1.0pct_background_tail,ttbar_200k,7,23596.650037765503,0.3790814210911728
11,top_2.0pct_background_tail,Zbbbb_100k,20,1780.4410896,0.013609387722527977
11,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
11,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,52,69086.11564017631,0.5280824732043208
11,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,25,16424.80427079496,0.12554839971599477
11,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,27,3081.720233930219,0.023556143340490096
11,top_2.0pct_background_tail,ttbar_200k,12,40451.40006474085,0.3092035960166663
11,top_5.0pct_background_tail,Zbbbb_100k,67,5964.477650160002,0.01838896463885616
11,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,1,14371.718274829458,0.04430916413080234
11,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,131,174043.86824736724,0.5365912535064526
11,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,60,39419.53024990791,0.12153358439132247
11,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,55,6277.578254302298,0.01935427900093156
11,top_5.0pct_background_tail,ttbar_200k,25,84273.7501348768,0.2598227543316349
12,top_0.1pct_background_tail,Zbbbb_100k,1,88.21343135920728,0.016469486637879695
12,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
12,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,2,2668.111883521858,0.49813766834549933
12,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,4,2599.8483958596853,0.4853928450166211
12,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,0,0.0,0.0
12,top_0.1pct_background_tail,ttbar_200k,0,0.0,0.0
12,top_0.2pct_background_tail,Zbbbb_100k,1,88.21343135920728,0.009264016557542524
12,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
12,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,3,4002.167825282787,0.4203004965140592
12,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,8,5199.696791719371,0.5460628436109605
12,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,2,232.08016576511525,0.0243726433174378
12,top_0.2pct_background_tail,ttbar_200k,0,0.0,0.0
12,top_0.5pct_background_tail,Zbbbb_100k,3,264.64029407762183,0.009222368961595718
12,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
12,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,13,17342.727242892077,0.6043714166496352
12,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,11,7149.583088614134,0.24915364228489284
12,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,6,696.2404972953457,0.024263072917305704
12,top_0.5pct_background_tail,ttbar_200k,1,3242.2877914486958,0.11298949918657032
12,top_1.0pct_background_tail,Zbbbb_100k,11,970.3477449512802,0.01642353111686448
12,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
12,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,25,33351.39854402322,0.5644860150689748
12,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,16,10399.39358343874,0.17601397540497435
12,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,12,1392.4809945906918,0.023568308437147828
12,top_1.0pct_background_tail,ttbar_200k,4,12969.15116579478,0.21950816997203842
12,top_2.0pct_background_tail,Zbbbb_100k,26,2293.5492153393893,0.01810976300369402
12,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
12,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,61,81377.41244741669,0.64255244379332
12,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,23,14949.128276193189,0.11803765464593219
12,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,18,2088.7214918860373,0.016492452372852604
12,top_2.0pct_background_tail,ttbar_200k,8,25938.302331589563,0.20480768618420142
12,top_5.0pct_background_tail,Zbbbb_100k,74,6527.793920581338,0.01942567205163891
12,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,1,14233.528676033022,0.04235670788050737
12,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,157,209446.7828564659,0.6232801717610285
12,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,52,33798.029146175904,0.10057753632744537
12,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,34,3945.362818006959,0.011740769570818155
12,top_5.0pct_background_tail,ttbar_200k,21,68088.0436204226,0.20261914240856183
13,top_0.1pct_background_tail,Zbbbb_100k,2,184.02491882170543,0.032884874590054236
13,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
13,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,1,1340.9657619012655,0.23962782427527646
13,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,1,622.703669837781,0.11127586535833144
13,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,2,230.61593758994096,0.041210593840612465
13,top_0.1pct_background_tail,ttbar_200k,1,3217.7250051498413,0.5750008419357254
13,top_0.2pct_background_tail,Zbbbb_100k,4,368.0498376434109,0.03668183025842898
13,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
13,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,4,5363.863047605062,0.5345914974491524
13,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,1,622.703669837781,0.06206200351709139
13,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,4,461.231875179882,0.04596885428195006
13,top_0.2pct_background_tail,ttbar_200k,1,3217.7250051498413,0.3206958144933774
13,top_0.5pct_background_tail,Zbbbb_100k,7,644.0872158759692,0.01915625839510982
13,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
13,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,13,17432.55490471645,0.5184740793023194
13,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,3,1868.111009513343,0.055560825190913765
13,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,7,807.1557815647935,0.024006197197584983
13,top_0.5pct_background_tail,ttbar_200k,4,12870.900020599363,0.3828026399140719
13,top_1.0pct_background_tail,Zbbbb_100k,12,1104.1495129302325,0.014104207550892435
13,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,1,12984.97352901258,0.16586771949933357
13,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,27,36206.07557133417,0.4624899060148028
13,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,6,3736.222019026686,0.04772582897104124
13,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,15,1729.6195319245576,0.02209384922663351
13,top_1.0pct_background_tail,ttbar_200k,7,22524.07503604889,0.2877184887372965
13,top_2.0pct_background_tail,Zbbbb_100k,26,2392.3239446821717,0.017242973762208458
13,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,1,12984.97352901258,0.09359081923726725
13,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,58,77776.0141902734,0.5605803407156071
13,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,11,6849.740368215593,0.04937035960770474
13,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,29,3343.931095054143,0.024101801205819482
13,top_2.0pct_background_tail,ttbar_200k,11,35394.975056648254,0.255113705471393
13,top_5.0pct_background_tail,Zbbbb_100k,75,6900.934455813955,0.01955028080976237
13,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,2,25969.94705802516,0.07357260974581584
13,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,160,214554.52190420244,0.6078308929158961
13,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,32,19926.517434808997,0.056451631863121736
13,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,45,5188.858595773671,0.01469998639735804
13,top_5.0pct_background_tail,ttbar_200k,25,80443.12512874603,0.22789459826804587
14,top_0.1pct_background_tail,Zbbbb_100k,0,0.0,0.0
14,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
14,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,3,4046.6518025002415,0.733665698586259
14,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,2,1236.1906341090455,0.22412372238180708
14,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,2,232.8192745732844,0.04221057903193403
14,top_0.1pct_background_tail,ttbar_200k,0,0.0,0.0
14,top_0.2pct_background_tail,Zbbbb_100k,0,0.0,0.0
14,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
14,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,4,5395.535736666989,0.45592177772769454
14,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,4,2472.381268218091,0.20891576259357011
14,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,5,582.048186433211,0.04918296473850019
14,top_0.2pct_background_tail,ttbar_200k,1,3384.3800850978414,0.28597949494023495
14,top_0.5pct_background_tail,Zbbbb_100k,5,445.4815069891577,0.01624284718936641
14,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
14,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,11,14837.723275834222,0.5410030899741617
14,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,7,4326.667219381659,0.15775603112828565
14,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,9,1047.6867355797797,0.03820004934292967
14,top_0.5pct_background_tail,ttbar_200k,2,6768.760170195683,0.24679798236525696
14,top_1.0pct_background_tail,Zbbbb_100k,12,1069.1556167739784,0.016006692239139544
14,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
14,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,25,33722.09835416868,0.5048649995796474
14,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,11,6799.04848759975,0.1017908665048928
14,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,13,1513.3252847263486,0.02265650735055133
14,top_1.0pct_background_tail,ttbar_200k,7,23690.660595684887,0.3546809343257688
14,top_2.0pct_background_tail,Zbbbb_100k,24,2138.311233547957,0.016484314616827426
14,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
14,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,54,72839.73244500435,0.5615239949129021
14,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,24,14834.287609308549,0.11435803181121092
14,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,23,2677.4216575927694,0.020640335360552632
14,top_2.0pct_background_tail,ttbar_200k,11,37228.180936076256,0.28699332329850696
14,top_5.0pct_background_tail,Zbbbb_100k,67,5969.4521936547135,0.01617438380347495
14,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,3,40371.46315383911,0.10938751472909629
14,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,139,187494.86684917787,0.5080221499761035
14,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,57,35231.4330721078,0.09546047140815303
14,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,45,5238.4336778989,0.01419367038828933
14,top_5.0pct_background_tail,ttbar_200k,28,94762.64238273958,0.25676180969488277
15,top_0.1pct_background_tail,Zbbbb_100k,2,178.19260279566308,0.035962743964974134
15,top_0.1pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
15,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,3,4043.842603053868,0.8161263368213187
15,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,1,616.3847211586153,0.12439846302917779
15,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,1,116.5023939697391,0.02351245618452937
15,top_0.1pct_background_tail,ttbar_200k,0,0.0,0.0
15,top_0.2pct_background_tail,Zbbbb_100k,2,178.19260279566308,0.012950419688861313
15,top_0.2pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
15,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,6,8087.685206107736,0.5877848804453243
15,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,3,1849.154163475846,0.13439010436296464
15,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,2,233.0047879394782,0.016933978997941964
15,top_0.2pct_background_tail,ttbar_200k,1,3411.56386088176,0.24794061650490778
15,top_0.5pct_background_tail,Zbbbb_100k,4,356.38520559132616,0.011132459659316241
15,top_0.5pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
15,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,12,16175.370412215472,0.5052725415178371
15,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,7,4314.693048110307,0.13477873252544822
15,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,8,932.0191517579128,0.029113626059306973
15,top_0.5pct_background_tail,ttbar_200k,3,10234.69158264528,0.31970264023809164
15,top_1.0pct_background_tail,Zbbbb_100k,12,1069.1556167739784,0.018521263888390108
15,top_1.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
15,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,27,36394.58342748481,0.6304729388247473
15,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,14,8629.386096220614,0.14948912447858778
15,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,12,1398.0287276368697,0.024218419266450537
15,top_1.0pct_background_tail,ttbar_200k,3,10234.69158264528,0.17729825354182419
15,top_2.0pct_background_tail,Zbbbb_100k,28,2494.6964391392835,0.019376593759826356
15,top_2.0pct_background_tail,qcd_bbbb_iht100to200_20000,0,0.0,0.0
15,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,64,86268.64219848251,0.6700584519487827
15,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,17,10478.54025969646,0.08138802566222272
15,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,19,2213.545485425043,0.017192862012011718
15,top_2.0pct_background_tail,ttbar_200k,8,27292.51088705408,0.2119840666171565
15,top_5.0pct_background_tail,Zbbbb_100k,77,6860.415207633029,0.019427693493780235
15,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,3,41119.08284187317,0.11644323470516117
15,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,170,229151.0808397192,0.6489223797080499
