seed,tail_region,analysis_sample,rows,expected_events_450fb,fraction_of_tail_background
8,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,11,6946.853889504093,0.1307013992075684
8,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,11,1238.1182053520006,0.02329454230617508
8,top_1.0pct_background_tail,ttbar_200k,1,3357.62609233027,0.06317196752136296
8,top_2.0pct_background_tail,Zbbbb_100k,28,2574.1316958072302,0.023228909335101647
8,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,61,81798.91147597722,0.7381516266166103
8,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,22,13893.70777900818,0.1253765216646267
8,top_2.0pct_background_tail,qcd_bbbb_iht600plus_20000,22,2476.236410704001,0.022345504377344144
8,top_2.0pct_background_tail,ttbar_200k,3,10072.87827699081,0.09089743800631742
8,top_5.0pct_background_tail,Zbbbb_100k,84,7722.395087421687,0.02357437657444879
8,top_5.0pct_background_tail,qcd_bbbb_iht100to200_20000,2,27412.721894582115,0.08368360094993257
8,top_5.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,161,215895.4876661037,0.6590703362555207
8,top_5.0pct_background_tail,qcd_bbbb_iht400to600_20000,40,25261.286870923974,0.07711585365793162
8,top_5.0pct_background_tail,qcd_bbbb_iht600plus_20000,38,4277.135618488728,0.01305693435634696
8,top_5.0pct_background_tail,ttbar_200k,14,47006.76529262377,0.14349889820581913
9,top_0.1pct_background_tail,qcd_bbbb_iht200to400_combined120k,3,4070.688518308244,0.7297672643546752
9,top_0.1pct_background_tail,qcd_bbbb_iht400to600_20000,2,1272.6876909255984,0.2281593913185557
9,top_0.1pct_background_tail,qcd_bbbb_iht600plus_20000,2,234.6878080770828,0.04207334432676897
9,top_0.2pct_background_tail,Zbbbb_100k,1,86.56925881361428,0.0066156842893825805
9,top_0.2pct_background_tail,qcd_bbbb_iht200to400_combined120k,8,10855.169382155318,0.829559759714818
9,top_0.2pct_background_tail,qcd_bbbb_iht400to600_20000,3,1909.0315363883976,0.14588954689345718
9,top_0.2pct_background_tail,qcd_bbbb_iht600plus_20000,2,234.6878080770828,0.017935009102342213
9,top_0.5pct_background_tail,Zbbbb_100k,4,346.27703525445713,0.010739968766448919
9,top_0.5pct_background_tail,qcd_bbbb_iht200to400_combined120k,18,24424.131109849466,0.7575275821415022
9,top_0.5pct_background_tail,qcd_bbbb_iht400to600_20000,6,3818.0630727767957,0.1184192827567157
9,top_0.5pct_background_tail,qcd_bbbb_iht600plus_20000,5,586.719520192707,0.01819742194831114
9,top_0.5pct_background_tail,ttbar_200k,1,3066.7126402872136,0.09511574438702206
9,top_1.0pct_background_tail,Zbbbb_100k,10,865.6925881361428,0.012500491687308296
9,top_1.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,28,37993.0928375436,0.5486154643109362
9,top_1.0pct_background_tail,qcd_bbbb_iht400to600_20000,12,7636.126145553591,0.11026469755418358
9,top_1.0pct_background_tail,qcd_bbbb_iht600plus_20000,11,1290.7829444239555,0.018638742768528185
9,top_1.0pct_background_tail,ttbar_200k,7,21466.988482010493,0.30998060367904345
9,top_2.0pct_background_tail,Zbbbb_100k,29,2510.508505594815,0.018636214603233312
9,top_2.0pct_background_tail,qcd_bbbb_iht200to400_combined120k,54,73272.39332954839,0.5439216969545587
9,top_2.0pct_background_tail,qcd_bbbb_iht400to600_20000,22,13999.564600181584,0.1039227270727758
