seed,region,group,analysis_sample,rows,expected_events_450fb,median_bdt_qcd_score,median_bdt_top_score,median_tail_score,median_mbb1,median_mbb2,median_avg_mbb,median_delta_mbb,median_r_hh,median_mhh,median_hh_pt,median_h1_pt,median_h2_pt,median_h_delta_r,median_h_pt_balance,median_drbb1,median_drbb2,median_n_selected_jets,median_n_selected_bjets,median_n_extra_selected_jets,median_n_extra_selected_bjets,median_ht_selected_jets,median_ht_selected_bjets,median_ht_candidate_jets,median_j1_pt,median_j2_pt,median_j3_pt,median_j4_pt,median_pt_sum4,median_ht_over_mhh,median_pt_asym_12,median_pt_asym_34,median_avg_drbb,median_max_drbb,median_min_drbb,median_r_hh_125_125,median_r_hh_125_120,median_hh_eta,median_h1_eta,median_h2_eta,median_h_delta_eta,median_h_delta_phi,median_j1_eta,median_j2_eta,median_j3_eta,median_j4_eta,median_j1_mass,median_j2_mass,median_j3_mass,median_j4_mass
0,CAT0,background,Zbbbb_100k,13,1130.8990634267102,0.8900891875448427,0.6837676744646661,0.6174555380845643,121.34584060797405,119.23105368755674,121.19943982583422,15.024718367200222,11.440568568968713,312.34728294457824,104.41631361829623,126.23945092783372,62.05615533292837,2.7118926970618213,0.3497873195856577,1.6112469435983154,2.4566717126832147,6.0,4.0,2.0,0.0,369.97580337524414,281.16272735595703,281.16272735595703,104.41841888427734,77.47206115722656,58.232582092285156,44.324974060058594,281.16272735595703,1.1515724511890053,0.13538237686878873,0.13560783382388664,2.115766103243693,2.4566717126832147,1.6112469435983154,11.440568568968713,9.853260856531127,-0.682514609159544,-0.2674829503796939,-0.1675083308958961,-0.4435026082361413,1.6041922612918944,-0.4809870719909668,0.04566565901041031,0.03791383281350136,0.0491449274122715,12.741073608398438,9.367681503295898,9.346697807312012,7.132171154022217
0,CAT0,background,qcd_bbbb_iht200to400_combined120k,18,24518.366620971297,0.8986855370857696,0.7870519656008417,0.6946625323908506,115.46162062586328,113.14804841337963,114.05654486020498,11.136831908111958,18.244087052362914,364.57998137373335,116.24222652855543,140.70368664326713,72.75601893868686,2.7125581504411254,0.277833759891574,1.5068548454206492,2.1770881000745126,5.0,4.0,1.0,0.0,363.8013114929199,274.1201057434082,274.1201057434082,111.64940643310547,68.23265838623047,56.412418365478516,41.88361930847168,274.1201057434082,1.099656519291771,0.16916700459144682,0.12684476521934043,1.7947590234089552,2.1770881000745126,1.4690686343916597,18.244087052362914,16.698406292490034,0.34495262321255726,0.6782749586631998,0.13085498181205518,0.17857436070343716,-0.04357873293750031,0.35239454731345177,-0.10358643904328346,0.8678692579269409,0.3594120368361473,17.74700355529785,11.773625373840332,9.59488296508789,8.331373929977417
0,CAT0,background,qcd_bbbb_iht400to600_20000,7,4545.313181877136,0.8967858825884046,0.6861501006384332,0.6350011110024251,118.83553690311652,124.84291791277073,117.2409630863056,15.668967842873002,15.691146668759348,367.2535147188663,168.53982217372655,182.79314259664406,71.56368617327202,2.7468650668440358,0.49716491327778145,1.264979539284272,2.3152154864459855,5.0,4.0,1.0,0.0,541.384220123291,313.1033706665039,313.1033706665039,136.0012969970703,85.28360748291016,64.17658996582031,39.230037689208984,313.1033706665039,1.414174918815644,0.20146945143531822,0.2516759793062891,1.6593857633140914,2.3152154864459855,1.264979539284272,15.691146668759348,16.39872111977211,1.6403304267683079,0.6865150377868584,0.5141291907207768,0.8434340244062651,-0.8316656466578028,0.49850890040397644,0.7803305983543396,-0.031052174046635628,0.4690999686717987,14.539862632751465,11.644041061401367,10.921594619750977,6.697710990905762
0,CAT0,background,qcd_bbbb_iht600plus_20000,5,575.1790103541407,0.8845968961140444,0.7194035430475398,0.6316478637330417,116.46450366589866,111.6816946096811,109.72244743286346,7.563754242987073,21.782665674406708,418.60036243183464,235.4736389932357,247.94362204078053,48.682082540482384,2.749784351054015,0.44852120374610255,0.8058868267979731,3.028057555951994,6.0,4.0,2.0,0.0,745.9485397338867,387.87410736083984,387.87410736083984,169.11923217773438,97.73461151123047,62.38035583496094,58.63990783691406,387.87410736083984,1.7820064354425298,0.2315430357606295,0.22078590814500396,1.9881682794380338,3.028057555951994,0.8058868267979731,21.782665674406708,18.969187780387838,-0.49955957574304627,0.861337941241456,0.40655002351113506,0.5841910477948289,-1.8447946758055407,0.5172010064125061,-0.6415504813194275,0.7187149524688721,-0.014148793183267117,23.89249038696289,13.024211883544922,14.730896949768066,10.090509414672852
0,CAT0,background,ttbar_200k,9,28527.29332923889,0.8960995595133837,0.6847297040277436,0.6162644234051254,118.24753638558671,108.04827073007542,115.16178021278839,20.996882794717465,21.828711149770957,317.2173806587269,159.32902120259487,159.60362944762747,69.53491298315814,2.0338437549520205,0.3830104957466644,1.3304745884340896,2.2233174019237896,6.0,4.0,2.0,0.0,474.1967544555664,304.8028793334961,304.8028793334961,134.54075622558594,82.69568634033203,57.950721740722656,41.96224594116211,304.8028793334961,1.4948637223766386,0.20753316791509513,0.14700637307933845,1.7566552400524384,2.2233174019237896,1.3304745884340896,21.828711149770957,18.044031647013842,1.3366305579080475,1.4146200567690397,-0.6106664281936934,0.10386065151222912,0.0003040711547211972,1.320557951927185,0.13114556670188904,0.1273592859506607,-0.6344864368438721,21.329421997070312,13.870888710021973,12.015925407409668,7.420506954193115
0,CAT0,signal,VBF_HH4b_SMnorm,41,3.0803787295081966,0.9101046174532574,0.8305674941828911,0.7683951315161117,122.3569194337384,114.90975265756813,120.35683131528988,8.46623567791383,14.371151992149139,400.71070847420964,164.198250946229,171.45608913045942,97.72330687761229,2.6605765593182253,0.2453714919748314,1.296893776605977,1.9526041802293972,5.0,4.0,1.0,0.0,467.9863815307617,332.8891792297363,332.8891792297363,122.89939880371094,94.7747802734375,71.15956115722656,48.31839370727539,332.8891792297363,1.1184692091046537,0.15157686747276056,0.17923512758350726,1.6859813304467912,1.9932658444513867,1.296893776605977,14.371151992149139,12.803201013200706,0.8580397436610148,0.6852273819921797,0.8274412915216383,0.1706507975553293,0.532944254862832,0.34376028180122375,0.21407848596572876,0.4694744646549225,0.23030522465705872,14.24653148651123,11.414505004882812,10.253652572631836,8.218192100524902
0,CAT0,signal,ggF_HH4b_SMnorm,30,40.93920403587443,0.9084278989053416,0.7858472625221278,0.7113306499971507,121.8794334737989,113.64212806415787,115.59888348306929,13.174248754248808,18.585578133396147,329.5269205937313,165.6259073756578,186.04320233194048,83.42462445923755,1.8932032905472176,0.33298246165066947,1.2405143990297942,1.9711517931066778,5.0,4.0,1.0,0.0,492.0621910095215,334.8157262802124,334.8157262802124,136.20535278320312,84.93543243408203,60.3597297668457,46.92016410827637,334.8157262802124,1.5526467079790902,0.23169610109325967,0.1149998685375007,1.6275310796319862,1.9711517931066778,1.2405143990297942,18.585578133396147,17.34287825898872,0.1614442429607619,0.05444712250737429,0.1507662398128411,-0.039320385890956294,-0.13566180917145876,0.033202082850039005,0.029759615659713745,0.10182751342654228,0.07554410677403212,16.505125999450684,13.73613691329956,10.844416618347168,8.228808403015137
0,top_0.1pct_background_tail,background,Zbbbb_100k,1,86.99223564820848,0.8938912599128238,0.8683526932643679,0.7762128830307797,117.1521549850958,123.03691622118804,120.09453560314192,5.884761236092231,8.089645808105029,660.3778819515401,99.15608765393534,185.84818222582518,184.2837852304275,3.409576336875645,0.0042265924824663945,1.4949280413197281,1.2315944513193744,6.0,4.0,2.0,0.0,456.0384178161621,379.7851371765137,379.7851371765137,158.59890747070312,103.14300537109375,87.07640075683594,30.96682357788086,379.7851371765137,0.690571913868152,0.21187245671623248,0.47533077391531214,1.3632612463195513,1.4949280413197281,1.2315944513193744,8.089645808105029,8.41495879446071,-1.5546010993259265,-1.4544983235030517,0.7521145217947838,-2.2066128452978355,2.599244226299047,-1.5841110944747925,1.1622096300125122,0.03791383281350136,-0.18996305763721466,14.49095344543457,8.194035530090332,8.373276710510254,8.1724271774292
0,top_0.1pct_background_tail,background,qcd_bbbb_iht200to400_combined120k,3,4086.3944368285493,0.9308974358425837,0.9167104710041394,0.8533634268678005,122.70458290896555,113.4225451561347,119.15616742326503,10.806419281963244,11.577979399449767,714.7499432695383,101.17331597356555,174.94123766863996,121.6334101450363,4.000364751429496,0.18979430398546504,1.344825325182708,1.8127933737687074,4.0,4.0,0.0,0.0,349.53040313720703,328.9336128234863,328.9336128234863,130.792236328125,86.90050506591797,68.88504791259766,60.88911819458008,328.9336128234863,0.5120502890344872,0.1652764977585474,0.04726029949396878,1.484035846361145,1.8127933737687074,1.344825325182708,11.577979399449767,6.578378108274881,-1.3589018225039902,0.8309996588226334,-2.421332824092542,3.2523324829151754,-2.3292169424625047,0.6274592280387878,-1.886740803718567,-0.07611750811338425,-1.703430414199829,18.208614349365234,11.595731735229492,10.142363548278809,5.725834846496582
0,top_0.1pct_background_tail,background,qcd_bbbb_iht400to600_20000,2,1298.6609091077532,0.8698689822242356,0.9005921658052064,0.7833069231794639,132.3507907214079,110.45051739413363,121.40065405777075,21.900273327274263,18.136361755972437,497.8834924880504,133.4487839514171,251.0384665883994,167.032524702472,2.7693775321919167,0.24849483041811132,1.2393235539179241,1.4336433268663658,4.5,4.0,0.5,0.0,499.8996629714966,460.75251483917236,460.75251483917236,199.57862091064453,146.52424240112305,74.42328453063965,40.22636699676514,460.75251483917236,0.9890408772053965,0.18152516693945966,0.2713982947154883,1.3364834403921448,1.4336433268663658,1.2393235539179241,18.136361755972437,14.215324281050586,2.304045286793496,1.5275383011731787,0.9718274692182346,0.5557108319549441,0.040119056443909784,1.4728955328464508,0.8988695442676544,1.0251214504241943,0.2508181929588318,27.685507774353027,32.19412851333618,9.708377361297607,7.617025852203369
