artifact	run_a_sha256	run_b_sha256	byte_identical
targeted_weight_transport_coverage_rows.parquet	c64080cd9a61035da0055b4713035cda30bc8ff0bcd9d1a48af69ef1dccf91a0	c64080cd9a61035da0055b4713035cda30bc8ff0bcd9d1a48af69ef1dccf91a0	True
