variant	outer_fold	target_epsilon_S	score_threshold	epsilon_S	epsilon_B	rejection	raw_signal_rows	raw_background_rows	physical_S	physical_B	physical_QCD_B	physical_nonQCD_B	physical_background_efficiency	S_over_B	S_over_sqrt_B_diagnostic	ZA_stat_only	signal_sumw	signal_sumw2	signal_Neff	background_sumw	background_sumw2	background_Neff	qcd_raw_rows	qcd_sumw	qcd_sumw2	qcd_Neff	qcd_largest_abs_event_weight	qcd_largest_event_fraction_of_yield	qcd_largest_source_fraction_of_yield	QCD_Neff_below_100	QCD_raw_O_1_to_10	zero_QCD_rows_not_zero_physical_QCD
global_mass_plane_blind	1	0.4	0.7191789746284485	0.4000106061409556	0.06540612432975872	15.289088143463294	7543	12491	42.607650141012066	21482423.29224168	20739572.864163864	742850.428077817	0.002004538171332263	1.9833726186933345e-06	0.009192760555815022	0.009192757517221551	42.607650141012066	0.48388236194766593	3751.7628111752306	21482423.29224168	21161588049391.227	21.80812278501585	488	20739572.864163864	21161504006454.33	20.326054445693988	1894967.6856186804	0.0913696582870815	0.13727168347016652	True	False	False
global_mass_plane_blind	2	0.4	0.7185226678848267	0.4000105613349527	0.08148294591388675	12.272506704124632	7575	15662	43.57102085505981	44530357.0624358	43785342.84051484	745014.2219209597	0.0033171726835919003	9.784565794962992e-07	0.006529345451957933	0.00652934438684021	43.57102085505981	0.49872104368586945	3806.604678883026	44530357.0624358	24550294053624.047	80.7710366228916	224	43785342.84051484	24550207418463.492	78.09124440307527	1866470.6867656368	0.04262775087919559	0.16588531063941797	True	False	False
global_mass_plane_blind	3	0.4	0.705625593662262	0.399977497749775	0.07647326733709907	13.076464950711939	7110	14608	67.04808574998597	56555495.13082863	55621753.248223886	933741.8826047406	0.0049065629338571675	1.185527340798362e-06	0.008915567217221875	0.008915565456145483	67.04808574998597	0.8961313852507111	5016.503022578301	56555495.13082863	27296538443445.39	117.17691003641633	347	55621753.248223886	27296433298083.812	113.34006170775012	1870331.744419305	0.03362590416869012	0.13012443696574974	False	False	False
global_mass_plane_blind	4	0.4	0.7079567909240723	0.3999772287373335	0.08592492161681213	11.638067061143984	7026	16224	65.57073631457786	69292501.56622617	68443629.73697704	848871.8292491287	0.0047868337373216914	9.462890620554196e-07	0.007877110546730008	0.007877109304330422	65.57073631457786	0.8746247541251423	4915.8469853012175	69292501.56622617	32031809888872.516	149.89633086494513	195	68443629.73697704	32031714546014.188	146.2466345609751	713688.4407326546	0.010427390298780145	0.14616563172311547	False	False	False
global_mass_plane_blind	0	0.25	0.7857587337493896	0.25002856816363844	0.03317897146248159	30.1395720217183	4376	6262	40.058956197443095	14123028.599352028	13769406.3567464	353622.24260562845	0.0011622686901785288	2.8364281723030017e-06	0.010659472403054454	0.010659467363674914	40.058956197443095	0.5318419030695799	3017.287585590491	14123028.599352028	8852290401228.637	22.53201462871481	119	13769406.3567464	8852250087605.52	21.41789370396029	1875625.894183504	0.13621690329914116	0.1981986583742383	True	False	False
global_mass_plane_blind	1	0.25	0.795371949672699	0.2499867423238055	0.02808729892761394	35.603281133482476	4714	5364	25.318174220520657	7942933.506937196	7617874.41167191	325059.0952652851	0.000741160026055338	3.1875092745530705e-06	0.008983424466352464	0.008983419693908375	25.318174220520657	0.28095045036330024	2281.5765023040167	7942933.506937196	7554800152356.2705	8.351007495009432	181	7617874.41167191	7554763414304.225	7.681512625812686	1890261.4834049176	0.2481350283891144	0.2481350283891144	True	False	False
global_mass_plane_blind	2	0.25	0.7991716861724854	0.24998679833130907	0.03681872099556739	27.16009608591211	4734	7077	25.863418180005727	11765691.99329004	11451125.039930588	314566.953359453	0.0008764545056078379	2.198206292902755e-06	0.007540101365317585	0.007540098602717463	25.863418180005727	0.28926184072445305	2312.4944454427764	11765691.99329004	7553921880667.35	18.325779676813347	52	11451125.039930588	7553885721043.617	17.35904798173318	1855133.048333692	0.16200443553491553	0.16200443553491553	True	False	False
global_mass_plane_blind	3	0.25	0.7880566716194153	0.25	0.0334936996455887	29.856361362925913	4444	6398	40.803740833400894	16126684.974858947	15710826.419262808	415858.5555961393	0.0013990964902807826	2.5302001556434437e-06	0.01016078891659037	0.010160784631286888	40.803740833400894	0.5420409078251438	3071.622901451637	16126684.974858947	9262078599634.02	28.07900683207522	91	15710826.419262808	9262031752828.293	26.649667520394015	1870331.744419305	0.11904731772264503	0.17444607332360612	True	False	False
global_mass_plane_blind	4	0.25	0.7893298864364624	0.2500284640783331	0.04126239301754089	24.235143113849315	4392	7791	40.14771501828821	21483053.653421223	21096952.021223255	386101.63219796866	0.0014840827461049823	1.8688085812183688e-06	0.008661893230840854	0.008661890532395765	40.14771501828821	0.5329777621011239	3024.2143965546247	21483053.653421223	9882591266009.844	46.70046365907401	58	21096952.021223255	9882547800527.457	45.0371092120638	713688.4407326546	0.0338289834481632	0.15073628450944895	True	False	False
global_mass_plane_blind	0	0.1	0.8457809686660767	0.09998857273454462	0.007862918181143833	127.17924528301887	1750	1484	14.495173787941162	2820507.2598932725	2744012.6196978674	76494.64019540511	0.0002321164511941575	5.1392081112706145e-06	0.008630974145788206	0.008630966753073555	14.495173787941162	0.18770408774764946	1119.3686065329052	2820507.2598932725	1227806316159.2979	6.479247661793691	32	2744012.6196978674	1227797633040.3474	6.132610989333711	454066.25925375125	0.1654752809787539	0.33066557891957354	True	False	False
global_mass_plane_blind	1	0.1	0.8524367809295654	0.10001590921143343	0.005597561997319035	178.6492048643592	1886	1069	8.614277358725529	4314429.570578276	4255521.777266973	58907.79331130348	0.000402582085088705	1.9966202293507204e-06	0.00414722080864635	0.004147219428555737	8.614277358725529	0.08757336937098485	847.3554797086226	4314429.570578276	2989050664325.056	6.227496489653333	55	4255521.777266973	2989043923949.499	6.058614746907085	711739.0203789892	0.1672507057022018	0.3305603369492359	True	False	False
global_mass_plane_blind	2	0.1	0.8580468893051147	0.1000158420024291	0.007845503922751962	127.46153846153847	1894	1508	8.634914097494852	1678198.1983377389	1619888.1071368526	58310.091200886294	0.00012501299312228293	5.145348210984712e-06	0.006665556226118853	0.006665550510011254	8.634914097494852	0.08767869861610596	850.3974471334005	1678198.1983377389	488418450146.1873	5.766262908497986	18	1619888.1071368526	488411691074.32886	5.3725935058423415	453740.5792752725	0.2801061241675869	0.5602122483351738	True	False	False
global_mass_plane_blind	3	0.1	0.8456408381462097	0.10002250225022502	0.00763266865946676	131.01577503429354	1778	1458	14.771386617302822	3223246.8006327734	3126513.9861190813	96732.81451369217	0.000279637959884779	4.582766238813289e-06	0.008227624924012628	0.008227618639924252	14.771386617302822	0.19142935919079046	1139.8139946776255	3223246.8006327734	1387598561391.9893	7.487266293622571	23	3126513.9861190813	1387587634851.4053	7.044664754774228	705146.0808903193	0.22553747848913733	0.291275374023696	True	False	False
global_mass_plane_blind	4	0.1	0.8491784930229187	0.10002277126266651	0.01024277603592916	97.62978283350569	1757	1934	14.286810738704594	4032845.0368032036	3949232.359680376	83612.67712282762	0.0002785952050108859	3.5426133680627626e-06	0.007114256581675807	0.007114252380909774	14.286810738704594	0.18419278478946735	1108.1485157894015	4032845.0368032036	1696579576106.9875	9.586251844542199	13	3949232.359680376	1696570102857.2114	9.192921768738298	704347.178893644	0.17835040198815982	0.23006830351714055	True	False	False
global_mass_aware	0	0.6	0.5985472202301025	0.5999885727345446	0.18715758686829082	5.343090903943606	10501	35323	101.18559574226897	174592361.3931267	172015345.9041727	2577015.4889540076	0.01436825209012718	5.795533947469275e-07	0.007657836216054913	0.007657835477597481	101.18559574226897	1.3590343045338613	7533.676487459688	174592361.3931267	135974182580456.45	224.17853211797427	1059	172015345.9041727	135973889043358.0	217.61000905914403	1893738.577177808	0.01100912576853918	0.10841299452968982	False	False	False
global_mass_aware	1	0.6	0.6091585159301758	0.5999893938590444	0.17159224195710457	5.827769301190113	11314	32770	66.60153705084792	105698505.35523881	103333598.19433947	2364907.160899341	0.009862792747122831	6.301085982910439e-07	0.006478132536089302	0.006478131854743013	66.60153705084792	0.7698651451598169	5761.742514807117	105698505.35523881	127581539418736.42	87.56889190420539	1594	103333598.19433947	127581269634519.42	83.69435847736789	1894967.6856186804	0.018338349953272846	0.07543445358945271	True	False	False
global_mass_aware	2	0.6	0.6101792454719543	0.5999894386650473	0.19174661311468585	5.215215975689168	11362	36856	66.66284448818631	176068015.44991627	173671666.68201986	2396348.767896414	0.01311572710916753	3.786198436884694e-07	0.005023930310020815	0.005023929992609082	66.66284448818631	0.7695120387200558	5775.003653806111	176068015.44991627	114677033916480.98	270.32392629765036	699	173671666.68201986	114676754382079.11	263.0162317606025	1885091.2366278048	0.010854339528388757	0.12964907025817693	False	False	False
global_mass_aware	3	0.6	0.5998923778533936	0.600022502250225	0.19945974526360977	5.013542951628566	10666	38101	102.79767810250789	164018502.6634983	161063098.2541961	2955404.409302205	0.01422968897670904	6.267444003766357e-07	0.008026697273627972	0.008026696436036785	102.79767810250789	1.3806674691673972	7653.807205032079	164018502.6634983	97410916080937.38	276.1709908735839	955	161063098.2541961	97410581379587.72	266.30907291429844	1880293.9733510576	0.011674269238155992	0.12807145645610746	False	False	False
global_mass_aware	4	0.6	0.5993704199790955	0.6000227712626666	0.20782666723159055	4.811702046329095	10540	39241	100.45418003071129	239763656.4456659	237084878.65013832	2678777.7955275774	0.016563246148081412	4.189716720201743e-07	0.006487484548643081	0.006487484095111174	100.45418003071129	1.3462137399681315	7495.869330438892	239763656.4456659	123970539843425.81	463.7118707783366	652	237084878.65013832	123970236516253.1	453.40915097134234	1899808.3429882333	0.0080131991285355	0.11968407140188016	False	False	False
global_mass_aware	0	0.585957	0.606643557548523	0.5859330362244315	0.17727065605561265	5.641091550348208	10255	33457	98.7479919263423	160309180.86893448	157881214.60737404	2427966.26156044	0.013192803537952045	6.159846328893455e-07	0.007799182364537196	0.007799181563258454	98.7479919263423	1.326097077202532	7353.2821066580855	160309180.86893448	123309689715283.06	208.41049499197302	985	157881214.60737404	123309413171552.0	202.14578339790805	1893738.577177808	0.011994704891821617	0.10947572112525457	False	False	False
global_mass_aware	1	0.585957	0.6166057586669922	0.5859362570928568	0.16238689678284182	6.158132335869986	11049	31012	64.76155212557653	97276659.96381469	95048996.07732072	2227663.886493966	0.00907694515765348	6.657460499740303e-07	0.00656618211122642	0.006566181381480567	64.76155212557653	0.7472535167838343	5612.631509269998	97276659.96381469	119575256367079.92	79.13634359826305	1473	95048996.07732072	119575002177023.9	75.55351445389691	1894967.6856186804	0.019936745929195893	0.06709862047256826	True	False	False
global_mass_aware	2	0.585957	0.6175671815872192	0.5859428631779057	0.18268370341081722	5.4739420174289455	11096	35114	64.91916065573159	162826796.2571197	160564121.50252137	2262674.7545983195	0.01212935705733496	3.987007184813597e-07	0.005087564839552121	0.005087564501795206	64.91916065573159	0.748499412064957	5630.595498555906	162826796.2571197	105236709536631.1	251.93267345677503	654	160564121.50252137	105236445453681.5	244.98012074365963	1885091.2366278048	0.011740426310607647	0.1345783339608253	False	False	False
global_mass_aware	3	0.585957	0.609065592288971	0.585958595859586	0.18751341475544572	5.332951785365309	10416	35819	100.26577155155269	144387811.0680189	141618000.49389318	2769810.574125737	0.012526596756836376	6.944199154339905e-07	0.00834425242917261	0.008344251463079577	100.26577155155269	1.3463037637947233	7467.2783477124785	144387811.0680189	80549053691439.77	258.82166244777994	863	141618000.49389318	80548739977218.06	248.9878559187984	1880293.9733510576	0.013277224412105292	0.13160194640173326	False	False	False
global_mass_aware	4	0.585957	0.6080688238143921	0.5859615165660936	0.19720786374036098	5.0707917069502635	10293	37236	98.00475816240275	221913881.7557221	219389343.28145587	2524538.474266231	0.015330155961436168	4.416341933502124e-07	0.006578924860152713	0.006578924375624824	98.00475816240275	1.3131042944661673	7314.67611746397	221913881.7557221	115616742472479.64	425.9397891928553	598	219389343.28145587	115616456733427.17	416.3047831196214	1899808.3429882333	0.008659528829305797	0.12187578282346677	False	False	False
global_mass_aware	0	0.5	0.6546130180358887	0.5	0.12149904097830809	8.230517639876151	8751	22931	83.45909898695481	95584923.58837768	93987093.64419666	1597829.944181025	0.007866256388164194	8.731408244500887e-07	0.008536483262874197	0.008536482019909683	83.45909898695481	1.1184206039442655	6227.908515946325	95584923.58837768	68234892512573.71	133.8974428033636	607	93987093.64419666	68234710921510.34	129.45865311636123	1893738.577177808	0.020148921556685875	0.1158478875693209	False	False	False
global_mass_aware	1	0.5	0.6644079685211182	0.499973484647611	0.10902940683646113	9.171837479588897	9428	20822	54.09318142859856	54274379.76168855	52831615.05006191	1442764.7116266415	0.005064375861031423	9.966614388983236e-07	0.00734251918875362	0.007342517968910312	54.09318142859856	0.6185174678150807	4730.7835741546005	54274379.76168855	67867993256184.45	43.40349783728961	877	52831615.05006191	67867829155378.94	41.126695571884376	1894967.6856186804	0.03586806278443422	0.08030576092361338	True	False	False
global_mass_aware	2	0.5	0.667667031288147	0.49997359666261815	0.12647493392712214	7.906705059646236	9468	24310	54.21929957154257	93663264.99854542	92212180.06562094	1451084.9329244792	0.006977200377566638	5.788747549253658e-07	0.005602337347188377	0.005602336806720536	54.21929957154257	0.6194155453642829	4745.977830278376	93663264.99854542	59009581451391.19	148.6675044020486	398	92212180.06562094	59009412580592.91	144.09711570745253	1885091.2366278048	0.020442974401931692	0.14572032249708555	False	False	False
global_mass_aware	3	0.5	0.655564546585083	0.5	0.13038880541929945	7.669370056610592	8888	24907	84.70868616630844	91131017.06940995	89257178.38445094	1873838.6849590093	0.007906217944748111	9.295263993574225e-07	0.008873497621933901	0.008873496249192956	84.70868616630844	1.1349338423069735	6322.449154777526	91131017.06940995	46580231491909.67	178.29156288215367	577	89257178.38445094	46580019176109.72	171.03565078049147	1874527.94280831	0.021001425058882014	0.14190523997153637	False	False	False
global_mass_aware	4	0.5	0.6574535965919495	0.5	0.13965977459537326	7.160257868790292	8783	26370	82.59389937232561	130563826.38012506	128860579.64845519	1703246.731669873	0.009019552114060482	6.325940473884456e-07	0.007228306101261447	0.007228305339246631	82.59389937232561	1.1035529273496778	6181.6266754954395	130563826.38012506	65551520794926.97	260.05365782968533	354	128860579.64845519	65551328460099.16	253.31369138374205	1872372.106073724	0.014530216387212802	0.13127392773654428	False	False	False
global_mass_aware	0	0.4	0.7076322436332703	0.40001142726545535	0.07383407335191328	13.543882310728382	7001	13935	65.79248673682515	51583333.940709144	50669495.65106186	913838.2896472812	0.004245101789078044	1.2754601478928888e-06	0.009160551013099153	0.00916054906593569	65.79248673682515	0.8787593835039081	4925.866388766775	51583333.940709144	35614681523853.38	74.71189483069179	369	50669495.65106186	35614577833748.56	72.08839597980851	1893738.577177808	0.03737433248239015	0.12460303940289666	True	False	False
global_mass_aware	1	0.4	0.7202555537223816	0.4000106061409556	0.06436410857908847	15.536609176700292	7543	12292	42.28523049377227	31419917.94221142	30623737.339561984	796180.6026494354	0.00293181192822116	1.345809704899443e-06	0.007543730746283869	0.007543729054527784	42.28523049377227	0.4786165945254934	3735.8519081105715	31419917.94221142	41357854487015.336	23.869982032197605	537	30623737.339561984	41357764528655.95	22.675628127644355	1891436.8733218487	0.0617637505295068	0.12345073773624224	True	False	False
global_mass_aware	2	0.4	0.7246025204658508	0.4000105613349527	0.07740931887707324	12.918341286376773	7575	14879	42.935487133909355	40893509.15923906	40094574.63309412	798934.5261449441	0.0030462551946090983	1.049934036394843e-06	0.006714121633622994	0.006714120458013685	42.935487133909355	0.4882968983793147	3775.277011884842	40893509.15923906	22652896782894.715	73.82186514086415	198	40094574.63309412	22652804193965.742	70.96582397674987	1885091.2366278048	0.04701611761387407	0.17209754690673765	True	False	False
global_mass_aware	3	0.4	0.7083579897880554	0.399977497749775	0.07866674344705556	12.711851999733813	7110	15027	66.83863088552702	48717715.764278606	47649740.12976676	1067975.6345118433	0.004226583780024209	1.371957404754499e-06	0.009575998880902794	0.009575996690297083	66.83863088552702	0.892725230325442	5004.230223249252	48717715.764278606	23596872548116.98	100.58179635667175	354	47649740.12976676	23596751867290.25	96.22077424908902	1870331.744419305	0.03925166725622728	0.13670534979384744	True	False	False
global_mass_aware	4	0.4	0.7141542434692383	0.3999772287373335	0.0851781628675536	11.740098240378039	7026	16083	65.45664491061405	62325472.79574686	61366337.28546065	959135.510286212	0.004305540558209851	1.0502390431136987e-06	0.0082912679438284	0.008291266491761314	65.45664491061405	0.8727329157418741	4909.374088763546	62325472.79574686	30453256678566.703	127.55498041519172	175	61366337.28546065	30453148514384.29	123.65970467894842	1872372.106073724	0.03051138765808889	0.15116650944696167	False	False	False
global_mass_aware	0	0.25	0.7908958196640015	0.25002856816363844	0.02952303241599288	33.87185929648241	4376	5572	40.55619849132404	12286025.88612687	11939536.08294758	346489.80317929015	0.0010110907241824417	3.30100220097365e-06	0.011570484021119638	0.011570477655123704	40.55619849132404	0.5399851709243428	3046.019269847926	12286025.88612687	8027782517998.673	18.803004657407	100	11939536.08294758	8027743224121.705	17.757484002187123	1875625.894183504	0.15709369955021382	0.22798637614176248	True	False	False
global_mass_aware	1	0.25	0.8014382719993591	0.2499867423238055	0.02623366286863271	38.1189620758483	4714	5010	26.215597855073607	11200643.258596353	10882706.667380244	317936.5912161097	0.001045138932880086	2.3405439535763686e-06	0.007833183200275744	0.007833180145109185	26.215597855073607	0.29567010289692086	2324.4067092523646	11200643.258596353	12033292906807.488	10.4256092141967	184	10882706.667380244	12033257051089.133	9.84216525130434	1878516.0880963013	0.17261478651510048	0.19492774991977124	True	False	False
global_mass_aware	2	0.25	0.8070480823516846	0.24998679833130907	0.0322144299003184	31.04198966408269	4734	6192	26.424601629288485	8510396.779056253	8213973.904652575	296422.8744036779	0.0006339597879808623	3.104978805961007e-06	0.009058025613504493	0.00905802092579068	26.424601629288485	0.2984709496717063	2339.4557226913516	8510396.779056253	3750375606055.2534	19.311893246114508	46	8213973.904652575	3750341374373.7373	17.990193577399353	708856.7202633881	0.08629887658419223	0.1989600513277225	True	False	False
global_mass_aware	3	0.25	0.7952749133110046	0.25	0.030200867967396256	33.11163113191194	4444	5769	41.61106208173769	13775398.473756254	13378860.404849775	396538.0689064786	0.0011951068484873282	3.0206793771528016e-06	0.011211319150382348	0.011211313505990464	41.61106208173769	0.555251377782738	3118.3722487722166	13775398.473756254	8587516256846.547	22.097379199658036	76	13378860.404849775	8587471471525.697	20.84360994105941	1870331.744419305	0.13979753789353525	0.2021235534951143	True	False	False
global_mass_aware	4	0.25	0.7985351085662842	0.2500284640783331	0.03471104143716634	28.809276777540433	4392	6554	40.234245133373605	17784883.779329	17431418.003989846	353465.77533915266	0.0012286074216540067	2.262272030146018e-06	0.009540482556939647	0.009540478959621453	40.234245133373605	0.5343857077751281	3029.262306045044	17784883.779329	7872046074694.719	40.18041663412215	51	17431418.003989846	7872006007711.766	38.599352354679624	713688.4407326546	0.04094264967825909	0.18782586577188792	True	False	False
global_mass_aware	0	0.1	0.8753392696380615	0.09998857273454462	0.005823010162450857	171.7324840764331	1750	1099	15.427291265838306	975104.0170299277	909867.6921529496	65236.32487697806	8.024715525345562e-05	1.582117496841859e-05	0.015622991851933603	0.015622950656377131	15.427291265838306	0.2029666670868193	1172.612819715887	975104.0170299277	409228152060.7992	2.323466357922112	7	909867.6921529496	409220822472.17834	2.0230134239564954	454066.25925375125	0.49904646925019325	0.49904646925019325	True	True	False
global_mass_aware	1	0.1	0.8818756937980652	0.10001590921143343	0.004770232908847185	209.63336992316135	1886	911	9.673791337783184	2891884.5764812864	2833357.434938099	58527.14154318767	0.0002698435340270623	3.3451512610347032e-06	0.005688611016106832	0.005688607844479615	9.673791337783184	0.10495356798105833	891.6537155159734	2891884.5764812864	1994139331829.6929	4.19378740000931	24	2833357.434938099	1994132679196.9429	4.025767411500384	711739.0203789892	0.2511998703737634	0.2511998703737634	True	False	False
