score_threshold	epsilon_S	epsilon_B	rejection	raw_signal_rows	raw_background_rows	physical_S	physical_B	physical_QCD_B	physical_nonQCD_B	physical_background_efficiency	S_over_B	S_over_sqrt_B_diagnostic	ZA_stat_only	signal_sumw	signal_sumw2	signal_Neff	background_sumw	background_sumw2	background_Neff	qcd_raw_rows	qcd_sumw	qcd_sumw2	qcd_Neff	qcd_largest_abs_event_weight	qcd_largest_event_fraction_of_yield	qcd_largest_source_fraction_of_yield	QCD_Neff_below_100	QCD_raw_O_1_to_10	zero_QCD_rows_not_zero_physical_QCD	variant	target_epsilon_S
0.6035712957382202	0.6000022065800217	0.19460598744009774	5.138588042198922	54383	185218	436.21369804353657	856430867.1268209	843620528.8907403	12810338.236080647	0.013748100375219938	5.093390661022751e-07	0.014905726335288553	0.014905725070138818	436.21369804353657	5.600970046706275	33973.11336680256	856430867.1268209	579862837532834.0	1264.909186607542	4948	843620528.8907403	579861374649322.0	1227.3547228357788	1901020.841137996	0.002253407516810443	0.03536000520254427	False	False	False	global_mass_plane_blind	0.6
0.6107916831970215	0.5859573247423818	0.18389319144867555	5.437939230496737	53110	175022	425.08792051100846	786673933.2189323	774699561.3751163	11974371.843815923	0.012628307329401069	5.403610092578293e-07	0.015155887890540773	0.015155886522541575	425.08792051100846	5.4548753003377275	33126.28249323789	786673933.2189323	524202417486983.6	1180.5666219032876	4596	774699561.3751163	524201050294705.25	1144.9031055114992	1901020.841137996	0.002453881395987399	0.03662746819464079	False	False	False	global_mass_plane_blind	0.585957
0.6531317830085754	0.5	0.12421106603667526	8.050812475152048	45319	118219	356.6632314322876	514731485.4957526	507371824.93938184	7359660.556370735	0.00826287374790961	6.929112391265032e-07	0.01572055856649531	0.015720556752266655	356.6632314322876	4.555320317347721	27925.29433578608	514731485.4957526	343574361381996.2	771.153298793697	3029	507371824.93938184	343573523440439.44	749.2607875150924	1894967.6856186804	0.0037348697591654432	0.03835950927798686	False	False	False	global_mass_plane_blind	0.5
0.711392879486084	0.3999977934199784	0.0762672062990736	13.111795338072408	36255	72588	283.1228618950594	236447489.365647	232402245.62711793	4045243.7385290563	0.0037956406547713754	1.1974026988175488e-06	0.018412280655315142	0.018412276981723704	283.1228618950594	3.608096012942439	22216.303180435254	236447489.365647	137356444278385.3	407.02433381289455	1625	232402245.62711793	137355985554202.44	393.21769309582726	1894967.6856186804	0.008153826915507074	0.04304651338859924	False	False	False	global_mass_plane_blind	0.4
0.791732907295227	0.2500055164500541	0.03455601680677566	28.93852047797136	22660	32889	169.9933015022349	72175616.43874976	70386732.0845265	1788884.3542232662	0.0011586196358991912	2.355273288819029e-06	0.02000951479437654	0.020009506939901327	169.9933015022349	2.1410914108788544	13496.725272354479	72175616.43874976	43714406192802.016	119.16711359037717	505	70386732.0845265	43714203266861.016	113.33369210218855	1890261.4834049176	0.026855366450809617	0.04518005123940676	False	False	False	global_mass_plane_blind	0.25
0.8507235646247864	0.10000220658002162	0.0077141377176365026	129.63211658948515	9064	7342	58.94537959023506	16054021.41786743	15690435.759984571	363585.65788285807	0.00025771175041743196	3.671689357822297e-06	0.014711530271669965	0.014711521268680984	58.94537959023506	0.7081628999235159	4906.4385827218075	16054021.41786743	7789446809160.742	33.08727949489842	139	15690435.759984571	7789405404745.718	31.605721046206018	711739.0203789892	0.045361329109427424	0.08965376960248075	True	False	False	global_mass_plane_blind	0.1
0.6033062934875488	0.6000022065800217	0.1916136332832156	5.218835334759007	54383	182370	436.2845754268462	850781699.1182517	837804421.1666392	12977277.951612473	0.013657415497082786	5.128043725893617e-07	0.014957561230768199	0.014957559952589045	436.2845754268462	5.602075948098866	33977.445596748665	850781699.1182517	591441833956109.9	1223.838859542448	4994	837804421.1666392	591440351812108.9	1186.7912731618198	1899808.3429882333	0.0022676036256084183	0.03256598532538911	False	False	False	global_mass_aware	0.6
0.6119756102561951	0.5859573247423818	0.18095967571622648	5.526093015154155	53110	172230	425.3352873198514	773312842.1876981	761132670.4223409	12180171.765357256	0.012413824610864656	5.50017100603916e-07	0.015295152222720708	0.015295150823898722	425.3352873198514	5.4589073776961365	33140.35101211249	773312842.1876981	533597185354916.75	1120.719464617591	4583	761132670.4223409	533595794601503.9	1085.6962289533963	1899808.3429882333	0.002496027850090916	0.033934667033864704	False	False	False	global_mass_aware	0.585957
0.6599719524383545	0.5	0.1252480932673082	7.9841534822072715	45319	119206	357.52162790124606	463752769.8167869	455707398.4744903	8045371.3422966	0.007444523397570783	7.709315203497131e-07	0.016601948444559516	0.01660194631003147	357.52162790124606	4.5693837354278255	27973.512801325116	463752769.8167869	309609277058987.1	694.6388478913924	2836	455707398.4744903	309608360156526.44	670.7481442665115	1894967.6856186804	0.004158299145377508	0.03632209788517832	False	False	False	global_mass_aware	0.5
0.7150213718414307	0.3999977934199784	0.07572190018691706	13.206219040086584	36255	72069	281.4199938419696	229613340.61648595	225109587.99609396	4503752.620391995	0.0036859335358560355	1.2256256238700617e-06	0.01857190231295849	0.01857189851711661	281.4199938419696	3.580231930250931	22120.693429060455	229613340.61648595	150867214178981.6	349.46152135158553	1624	225109587.99609396	150866702368762.8	335.8880774361206	1893738.577177808	0.008412518516140093	0.04040095423172634	False	False	False	global_mass_aware	0.4
