production_row_index	source_uid	stem	optimized_fold_k5	generated_events	broad_eligible_rows	assignment_matchable_rows	pilot_accounting_path	pilot_accounting_sha256	pilot_resolved_path	pilot_resolved_sha256	pilot_receipt_path	pilot_receipt_sha256	final_accounting_path	final_resolved_path	final_receipt_path	reuse_status
15	48a560034fc93461d1a27171::background::374::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	source_0015_5678024fc2300e68	3	10000	8085	0	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0015_5678024fc2300e68.parquet	bcb93086b8516f961eb308f171b72201911e5f4e33852220c0eb77c8861d4167	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0015_5678024fc2300e68.parquet	2870e89b31abb82d1c23a0a92d09470733d89097c3e45c050417113c7de38360	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0015_5678024fc2300e68.json	388dd730720cb1993f18d7b59e5e0f933da251bedf58f96c89a62779a1f15c69	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0015_5678024fc2300e68.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0015_5678024fc2300e68.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0015_5678024fc2300e68.json	approved_for_byte_identical_copy
23	2b75740d79c95d2ed01426b1::background::1::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	source_0023_abe9b7d6c0c8bb4b	2	10000	3114	0	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0023_abe9b7d6c0c8bb4b.parquet	8ded036b7579fc54cf24422c94b9444d068d5e9413f95cdfc12a40e2360eba01	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0023_abe9b7d6c0c8bb4b.parquet	9425870bcd58e175ac50688476224852b1fee0e0c58f9933a4f677de0aed90f3	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0023_abe9b7d6c0c8bb4b.json	9ba1e5ee10028f581fd00212338f7c2c3b5db7877b3d703030a7810c2000f640	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0023_abe9b7d6c0c8bb4b.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0023_abe9b7d6c0c8bb4b.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0023_abe9b7d6c0c8bb4b.json	approved_for_byte_identical_copy
90	4b23df1afb18cd2abd379780::background::175::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855_bundle.tar.gz	source_0090_e26958e61bb79764	1	10000	640	0	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0090_e26958e61bb79764.parquet	984addb4c60bd7b3c6b69b9a1d63e4a8d6f800cfa93b0499c9635fd5156576ad	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0090_e26958e61bb79764.parquet	02ab1718be518013810b6fe87ce9ba9ed91951cba72efd08a267a3b9a2f10a1e	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0090_e26958e61bb79764.json	cb58434ead549dbfe054bec0519884ef577e880ca349d60f5fbe99474a8df088	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0090_e26958e61bb79764.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0090_e26958e61bb79764.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0090_e26958e61bb79764.json	approved_for_byte_identical_copy
190	d1bb23222fde702852fcc5e2::background::145::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182_bundle.tar.gz	source_0190_9694ac3d6f557733	1	10000	6139	0	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0190_9694ac3d6f557733.parquet	67c53f3ba06cd914f80c47ab07164282872c4942cea5bdfd01413256fc2592d7	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0190_9694ac3d6f557733.parquet	60a8c48d83521fee95023ca1c1e0351c14ea29adef524e15cb16c6fa7007ff9f	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0190_9694ac3d6f557733.json	e4e273c7ea912783533983ef8c58d72d97f3e97746a694c38f22e3c475c55975	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0190_9694ac3d6f557733.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0190_9694ac3d6f557733.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0190_9694ac3d6f557733.json	approved_for_byte_identical_copy
315	89bdf3a3353582c2558f715d::background::486::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_bundle.tar.gz	source_0315_0343d763ea8a9b52	3	10000	9941	0	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0315_0343d763ea8a9b52.parquet	a93ad91a97f663002841f3a932cb2798fa83925a10e556f68a5027a4a83955f3	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0315_0343d763ea8a9b52.parquet	e9f6daae27f2843b1543208e29deb33b8dcbe7c90e584e5a75ef60192d37af9e	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0315_0343d763ea8a9b52.json	399e65e1a0346b9977dd07daa0ccdb5fa4cd7ac943d6d1c713215957db24b27c	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0315_0343d763ea8a9b52.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0315_0343d763ea8a9b52.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0315_0343d763ea8a9b52.json	approved_for_byte_identical_copy
388	278e9d103607e2e5999aa4b7::signal::27::ggf_shard_027	source_0388_34e43e68870408f5	0	1000	635	243	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0388_34e43e68870408f5.parquet	9c741b31ea4ab2fd0bcda8355284fa0c25d0be593f788e681792e07c6ecd910e	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0388_34e43e68870408f5.parquet	6c9df8b436bd1346152181095cd88408a1d3366060d4c9efa5b16dcbb8e60724	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0388_34e43e68870408f5.json	ff8889225cfbb37224ea1c9c1d2a57e02f8c6db65f90a77e799d3e394c7bcd52	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0388_34e43e68870408f5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0388_34e43e68870408f5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0388_34e43e68870408f5.json	approved_for_byte_identical_copy
463	e91c377b6decd1e2d8d19143::signal::103::vbf_hh4b_sm_run2_frozen_v2_train_shard9403_10k	source_0463_e497941899b65430	4	10000	6425	2096	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0463_e497941899b65430.parquet	5f9cb8c9e72d1226181b94aef889ff38c48c701a9657cc50895fe4c6778868be	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0463_e497941899b65430.parquet	353283aedc7650a29d38a48e68a5519145d4c72f812c1bc74e2a7c49d127e503	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0463_e497941899b65430.json	9867c61877a452b54203e6b8ff1711b8817d21ad7bed9fba9d8c8763746392d7	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/accounting/source_0463_e497941899b65430.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/resolved/source_0463_e497941899b65430.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_scaleout/hh4b_train_common_table_full_scaleout_manifest_preflight_v2_20260805T221631Z/results/receipts/source_0463_e497941899b65430.json	approved_for_byte_identical_copy
