sample_class	process_or_mode	campaign	command_kind	command	source_archive_path	source_member_name	source_line	status
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l+ = e+ mu+	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l- = e- mu-	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl = ve vm vt	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generate	generate p p > t t~ z, z > b b~	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	import_model	import model sm-no_b_mass	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define l+ = e+ mu+	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define l- = e- mu-	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define vl = ve vm vt	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define vl~ = ve~ vm~ vt~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define j = p	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	generate	generate p p > t~ w+	background/tw_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	import_model	import model sm-no_b_mass	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define l+ = e+ mu+	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define l- = e- mu-	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define vl = ve vm vt	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define vl~ = ve~ vm~ vt~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = p	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	source_aware_proc_card_command
background	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generate	generate p p > t~ w+	background/tw_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	import_model	import model sm-no_b_mass	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define l+ = e+ mu+	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define l- = e- mu-	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define vl = ve vm vt	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define vl~ = ve~ vm~ vt~	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define j = p	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_pilot50k_20260722_v1	generate	generate p p > t w-	background/tw_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	import_model	import model sm-no_b_mass	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define l+ = e+ mu+	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define l- = e- mu-	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define vl = ve vm vt	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define vl~ = ve~ vm~ vt~	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = p	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	source_aware_proc_card_command
background	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generate	generate p p > t w-	background/tw_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	import_model	import model sm	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l+ = e+ mu+	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l- = e- mu-	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl = ve vm vt	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generate	generate p p > h j j QCD=0, h > b b~	background/vbf_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	import_model	import model sm	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l+ = e+ mu+	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l- = e- mu-	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl = ve vm vt	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generate	generate p p > h j j QCD=0, h > b b~	background/vbf_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	import_model	import model sm	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define l+ = e+ mu+	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define l- = e- mu-	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define vl = ve vm vt	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	generate	generate p p > w+ h, h > b b~	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_pilot40k_20260721_v1	add_process	add process p p > w- h, h > b b~	background/wh_hbb/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	import_model	import model sm	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define p = g u c d s u~ c~ d~ s~	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define j = g u c d s u~ c~ d~ s~	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define l+ = e+ mu+	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define l- = e- mu-	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define vl = ve vm vt	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define vl~ = ve~ vm~ vt~	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	generate	generate p p > w+ h, h > b b~	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	wh_hbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	add_process	add process p p > w- h, h > b b~	background/wh_hbb/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	import_model	import model sm	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define l+ = e+ mu+	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define l- = e- mu-	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define vl = ve vm vt	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_pilot40k_20260721_v1	generate	generate p p > w+ w-	background/ww/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	import_model	import model sm	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define p = g u c d s u~ c~ d~ s~	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define j = g u c d s u~ c~ d~ s~	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define l+ = e+ mu+	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define l- = e- mu-	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define vl = ve vm vt	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define vl~ = ve~ vm~ vt~	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ww	unified_background_5m_wavec1_scaleout180k_20260721_v2	generate	generate p p > w+ w-	background/ww/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	import_model	import model sm	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	definition	define l+ = e+ mu+	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	wwz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	definition	define l- = e- mu-	background/wwz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
