sample_class	process_or_mode	campaign	setting	value	numeric_value	source_archive_path	source_member_name	source_line	status
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	ht2max	-1.0	-1	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	148	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	ht3max	-1.0	-1	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	149	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	ht4max	-1.0	-1	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	150	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	maxjetflavor	4	4	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	155	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	true	use_syst		background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	162	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	systematics	systematics_program		background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	164	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	ptj	20.0	20	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	167	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	etaj	5.0	5	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	169	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	drbj	0.4	0.40000000000000002	background/zbbbb/unified_background_5m_wavea_proven111_20260720_v1/cards/run_card.dat	./cards/run_card.dat	171	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	tag_1	run_tag		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	nevents	10000	10000	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	iseed	918110	918110	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	lpp1	1	1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	lpp2	1	1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ebeam1	6500.0	6500	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ebeam2	6500.0	6500	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	nn23lo1	pdlabel		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	lhaid	230000	230000	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	false	fixed_ren_scale		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	56	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	false	fixed_fac_scale		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	scale	91.188	91.188000000000002	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	dsqrt_q2fact1	91.188	91.188000000000002	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	dsqrt_q2fact2	91.188	91.188000000000002	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	dynamical_scale_choice	-1	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	scalefact	1.0	1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	false	gridpack		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	68	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	time_of_flight	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	69	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	average	event_norm		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	nhel	0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	78	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	sde_strategy	1	1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	dsqrt_shat	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	92	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bwcutoff	15.0	15	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	98	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	false	cut_decays		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	103	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ptb	25.0	25	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	109	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ptbmax	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	110	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	pt_min_pdg	{}		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	111	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	pt_max_pdg	{}		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	112	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	etab	2.7	2.7000000000000002	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	119	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	etabmin	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	120	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	eta_min_pdg	{}		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	121	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	eta_max_pdg	{}		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	122	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	drbb	0.4	0.40000000000000002	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	drbbmax	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	127	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	mmbb	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	131	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	mmbbmax	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	132	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	mxx_min_pdg	{}		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	133	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	default_:_false	mxx_only_part_antipart		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	134	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	xptb	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	139	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ihtmin	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	143	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ihtmax	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	144	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ht2min	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	145	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ht3min	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	146	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ht4min	0.0	0	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	147	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ht2max	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	148	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ht3max	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	149	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ht4max	-1.0	-1	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	150	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	maxjetflavor	4	4	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	155	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	true	use_syst		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	162	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	systematics	systematics_program		background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	164	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	ptj	20.0	20	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	167	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	etaj	5.0	5	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	169	source_aware_run_card_setting
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	drbj	0.4	0.40000000000000002	background/zbbbb/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/cards/run_card.dat	./cards/run_card.dat	171	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	tag_1	run_tag		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	nevents	7500	7500	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	iseed	996103	996103	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lpp1	1	1	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lpp2	1	1	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	ebeam1	6500.0	6500	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	ebeam2	6500.0	6500	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lhapdf	pdlabel		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	lhaid	230000	230000	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	false	fixed_ren_scale		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	56	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	false	fixed_fac_scale		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	scale	91.188	91.188000000000002	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	dsqrt_q2fact1	91.188	91.188000000000002	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	dsqrt_q2fact2	91.188	91.188000000000002	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	dynamical_scale_choice	-1	-1	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	scalefact	1.0	1	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	false	gridpack		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	68	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	time_of_flight	-1.0	-1	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	69	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	average	event_norm		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	nhel	0	0	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	78	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	sde_strategy	2	2	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	dsqrt_shat	0.0	0	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	92	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	bwcutoff	15.0	15	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	98	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pt_min_pdg	{}		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	104	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	pt_max_pdg	{}		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	105	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	eta_min_pdg	{}		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	112	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	eta_max_pdg	{}		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	113	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	mxx_min_pdg	{}		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	120	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	default_:_false	mxx_only_part_antipart		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	121	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	ptheavy	0.0	0	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	126	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	maxjetflavor	4	4	background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	131	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	true	use_syst		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	138	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	systematics	systematics_program		background/zzz_zbb/final_background_triboson_zbb_pilot10k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	140	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	tag_1	run_tag		background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	21	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	nevents	7500	7500	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	26	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	iseed	997301	997301	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	27	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lpp1	1	1	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	35	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lpp2	1	1	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	36	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	ebeam1	6500.0	6500	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	37	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	ebeam2	6500.0	6500	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	38	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lhapdf	pdlabel		background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	50	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	lhaid	230000	230000	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	51	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	false	fixed_ren_scale		background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	56	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	false	fixed_fac_scale		background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	57	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	scale	91.188	91.188000000000002	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	58	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	dsqrt_q2fact1	91.188	91.188000000000002	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	59	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	dsqrt_q2fact2	91.188	91.188000000000002	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	60	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	dynamical_scale_choice	-1	-1	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	61	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	scalefact	1.0	1	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	62	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	false	gridpack		background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	68	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	time_of_flight	-1.0	-1	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	69	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	average	event_norm		background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	70	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	nhel	0	0	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	78	source_aware_run_card_setting
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	sde_strategy	2	2	background/zzz_zbb/final_background_triboson_zbb_scaleout40k_20260722_v1/cards/run_card.dat	./cards/run_card.dat	80	source_aware_run_card_setting
