sample_class	process_or_mode	campaign	setting	value	source_archive_path	source_member_name	source_line	status
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	52	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	53	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	sigmanondiffractive	56.42 mb |	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	72	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	pt0	2.60 gives sigmaInteraction = 318.57 mb: accepted |	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	74	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	event_weighting_strategy	-4	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	191	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	process	1 weight = 5.8124e+01 scale = 2.3938e+02 (GeV)	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	201	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	alpha_em	7.5558e-03 alpha_strong = 1.1503e-01	background/tchannel_antitop/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_pilot_shard4202_10kevt_pythia_hepmc.log	202	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	main:numberofevents	-1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	hepmcoutput:file	hepmc.gz	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	jetmatching:qcut	-1.0	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	jetmatching:doshowerkt	off	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	jetmatching:njetmax	-1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	merging:tms	-1.0	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	merging:process	<set_by_user>	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	merging:njetmax	-1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	syscalc:fullcutvariation	off	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	78	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	mstp_61	1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	2	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	mstp_71	1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	3	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	mstj_1	1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	6	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	mstp_81	20	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	9	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	mstu_21	1	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	12	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	lhaid	10041	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_mass_entries_for_id	{1,2,3,4,5,11,12,13,14,15,16,21,22,23,24} (m0 < SLHA:minMassSM)	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	51	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	52	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	53	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	sigmanondiffractive	56.42 mb |	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	72	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	pt0	2.60 gives sigmaInteraction = 316.24 mb: accepted |	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	74	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	event_weighting_strategy	-4	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	191	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	process	1 weight = 5.8257e+01 scale = 1.7516e+02 (GeV)	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	201	source_aware_pythia_setting
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	alpha_em	7.5558e-03 alpha_strong = 1.3502e-01	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	./logs/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4308_10kevt_pythia_hepmc.log	202	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	main:numberofevents	-1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	hepmcoutput:file	hepmc.gz	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	jetmatching:qcut	-1.0	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	jetmatching:doshowerkt	off	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	jetmatching:njetmax	-1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	merging:tms	-1.0	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	merging:process	<set_by_user>	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	merging:njetmax	-1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	syscalc:fullcutvariation	off	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	78	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	mstp_61	1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	2	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	mstp_71	1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	3	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	mstj_1	1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	6	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	mstp_81	20	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	9	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	mstu_21	1	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	12	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	lhaid	10041	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_mass_entries_for_id	{1,2,3,4,5,11,12,13,14,15,16,21,22,23,24} (m0 < SLHA:minMassSM)	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	51	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	52	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	53	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	sigmanondiffractive	56.42 mb |	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	72	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	pt0	2.60 gives sigmaInteraction = 317.37 mb: accepted |	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	74	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	event_weighting_strategy	-4	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	191	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	process	1 weight = 1.0036e+02 scale = 1.7386e+02 (GeV)	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	201	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	alpha_em	7.5558e-03 alpha_strong = 1.3918e-01	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_pythia_hepmc.log	202	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	main:numberofevents	-1	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	hepmcoutput:file	hepmc.gz	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	jetmatching:qcut	-1.0	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	jetmatching:doshowerkt	off	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	jetmatching:njetmax	-1	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	merging:tms	-1.0	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	merging:process	<set_by_user>	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	merging:njetmax	-1	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	syscalc:fullcutvariation	off	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	78	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	mstp_61	1	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	2	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	mstp_71	1	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	3	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	mstj_1	1	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	6	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	mstp_81	20	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	9	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	mstu_21	1	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	12	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	lhaid	10041	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/pythia_card_default.dat	./cards/pythia_card_default.dat	15	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_mass_entries_for_id	{1,2,3,4,5,11,12,13,14,15,16,21,22,23,24} (m0 < SLHA:minMassSM)	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	51	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_decay_tables_for_id	{23,24,1,2,3,4,5,11,12,13,14,15,16,21,22} (m0 < SLHA:minMassSM)	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	52	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pythia_warning_in_slhainterface::initslha:_ignoring_empty_decay_tables_for_id	{6,25} (total width provided but no Branching Ratios)	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	53	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	sigmanondiffractive	56.42 mb |	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	72	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	pt0	2.60 gives sigmaInteraction = 317.56 mb: accepted |	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	74	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	event_weighting_strategy	-4	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	191	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	process	1 weight = 1.0064e+02 scale = 2.8099e+02 (GeV)	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	201	source_aware_pythia_setting
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	alpha_em	7.5558e-03 alpha_strong = 1.1135e-01	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	./logs/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_pythia_hepmc.log	202	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	main:numberofevents	-1	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	10	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	hepmcoutput:file	hepmc.gz	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	32	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	jetmatching:qcut	-1.0	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	43	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	jetmatching:doshowerkt	off	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	46	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	jetmatching:njetmax	-1	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	49	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	merging:tms	-1.0	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	61	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	merging:process	<set_by_user>	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	70	source_aware_pythia_setting
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	merging:njetmax	-1	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/pythia8_card_default.dat	./cards/pythia8_card_default.dat	73	source_aware_pythia_setting
