sample_class	process_or_mode	campaign	field	value	source_archive_path	source_member_name	source_location	qcd_weight_or_stitching_authorized	status
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	Wrote: /srv/output/parquet/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.parquet	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	1	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	0 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 31.845535	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	3	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	1 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 18.033926	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	4	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	2 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 22.287117	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	5	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	3 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 26.535719	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	6	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	4 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 21.733536	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	7	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	9995 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 23.698847	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	9	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	9996 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 68.771782	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	10	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	9997 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 17.213709	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	11	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	9998 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 27.387442	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	12	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	9999 qcd_hardqcd_importance_adaptive500k_phys_20260... ... 7.382633	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_event_summary.log	13	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	| PhaseSpace:pTHatMax | 75.00000 | -1.00000 |	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	88	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	| PhaseSpace:pTHatMin | 50.00000 | 0.0 0.0 |	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	89	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	PYTHIA Warning in PhaseSpace::trialKin123: maximum for cross section violated	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	117	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	| 1 Warning in PhaseSpace::trialKin123: maximum for cross section violated |	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	153	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	WROTE_HEPMC=/srv/output/hepmc/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819.hepmc	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	157	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	text_line	WROTE_METADATA=/srv/output/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_pythia.log	158	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	pthat_min_GeV	50	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	pthat_max_GeV	75	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	generator.physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	generator.pthat_max_GeV	75	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	generator.pthat_min_GeV	50	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	tag	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	Wrote: /srv/output/parquet/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_hh4b_candidates_v2.parquet	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_candidates.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_candidates.log	5	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	** Reading /srv/output/hepmc/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773.hepmc	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_delphes.log	52	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	Wrote: /srv/output/parquet/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.parquet	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	1	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	0 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 27.342424	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	3	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	1 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 33.495735	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	4	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	2 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 9.435850	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	5	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	3 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 10.327893	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	6	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	4 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 21.007677	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	7	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	9995 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 10.860565	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	9	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	9996 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 6.492808	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	10	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	9997 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 7.875319	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	11	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	9998 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 24.037769	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	12	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	9999 qcd_hardqcd_importance_adaptive500k_phys_wave2... ... 7.342003	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_event_summary.log	13	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	| PhaseSpace:pTHatMax | 75.00000 | -1.00000 |	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	88	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	| PhaseSpace:pTHatMin | 50.00000 | 0.0 0.0 |	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	89	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	PYTHIA Warning in PhaseSpace::trialKin123: maximum for cross section violated	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	111	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	| 4 Warning in PhaseSpace::trialKin123: maximum for cross section violated |	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	154	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	WROTE_HEPMC=/srv/output/hepmc/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773.hepmc	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	159	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	text_line	WROTE_METADATA=/srv/output/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	./logs/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_pythia.log	160	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	pthat_min_GeV	50	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	pthat_max_GeV	75	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_generator.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	generator.physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	generator.pthat_max_GeV	75	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	generator.pthat_min_GeV	50	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	json	False	qcd_sampling_or_overlap_candidate
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	physics_role	inclusive_QCD_importance_stratum	background/qcd_hardqcd/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	./metadata/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9773_seed1209773_provenance.json	json	False	qcd_sampling_or_overlap_candidate
