threshold,row_index,process_label,disagreement_type,score_float32,delta,u_prob32,u_logit
0.99997,245484,signal,only_logit_pass,0.9999699592590332,10.414567470550537,4.522289359490023,4.523002209195597
0.99997,352452,signal,only_logit_pass,0.9999699592590332,10.414351463317871,4.522289359490023,4.522908401260225
