region,rows_pass_region,mg5_region_xsec_fb,official_whatif_region_xsec_fb,mg5_expected_events_450fb,official_whatif_expected_events_450fb,official_over_mg5_expected_event_ratio
all_candidates,1335,0.129318122882,0.7169928000000001,58.193155296899995,322.64676000000003,5.544410822095219
mhh_gt_400,583,0.055948961527000005,0.2075783,25.17703268715,93.41023500000001,3.7101367806411623
mhh_gt_600,233,0.022288354134,0.0684736,10.029759360299998,30.81312,3.0721694203317713
rhh_125_125_lt_30,677,0.06563349572300001,0.3744967,29.53507307535,168.52351500000003,5.705877705806319
rhh_125_125_lt_55,1056,0.10243557355999999,0.5960040000000001,46.096008102,268.20180000000005,5.818330285922598
rhh_lt_30_and_mhh_gt_400,242,0.023198204025000002,0.08095750000000002,10.439191811250002,36.43087500000001,3.489817570047861
rhh_lt_55_and_mhh_gt_400,370,0.035471112701,0.12433790000000002,15.962000715450001,55.952055,3.505328435792054
