member_index	sample_class	stratum	candidate_rows	weight_eligibility	candidate_bearing_members_in_stratum	hierarchical_stratum_fraction	hierarchical_member_fraction	per_row_raw_weight	per_row_training_weight	aggregate_raw_weight	aggregate_training_weight	status
212	background	single_top	14	candidate_bearing_member	19	0.0625	0.003289473684210526	0.00023496240601503758	12.49107142857143	0.003289473684210526	174.87500000000003	pass
213	background	single_top	9	candidate_bearing_member	19	0.0625	0.003289473684210526	0.0003654970760233918	19.430555555555557	0.003289473684210526	174.87500000000003	pass
214	background	single_top	11	candidate_bearing_member	19	0.0625	0.003289473684210526	0.0002990430622009569	15.897727272727275	0.003289473684210526	174.87500000000003	pass
215	background	single_top	7	candidate_bearing_member	19	0.0625	0.003289473684210526	0.00046992481203007516	24.98214285714286	0.003289473684210526	174.87500000000003	pass
216	background	single_top	10	candidate_bearing_member	19	0.0625	0.003289473684210526	0.0003289473684210526	17.487500000000004	0.003289473684210526	174.87500000000003	pass
217	background	single_top	10	candidate_bearing_member	19	0.0625	0.003289473684210526	0.0003289473684210526	17.487500000000004	0.003289473684210526	174.87500000000003	pass
218	background	triboson	9	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0006313131313131314	33.56186868686869	0.005681818181818182	302.05681818181824	pass
219	background	triboson	9	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0006313131313131314	33.56186868686869	0.005681818181818182	302.05681818181824	pass
220	background	triboson	10	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0005681818181818182	30.205681818181823	0.005681818181818182	302.05681818181824	pass
221	background	triboson	5	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0011363636363636363	60.411363636363646	0.005681818181818182	302.05681818181824	pass
222	background	triboson	9	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0006313131313131314	33.56186868686869	0.005681818181818182	302.05681818181824	pass
223	background	triboson	20	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0002840909090909091	15.102840909090911	0.005681818181818182	302.05681818181824	pass
224	background	triboson	20	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0002840909090909091	15.102840909090911	0.005681818181818182	302.05681818181824	pass
225	background	triboson	19	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0002990430622009569	15.897727272727275	0.005681818181818182	302.05681818181824	pass
226	background	triboson	12	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0004734848484848485	25.17140151515152	0.005681818181818182	302.05681818181824	pass
227	background	triboson	18	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0003156565656565657	16.780934343434346	0.005681818181818182	302.05681818181824	pass
228	background	triboson	15	candidate_bearing_member	11	0.0625	0.005681818181818182	0.0003787878787878788	20.137121212121215	0.005681818181818182	302.05681818181824	pass
229	background	ttbar	45	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.7146776406035663e-05	0.9115569272976681	0.0007716049382716049	41.02006172839506	pass
230	background	ttbar	45	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.7146776406035663e-05	0.9115569272976681	0.0007716049382716049	41.02006172839506	pass
231	background	ttbar	38	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0305393112410655e-05	1.0794753086419753	0.0007716049382716049	41.02006172839506	pass
232	background	ttbar	44	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.75364758698092e-05	0.9322741301907969	0.0007716049382716049	41.02006172839506	pass
233	background	ttbar	45	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.7146776406035663e-05	0.9115569272976681	0.0007716049382716049	41.02006172839506	pass
234	background	ttbar	31	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.489048187972919e-05	1.3232277976901634	0.0007716049382716049	41.02006172839506	pass
235	background	ttbar	37	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0854187520854185e-05	1.1086503169836504	0.0007716049382716049	41.02006172839506	pass
236	background	ttbar	39	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.978474200696423e-05	1.0517964545742324	0.0007716049382716049	41.02006172839506	pass
237	background	ttbar	33	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.338196782641227e-05	1.2430321735877292	0.0007716049382716049	41.02006172839506	pass
238	background	ttbar	37	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0854187520854185e-05	1.1086503169836504	0.0007716049382716049	41.02006172839506	pass
239	background	ttbar	46	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.6774020397208803e-05	0.8917404723564144	0.0007716049382716049	41.02006172839506	pass
240	background	ttbar	24	candidate_bearing_member	81	0.0625	0.0007716049382716049	3.215020576131687e-05	1.7091692386831276	0.0007716049382716049	41.02006172839506	pass
241	background	ttbar	38	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0305393112410655e-05	1.0794753086419753	0.0007716049382716049	41.02006172839506	pass
242	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
243	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
244	background	ttbar	32	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.4112654320987653e-05	1.2818769290123457	0.0007716049382716049	41.02006172839506	pass
245	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
246	background	ttbar	48	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.6075102880658434e-05	0.8545846193415638	0.0007716049382716049	41.02006172839506	pass
247	background	ttbar	29	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.660706683695189e-05	1.4144848871860367	0.0007716049382716049	41.02006172839506	pass
248	background	ttbar	36	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.143347050754458e-05	1.139446159122085	0.0007716049382716049	41.02006172839506	pass
249	background	ttbar	40	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.9290123456790123e-05	1.0255015432098766	0.0007716049382716049	41.02006172839506	pass
250	background	ttbar	42	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.8371546149323927e-05	0.9766681363903587	0.0007716049382716049	41.02006172839506	pass
251	background	qcd_multijet	334	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.981398904319021e-06	0.21165912855140784	0.0013297872340425532	70.69414893617022	pass
252	background	qcd_multijet	382	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.481118413723961e-06	0.18506321711039325	0.0013297872340425532	70.69414893617022	pass
253	background	qcd_multijet	353	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.7671026460128986e-06	0.20026671086733774	0.0013297872340425532	70.69414893617022	pass
254	background	qcd_multijet	368	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.6135522664199812e-06	0.1921036655874191	0.0013297872340425532	70.69414893617022	pass
255	background	qcd_multijet	352	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.7778046421663443e-06	0.20083565038684723	0.0013297872340425532	70.69414893617022	pass
256	background	qcd_multijet	367	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.623398457881616e-06	0.19262710881790251	0.0013297872340425532	70.69414893617022	pass
257	background	qcd_multijet	379	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.508673440745523e-06	0.1865280974569135	0.0013297872340425532	70.69414893617022	pass
258	background	qcd_multijet	395	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.3665499596014005e-06	0.17897252895232968	0.0013297872340425532	70.69414893617022	pass
259	background	qcd_multijet	324	candidate_bearing_member	47	0.0625	0.0013297872340425532	4.10428158655109e-06	0.21819181770422907	0.0013297872340425532	70.69414893617022	pass
260	background	qcd_multijet	344	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.865660564077189e-06	0.20550624690747157	0.0013297872340425532	70.69414893617022	pass
261	background	qcd_multijet	364	candidate_bearing_member	47	0.0625	0.0013297872340425532	3.6532616319850363e-06	0.19421469487958853	0.0013297872340425532	70.69414893617022	pass
262	background	qcd_multijet	1481	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.978981998936888e-07	0.047734064102748296	0.0013297872340425532	70.69414893617022	pass
263	background	qcd_multijet	1490	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.924746537198343e-07	0.04744573754105384	0.0013297872340425532	70.69414893617022	pass
264	background	qcd_multijet	1525	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.719916288803627e-07	0.046356818974537854	0.0013297872340425532	70.69414893617022	pass
265	background	qcd_multijet	1589	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.368705060053827e-07	0.044489709840258164	0.0013297872340425532	70.69414893617022	pass
266	background	qcd_multijet	1562	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.513362573895987e-07	0.04525873811534585	0.0013297872340425532	70.69414893617022	pass
267	background	qcd_multijet	1595	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.337224037884346e-07	0.04432235043020077	0.0013297872340425532	70.69414893617022	pass
268	background	qcd_multijet	1552	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.568216714191708e-07	0.045550353695985965	0.0013297872340425532	70.69414893617022	pass
269	background	qcd_multijet	1485	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.954796188838741e-07	0.047605487499104523	0.0013297872340425532	70.69414893617022	pass
270	background	qcd_multijet	1581	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.411051448719501e-07	0.04471483171168262	0.0013297872340425532	70.69414893617022	pass
271	background	qcd_multijet	1559	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.529744926507717e-07	0.045345829978300334	0.0013297872340425532	70.69414893617022	pass
272	background	qcd_multijet	1560	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.524277141298417e-07	0.04531676213857066	0.0013297872340425532	70.69414893617022	pass
273	background	qcd_multijet	1516	candidate_bearing_member	47	0.0625	0.0013297872340425532	8.771683601863808e-07	0.04663202436422838	0.0013297872340425532	70.69414893617022	pass
274	background	ttbar	36	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.143347050754458e-05	1.139446159122085	0.0007716049382716049	41.02006172839506	pass
275	background	ttbar	41	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.8819632640770853e-05	1.00048931044866	0.0007716049382716049	41.02006172839506	pass
276	background	ttbar	36	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.143347050754458e-05	1.139446159122085	0.0007716049382716049	41.02006172839506	pass
277	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
278	background	ttbar	24	candidate_bearing_member	81	0.0625	0.0007716049382716049	3.215020576131687e-05	1.7091692386831276	0.0007716049382716049	41.02006172839506	pass
279	background	ttbar	35	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.204585537918871e-05	1.1720017636684303	0.0007716049382716049	41.02006172839506	pass
280	background	ttbar	27	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.8577960676726108e-05	1.5192615454961134	0.0007716049382716049	41.02006172839506	pass
281	background	ttbar	40	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.9290123456790123e-05	1.0255015432098766	0.0007716049382716049	41.02006172839506	pass
282	background	ttbar	36	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.143347050754458e-05	1.139446159122085	0.0007716049382716049	41.02006172839506	pass
283	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
284	background	ttbar	39	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.978474200696423e-05	1.0517964545742324	0.0007716049382716049	41.02006172839506	pass
285	background	ttbar	42	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.8371546149323927e-05	0.9766681363903587	0.0007716049382716049	41.02006172839506	pass
286	background	ttbar	47	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.6417126346204358e-05	0.8727672708169163	0.0007716049382716049	41.02006172839506	pass
287	background	ttbar	18	candidate_bearing_member	81	0.0625	0.0007716049382716049	4.286694101508916e-05	2.27889231824417	0.0007716049382716049	41.02006172839506	pass
288	background	ttbar	31	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.489048187972919e-05	1.3232277976901634	0.0007716049382716049	41.02006172839506	pass
289	background	ttbar	33	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.338196782641227e-05	1.2430321735877292	0.0007716049382716049	41.02006172839506	pass
290	background	ttbar	33	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.338196782641227e-05	1.2430321735877292	0.0007716049382716049	41.02006172839506	pass
291	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
292	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
293	background	ttbar	24	candidate_bearing_member	81	0.0625	0.0007716049382716049	3.215020576131687e-05	1.7091692386831276	0.0007716049382716049	41.02006172839506	pass
294	background	ttbar	35	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.204585537918871e-05	1.1720017636684303	0.0007716049382716049	41.02006172839506	pass
295	background	ttbar	28	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.755731922398589e-05	1.465002204585538	0.0007716049382716049	41.02006172839506	pass
296	background	ttbar	36	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.143347050754458e-05	1.139446159122085	0.0007716049382716049	41.02006172839506	pass
297	background	ttbar	36	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.143347050754458e-05	1.139446159122085	0.0007716049382716049	41.02006172839506	pass
298	background	ttbar	30	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.5720164609053497e-05	1.367335390946502	0.0007716049382716049	41.02006172839506	pass
299	background	ttbar	38	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0305393112410655e-05	1.0794753086419753	0.0007716049382716049	41.02006172839506	pass
300	background	ttbar	27	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.8577960676726108e-05	1.5192615454961134	0.0007716049382716049	41.02006172839506	pass
301	background	ttbar	32	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.4112654320987653e-05	1.2818769290123457	0.0007716049382716049	41.02006172839506	pass
302	background	ttbar	30	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.5720164609053497e-05	1.367335390946502	0.0007716049382716049	41.02006172839506	pass
303	background	ttbar	32	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.4112654320987653e-05	1.2818769290123457	0.0007716049382716049	41.02006172839506	pass
304	background	ttbar	37	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0854187520854185e-05	1.1086503169836504	0.0007716049382716049	41.02006172839506	pass
305	background	ttbar	27	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.8577960676726108e-05	1.5192615454961134	0.0007716049382716049	41.02006172839506	pass
306	background	ttbar	35	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.204585537918871e-05	1.1720017636684303	0.0007716049382716049	41.02006172839506	pass
307	background	ttbar	28	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.755731922398589e-05	1.465002204585538	0.0007716049382716049	41.02006172839506	pass
308	background	ttbar	33	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.338196782641227e-05	1.2430321735877292	0.0007716049382716049	41.02006172839506	pass
309	background	ttbar	38	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0305393112410655e-05	1.0794753086419753	0.0007716049382716049	41.02006172839506	pass
310	background	ttbar	35	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.204585537918871e-05	1.1720017636684303	0.0007716049382716049	41.02006172839506	pass
311	background	ttbar	23	candidate_bearing_member	81	0.0625	0.0007716049382716049	3.3548040794417606e-05	1.7834809447128288	0.0007716049382716049	41.02006172839506	pass
312	background	ttbar	32	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.4112654320987653e-05	1.2818769290123457	0.0007716049382716049	41.02006172839506	pass
313	background	ttbar	27	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.8577960676726108e-05	1.5192615454961134	0.0007716049382716049	41.02006172839506	pass
314	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
315	background	ttbar	30	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.5720164609053497e-05	1.367335390946502	0.0007716049382716049	41.02006172839506	pass
316	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
317	background	ttbar	30	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.5720164609053497e-05	1.367335390946502	0.0007716049382716049	41.02006172839506	pass
318	background	ttbar	28	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.755731922398589e-05	1.465002204585538	0.0007716049382716049	41.02006172839506	pass
319	background	ttbar	23	candidate_bearing_member	81	0.0625	0.0007716049382716049	3.3548040794417606e-05	1.7834809447128288	0.0007716049382716049	41.02006172839506	pass
320	background	ttbar	29	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.660706683695189e-05	1.4144848871860367	0.0007716049382716049	41.02006172839506	pass
321	background	ttbar	25	candidate_bearing_member	81	0.0625	0.0007716049382716049	3.08641975308642e-05	1.6408024691358025	0.0007716049382716049	41.02006172839506	pass
322	background	ttbar	27	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.8577960676726108e-05	1.5192615454961134	0.0007716049382716049	41.02006172839506	pass
323	background	ttbar	31	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.489048187972919e-05	1.3232277976901634	0.0007716049382716049	41.02006172839506	pass
324	background	ttbar	31	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.489048187972919e-05	1.3232277976901634	0.0007716049382716049	41.02006172839506	pass
325	background	ttbar	38	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0305393112410655e-05	1.0794753086419753	0.0007716049382716049	41.02006172839506	pass
326	background	ttbar	40	candidate_bearing_member	81	0.0625	0.0007716049382716049	1.9290123456790123e-05	1.0255015432098766	0.0007716049382716049	41.02006172839506	pass
327	background	ttbar	30	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.5720164609053497e-05	1.367335390946502	0.0007716049382716049	41.02006172839506	pass
328	background	ttbar	34	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.269426289034132e-05	1.2064724037763255	0.0007716049382716049	41.02006172839506	pass
329	background	ttbar	31	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.489048187972919e-05	1.3232277976901634	0.0007716049382716049	41.02006172839506	pass
330	background	ttbar	35	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.204585537918871e-05	1.1720017636684303	0.0007716049382716049	41.02006172839506	pass
331	background	ttbar	38	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.0305393112410655e-05	1.0794753086419753	0.0007716049382716049	41.02006172839506	pass
332	background	ttbar	29	candidate_bearing_member	81	0.0625	0.0007716049382716049	2.660706683695189e-05	1.4144848871860367	0.0007716049382716049	41.02006172839506	pass
333	background	zbbbb	314	candidate_bearing_member	19	0.0625	0.003289473684210526	1.0476030841434796e-05	0.5569267515923568	0.003289473684210526	174.87500000000003	pass
334	background	zbbbb	295	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1150758251561106e-05	0.5927966101694916	0.003289473684210526	174.87500000000003	pass
335	background	zbbbb	302	candidate_bearing_member	19	0.0625	0.003289473684210526	1.0892296967584524e-05	0.5790562913907286	0.003289473684210526	174.87500000000003	pass
336	background	zbbbb	276	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1918382913806254e-05	0.6336050724637682	0.003289473684210526	174.87500000000003	pass
337	background	zbbbb	316	candidate_bearing_member	19	0.0625	0.003289473684210526	1.0409726848767489e-05	0.5534018987341773	0.003289473684210526	174.87500000000003	pass
338	background	zbbbb	262	candidate_bearing_member	19	0.0625	0.003289473684210526	1.2555243069505825e-05	0.6674618320610688	0.003289473684210526	174.87500000000003	pass
339	background	zbbbb	303	candidate_bearing_member	19	0.0625	0.003289473684210526	1.0856348792774013e-05	0.5771452145214523	0.003289473684210526	174.87500000000003	pass
340	background	zbbbb	272	candidate_bearing_member	19	0.0625	0.003289473684210526	1.2093653250773993e-05	0.6429227941176472	0.003289473684210526	174.87500000000003	pass
341	background	zbbbb	307	candidate_bearing_member	19	0.0625	0.003289473684210526	1.0714897994171095e-05	0.5696254071661239	0.003289473684210526	174.87500000000003	pass
342	background	zbbbb	292	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1265320836337418e-05	0.5988869863013699	0.003289473684210526	174.87500000000003	pass
343	background	zbbbb	295	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1150758251561106e-05	0.5927966101694916	0.003289473684210526	174.87500000000003	pass
344	background	zbbbb	294	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1188686000716075e-05	0.5948129251700681	0.003289473684210526	174.87500000000003	pass
345	background	zbbbb	276	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1918382913806254e-05	0.6336050724637682	0.003289473684210526	174.87500000000003	pass
346	background	zbbbb	279	candidate_bearing_member	19	0.0625	0.003289473684210526	1.179022825881909e-05	0.6267921146953406	0.003289473684210526	174.87500000000003	pass
347	background	zbbbb	288	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1421783625730994e-05	0.6072048611111112	0.003289473684210526	174.87500000000003	pass
348	background	zbbbb	314	candidate_bearing_member	19	0.0625	0.003289473684210526	1.0476030841434796e-05	0.5569267515923568	0.003289473684210526	174.87500000000003	pass
349	background	zbbbb	285	candidate_bearing_member	19	0.0625	0.003289473684210526	1.1542012927054478e-05	0.6135964912280703	0.003289473684210526	174.87500000000003	pass
350	background	zbbbb	274	candidate_bearing_member	19	0.0625	0.003289473684210526	1.2005378409527467e-05	0.6382299270072994	0.003289473684210526	174.87500000000003	pass
351	background	zbbbb	300	candidate_bearing_member	19	0.0625	0.003289473684210526	1.0964912280701754e-05	0.5829166666666667	0.003289473684210526	174.87500000000003	pass
352	background	top_associated	1189	candidate_bearing_member	12	0.0625	0.005208333333333333	4.380431735351836e-06	0.23287251191477434	0.005208333333333333	276.8854166666667	pass
353	background	top_associated	1222	candidate_bearing_member	12	0.0625	0.005208333333333333	4.262138570649209e-06	0.22658381069285327	0.005208333333333333	276.8854166666667	pass
354	background	top_associated	1853	candidate_bearing_member	12	0.0625	0.005208333333333333	2.810757330455118e-06	0.149425481201655	0.005208333333333333	276.8854166666667	pass
355	background	top_associated	2016	candidate_bearing_member	12	0.0625	0.005208333333333333	2.583498677248677e-06	0.13734395667989419	0.005208333333333333	276.8854166666667	pass
356	background	top_associated	1934	candidate_bearing_member	12	0.0625	0.005208333333333333	2.693036883833161e-06	0.14316722681833852	0.005208333333333333	276.8854166666667	pass
357	background	top_associated	1072	candidate_bearing_member	12	0.0625	0.005208333333333333	4.858519900497512e-06	0.2582886349502488	0.005208333333333333	276.8854166666667	pass
358	background	top_associated	1019	candidate_bearing_member	12	0.0625	0.005208333333333333	5.1112201504743206e-06	0.2717226856395159	0.005208333333333333	276.8854166666667	pass
359	background	top_associated	1078	candidate_bearing_member	12	0.0625	0.005208333333333333	4.8314780457637596e-06	0.256851035868893	0.005208333333333333	276.8854166666667	pass
360	background	single_higgs	7	candidate_bearing_member	18	0.0625	0.003472222222222222	0.000496031746031746	26.370039682539687	0.003472222222222222	184.5902777777778	pass
361	background	single_higgs	8	candidate_bearing_member	18	0.0625	0.003472222222222222	0.00043402777777777775	23.073784722222225	0.003472222222222222	184.5902777777778	pass
362	background	single_higgs	5	candidate_bearing_member	18	0.0625	0.003472222222222222	0.0006944444444444444	36.91805555555556	0.003472222222222222	184.5902777777778	pass
363	background	top_associated	48	candidate_bearing_member	12	0.0625	0.005208333333333333	0.00010850694444444444	5.768446180555556	0.005208333333333333	276.8854166666667	pass
364	background	top_associated	55	candidate_bearing_member	12	0.0625	0.005208333333333333	9.46969696969697e-05	5.034280303030303	0.005208333333333333	276.8854166666667	pass
365	background	top_associated	70	candidate_bearing_member	12	0.0625	0.005208333333333333	7.44047619047619e-05	3.955505952380953	0.005208333333333333	276.8854166666667	pass
366	background	top_associated	59	candidate_bearing_member	12	0.0625	0.005208333333333333	8.827683615819209e-05	4.692973163841808	0.005208333333333333	276.8854166666667	pass
367	background	single_higgs	7	candidate_bearing_member	18	0.0625	0.003472222222222222	0.000496031746031746	26.370039682539687	0.003472222222222222	184.5902777777778	pass
368	background	single_higgs	9	candidate_bearing_member	18	0.0625	0.003472222222222222	0.00038580246913580245	20.51003086419753	0.003472222222222222	184.5902777777778	pass
369	background	single_higgs	9	candidate_bearing_member	18	0.0625	0.003472222222222222	0.00038580246913580245	20.51003086419753	0.003472222222222222	184.5902777777778	pass
370	background	single_higgs	3	candidate_bearing_member	18	0.0625	0.003472222222222222	0.0011574074074074073	61.5300925925926	0.003472222222222222	184.5902777777778	pass
371	background	diboson	0	no_candidate_rows_not_row_weightable	4	0.0625	0.0	0.0	0.0	0.0	0.0	pass
372	background	diboson	0	no_candidate_rows_not_row_weightable	4	0.0625	0.0	0.0	0.0	0.0	0.0	pass
373	background	diboson	2	candidate_bearing_member	4	0.0625	0.015625	0.0078125	415.32812500000006	0.015625	830.6562500000001	pass
374	background	diboson	2	candidate_bearing_member	4	0.0625	0.015625	0.0078125	415.32812500000006	0.015625	830.6562500000001	pass
375	background	diboson	1	candidate_bearing_member	4	0.0625	0.015625	0.015625	830.6562500000001	0.015625	830.6562500000001	pass
376	background	diboson	2	candidate_bearing_member	4	0.0625	0.015625	0.0078125	415.32812500000006	0.015625	830.6562500000001	pass
377	signal	ggf_hh4b	58	candidate_bearing_member	80	0.25	0.003125	5.387931034482759e-05	2.8643318965517244	0.003125	166.13125000000002	pass
378	signal	ggf_hh4b	60	candidate_bearing_member	80	0.25	0.003125	5.208333333333334e-05	2.768854166666667	0.003125	166.13125000000002	pass
379	signal	ggf_hh4b	65	candidate_bearing_member	80	0.25	0.003125	4.807692307692308e-05	2.555865384615385	0.003125	166.13125000000002	pass
380	signal	ggf_hh4b	59	candidate_bearing_member	80	0.25	0.003125	5.296610169491526e-05	2.815783898305085	0.003125	166.13125000000002	pass
381	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
382	signal	ggf_hh4b	62	candidate_bearing_member	80	0.25	0.003125	5.040322580645161e-05	2.6795362903225812	0.003125	166.13125000000002	pass
383	signal	ggf_hh4b	67	candidate_bearing_member	80	0.25	0.003125	4.664179104477612e-05	2.4795708955223885	0.003125	166.13125000000002	pass
384	signal	ggf_hh4b	72	candidate_bearing_member	80	0.25	0.003125	4.340277777777778e-05	2.3073784722222226	0.003125	166.13125000000002	pass
385	signal	ggf_hh4b	77	candidate_bearing_member	80	0.25	0.003125	4.0584415584415584e-05	2.1575487012987016	0.003125	166.13125000000002	pass
386	signal	ggf_hh4b	56	candidate_bearing_member	80	0.25	0.003125	5.5803571428571434e-05	2.9666294642857145	0.003125	166.13125000000002	pass
387	signal	ggf_hh4b	74	candidate_bearing_member	80	0.25	0.003125	4.222972972972973e-05	2.245016891891892	0.003125	166.13125000000002	pass
388	signal	ggf_hh4b	61	candidate_bearing_member	80	0.25	0.003125	5.122950819672131e-05	2.723463114754099	0.003125	166.13125000000002	pass
389	signal	ggf_hh4b	63	candidate_bearing_member	80	0.25	0.003125	4.96031746031746e-05	2.6370039682539685	0.003125	166.13125000000002	pass
