tag,phase_space,total_generated_events,xsec_eff_pb,event_weight_pb,candidate_rows,output,summary
qcd_bbbb_iht200to400_combined220k_bdtv2,200 <= iHT < 400 GeV,220000,126.37602476640181,0.0005744364762109174,15038,/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal_plus_extra/qcd_bbbb_iht200to400_combined220k_bdtv2_hh4b_candidates.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/metadata/qcd_bbbb_iht200to400_combined220k_bdtv2_summary.txt
qcd_bbbb_iht400to600_combined120k_bdtv2,400 <= iHT < 600 GeV,120000,9.782172997792562,8.151810831493802e-05,17761,/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_nominal_plus_extra/qcd_bbbb_iht400to600_combined120k_bdtv2_hh4b_candidates.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/metadata/qcd_bbbb_iht400to600_combined120k_bdtv2_summary.txt
