population	stage1_low	stage1_high	stage2_low	stage2_high	central_value	uncertainty_central	uncertainty_lower_68	uncertainty_upper_68	uncertainty_valid_replicas	uncertainty_support_flag	uncertainty_kind
Signal	0.041666666666666664	0.08333333333333333	0.75	0.7916666666666666	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.041666666666666664	0.08333333333333333	0.7916666666666666	0.8333333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.041666666666666664	0.08333333333333333	0.8333333333333333	0.875	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.041666666666666664	0.08333333333333333	0.875	0.9166666666666666	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.041666666666666664	0.08333333333333333	0.9166666666666666	0.9583333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.041666666666666664	0.08333333333333333	0.9583333333333333	1.0	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.3333333333333333	0.375	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.375	0.41666666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.41666666666666663	0.4583333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.4583333333333333	0.5	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.5	0.5416666666666666	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.5416666666666666	0.5833333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.5833333333333333	0.625	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.625	0.6666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.6666666666666666	0.7083333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.7083333333333333	0.75	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.75	0.7916666666666666	4.0	4.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.7916666666666666	0.8333333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.8333333333333333	0.875	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.875	0.9166666666666666	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.9166666666666666	0.9583333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.08333333333333333	0.125	0.9583333333333333	1.0	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.3333333333333333	0.375	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.375	0.41666666666666663	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.41666666666666663	0.4583333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.4583333333333333	0.5	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.5	0.5416666666666666	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.5416666666666666	0.5833333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.5833333333333333	0.625	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.625	0.6666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.6666666666666666	0.7083333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.7083333333333333	0.75	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.75	0.7916666666666666	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.7916666666666666	0.8333333333333333	5.0	5.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.8333333333333333	0.875	6.0	6.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.875	0.9166666666666666	8.0	8.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.9166666666666666	0.9583333333333333	9.0	9.0			0	not_applicable	not_applicable_diagnostic
Signal	0.125	0.16666666666666666	0.9583333333333333	1.0	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.3333333333333333	0.375	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.375	0.41666666666666663	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.41666666666666663	0.4583333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.4583333333333333	0.5	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.5	0.5416666666666666	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.5416666666666666	0.5833333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.5833333333333333	0.625	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.625	0.6666666666666666	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.6666666666666666	0.7083333333333333	4.0	4.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.7083333333333333	0.75	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.75	0.7916666666666666	7.0	7.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.7916666666666666	0.8333333333333333	7.0	7.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.8333333333333333	0.875	7.0	7.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.875	0.9166666666666666	17.0	17.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.9166666666666666	0.9583333333333333	12.0	12.0			0	not_applicable	not_applicable_diagnostic
Signal	0.16666666666666666	0.20833333333333331	0.9583333333333333	1.0	8.0	8.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.3333333333333333	0.375	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.375	0.41666666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.41666666666666663	0.4583333333333333	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.4583333333333333	0.5	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.5	0.5416666666666666	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.5416666666666666	0.5833333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.5833333333333333	0.625	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.625	0.6666666666666666	4.0	4.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.6666666666666666	0.7083333333333333	5.0	5.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.7083333333333333	0.75	5.0	5.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.75	0.7916666666666666	13.0	13.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.7916666666666666	0.8333333333333333	13.0	13.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.8333333333333333	0.875	20.0	20.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.875	0.9166666666666666	27.0	27.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.9166666666666666	0.9583333333333333	27.0	27.0			0	not_applicable	not_applicable_diagnostic
Signal	0.20833333333333331	0.25	0.9583333333333333	1.0	12.0	12.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.3333333333333333	0.375	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.375	0.41666666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.41666666666666663	0.4583333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.4583333333333333	0.5	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.5	0.5416666666666666	4.0	4.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.5416666666666666	0.5833333333333333	5.0	5.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.5833333333333333	0.625	5.0	5.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.625	0.6666666666666666	3.0	3.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.6666666666666666	0.7083333333333333	5.0	5.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.7083333333333333	0.75	4.0	4.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.75	0.7916666666666666	11.0	11.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.7916666666666666	0.8333333333333333	25.0	25.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.8333333333333333	0.875	20.0	20.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.875	0.9166666666666666	28.0	28.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.9166666666666666	0.9583333333333333	28.0	28.0			0	not_applicable	not_applicable_diagnostic
Signal	0.25	0.29166666666666663	0.9583333333333333	1.0	22.0	22.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.3333333333333333	0.375	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.375	0.41666666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.41666666666666663	0.4583333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.4583333333333333	0.5	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.5	0.5416666666666666	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.5416666666666666	0.5833333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.5833333333333333	0.625	7.0	7.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.625	0.6666666666666666	4.0	4.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.6666666666666666	0.7083333333333333	10.0	10.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.7083333333333333	0.75	11.0	11.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.75	0.7916666666666666	16.0	16.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.7916666666666666	0.8333333333333333	18.0	18.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.8333333333333333	0.875	32.0	32.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.875	0.9166666666666666	46.0	46.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.9166666666666666	0.9583333333333333	50.0	50.0			0	not_applicable	not_applicable_diagnostic
Signal	0.29166666666666663	0.3333333333333333	0.9583333333333333	1.0	23.0	23.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.3333333333333333	0.375	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.375	0.41666666666666663	1.0	1.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.41666666666666663	0.4583333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.4583333333333333	0.5	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.5	0.5416666666666666	3.0	3.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.5416666666666666	0.5833333333333333	2.0	2.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.5833333333333333	0.625	3.0	3.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.625	0.6666666666666666	11.0	11.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.6666666666666666	0.7083333333333333	12.0	12.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.7083333333333333	0.75	7.0	7.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.75	0.7916666666666666	13.0	13.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.7916666666666666	0.8333333333333333	19.0	19.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.8333333333333333	0.875	30.0	30.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.875	0.9166666666666666	48.0	48.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.9166666666666666	0.9583333333333333	44.0	44.0			0	not_applicable	not_applicable_diagnostic
Signal	0.3333333333333333	0.375	0.9583333333333333	1.0	35.0	35.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.0	0.041666666666666664	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.041666666666666664	0.08333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.08333333333333333	0.125	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.125	0.16666666666666666	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.16666666666666666	0.20833333333333331	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.20833333333333331	0.25	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.25	0.29166666666666663	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.29166666666666663	0.3333333333333333	0.0	0.0			0	not_applicable	not_applicable_diagnostic
Signal	0.375	0.41666666666666663	0.3333333333333333	0.375	0.0	0.0			0	not_applicable	not_applicable_diagnostic
