variable	category	bin_low	bin_high	central_value	uncertainty_central	uncertainty_lower_68	uncertainty_upper_68	uncertainty_valid_replicas	uncertainty_support_flag	uncertainty_kind	variant
mbb2	5	120.0	130.0	0.2987374569601651	0.2817383696506558	0.08802682104492782	0.44797916980873376	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	130.0	140.0	0.08459134908699022	0.08065491600750783	0.010299616510109709	0.1676176427020261	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	140.0	150.0	0.0014505085196941008	0.0013639021646090813	0.0007057028132570471	0.0024801625615688003	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	150.0	160.0	0.003393336612469804	0.0030677373433126024	9.51883637856275e-05	0.006831144143829672	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	160.0	170.0	8.218407097138006e-05	8.275269101922586e-05	4.588041907680473e-05	0.00013067841260532088	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	170.0	180.0	0.0002734884286090885	0.0002800191063090256	4.9151793640385924e-05	0.0005866968087028665	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	180.0	190.0	0.0007500468249581156	0.0006851883228227244	0.00021399470730862008	0.0014530357051193963	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	190.0	200.0	0.00022190259851939906	0.00022764161125155374	0.0	0.0005103936624820726	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	200.0	210.0	0.0	0.0	0.0	0.0	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	210.0	220.0	0.04737972512730647	0.04165066768716176	2.656431619261564e-05	0.08831935656341967	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	220.0	230.0	1.3099916710702468e-05	1.2018135979384002e-05	5.118959441025424e-06	2.510070600741448e-05	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
mbb2	5	230.0	240.0	0.0	0.0	0.0	0.0	1000	True	source_member_bootstrap_unit_shape_p16_p84	mass_aware
