category	metric	variant	nominal_full_oof	bootstrap_mean	bootstrap_median	bootstrap_standard_deviation	bootstrap_p16	bootstrap_p84	bootstrap_p2p5	bootstrap_p97p5	valid_replicas	invalid_replicas	invalid_reason_counts_json	uncertainty_central	uncertainty_lower_68	uncertainty_upper_68	uncertainty_valid_replicas	uncertainty_support_flag	uncertainty_kind
0	signal_over_background	mass_aware	7.36153033160644e-06	7.416069348910974e-06	7.314450399661361e-06	8.029419387121953e-07	6.670043719856935e-06	8.216135582624777e-06	6.060735120390049e-06	9.162282748809725e-06	1000	0	{}	7.314450399661361e-06	6.670043719856935e-06	8.216135582624777e-06	1000	True	common_paired_source_member_bootstrap_p16_p84
1	signal_over_background	mass_aware	2.5499197227344202e-05	2.7609347842468363e-05	2.598340015782725e-05	8.390292293938469e-06	2.0495037636679752e-05	3.4576371294405705e-05	1.6132021292856124e-05	4.869287784798657e-05	1000	0	{}	2.598340015782725e-05	2.0495037636679752e-05	3.4576371294405705e-05	1000	True	common_paired_source_member_bootstrap_p16_p84
2	signal_over_background	mass_aware	2.287345490461172e-05	2.6031029030102522e-05	2.3309261130336494e-05	1.1393460980033884e-05	1.7045774549932025e-05	3.4860326588505115e-05	1.288048079457901e-05	5.3912247914772995e-05	1000	0	{}	2.3309261130336494e-05	1.7045774549932025e-05	3.4860326588505115e-05	1000	True	common_paired_source_member_bootstrap_p16_p84
3	signal_over_background	mass_aware	4.508467663253383e-05	5.131414496196463e-05	4.6972778451756733e-05	2.046360621712115e-05	3.4245288783262096e-05	6.800729997382142e-05	2.589087483061764e-05	9.424650987300527e-05	1000	0	{}	4.6972778451756733e-05	3.4245288783262096e-05	6.800729997382142e-05	1000	True	common_paired_source_member_bootstrap_p16_p84
4	signal_over_background	mass_aware	8.49314336755271e-05	0.00010909481114036777	8.869059903334564e-05	7.304299904242121e-05	5.664104076344167e-05	0.0001524207546977107	3.803760368883267e-05	0.00031449006611438405	1000	0	{}	8.869059903334564e-05	5.664104076344167e-05	0.0001524207546977107	1000	True	common_paired_source_member_bootstrap_p16_p84
5	signal_over_background	mass_aware	0.00010846685037921507	0.00011733031077038336	0.00011080144070484662	3.576505873881791e-05	8.542776341288539e-05	0.0001459717304933567	6.881366636628825e-05	0.00021103413203949544	1000	0	{}	0.00011080144070484662	8.542776341288539e-05	0.0001459717304933567	1000	True	common_paired_source_member_bootstrap_p16_p84
