configuration	metric	nominal_full_oof	bootstrap_mean	bootstrap_median	bootstrap_standard_deviation	bootstrap_p16	bootstrap_p84	bootstrap_p2p5	bootstrap_p97p5	valid_replicas	invalid_replicas	invalid_reason_counts_json	uncertainty_central	uncertainty_lower_68	uncertainty_upper_68	uncertainty_valid_replicas	uncertainty_support_flag	uncertainty_kind
inclusive_bdt	combined_nominal_asimov_ZA	0.0635540927813342	0.0641898871604038	0.0636984150035519	0.0061549180615443	0.0581316301427001	0.0702748673961881	0.0535838661716088	0.0781461959915614	1000	0	{}	0.0636984150035519	0.0581316301427001	0.0702748673961881	1000	True	common_paired_source_member_bootstrap_p16_p84
mass_aware	combined_nominal_asimov_ZA	0.06704205574003064	0.07055863040341628	0.06954408805977144	0.008017362481044281	0.06286836734905951	0.07762660485930162	0.05833623100663878	0.090870780506598	1000	0	{}	0.06954408805977144	0.06286836734905951	0.07762660485930162	1000	True	common_paired_source_member_bootstrap_p16_p84
mass_plane_blind	combined_nominal_asimov_ZA	0.0665979206999133	0.07005854832762946	0.0695097455787545	0.005952142943633218	0.06438855252635647	0.07607494395044045	0.06027170807394183	0.083801938984614	1000	0	{}	0.0695097455787545	0.06438855252635647	0.07607494395044045	1000	True	common_paired_source_member_bootstrap_p16_p84
inclusive_bdt	combined_systematic_aware_asimov_ZA	3.713309954838485e-05	3.873501309225888e-05	3.7762369760236686e-05	8.813149858524668e-06	3.025669726377288e-05	4.714620447532851e-05	2.5371631905160384e-05	5.974012648688873e-05	865	135	"{""fewer than 3 direct-QCD source groups"":135}"	3.7762369760236686e-05	3.025669726377288e-05	4.714620447532851e-05	865	True	common_paired_source_member_bootstrap_p16_p84
mass_aware	combined_systematic_aware_asimov_ZA	0.05520192174016813	0.059417016934345826	0.058432258338233414	0.009532969521384155	0.050188074398698754	0.06805831822600418	0.043950749510183615	0.08313778187419421	1000	0	{}	0.058432258338233414	0.050188074398698754	0.06805831822600418	1000	True	common_paired_source_member_bootstrap_p16_p84
mass_plane_blind	combined_systematic_aware_asimov_ZA	0.055447661935330066	0.059776975309459926	0.0591615814353553	0.006939547853546757	0.053132808594972186	0.06653054423620701	0.04779043471263054	0.076076154744935	1000	0	{}	0.0591615814353553	0.053132808594972186	0.06653054423620701	1000	True	common_paired_source_member_bootstrap_p16_p84
