comparison	model	reference_model	metric	nominal_difference	bootstrap_mean	bootstrap_median	bootstrap_standard_deviation	bootstrap_p16	bootstrap_p84	bootstrap_p2p5	bootstrap_p97p5	valid_replicas	invalid_replicas	invalid_reason_counts_json	fraction_valid_difference_greater_than_zero	interval_includes_zero_68	uncertainty_central	uncertainty_lower_68	uncertainty_upper_68	uncertainty_valid_replicas	uncertainty_support_flag	uncertainty_kind
mass_aware_outer_selected_minus_inclusive_bdt	mass_aware_outer_selected	inclusive_bdt	combined_nominal_asimov_ZA	0.0034879629588082384	0.006368743243012386	0.005688006077316631	0.006105192965463516	0.0008846261486216624	0.011739928965439059	-0.00340213338250075	0.021129534330358687	1000	0	{}	0.879	False	0.005688006077316631	0.0008846261486216624	0.011739928965439059	1000	True	paired_common_source_member_bootstrap_difference_p16_p84
mass_plane_blind_outer_selected_minus_inclusive_bdt	mass_plane_blind_outer_selected	inclusive_bdt	combined_nominal_asimov_ZA	0.0030438279186909	0.005868661167225577	0.005961910008412476	0.006639138619421275	-0.0008035316538388709	0.012186213804450747	-0.007110371370416504	0.018375546718453668	1000	0	{}	0.804	True	0.005961910008412476	-0.0008035316538388709	0.012186213804450747	1000	True	paired_common_source_member_bootstrap_difference_p16_p84
mass_aware_outer_selected_minus_inclusive_bdt	mass_aware_outer_selected	inclusive_bdt	combined_systematic_aware_asimov_ZA	0.05516352750398569	0.05936841611756556	0.058478171214861575	0.009396860943173501	0.0501039271362398	0.06800786307602566	0.04404058137108348	0.08231766185435319	865	135	"{""model or reference metric undefined"":135}"	1.0	False	0.058478171214861575	0.0501039271362398	0.06800786307602566	865	True	paired_common_source_member_bootstrap_difference_p16_p84
mass_plane_blind_outer_selected_minus_inclusive_bdt	mass_plane_blind_outer_selected	inclusive_bdt	combined_systematic_aware_asimov_ZA	0.05540926769914763	0.05961163123201336	0.059092746160226084	0.0068301874612385505	0.052950945266556845	0.06638163032965214	0.04771850669573888	0.07540340630403676	865	135	"{""model or reference metric undefined"":135}"	1.0	False	0.059092746160226084	0.052950945266556845	0.06638163032965214	865	True	paired_common_source_member_bootstrap_difference_p16_p84
