qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.525,0.55,185.56474334892684,1134912.5270933362,0.00016350576711333264,0.1741864108088084,0.0016350576711333263,257,1851,147.42370132656436,333.5524773844509
0.525,0.575,178.63980429279033,1098373.188287906,0.00016264035411429323,0.1704524597331686,0.0016264035411429321,248,1787,141.96028805471974,316.55288208300044
0.525,0.6,167.90024291689605,1044047.0145902303,0.00016081674538650337,0.16432032928246748,0.0016081674538650336,238,1693,133.74389555211658,306.4227972655133
0.525,0.625,157.00598103467257,1010208.8287647404,0.00015541933169071172,0.1562106419033395,0.001554193316907117,226,1624,125.28984395933317,290.1140310487413
0.525,0.65,150.0810419785361,954395.8022093424,0.0001572524120821903,0.15362488684758488,0.0015725241208219029,217,1553,119.82690286249922,281.4443689915676
0.525,0.675,137.86367248761698,891540.225759226,0.00015463539221711927,0.14600891434297814,0.0015463539221711928,204,1476,110.37755901897722,285.56441297294145
0.525,0.7,129.30622481012662,833156.591234338,0.00015520038630259997,0.14166289578383778,0.0015520038630259993,190,1373,103.43856520858628,256.9753650640266
0.525,0.725,122.30393550082557,764743.8755164298,0.0001599279698948017,0.13985642679116253,0.001599279698948017,180,1286,97.85601338597716,260.58177314156103
0.525,0.75,107.05359952669235,692931.8402583385,0.000154493693761829,0.12860445568244627,0.0015449369376182899,160,1178,85.8146009573365,243.89180784816523
0.525,0.775,101.06501681342874,636252.2987308302,0.00015884424624481368,0.1267027877256397,0.0015884424624481367,147,1061,80.74869081668994,212.46407021647065
0.525,0.8,85.96938134562465,583535.149106364,0.00014732511225292887,0.1125408759387406,0.0014732511225292884,129,938,68.94709376917262,183.68060889743356
0.525,0.825,79.67139761970282,494843.4858489581,0.00016100322606655684,0.11325790057211704,0.0016100322606655683,112,783,63.403003713255416,155.41130966595398
0.525,0.85,64.57576215189876,409215.14796780574,0.00015780393876567623,0.10094706343606587,0.0015780393876567624,94,652,51.5994237134669,128.99126341674955
0.525,0.875,52.203692154650525,324728.0958195377,0.00016076124248781316,0.09160966331797603,0.0016076124248781316,79,474,41.91107275893196,87.30964693249359
0.525,0.9,25.827043538800226,205535.55455516514,0.00012565730340279556,0.05696803178934858,0.0012565730340279556,44,290,21.064340047012212,57.74250705597467
0.525,0.925,8.866848690148599,101710.39731487243,8.717740687511854e-05,0.027802677496262772,0.0008717740687511854,18,144,7.434273584126084,37.796964551286564
0.525,0.95,1.787209127682994,24448.450152282123,7.310112160693214e-05,0.011430091503560839,0.0007310112160693213,7,39,1.7879064131320188,33.83488960046604
0.55,0.5,191.55332606219045,1140803.858053629,0.00016791083297089057,0.17934290768649594,0.0016791083297089055,270,1820,152.48598522395463,342.4723558494987
0.55,0.525,181.98217178866267,1101647.427474595,0.00016519093790818057,0.17338340647344783,0.0016519093790818055,259,1768,145.02859013242315,326.7668501268799
0.55,0.55,176.14828958172816,1050194.6887712544,0.00016772917580436887,0.17188719391185767,0.0016772917580436884,248,1690,140.20425349251474,306.0798084891719
0.55,0.575,170.62380838745185,1017362.4537977593,0.00016771191796052857,0.16916159775312264,0.0016771191796052856,241,1631,135.8575315128785,291.0914805010511
0.55,0.6,162.53046222894883,965643.1401695115,0.00016831317436834668,0.16539654781557278,0.0016831317436834668,233,1550,129.63632508734108,282.3048421332048
0.55,0.625,151.63620034672542,935199.2247810913,0.00016214320577759243,0.15680172076910168,0.0016214320577759244,221,1489,121.18293459882754,267.81621219803094
0.55,0.65,144.7112612905889,884547.5480917993,0.00016359918876353115,0.1538656717792755,0.0016359918876353114,212,1425,115.72020225133686,261.1214322993363
0.55,0.675,132.4938917996698,822626.3686651243,0.00016106205301280049,0.1460812726700814,0.0016106205301280048,199,1351,106.27196350990504,266.0075651081182
0.55,0.7,123.93644412217941,766243.1109757356,0.00016174559007043924,0.14158450934256164,0.0016174559007043924,185,1255,99.33265503839989,238.38556341222102
0.55,0.725,116.93415481287838,713619.8845858774,0.00016386056125767396,0.1384228891398745,0.0016386056125767393,175,1178,93.75020197257601,230.50769691990814
0.55,0.75,101.68381883874518,648970.6170652283,0.00015668478073565061,0.1262232421510096,0.0015668478073565062,155,1084,81.70961733701806,217.24579727705301
0.55,0.775,95.69523612548157,594781.4332131789,0.00016089143134228085,0.12408280909483904,0.0016089143134228085,142,979,76.64240684308326,188.526607432627
0.55,0.8,81.92270826637316,544803.4748640716,0.00015037111921287373,0.11099013168279545,0.0015037111921287372,125,864,65.83836616098178,162.4877882582736
0.55,0.825,75.62472454045131,461583.68115963304,0.00016383751771826055,0.11131112768647511,0.0016383751771826055,108,719,60.29228772408106,137.25121257934387
0.55,0.85,60.60643932581179,383770.5838511058,0.00015792361863077473,0.09783244968137458,0.0015792361863077471,91,602,48.60993334245909,115.02209733979142
0.55,0.875,50.88058454595488,305245.3820957646,0.00016668748335066415,0.09209319513067137,0.0016668748335066414,78,439,40.915053778015185,78.04115514594909
0.55,0.9,25.827043538800226,193007.5519171333,0.0001338136424314056,0.0587878454203023,0.0013381364243140559,44,267,21.064340047012212,51.54201683923611
0.55,0.925,8.866848690148599,93465.8209534117,9.486728517121039e-05,0.029002997487471885,0.0009486728517121037,18,132,7.434273584126084,32.63976417823025
0.55,0.95,1.787209127682994,23707.02938589515,7.538730806763671e-05,0.011607449551470389,0.000753873080676367,7,38,1.7879064131320188,32.83559122362503
0.575,0.5,186.10619512107874,1053563.8345038672,0.0001766444414910254,0.1813136092387517,0.001766444414910254,264,1667,148.25869578780248,314.3457054458997
0.575,0.525,176.53504084755096,1020248.781088888,0.00017303136658407882,0.17477442423829614,0.0017303136658407881,253,1622,140.80156150307494,301.0498118456118
0.575,0.55,170.70115864061646,970679.9168270768,0.00017585730958419145,0.17326005454646223,0.0017585730958419145,242,1550,135.97694160666398,281.4255445869174
0.575,0.575,165.17667744634014,939759.1107578768,0.0001757649120455262,0.17038856822958584,0.001757649120455262,235,1497,131.63030631760407,267.4983019501582
0.575,0.6,157.08333128783713,890010.0131758355,0.0001764961393269211,0.16650706148663785,0.0017649613932692108,227,1423,125.40951083735897,259.7083538211022
0.575,0.625,146.18906940561368,861419.8114396513,0.00016970711314532528,0.15750976141886666,0.0016970711314532527,215,1368,116.95662378155271,246.21733596772856
0.575,0.65,139.2641303494772,811273.1959849654,0.0001716611999985983,0.1546164536281714,0.0017166119999859832,206,1309,111.49406309406935,239.80637753493167
0.575,0.675,127.04676085855806,751042.9147427655,0.0001691604545687938,0.1465990716830312,0.0016916045456879377,193,1239,102.04670391007596,245.9675569959703
0.575,0.7,118.56666343423227,697284.9522612931,0.00017004047348178234,0.14198989960385205,0.0017004047348178233,180,1150,95.22753778607307,219.61413820726628
0.575,0.725,111.56437412493123,647195.46682162,0.0001723812663163795,0.13867807356410014,0.0017238126631637948,170,1079,89.64524360573992,213.49541997526015
0.575,0.75,97.63714575949368,583807.7616966105,0.0001672419453207495,0.1277850781287991,0.0016724194532074946,151,991,78.60141506102475,201.44811003584073
0.575,0.775,92.97167065492572,535016.579860971,0.0001737734383466869,0.12710628182171885,0.0017377343834668688,139,895,74.5295306426223,175.22180644252012
0.575,0.8,80.52225040451296,487455.8600680789,0.00016518880374782465,0.1153315837895426,0.0016518880374782464,123,785,64.72191571214415,149.8698961430219
0.575,0.825,74.2242666785911,406992.94436017313,0.00018237236715559738,0.11634627288642721,0.0018237236715559738,106,648,59.17576387733884,126.17207250885387
0.575,0.85,59.20598146395158,333287.9837923364,0.00017764211235662603,0.10255474446072013,0.0017764211235662601,89,540,47.49345097571201,106.42570120497457
0.575,0.875,49.480126684094664,266728.5015892003,0.0001855074594176706,0.09580674607161487,0.0018550745941767058,76,394,39.79861551603466,73.03179144142739
0.575,0.9,25.74969328563567,164705.4638182358,0.00015633782079052514,0.06344801757581317,0.0015633782079052512,43,241,20.94231325395112,53.17264892950105
0.575,0.925,8.789498436984042,68555.39696505608,0.0001282101603388601,0.03356937598323633,0.001282101603388601,17,114,7.309268268354294,81.98457835682258
0.575,0.95,1.787209127682994,18413.055695335832,9.706206059734603e-05,0.013170808655936684,0.0009706206059734603,7,30,1.7879064131320188,25.573443798012992
0.6,0.5,177.78079820308204,907981.9640719091,0.00019579771982012895,0.18657190280416272,0.001957977198201289,253,1502,141.67901913715272,335.2295290689506
0.6,0.525,169.61010179141442,879438.9532650852,0.00019286171161932787,0.18086263997691898,0.0019286171161932784,244,1466,135.33855061451933,322.62753622145556
0.6,0.55,163.85356983764447,833454.7293708704,0.00019659564468645899,0.17947952027016745,0.0019659564468645896,234,1404,130.63329006884226,303.3489520135161
0.6,0.575,158.3290886433682,803587.4290456091,0.00019702783159688023,0.17662173426312253,0.001970278315968802,227,1355,126.28675423342928,287.7698526540469
0.6,0.6,150.23574248486517,755633.2579738931,0.0001988209768422551,0.17282944505338893,0.001988209768422551,219,1286,120.06641723782246,286.4008946272666
0.6,0.625,139.34148060264172,729564.3231197749,0.00019099272838176543,0.1631355557720431,0.0019099272838176543,207,1237,111.61411084683942,271.6919745115113
0.6,0.65,132.41654154650524,695979.5269661335,0.00019025924817605829,0.15872451493298656,0.0019025924817605826,198,1183,106.15176090823138,255.73310813240613
0.6,0.675,120.19917205558613,651866.648841496,0.00018439227143957328,0.1488751099428162,0.001843922714395733,185,1120,96.70545571356921,258.07569273985695
0.6,0.7,111.7964248844249,603684.5842388413,0.0001851901271015293,0.14388743563578865,0.0018519012710152929,173,1042,90.00691479114349,231.96489924351866
0.6,0.725,104.79413557512383,570260.9464260634,0.00018376523279717665,0.13877146219501157,0.0018376523279717664,163,977,84.4248718959725,213.47444917265292
0.6,0.75,93.5131224270776,510239.9572753572,0.00018327283289695814,0.13091376879553418,0.0018327283289695814,146,897,75.37293551605308,207.35067890352278
0.6,0.775,88.84764732250964,464696.382693524,0.0001911950482754378,0.130335069029737,0.0019119504827543779,134,808,71.30031165279883,180.02759987242618
0.6,0.8,76.39822707209689,420851.88605684467,0.00018153233858093663,0.11776565213947218,0.0018153233858093662,118,709,61.493167906311484,153.52839008763866
0.6,0.825,70.10024334617503,344717.6378094495,0.0002033555456913537,0.11939544898679394,0.002033555456913537,101,583,55.9457853246356,134.44997843693054
0.6,0.85,55.0819581315355,289798.75884181814,0.0001900696826710741,0.10232013635136704,0.0019006968267107408,84,483,44.26439488393769,102.33976395990254
0.6,0.875,45.3561033516786,230595.02063317876,0.00019669159909497462,0.09445191632232033,0.001966915990949746,71,353,36.57008286158945,70.33066923706096
0.6,0.9,23.026127815079807,131271.14560668822,0.00017540890428480144,0.06355303179207848,0.0017540890428480143,40,208,18.83262092836996,58.65550085797799
0.6,0.925,6.0659329664281785,60310.82060359539,0.00010057785494741821,0.024700172590858056,0.001005778549474182,14,102,5.21014652644317,70.94412031861752
0.6,0.95,1.709858874518437,16188.793396174917,0.00010561990833254084,0.013438569030526232,0.0010561990833254083,6,27,1.6419936347827069,22.57647439563272
0.625,0.5,172.17896675564117,819786.7669796846,0.00021002896569066964,0.19016458740095515,0.0021002896569066965,245,1346,137.21292451814492,305.7710913719032
0.625,0.525,164.08562059713816,792178.1531963024,0.00020713222137606416,0.18435677120777336,0.002071322213760641,237,1313,130.99211977442968,293.7423496506437
0.625,0.55,159.65219625206385,747376.4115081151,0.00021361685195536882,0.18467376524868553,0.002136168519553688,228,1256,127.28371852861554,275.20220151580776
0.625,0.575,154.12771505778758,718458.5886009417,0.00021452553773199554,0.18183600015446796,0.0021452553773199552,221,1210,122.93718341695171,260.1318568366653
0.625,0.6,146.03436889928457,675145.9183846021,0.00021630045435021793,0.1777281641824463,0.002163004543502179,213,1149,116.71686590303915,262.3763317839506
0.625,0.625,135.14010701706113,650559.8250632578,0.00020772894637925213,0.1675485363834417,0.002077289463792521,201,1102,108.26461593526768,248.4010084505442
0.625,0.65,128.21516796092462,619288.2391399811,0.00020703633600240782,0.16292697319524213,0.0020703633600240782,192,1052,102.8022944665287,233.77992013339838
0.625,0.675,115.99779847000552,577252.2117139276,0.0002009482096666115,0.15267465384868575,0.0020094820966661147,179,997,93.35617424412925,239.0239927248349
0.625,0.7,107.59505129884425,533711.6479666495,0.0002015977198713258,0.1472783657272355,0.0020159771987132576,167,927,86.65767996007207,215.4758707366248
0.625,0.725,101.91586959823887,502923.17310338,0.00020264699470765732,0.1437113241435782,0.002026469947076573,158,869,82.0713374669029,198.2350237535744
0.625,0.75,91.9579640588883,449613.9583452045,0.0002045264884509765,0.13714167664887844,0.0020452648845097647,142,798,74.01508577730927,197.949993449725
0.625,0.775,87.36983920748489,408515.5536178517,0.00021387151219514036,0.1366964506911246,0.0021387151219514036,131,721,70.06357879173147,172.40562003533574
0.625,0.8,76.24352656576778,367281.2717944422,0.0002075889309391177,0.12580664597236488,0.0020758893093911768,116,629,61.252104309797566,146.02147293057138
0.625,0.825,70.02289309301048,310971.5304965444,0.00022517460997539322,0.1255682190746022,0.002251746099753932,100,515,55.826192337112104,112.38375378321571
0.625,0.85,55.004607878370955,260482.74098874684,0.00021116411655368452,0.10777290674848683,0.002111641165536845,83,427,44.14401663297534,84.80291343367742
0.625,0.875,45.27875309851404,206603.46073249783,0.00021915776695115101,0.09961521178717057,0.00219157766951151,70,312,36.449332803895295,57.76712652208311
0.625,0.9,23.026127815079807,114531.30137465354,0.0002010465919683999,0.06803913964366815,0.0020104659196839986,40,182,18.83262092836996,46.574204678938095
0.625,0.925,6.0659329664281785,49826.901548327245,0.00012174011985362594,0.027174756785609454,0.0012174011985362592,14,87,5.21014652644317,56.989418502080525
0.625,0.95,1.709858874518437,10998.848031466105,0.00015545799611257284,0.016303718418444774,0.0015545799611257284,6,20,1.6419936347827069,15.588554732092591
0.65,0.5,160.19364802421578,731268.120409873,0.0002190628082274773,0.1873298438487279,0.002190628082274773,235,1172,128.12173836019298,253.21624438525956
0.65,0.525,153.42340947440837,704737.9605066676,0.00021770277475063985,0.18275858927635197,0.0021770277475063986,228,1143,122.89917986823441,242.1614920909724
0.65,0.55,148.9899851293341,661523.0886771047,0.00022522265311597828,0.1831827495659424,0.002252226531159783,219,1089,119.18964482768193,224.95545029474215
0.65,0.575,143.46550393505782,639188.0637003729,0.00022444959798609287,0.1794457430063359,0.0022444959798609285,212,1051,114.84357764480097,213.56644206818942
0.65,0.6,135.3721577765548,599420.0053207447,0.0002258385715774005,0.17484923432376712,0.0022583857157740046,204,1000,108.62518190776603,215.37574133857714
0.65,0.625,125.80100350302698,576420.7818580251,0.0002182450866839362,0.1656968645281023,0.002182450866839362,193,956,101.17119474144518,203.10535315138964
0.65,0.65,118.8760644468905,547906.0739312811,0.00021696431213828822,0.16059845438990505,0.0021696431213828822,184,914,95.70966496997123,190.68753491151526
0.65,0.675,107.98180256466705,511772.8171377206,0.0002109955803604329,0.15094264838175325,0.0021099558036043286,172,867,87.26224225737613,195.39585558802483
0.65,0.7,99.5790553935058,472873.75424581877,0.00021058274962272615,0.14480894754675283,0.0021058274962272618,160,805,80.564449546198,175.8498391401913
0.65,0.725,93.89987369290039,444606.5462646152,0.00021119768586811194,0.1408241315515511,0.0021119768586811195,151,753,75.97808823700741,161.0725407121307
0.65,0.75,83.94196815354981,393937.70710900263,0.0002130843700380351,0.13374124795197617,0.002130843700380351,135,689,67.92164339208502,159.2890633650764
0.65,0.775,79.35384330214642,358859.6164439496,0.00022112781618753338,0.13246638092546864,0.002211278161875334,124,621,63.96743745370868,139.16166578458296
0.65,0.8,70.95109613098516,319966.4227862088,0.00022174544289102607,0.1254315838820872,0.0022174544289102604,112,540,57.2692183232038,116.02151305039082
0.65,0.825,66.05357026692351,273591.1149984096,0.00024143170828960396,0.12628311964855293,0.0024143170828960395,97,442,52.83579397259188,89.70889724215532
0.65,0.85,51.03528505228399,228129.77886009743,0.00022371163163044058,0.10685123719345081,0.0022371163163044058,80,366,41.15644996481065,66.94738919921889
0.65,0.875,43.95564548981839,181735.21906043414,0.00024186641266930983,0.10310865284342678,0.0024186641266930983,69,268,35.45370692279877,45.79452292047414
0.65,0.9,23.026127815079807,95995.45874244122,0.00023986684491877496,0.07431826578775665,0.0023986684491877496,40,150,18.83262092836996,34.33566610997951
0.65,0.925,6.0659329664281785,36110.45563389923,0.00016798273131546124,0.03192134063094944,0.0016798273131546123,14,65,5.21014652644317,38.76770931787479
0.65,0.95,1.709858874518437,7202.796268327247,0.00023738820463896433,0.020146968218765125,0.0023738820463896433,6,14,1.6419936347827069,10.367669630587653
0.675,0.5,145.17536280957623,615129.4585434513,0.00023600782045674274,0.1851013802236627,0.002360078204567427,218,1010,116.44054337142656,234.71544555248263
0.675,0.525,138.40512425976888,591001.4568018148,0.00023418745024545915,0.1800353941626513,0.0023418745024545913,211,986,111.21921386102498,224.93061771583507
0.675,0.55,135.37215777655476,555514.1502858406,0.00024368804594248196,0.1816275766605556,0.0024368804594248196,204,939,108.62518190776599,209.99749473441548
0.675,0.575,129.8476765822785,536560.9216780589,0.00024199987612998062,0.17726568096695192,0.002419998761299806,197,909,104.27962930305696,200.00190208694815
0.675,0.6,121.75433042377549,517360.3563050053,0.00023533757262219813,0.1692730592214023,0.002353375726221981,189,871,98.06318302112206,189.84881525475794
0.675,0.625,112.18317615024766,496585.3951414465,0.0002259091331477713,0.1591954901304248,0.002259091331477713,178,830,90.61121546646386,178.80316209756165
0.675,0.65,105.25823709411117,469642.4766786805,0.00022412418450413427,0.15359334800394345,0.0022412418450413426,169,791,85.15081260464355,167.26306809912185
0.675,0.675,95.76443307374794,435096.08974374447,0.00022009950291704448,0.1451816245833628,0.0022009950291704446,159,747,77.82336252804517,174.33635321388735
0.675,0.7,87.3616859025867,400305.163592533,0.00021823771924039275,0.1380782932990414,0.0021823771924039275,147,694,71.12696376080595,157.12530832019695
0.675,0.725,81.75985445514584,375938.0357003187,0.00021748226221068306,0.13334660889921915,0.0021748226221068303,139,649,66.66301840950577,144.4694272572202
0.675,0.75,71.8019489157953,327582.4067750711,0.00021918743934590138,0.12545152578943947,0.0021918743934590135,123,589,58.607130551592576,147.62167014051494
0.675,0.775,67.21382406439187,297010.8794329367,0.0002263008822865977,0.12333104916292584,0.0022630088228659767,112,534,54.64886148976156,129.55534617647425
0.675,0.8,60.21153475509081,261365.29302900235,0.0002303731075281271,0.11777571214205455,0.002303731075281271,102,460,49.06869658457692,106.71311432694064
0.675,0.825,56.71446675288939,224792.8359626855,0.0002522965934835384,0.11961967548438421,0.002522965934835384,89,377,45.74281914589635,83.19112962132618
0.675,0.85,43.01928914694552,184267.39893612746,0.00023346120580915823,0.10021644135219897,0.002334612058091582,73,312,35.06651357672636,61.317283571989414
0.675,0.875,37.262757193175574,144294.18610751946,0.00025824157021412894,0.09809583542675748,0.002582415702141289,63,227,30.358419577551953,41.47268961524943
0.675,0.9,17.733697380297198,68786.90491836716,0.0002578062990527435,0.0676155225531516,0.002578062990527435,36,128,14.868547168252167,83.87841621456904
0.675,0.925,4.742825357732526,28503.271712974998,0.0001663958231003194,0.028092460362541594,0.0016639582310031939,13,53,4.234898731044761,28.892222699630217
0.675,0.95,1.709858874518437,4889.58603796233,0.0003496939947969497,0.024452553657427455,0.0034969399479694973,6,10,1.6419936347827069,7.14309041966139
0.7,0.5,133.97169991469457,535271.3593827308,0.0002502874431189244,0.18311590379304776,0.002502874431189244,202,872,107.5087053718406,190.20951776842904
0.7,0.525,127.2014613648872,516764.20408532885,0.00024614990813853565,0.17694809416903726,0.0024614990813853566,195,853,102.28763444503795,182.96228140777876
0.7,0.55,125.49160249036876,482863.7674279792,0.000259890285740038,0.18059360018892476,0.0025989028574003796,189,809,100.68956096981476,169.27967438284392
0.7,0.575,119.96712129609246,470257.72563617234,0.00025510930444321565,0.17494207289814828,0.002551093044432156,182,785,96.34400120892296,162.5627853947277
0.7,0.6,113.1968827462851,452301.0359375844,0.00025026890002946133,0.16831416854108472,0.0025026890002946126,175,753,91.12333200973823,153.66138422781384
0.7,0.625,105.02618633461752,432147.63840260135,0.00024303311415246485,0.15976495589602602,0.0024303311415246483,166,718,84.78747842217852,143.5782892724557
0.7,0.65,98.10124727848103,408913.3890624605,0.00023990715369678518,0.15341183464350094,0.0023990715369678513,157,684,79.32694796223738,133.65145723825538
0.7,0.675,88.68479351128234,379454.48445707303,0.00023371655137551835,0.14396910814097189,0.0023371655137551833,148,646,72.12109503860164,139.75398392615836
0.7,0.7,81.68250420198129,352079.3312604215,0.00023200028217948253,0.13766032116767135,0.002320002821794825,138,603,66.54091303084276,126.76374685792138
0.7,0.725,76.15802300770501,329789.05406679126,0.000230929504992852,0.13261649427730907,0.00230929504992852,131,566,62.199397071322664,116.0171373301053
0.7,0.75,67.52322507705009,283761.71576655505,0.0002379574880094116,0.12675826214345534,0.002379574880094116,116,510,55.13718039640332,117.07387505001027
0.7,0.775,62.93510022564669,259564.92970316138,0.00024246380394153907,0.12352928317671202,0.0024246380394153904,105,461,51.178782027977014,102.89047322654177
0.7,0.8,56.0101611695102,229406.2932468408,0.00024415267940903156,0.11694028785524521,0.0024415267940903155,96,397,45.72089923855147,85.16770828149062
0.7,0.825,52.59044342047331,195355.1030625899,0.00026920434939252055,0.11898561301801441,0.0026920434939252057,84,320,42.51481018919144,65.02826111769372
0.7,0.85,38.895265814529445,158107.4340791312,0.00024600529406519086,0.09781840984419589,0.0024600529406519083,68,262,31.84133758470804,46.68669498709536
0.7,0.875,34.461841469455145,124126.23243274313,0.00027763544251718135,0.09781527798012501,0.0027763544251718135,59,192,28.1265314419001,31.59467086071185
0.7,0.9,16.25588926527243,56241.21555916159,0.00028903872549078245,0.06854619985785963,0.0028903872549078244,33,105,13.629501570897816,66.52328457379807
0.7,0.925,4.665475104567969,24692.13955518962,0.00018894576122656866,0.029690431878236462,0.0018894576122656863,12,47,4.1025131369246255,24.041667140852482
0.7,0.95,1.6325086213538802,4889.58603796233,0.00033387460792779226,0.023346373934580666,0.0033387460792779224,5,10,1.5018401396984762,7.14309041966139
0.725,0.5,124.01379437534398,468788.2495704413,0.0002645411750166092,0.18112635060178753,0.002645411750166092,186,747,99.45283518786198,153.11265002228598
0.725,0.525,117.2435558255366,451763.9358058132,0.00025952393835158356,0.17443482838638333,0.002595239383515835,179,730,94.23151142514556,146.86500967805628
0.725,0.55,115.53369695101819,429952.2064198603,0.00026871288302727375,0.17619702833619938,0.0026871288302727377,173,698,92.63371379022769,137.83798803108374
0.725,0.575,110.00921575674188,418829.00616082747,0.00026265901868911893,0.16998503656917976,0.002626590186891189,166,676,88.28803326595063,132.3676610366624
0.725,0.6,103.23897720693452,401702.6851598305,0.00025700345310327593,0.16288883828253112,0.0025700345310327596,159,646,83.06710847464376,124.43490340575704
0.725,0.625,96.46873865712713,383252.6598774417,0.0002517105522189366,0.15582746702442976,0.002517105522189366,152,615,77.84743079087485,115.90589840907235
0.725,0.65,89.6211498541552,361056.83588659286,0.00024821895321296453,0.1491498173064273,0.002482189532129645,144,585,72.50800459157819,107.00914760450996
0.725,0.675,82.85091130434783,333583.227722058,0.00024836653770068836,0.14344822754571662,0.0024836653770068835,137,554,67.29135041550117,111.43693268155084
0.725,0.7,75.92597224821137,308744.4218021189,0.0002459185231753725,0.13664407402421247,0.002459185231753725,128,517,61.83283784183198,100.56724988335552
0.725,0.725,71.72459866263074,286558.17293433915,0.0002502968173204588,0.1339867111651141,0.002502968173204588,122,481,58.484904706546224,90.49156617174243
0.725,0.75,63.0898007319758,243689.49395670538,0.0002588942170120166,0.1278029129634729,0.002588942170120166,107,431,51.42274512532102,89.9795077600637
0.725,0.775,58.501675880572385,222145.55756399385,0.0002633483942784663,0.12412220754461314,0.002633483942784663,96,389,47.4652595346497,78.49198650979784
0.725,0.8,51.57673682443589,196968.0614033669,0.0002618532997530647,0.11621333283222689,0.002618532997530647,87,336,42.0065703513734,65.18466909251785
0.725,0.825,49.557476937259224,164249.6948247857,0.0003017203592988404,0.12228041440661644,0.003017203592988404,77,266,39.91926135473759,47.770743209872336
0.725,0.85,37.34010744634012,133242.8706234471,0.0002802409410096369,0.10229480362248762,0.0028024094100963693,64,219,30.480599492367627,34.29125354976217
0.725,0.875,32.98403335443038,103903.1698324353,0.0003174497313953342,0.10232679281937193,0.003174497313953342,56,157,26.888398097456513,22.81154385869644
0.725,0.9,16.178539012107873,41829.66195213833,0.0003867719282699301,0.07910375926783285,0.0038677192826993014,32,83,13.504271173420781,47.20201219805175
0.725,0.925,4.588124851403412,17902.850263737128,0.0002562790161238641,0.03429052526239743,0.002562790161238641,11,37,3.9720865159097865,15.711917406406203
