seed,working_point,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
10,loose_best_sqrtB,0.8,0.5,93.6415162967457,276054.41297825583,0.00033921398062968704,0.1782260123977946,0.00339213980629687,143,262,72.6478055416419,134.34889803863095
10,nominal_balanced,0.825,0.525,69.44024017264202,191406.90951712715,0.0003627885761690776,0.1587202755197696,0.003627885761690775,114,171,54.36805422184205,87.77810763935648
10,higher_purity,0.875,0.75,22.133122575289566,34686.23843359755,0.0006380952093626598,0.11884039499904402,0.006380952093626597,36,35,17.307974182284305,17.629652087693152
10,intermediate,0.85,0.75,25.69776673634859,51170.40919921154,0.000502199750568822,0.11360198961800816,0.00502199750568822,49,50,20.557620216502634,25.81852627568295
11,loose_best_sqrtB,0.8,0.5,98.46310503304815,286873.9341550699,0.00034322778513513837,0.18383490815952666,0.0034322778513513836,142,239,77.23337830376204,124.80897391085037
11,nominal_balanced,0.825,0.525,88.58102834649138,216146.88625963897,0.00040981866488738815,0.19053125405379293,0.004098186648873881,129,174,69.56094871117827,90.89408527890792
11,higher_purity,0.875,0.75,24.6404604474351,33083.82150528165,0.000744788822038028,0.1354693305184602,0.00744788822038028,40,39,19.61320392255792,16.81120131175859
11,intermediate,0.85,0.75,30.559027238093496,50801.32142810431,0.0006015400068154059,0.1355819953130759,0.006015400068154059,51,56,24.414915658606894,27.43846124945682
12,loose_best_sqrtB,0.8,0.5,95.9460183984375,271600.76401631796,0.0003532612242308457,0.18410325341912695,0.0035326122423084564,134,234,70.05309829491465,135.25731552338735
12,nominal_balanced,0.825,0.525,77.85131484375003,205253.54341010205,0.0003792934024442201,0.17183855822207705,0.0037929340244422004,111,178,56.96693830972857,101.6349824325826
12,higher_purity,0.875,0.75,18.595969453124997,34084.987652033415,0.0005455765348360222,0.1007249947935092,0.005455765348360223,30,35,13.802962527516527,21.604995430814764
12,intermediate,0.85,0.75,20.396266523437497,59903.89072061371,0.00034048316859023106,0.083334179382237,0.0034048316859023107,36,62,15.317462257134197,37.06075246253019
13,loose_best_sqrtB,0.8,0.5,102.9613482219399,282837.5986355932,0.0003640299193552229,0.19360013246363705,0.003640299193552229,147,243,78.1884946210428,144.0673164103224
13,nominal_balanced,0.825,0.525,85.5473734484092,212177.70542957043,0.0004031873814226232,0.18571920064507963,0.004031873814226232,125,183,65.13437146261096,105.06212375823955
13,higher_purity,0.875,0.75,28.323640575563413,24610.569575461,0.00115087302180136,0.1805461542587221,0.0115087302180136,45,33,21.782527122631915,12.999826929159989
13,intermediate,0.85,0.75,35.93674047448078,47861.99702619752,0.000750840807056392,0.16426433338018104,0.0075084080705639196,59,57,27.75362911293813,28.057655116519832
14,loose_best_sqrtB,0.8,0.5,102.81346454434187,292919.0727244415,0.0003509961423408637,0.1899661270747055,0.003509961423408637,141,245,74.22171442311968,135.1541099283893
14,nominal_balanced,0.825,0.525,92.05267007789033,234083.14755276026,0.00039324774568465026,0.1902616750488212,0.003932477456846503,126,191,66.44035512925977,103.99475966595239
14,higher_purity,0.875,0.75,41.01869201179481,53774.61484450472,0.0007627891362942333,0.17688587465254577,0.007627891362942333,51,48,29.33108207556446,23.42855324768368
14,intermediate,0.85,0.75,51.85054078057194,84464.7895791998,0.0006138716622499063,0.17840845735986355,0.006138716622499062,67,76,37.21102125335782,40.56344838760091
15,loose_best_sqrtB,0.8,0.5,96.5899746011931,266831.3315908197,0.0003619888789870892,0.18698795850876954,0.0036198887898708917,132,223,73.00206612145529,117.70623279368124
15,nominal_balanced,0.825,0.525,86.27166396045075,205796.24637032335,0.0004192091230138757,0.190173259397341,0.004192091230138757,117,167,65.15085100683669,89.9720373077644
