seed,bootstrap,working_point,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB
10,0,loose_best_sqrtB,0.8,0.5,76.04575678047435,249793.41927565765,0.00030443458839303776,0.15215439088143587,0.003044345883930378
10,1,loose_best_sqrtB,0.8,0.5,100.49545210755653,253089.53886794488,0.00039707469758357844,0.19976035956648905,0.0039707469758357835
10,2,loose_best_sqrtB,0.8,0.5,80.0832937363486,278820.93357690366,0.00028722123805047884,0.15166285891448242,0.0028722123805047886
10,3,loose_best_sqrtB,0.8,0.5,98.5260687004964,256766.03646466866,0.00038371924128701384,0.19443854640669037,0.0038371924128701384
10,4,loose_best_sqrtB,0.8,0.5,93.11774458246002,273048.3683702794,0.00034103021797289617,0.17820203346791755,0.0034103021797289614
10,5,loose_best_sqrtB,0.8,0.5,97.30493059955873,285475.68854116526,0.00034085189914701783,0.1821169140723298,0.003408518991470178
10,6,loose_best_sqrtB,0.8,0.5,122.52681684390512,237087.34188926104,0.0005168003313358461,0.2516384301780169,0.005168003313358461
10,7,loose_best_sqrtB,0.8,0.5,91.44765929784887,252215.0361582776,0.0003625781424088486,0.18209042378953189,0.0036257814240884855
10,8,loose_best_sqrtB,0.8,0.5,92.1959046039713,258942.86832820522,0.0003560472825500439,0.18117974858269084,0.003560472825500439
10,9,loose_best_sqrtB,0.8,0.5,101.11799396359625,275971.03484963166,0.0003664079964721385,0.1924849125918265,0.0036640799647213846
10,10,loose_best_sqrtB,0.8,0.5,68.89252284721455,244995.26513760386,0.000281199405255936,0.13918525946097063,0.0028119940525593596
10,11,loose_best_sqrtB,0.8,0.5,77.04242128957527,325657.0471703649,0.00023657532351594143,0.13500494709836644,0.0023657532351594145
10,12,loose_best_sqrtB,0.8,0.5,90.45099478874792,261473.40191025072,0.0003459280910713615,0.17688849584633037,0.003459280910713615
10,13,loose_best_sqrtB,0.8,0.5,92.04625554274682,313187.9603489633,0.0002939010025806425,0.16447640191774415,0.0029390100258064253
10,14,loose_best_sqrtB,0.8,0.5,99.42396306784336,297854.268615537,0.0003338006990129035,0.18217515848951307,0.0033380069901290345
10,15,loose_best_sqrtB,0.8,0.5,99.72326119029233,236825.16127119432,0.00042108389435908277,0.2049191527900608,0.004210838943590828
10,16,loose_best_sqrtB,0.8,0.5,99.12466494539436,286233.05798765377,0.0003463075356923656,0.18527713956009503,0.003463075356923656
10,17,loose_best_sqrtB,0.8,0.5,96.58361860176502,247180.73986222022,0.00039074087510054876,0.19426571404350101,0.003907408751005488
10,18,loose_best_sqrtB,0.8,0.5,103.70991922669609,308268.4587909043,0.00033642728040834556,0.1867909154022394,0.0033642728040834554
10,19,loose_best_sqrtB,0.8,0.5,78.31443830998346,313631.54432982695,0.00024970204600218717,0.13984017833768284,0.0024970204600218717
10,20,loose_best_sqrtB,0.8,0.5,96.60756421290678,310383.1520694002,0.000311252603657127,0.17340517839511113,0.0031125260365712695
10,21,loose_best_sqrtB,0.8,0.5,99.52273320959735,298034.23736882495,0.00033393053794163733,0.18230106921821085,0.003339305379416373
10,22,loose_best_sqrtB,0.8,0.5,94.0395845609487,244670.2737772715,0.0003843523085544708,0.19011662584188685,0.0038435230855447078
10,23,loose_best_sqrtB,0.8,0.5,78.86215563541091,268972.3303874723,0.00029319802346139027,0.15205994922466276,0.0029319802346139024
10,24,loose_best_sqrtB,0.8,0.5,88.78090950413677,289103.9586736815,0.0003070899129553113,0.16511729700948574,0.0030708991295531132
10,25,loose_best_sqrtB,0.8,0.5,83.92030271152785,250022.47611979145,0.0003356510343146899,0.1678330611206451,0.0033565103431468985
10,26,loose_best_sqrtB,0.8,0.5,104.20974532984003,284680.6231558349,0.0003660584418237533,0.19531220391540155,0.0036605844182375333
10,27,loose_best_sqrtB,0.8,0.5,81.3792563678985,289122.9956469221,0.00028146933171403326,0.15134650608870157,0.0028146933171403323
10,28,loose_best_sqrtB,0.8,0.5,101.86623926971869,289699.91120667773,0.00035162675350992867,0.1892588043042563,0.0035162675350992865
10,29,loose_best_sqrtB,0.8,0.5,89.67880387148372,264603.8676661413,0.0003389172073048992,0.1743378609555797,0.003389172073048992
10,30,loose_best_sqrtB,0.8,0.5,91.97143101213459,237450.1130464888,0.0003873294892646697,0.1887412180761555,0.0038732948926466964
10,31,loose_best_sqrtB,0.8,0.5,114.75104105460562,306197.5653439441,0.0003747614417694949,0.20737469852943607,0.0037476144176949487
10,32,loose_best_sqrtB,0.8,0.5,86.7875804859349,314427.7729256557,0.00027601754030314373,0.15477368799181876,0.002760175403031437
10,33,loose_best_sqrtB,0.8,0.5,96.08379249862107,326286.43265678815,0.00029447682429287214,0.16820954218179543,0.0029447682429287214
10,34,loose_best_sqrtB,0.8,0.5,76.04575678047435,318273.41938335716,0.00023893216382257166,0.13479531600572678,0.0023893216382257164
10,35,loose_best_sqrtB,0.8,0.5,87.48494687258686,285198.0731002448,0.0003067515355962332,0.1638174038212085,0.003067515355962332
10,36,loose_best_sqrtB,0.8,0.5,98.00229698621068,299062.88988879236,0.00032769795350621133,0.17920700924151706,0.0032769795350621133
10,37,loose_best_sqrtB,0.8,0.5,87.93389405626034,273306.913821266,0.0003217404668868579,0.16820193854067406,0.0032174046688685787
10,38,loose_best_sqrtB,0.8,0.5,82.69916461059017,338580.7697665118,0.0002442523970502525,0.1421248366408562,0.002442523970502525
10,39,loose_best_sqrtB,0.8,0.5,93.2673936436845,259925.74075812803,0.00035882322917172633,0.18293853438698315,0.003588232291717263
10,40,loose_best_sqrtB,0.8,0.5,112.30876485273029,265543.50423986936,0.0004229392286368268,0.2179444479126929,0.004229392286368268
