working_point,sample,group,mean_expected_events_450fb,std_expected_events_450fb,median_rows,fraction_within_group
higher_purity,VBF_HH4b_SMnorm,signal,1.5738312474643334,0.2854445949059934,21.0,0.055240011070461885
higher_purity,Zbbbb_100k,background,529.8922717841087,199.26323992888854,6.0,0.013074689210835088
higher_purity,ggF_HH4b_SMnorm,signal,26.916953185160402,6.358785897312721,19.5,0.9447599889295382
higher_purity,qcd_bbbb_iht200to400_combined120k,background,15281.509452752094,5288.578316693145,11.0,0.37705963533768255
higher_purity,qcd_bbbb_iht400to600_20000,background,5135.688623628289,1717.998777299085,8.0,0.12671921485376722
higher_purity,qcd_bbbb_iht600plus_20000,background,796.7631367014536,259.9816877913172,6.0,0.01965952504260326
higher_purity,ttbar_200k,background,18784.2434541407,11328.43533650348,5.0,0.46348693555511183
intermediate,VBF_HH4b_SMnorm,signal,2.187572355310537,0.34803457291774914,29.5,0.06087057905987906
intermediate,Zbbbb_100k,background,876.9114039505281,236.2069054263549,9.5,0.0134497119625498
intermediate,ggF_HH4b_SMnorm,signal,33.750517754832785,7.815151485344521,25.0,0.939129420940121
intermediate,qcd_bbbb_iht200to400_combined120k,background,29070.025009022473,9271.690534121646,21.5,0.4458642701578199
intermediate,qcd_bbbb_iht400to600_20000,background,7854.466029008548,2156.63387172837,12.0,0.12046861887515958
intermediate,qcd_bbbb_iht600plus_20000,background,1134.2703774307415,269.1822431760436,10.5,0.01739697966678146
intermediate,ttbar_200k,background,26263.597350257798,14106.336870788147,7.0,0.40282041933768925
loose_best_sqrtB,VBF_HH4b_SMnorm,signal,5.184853623476625,0.42316604847673106,69.5,0.053254536774624106
loose_best_sqrtB,Zbbbb_100k,background,3907.4297731952493,450.5776816015408,44.0,0.013513685767120458
loose_best_sqrtB,ggF_HH4b_SMnorm,signal,92.17499471055712,7.234356561693034,67.5,0.9467454632253759
loose_best_sqrtB,qcd_bbbb_iht100to200_20000,background,13288.412636843595,,1.0,0.04595743062358137
loose_best_sqrtB,qcd_bbbb_iht200to400_combined120k,background,121577.42474067681,11936.250335385794,89.0,0.4204705419382969
loose_best_sqrtB,qcd_bbbb_iht400to600_20000,background,24970.349594987103,3619.591278385427,40.0,0.08635893093629704
loose_best_sqrtB,qcd_bbbb_iht600plus_20000,background,3132.729791612056,498.3106138189741,27.0,0.01083441762346081
loose_best_sqrtB,ttbar_200k,background,122269.77100096931,17689.160357789096,38.0,0.4228649931112435
nominal_balanced,VBF_HH4b_SMnorm,signal,4.446353768760327,0.35288607550046913,58.5,0.05357057171481614
nominal_balanced,Zbbbb_100k,background,2779.2538671855946,358.46629417315563,32.0,0.013653373645169624
nominal_balanced,ggF_HH4b_SMnorm,signal,78.55357747017749,6.884041271785561,57.5,0.9464294282851838
nominal_balanced,qcd_bbbb_iht200to400_combined120k,background,82335.94870419026,12409.936216367816,59.5,0.40448391036196024
nominal_balanced,qcd_bbbb_iht400to600_20000,background,19380.599177066208,2785.489507195601,30.0,0.09520920890170756
nominal_balanced,qcd_bbbb_iht600plus_20000,background,2358.7870262933393,404.8208879183872,20.0,0.01158778656372771
nominal_balanced,ttbar_200k,background,96703.44306517227,17112.32988799062,28.5,0.4750657205274349
