working_point,qcd_threshold,top_threshold,n_boot,S_over_sqrtB_mean,S_over_sqrtB_std_bootstrap,S_over_sqrtB_p16,S_over_sqrtB_p50,S_over_sqrtB_p84,S_over_B_mean,S_over_B_std_bootstrap,B_events_p16,B_events_p50,B_events_p84
nominal_balanced,0.825,0.525,4000,0.18576040088433898,0.030182169217914064,0.15511002860562148,0.1841556692694914,0.21649821609587613,0.0004175339590474586,8.829485737515346e-05,174546.05558624348,204499.09257350452,233722.66135215302
loose_best_sqrtB,0.8,0.5,4000,0.18569671655951653,0.026809694902169112,0.15922734402328495,0.18460583641204223,0.21333813046112704,0.0003559048564077011,6.148682633428903e-05,244328.2766494398,277220.45754052897,307687.71386887465
higher_purity,0.875,0.75,4000,0.15194156737904246,0.060802174697353266,0.0968670658043999,0.14049203334728566,0.20520872825107583,0.0008572694411555844,0.0005377216440315768,23583.642280568285,37778.081793069,58885.689424551296
intermediate,0.85,0.75,4000,0.1472236932202283,0.04822501920847106,0.10143703293227313,0.14089797709133936,0.1943249285913574,0.0006286685085902873,0.0003036867036308061,42776.215454274774,62108.34794385997,88819.043580666
