member	seed	root_entries	candidate_rows	candidate_path	candidate_bytes	candidate_sha256
ttbar_100k_shard001	105001	10000	45	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard001/parquet/ttbar_100k_shard001_pythia8_delphes_canonical72.parquet	65499	f42a8bb61007940b71c3e83870cb234d39806dc7f6ac361adbe20842e3118db3
ttbar_100k_shard002	105002	10000	45	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard002/parquet/ttbar_100k_shard002_pythia8_delphes_canonical72.parquet	65414	da6054b2d5074ef4dad716e800aa921dcd4076fcb4dd5931060746c2ee86b6c0
ttbar_100k_shard004	105004	10000	40	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard004/parquet/ttbar_100k_shard004_pythia8_delphes_canonical72.parquet	63605	842e1a76271712402aab96cc5adb04f3c8fff2cf32b9cc2e2e09943d8fde8b92
ttbar_100k_shard005	105005	10000	41	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard005/parquet/ttbar_100k_shard005_pythia8_delphes_canonical72.parquet	64274	c2cb621ead460d5dbb73748ca7b4c8487da2566a072702d0230f9cfd04e71acb
ttbar_100k_shard007	105007	10000	44	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard007/parquet/ttbar_100k_shard007_pythia8_delphes_canonical72.parquet	65211	554ff2867f5e84634bb0955b5e9c2efab48458761e2ef6734107442ae3b696df
ttbar_100k_shard008	105008	10000	45	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard008/parquet/ttbar_100k_shard008_pythia8_delphes_canonical72.parquet	65433	c4416a3cd22647e2b4f42669bf3ca4865bc6ef417d619e971ba84e7cc0f5433e
ttbar_100k_shard009	105009	10000	31	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard009/parquet/ttbar_100k_shard009_pythia8_delphes_canonical72.parquet	60156	36c4094d7808c740b61460dc4a2cb36d20d2189347a2f2cfeece9a044234e6bf
