job_index	proc_id	outer_fold	category_id	structure_id	category_family_id	mass_family	condor_job_status	condor_exit_code	worker_rc	runtime_seconds	all_inner_support_pass	inner_support_pass_count	inner_support_failure_count	pooled_support_pass	pooled_support_failures	pooled_inner_oof_feasible	pooled_inner_oof_signal_efficiency	pooled_inner_oof_background_efficiency	pooled_inner_oof_selected_signal_rows	pooled_inner_oof_selected_background_rows	pooled_inner_oof_selected_background_neff	outer_signal_total_rows	outer_signal_selected_rows	outer_background_total_rows	outer_background_selected_rows	canonical_payload_sha256	outer_selected_event_uid_sha256	result_bundle_sha256	worker_log_sha256	validation_payloads_opened	test_payloads_opened	execution_integrity_pass
30	30	0	ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	ge4tag::asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	asymmetric_rectangular	4	0	0	114.16038346290588	True	4	0	True	[]	True	0.5877406964465695	0.34617623050439716	4409	6012	3915.074145755373	1834	1032	4361	1438	ffa56cf98e6928d1cc4e7b278c12602bf08eab06f8974582f08a8341614b5e72	25e9810fb8c72fd6ac1f5bf7209a4e92325395f721819ecf6330d23001c38442	5ae1457f003c66d6c5dbda5fa8160a5c7033e942fbfeba845c4ab6adaa42cdf0	e96e8293a17d258a1965b2f0b12be372a609793d4f7c21c1660c9cd360aa8015	0	0	True
31	31	0	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ge4tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	asymmetric_rectangular	4	0	0	87.69904255867004	True	4	0	True	[]	False	0.5812491467608318	0.2986916688603943	4363	5336	3514.180874328813	1834	1061	4361	1273	7696d38b407941a1f208aafc84ec38b6816a68aedd297844f78d437955ab2731	9c0189f11732cdb849f6dcef77fabb6296ddfee817decaa5789484756a93527b	df3134606c031b5430c05b5d681d4f4553cca14db6bf88cab5dabf99ea786ccd	eb05170b42251bd55d58efd0cc118b99e707a46c0e8c2e887a4c8a9740308619	0	0	True
32	32	0	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ge4tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	asymmetric_rectangular	4	0	0	117.94900465011597	True	4	0	True	[]	False	0.5848757261504672	0.3357805909572415	4392	5997	3717.5573488551454	1834	1028	4361	1505	48f2b468c2a811667e23dde8a7545d62f91e891a31782bb451faf2edaac23926	272edeae1f1538f7ae082751c21b8a8a301b06deefaf4700fc237b93d996278a	8bf072ada94a40f3adb859e70e2d0243d63422c5bfbaeb20edd113f89b46449f	64731fcf10ab93db1825e2447605e61d03399ae961e43e25d07c3e861d7252d3	0	0	True
33	33	0	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	ge4tag::asymmetric_rectangular_mass__category__plus_max_drbb	asymmetric_rectangular	4	0	0	84.30340147018433	True	4	0	True	[]	False	0.58230884426622	0.3122046057030727	4372	5477	3379.6274555737177	1834	1063	4361	1338	b8095685e34c7c0a1e3660f6cb65cc97e48c978d293171105c2f78b7b32db908	8ab8a072b2b1f6d4867add11748697059c2643432cc6475be969d2b73dcbf3b2	a9c78ee9d84a36e19c6d269fd9debe5fe81aebe7b01fbab52cc63c674e2c2091	02fc1fdbf31b796523d0c7ebeb19e1525a796abee3a75cebaae5a224658fe542	0	0	True
34	34	0	ge4tag	asymmetric_rectangular_mass__category__plus_mhh	ge4tag::asymmetric_rectangular_mass__category__plus_mhh	asymmetric_rectangular	4	0	0	89.26662230491638	True	4	0	True	[]	False	0.5820600154718759	0.3180229982076152	4371	5570	3861.2450631117376	1834	1038	4361	1303	3eaa3b50b3397ce42b5871b032855774082dca7d6a8a05e16f612ac4651d3e66	abe52c6f0e82e003aebb2a30f28a2ce34410a8f5407c65c21676d18ad45d6eac	892172851859ea2d38e7b7c4664a77a473ab55697e2c656493865ed72ccd453e	40f14843e12dc15bb264a0628422e6da8dc449cb5db49885648ae949ed1fc8a6	0	0	True
35	35	0	ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	ge4tag::asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	asymmetric_rectangular	4	0	0	64.12920308113098	True	4	0	True	[]	False	0.5850056736155624	0.3437810405321141	4385	5940	3985.0664551934406	1834	1097	4361	1404	f9b4b679cb22f3aaec56f29e53ce7715e9315877ef0fe31b587a042f304bacbc	9a9bcc927849286ec3c2926555d0a2fd7ebb581f2073cf0e79658a56401ce050	938c3b8f50069cd20179937914142256c32d9ab09d8f3a2c3ad6085b205272d8	774f5c438e3a48387bc6f8614e36a7249c697f3f541d5d7d5ef9026b45fa6e11	0	0	True
36	36	0	ge4tag	radial_mass__category__mass_only	ge4tag::radial_mass__category__mass_only	radial	4	0	0	27.547385692596436	True	4	0	True	[]	True	0.5871634628724449	0.2943047864510051	4399	5129	3594.5368297229898	1834	1066	4361	1185	fd9a1ebcb0267440b2143cd229346deb0b090a80abad2668a837c67455e0352d	639c529295447f619e07c140a752712aadbd3b962a464918a2193a3d66bb91f3	3439ac71c66b4b8749e5652205653c51099ec86d49e6e21ac897c649c11ca231	c83596eedb5abc3d29a62776a77feeefa20c5a6227055729d2534946c0b88599	0	0	True
37	37	0	ge4tag	radial_mass__category__plus_abs_h_delta_eta	ge4tag::radial_mass__category__plus_abs_h_delta_eta	radial	4	0	0	65.9180588722229	True	4	0	True	[]	False	0.5853842578322018	0.29917281479495655	4382	5230	3666.6154619748936	1834	1060	4361	1222	861495045ad1e86a9982f2680ed4106fa4414d271340b2702ff159749d6baad3	cf63a2049e8d22ab3f17110c9229aac4a4bf9bf10bcf77fe0f0456a2a439f61d	dec8d693ea7eea684fe1f652a885681e88b394a4377295eba1f14cfdb4ae86dd	f43502d54757fc207779cf8d5bed8999c8267e599e3c86c358ee8d03fadf7ad5	0	0	True
38	38	0	ge4tag	radial_mass__category__plus_h2_pt	ge4tag::radial_mass__category__plus_h2_pt	radial	4	0	0	69.18353986740112	True	4	0	True	[]	False	0.5831112770983223	0.2935882019991729	4370	5140	3594.732742984943	1834	1047	4361	1199	3c5d926ddcc3b7b7ff544875ca0c08e6009d421bcf202fac38dc580710a982f9	59dfe46aac56ddc5f0283167abee2919230da43393cf85d5e93b4ab6c5609afd	4e169b366b849bb15db079242956a7c04934a708d5fd07b25f944a07952ad563	8dd8d8d09db42e6d25d5eb22d4813e9c7a407f0cb379905dc2f97f792544b099	0	0	True
39	39	0	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	ge4tag::radial_mass__category__plus_h2_pt_and_max_drbb	radial	4	0	0	97.08644676208496	True	4	0	True	[]	True	0.5866478897015659	0.29920129980387555	4399	5239	3574.429062983031	1834	1044	4361	1253	407ff3f6667edaf1e3b3f76f2c55cc0b0bbfef503ef139d1f123d76cdc5de95e	c1f72cd105e766c24a6f7b791b77ff93c73e1c5ec0c0e402fb7dbb2120550768	05edb94377d1dfd32e63d9590092ab495755f4e52465828ce8555e58d8e23998	d9860e2d9421a95918c1f9c9b7ed1e0cc6d7a2152bde93b42ff73c0a582eb76e	0	0	True
40	40	0	ge4tag	radial_mass__category__plus_ht_candidate_jets	ge4tag::radial_mass__category__plus_ht_candidate_jets	radial	4	0	0	53.137815952301025	True	4	0	True	[]	False	0.5848473163854893	0.28894005706656906	4383	5089	3545.099755803793	1834	1061	4361	1188	967a0331ba7c5fa7b219693993ec43023b21cc89a9706ad725e49dbd9b0f71f2	eea8fbc2303f0dd2944e40d195d06ead7050437fa8da0371c836d5a81bf352d8	244bf440f0dca6194e333e13cbe39c3485ea1174cb292347c13c1818e3a69ec4	b5a4300dcccce6c2b0d0cac5231b77b2610e7e2df68bee55b8d6c1d13cde2b2b	0	0	True
41	41	0	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ge4tag::radial_mass__category__plus_ht_candidate_jets_and_max_drbb	radial	4	0	0	53.46984672546387	True	4	0	True	[]	True	0.587467691707937	0.29481304951430287	4405	5186	3523.94239719068	1834	1045	4361	1254	dfee20e9ba8077e08c65ab5934d0e066d909d2a95568250b0d7df435617aadfa	4ef37c5262a7602d764a1cf920968367dce6a16f705435ffc4b3b751c3fc7355	a25deb0212dd408bdc809fdaae0bb7c73846df459cda3444ad89660a8247eb66	1f884028e6bcc4f00ae0814f36b1be535403478cfcfe933a215190e0698f98e1	0	0	True
42	42	0	ge4tag	radial_mass__category__plus_max_drbb	ge4tag::radial_mass__category__plus_max_drbb	radial	4	0	0	32.12685489654541	True	4	0	True	[]	False	0.582788370120014	0.2905551437333496	4369	5089	3482.026224503827	1834	1055	4361	1228	82e488cfeba5dc3bef0b17f83adb8809a80da5fd43d801c228f795326582179b	6277e71d4dd16626653ab05a87c4e9659142630f932a4b9e60484420dfe76e50	60f4372867ca344a1ab215307376c5fcc307d9c39e0177465fd69f03075d4a1f	802aa3e2f08ed90935731330672e87800af3d18b271f16c31fce760965194fc3	0	0	True
43	43	0	ge4tag	radial_mass__category__plus_mhh	ge4tag::radial_mass__category__plus_mhh	radial	4	0	0	43.755162715911865	True	4	0	True	[]	False	0.5843327140049399	0.2941227718074027	4379	5135	3595.6590577929105	1834	1065	4361	1184	e42933f0fb03498638c222342ddda275d4969b9d390046a0020dd07a65d56169	f8915d9980abd646cb297d5dbdb13e426cf955831187c985ca145a6eed2b51ff	513339726b1da5d2498f45868907f05fee7366b97e4dfab9171d4d5fcedcbb9e	58c87ec8113ce66d5928adf236e851e33c57dc3bf01b3b461438acdb5e5d7eb3	0	0	True
44	44	0	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	ge4tag::radial_mass__category__plus_mhh_and_abs_h_delta_eta	radial	4	0	0	49.860045433044434	True	4	0	True	[]	True	0.5868994535670821	0.2942074037071502	4397	5127	3593.3198847076014	1834	1065	4361	1184	e1710f64c46b57055302d0caf2ea547be22d1e0885dd9d28024fed856b12bb1e	27c86a4c05b75b3843d0fa4a96562644a0db7a296e69467681d27ee61cd6eef3	8715bbbaf00054d2d97e9629b652ac8d76e5f0c62e961c4e00a89a37f0c5690c	e353f979f0b7fa6a3a58a30f03d6fa014d08858f8b8c4370e51b1a265f119a92	0	0	True
45	45	0	ge4tag	symmetric_rectangular_mass__category__mass_only	ge4tag::symmetric_rectangular_mass__category__mass_only	symmetric_rectangular	4	0	0	23.218814611434937	True	4	0	True	[]	False	0.585397682286761	0.2988681004132378	4387	5184	3674.5704020242065	1834	1058	4361	1196	2314b777f6eba4c1702a61c4a3cb559c8a8e70a3b4c42696750be9b5d1093f91	32606979b1ffee38165b6d554f02be8b6c9e6f561758135cefa9da212312cfe2	507d685a3e5b1b0dd0cdf1eb03161004133d8610273fee07c16178b38e5c3e4a	7c259a9a05cbc0f86599d2f1c76082ccba0bb49bf9925f7cf24b195ccb69e431	0	0	True
46	46	0	ge4tag	symmetric_rectangular_mass__category__plus_abs_h_delta_eta	ge4tag::symmetric_rectangular_mass__category__plus_abs_h_delta_eta	symmetric_rectangular	4	0	0	31.456260204315186	True	4	0	True	[]	False	0.5855934196504802	0.3092114647018162	4384	5361	3792.6070073497317	1834	1066	4361	1217	2ff54340bc9c93a596e5ed91089d62fc392f806710f8551c215b1135129f43d0	39224997fd6afb3cc124640649a66de66ea7a7cd7947c316dae135a7649331af	d49975036aab322cf3a653b43655866a44a02321db592107a73930d7b8a7040f	6722a719fa1e9456a9e4034f547beb9154c62b8ff98d04f387348a85365d626f	0	0	True
47	47	0	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt	ge4tag::symmetric_rectangular_mass__category__plus_h2_pt	symmetric_rectangular	4	0	0	65.71440982818604	True	4	0	True	[]	False	0.5818730485039976	0.29851942621430944	4361	5194	3666.6176276399096	1834	1057	4361	1195	0956400f9e3f1d17ae07183711316a8aad709804b4848727406997cce7d167d1	90c62ef115a1753563c95ec5830bc122c262066f4cb11ba0ed81636d670995eb	9b1b9f4aa1b19b13cbf3306c2441153f46b928a7372dffbf4272bec8b1000ec3	50c1a8b38a70918330bf87b9538ffe369f193da355aa5e0b3938a6d753ec0ab2	0	0	True
48	48	0	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	ge4tag::symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	symmetric_rectangular	4	0	0	52.61762261390686	True	4	0	True	[]	False	0.5778906072469656	0.2980859099230684	4332	5190	3642.160061263178	1834	1057	4361	1195	b78ec3a8eb02876ca7a4f6d45ed0d6c8f4573c9f2577d766a15aae24a9c61050	90c62ef115a1753563c95ec5830bc122c262066f4cb11ba0ed81636d670995eb	6b68871212132ea6ab9e4dfebe579c1464cad41f3600bef02895df336153e292	955f3f5a49961deb49b8cbc11ab7850aa8d140ca81118086a10ea5bf8178d391	0	0	True
49	49	0	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	ge4tag::symmetric_rectangular_mass__category__plus_ht_candidate_jets	symmetric_rectangular	4	0	0	62.265650272369385	True	4	0	True	[]	False	0.5849371869654013	0.2927183762097079	4384	5143	3622.1829670455077	1834	1058	4361	1187	c791843e432f741fe22894172bff483a11d679c02d9232bfb09b0187d10eb013	4dd286a81c18092815b2f3131aa6cf80cc358cfbe2b5df639b39ebe3bd4c4a10	f988a09e72a6a9d5111acfcebcf72c37d5a06b8f33d509a7cca53a676f001ee2	f47e23e1ead6168914d16740d33fffcf340703db9e8f6084f5f3b9a22d0d9345	0	0	True
50	50	0	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ge4tag::symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	symmetric_rectangular	4	0	0	49.09011244773865	True	4	0	True	[]	False	0.5836859956527299	0.3012821591737278	4376	5276	3622.66716895267	1834	1040	4361	1261	fc0b2ea1da656838691d15b631d535861632c4f92b5002c13397f20f5ad01473	9fedc93dddd0e8eb7cc2ba3832e594c15a3232090072f2062ebf3b3eb5ebd156	e4526637069b3b758d8ad428b35a77819fb218733661e4f0a1851259ca386967	593a982990a68d40ec8eaad5a98470d45634f65c446c9d8931a210033779ff30	0	0	True
51	51	0	ge4tag	symmetric_rectangular_mass__category__plus_max_drbb	ge4tag::symmetric_rectangular_mass__category__plus_max_drbb	symmetric_rectangular	4	0	0	47.17242431640625	True	4	0	True	[]	False	0.5817751491240781	0.2948819227724248	4361	5156	3525.33642002021	1834	1053	4361	1202	140dd410032c27b51e6a1093117976a44e34321c87076acc0c3c1f889f09657f	bfa9432efcef21afbe9802e9379c176fad44873ad93dd277eea0342abdef0906	d9c107ce36028bfc7b1ff6aaaaf5ccc8c1ffe8516cc88ce2e6ac9532270b898b	24481ef574e56de4c7dd9591bba57d0f8ce5d28fa2e68bfc7257a1463f594fdb	0	0	True
52	52	0	ge4tag	symmetric_rectangular_mass__category__plus_mhh	ge4tag::symmetric_rectangular_mass__category__plus_mhh	symmetric_rectangular	4	0	0	41.49712586402893	True	4	0	True	[]	False	0.5836853402466436	0.29716104908878793	4375	5180	3662.0387101997762	1834	1055	4361	1198	747b2f3338598173dddea6c93e790b245816f1d25d55d1d258158c87a514dede	20247df5589610e577d0becaaba75f9b90240c271bf2bb1bd63892459ba53bf4	2db6957ddbf28e40ad26500c214a4eaeee3439ee8870ad808c7aaa630120d901	ea3dc529a930f21a2c955c2b41969784747a8e0f261c841b89fe81d1348d6407	0	0	True
53	53	0	ge4tag	symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	ge4tag::symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	symmetric_rectangular	4	0	0	61.16382193565369	True	4	0	True	[]	False	0.5851346158909925	0.29877071766938296	4385	5182	3673.3531416566966	1834	1057	4361	1195	b6ac224a47fea8d64f52d6c365debe1ee6ddc7268d139e6b43e68eb3b32f39e1	13457b3cf441468064b8f44ebbf90f5ac3c2d286f45dad75704fb9198a938bc9	ca2c46771bdec5db73a8fe2d189627df78f4d15b6d25feec35be89fbae74bdea	3cae50cfabbc7b8d4b4f7f41904397250c8c17dbe80915170319447891257058	0	0	True
54	54	1	exact3tag	asymmetric_rectangular_mass__category__mass_only	exact3tag::asymmetric_rectangular_mass__category__mass_only	asymmetric_rectangular	4	0	0	241.631982088089	True	4	0	True	[]	False	0.5843045288167072	0.4379777360734213	12908	32515	12394.869538438115	5750	3264	15827	7624	8fc7b25361f7c4eca45ca1c13ff43b937e3ec8e99ae271d414dbca980f7c9944	4596e6432b4648c38e3091eb08b5e388868af5898efbbfaf8024b308fa67643a	03c3926aea0c625911a92e1bf3c9a2387b69e387d9755de59a4976eea1d48d03	500ac28548a1e1f23d38e4138bd7c565273fd9e78a2f0f58c0a3b51ec0765a3b	0	0	True
55	55	1	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	exact3tag::asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	asymmetric_rectangular	4	0	0	187.337908744812	True	4	0	True	[]	False	0.5856314451487014	0.4448406076815791	12883	32242	12443.039310147937	5750	3300	15827	7684	9a46605ee091cddb767f2c54b13245ded8ac21eebb27535769ca0b1aedfc8d2d	e0897f0475dd53290560868166ecd7cbf2525e89d03fce7546e2e6a615b3201f	0cc4bbb4d66a532f5f4df11387841a2f1c780d2bbd06afaafd1fa2373367cbac	e3cf6be861412d34acbf46c8c336ed1ffb4f21763ba9798cf3fc2aeb377bd71d	0	0	True
56	56	1	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	exact3tag::asymmetric_rectangular_mass__category__plus_h2_pt	asymmetric_rectangular	4	0	0	285.33958745002747	True	4	0	True	[]	False	0.585630687057566	0.44490867389858474	12883	32242	12444.786487437743	5750	3299	15827	7683	5c04f0482abfa91580d25bdc86a78df3154f7e41fdd038021e6b2ff2b5783b02	b904da0e30bdd49c7aec15245f56555e64d386da84bab89cef0adb3e82b57ef7	3f7e25399b074f34dd41f463f0f593b9393417ee7c0e78746901b121c7b73e35	0ae327bb119dba6b1b2e9a86041002ab0b20b5e9faf94cf7acaa5478b0f6e110	0	0	True
57	57	1	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	exact3tag::asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	asymmetric_rectangular	4	0	0	427.5858578681946	True	4	0	True	[]	False	0.585630687057566	0.4447756897950663	12883	32236	12440.14861451956	5750	3297	15827	7682	961dbe40032967f4ba05903e816a01180788f98cde1837d04f9773a5f0d85cb4	8fe08edc7c5c71b4dce6d67766fa6254713e96d03857b7d44cfa0f1c15efe8ad	df95287cd323b2cde02b6993b67922eb433d9ba07e324f4bea3317a21c497e05	769341e04d18437b0b292285eb5c8b3f7f0f836b7710a93b6a9e598f684a7223	0	0	True
58	58	1	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	exact3tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	asymmetric_rectangular	4	0	0	176.34228587150574	True	4	0	True	[]	False	0.5856405039538355	0.4447193945242565	12883	32237	12438.968650232388	5750	3300	15827	7682	84baad2434c88bf9e390f92b8944dc1d0616d84dda0e05b85ba3af695bea38dc	4b162ed98ea5af2067a3b59f336f8a4ce91cc5e4ffb14615fb87fe19e10ccf26	b4fe089b1650d2bb617d47a16849da0cb8a822c47a11cf4890435e51e8d73b6c	2ca214b317c6989d1675020f6a38693f08b720a50cd87faeaa1627e3acfa993f	0	0	True
59	59	1	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	exact3tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	asymmetric_rectangular	4	0	0	225.6104700565338	True	4	0	True	[]	False	0.5856405039538355	0.444586410420738	12883	32231	12434.330854627577	5750	3298	15827	7681	e7e21a8de37dd83747c5aec78aced89c60116a84ba7845caee0a061c8aeb36e3	c514d917de0cfddaf76833ce35fef5d16c0fe220b4dca0b2b1e8de2681c404c8	73754f56deaf387c110d055d8188bf007a75dc0c52dfde9b743591dc5c6b2c82	3c2325b2846387c1da7a64c1746899f32eb7b4a2432a7594d5534d9596da1721	0	0	True
60	60	1	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	exact3tag::asymmetric_rectangular_mass__category__plus_max_drbb	asymmetric_rectangular	4	0	0	349.6132209300995	True	4	0	True	[]	False	0.5857610091058736	0.4485356657606012	12876	32627	12580.877962068666	5750	3298	15827	7684	304193c9027f17cf13738a5c05857358da27a568de2a90f4983317b827a8fb88	3854aceba81fda7564b443344e1a96ab2cb6ea043ba87ecd7d2668ceb5b505cb	ee24eac4b590c51a8763f304ae6f67b0cd5db2508944b988613130d340d7512b	1f269367ffdcd91aaaa3e6ea87851343f1c8dbc83d9034a19ad207e38645e362	0	0	True
61	61	1	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	exact3tag::asymmetric_rectangular_mass__category__plus_mhh	asymmetric_rectangular	4	0	0	276.3804636001587	True	4	0	True	[]	False	0.5855993846054783	0.4449615975802734	12882	32246	12447.64618098697	5750	3300	15827	7685	a11f09f0cd80db80e7bc343ebce6209d656a6c90569b0347d07a093a22daab6d	0c32c04599c105e03debef792c3f333ae04cb82345b9daeca3b4fd16143c2419	3f3a5e61a1a45a95b83821311bd4366ecea3a4e62142b075615c8bde36c95a3b	c92d9e45983cb903b8af8a18dc283b60cbed345be917ade4b88f159eb8e5146c	0	0	True
62	62	1	exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	exact3tag::asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	asymmetric_rectangular	4	0	0	231.07772827148438	True	4	0	True	[]	False	0.5855483263610406	0.444717442942704	12881	32236	12439.230220999849	5750	3300	15827	7684	9e2edf8f7d05758fc78929937a0c135bbc82f28179256d15addd386508ca16ce	e0897f0475dd53290560868166ecd7cbf2525e89d03fce7546e2e6a615b3201f	d09dc71ef206fc833e48b20dc9f4e60630ae165434ddf99e57e6aebaa5af034a	8c323622a594206620a6127dc699abcc2c05d7068e186364aa475066958b0f49	0	0	True
63	63	1	exact3tag	radial_mass__category__mass_only	exact3tag::radial_mass__category__mass_only	radial	4	0	0	81.51446747779846	True	4	0	True	[]	False	0.5858144766935549	0.4386099434284567	12941	32898	12388.477600588421	5750	3265	15827	7710	c5c224d9fbc2cb5b3ee35c70f8c34983b64e260f9107d5bb77bf1308f79d05d4	93b65c07c55e7a326df833e8dcb0d85ada380b0a835d510499b937c5f2a9e49b	e745393f6b491447cc276dc23276a55a0c294bf3b1e407e9d36b09b2b7b21f68	86f99af4c1deb2f073c9601c113b7f378e1a7d97b5a860cc06cdf483211ebf60	0	0	True
64	64	1	exact3tag	radial_mass__category__plus_abs_h_delta_eta	exact3tag::radial_mass__category__plus_abs_h_delta_eta	radial	4	0	0	123.54755187034607	True	4	0	True	[]	False	0.5857628641667278	0.43838050524274236	12940	32888	12380.811158572698	5750	3264	15827	7709	7f9d9eee9625ec3dc049cad54ed458b1168f56c1b4e13f9302d25e0983905837	42fe743abaf988e19c37702bdcefb27a8fe33698cb035cb460dbc202acf29e67	a57061ab1ed9f6573e5522f86adf2796d3e08e757a095655936ac4d7f0bf010e	661564c763e7e80a0ab31956f9c6c426a2f721052ca5aa7c6f133dd3e9fe897e	0	0	True
65	65	1	exact3tag	radial_mass__category__plus_h2_pt	exact3tag::radial_mass__category__plus_h2_pt	radial	4	0	0	128.1217451095581	True	4	0	True	[]	False	0.5846248558424986	0.43738328882153876	12911	32877	12314.551118114246	5750	3257	15827	7707	dfcf32a80703e7bd477980fb36668bf5ea3d376d1ff98197ac0e18e6b047b363	2ff4f1e8ae07fd19b9de115a02d35845a6327df3060d0de548e375643a9903ed	fb27d5b196ef5f899ef473158978906638943b57b80ba082b6ec7ebd25eadda9	5eba9e726a6713a07bdfaad8e7d5b26dbe0ed3da860c5b8c034a24c677fbc844	0	0	True
66	66	1	exact3tag	radial_mass__category__plus_h2_pt_and_max_drbb	exact3tag::radial_mass__category__plus_h2_pt_and_max_drbb	radial	4	0	0	347.6953296661377	True	4	0	True	[]	False	0.5857235998852212	0.4384222804866918	12939	32890	12381.925348475761	5750	3264	15827	7707	c7c1a8a7868bb56206162dcf0d05d8bb9ef7d85007cca3059cd11d29d321e7cc	03ffde5c0d194ade2c1f9f705d542eeb3d0308acdf7173a24ade38197a92cbc3	f9d4aabb822363a06ccbddbbc7864628ee0fb4e86fda354deae6d2d3442ebfc9	5ddf4a5fdc76a5f35d894606c366759d9da850aed822681442f1980d38c6fb60	0	0	True
67	67	1	exact3tag	radial_mass__category__plus_ht_candidate_jets	exact3tag::radial_mass__category__plus_ht_candidate_jets	radial	4	0	0	168.20102739334106	True	4	0	True	[]	True	0.5862317965878446	0.4287248559196879	12947	32668	12356.94351243783	5750	3262	15827	7650	c8c28a56f6d234475727c96b58ea81fb590039c71c0f8563f07afd317dfac1a0	6c21db3d2bda49afebe237db5d3ca970f9a3f589aed5d5e559f89c7a9e4bafca	d032437fa3306f17aa33913081f7be75bd8352217bf5c6a07e5771968d35c26b	645b020feda3acd6317aa3c1711da80c8c4942d9c8e7a2cb56103822b95c685a	0	0	True
68	68	1	exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	exact3tag::radial_mass__category__plus_ht_candidate_jets_and_max_drbb	radial	4	0	0	180.15029120445251	True	4	0	True	[]	False	0.5857214190098133	0.4384322252998948	12939	32889	12382.082771020328	5750	3265	15827	7708	826711d3c762d26c83d8f85029c8cff441e735c0b04cfe0ceb94e38314190bd0	40b6e44568d7cebc37cbb3f84600dcb525359131e1e0c8a5678338379f3419c2	d1d8e61c8f74ab2af7044999d100633aee0024f24a68867349397592fab38f02	6044ffaf10f4dff804b3957c935f3dc5983e96ffe54bc16fde670e8a7db9f7ff	0	0	True
69	69	1	exact3tag	radial_mass__category__plus_max_drbb	exact3tag::radial_mass__category__plus_max_drbb	radial	4	0	0	124.90361547470093	True	4	0	True	[]	True	0.5860479149823548	0.43268000292122416	12933	32956	12252.693448879309	5750	3280	15827	7618	52e6b6f856037c164db8e9b105c77ee90a3c7a6bdf8e062153593c1534129e1f	796edb41f336d4e20ff2d385f20a7cfba540021f58dd73b33356185e78c1bdce	965bdbc3eb373b06b05710496fbce4097c2eb45eb50cd71a13d2d5bf6444aa6d	1bf6f4aa9286209076aa0cb88faeb6073b59e4d8aae365e33bb8783c154a374b	0	0	True
70	70	1	exact3tag	radial_mass__category__plus_mhh	exact3tag::radial_mass__category__plus_mhh	radial	4	0	0	133.61306715011597	True	4	0	True	[]	False	0.5839146857301325	0.43796948625587545	12893	32917	12353.764367266898	5750	3277	15827	7718	3cafbce10019b57127150828fdaaef0ebba0dce02b7a4575ec2825de2a3bac5f	0d39cfde5f6ad81729e3a07f99d58848355237fe8b9f5595eecb61c940a8921b	ca3d4fea2da8a9dc81c488f6119a7daf87142d10e85825f54ecf3475504ad8d3	bffebdbef485930f412eef1b0f1f9dc002ca7d58a448904453744ad007498c37	0	0	True
71	71	1	exact3tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	exact3tag::radial_mass__category__plus_mhh_and_abs_h_delta_eta	radial	4	0	0	191.3261640071869	True	4	0	True	[]	False	0.5857628641667278	0.43830617550687895	12940	32885	12378.179695015011	5750	3264	15827	7709	1f7ed82d53e6f117b2633c72fa72f746def9fbb588a62d25e596efd89002b999	42fe743abaf988e19c37702bdcefb27a8fe33698cb035cb460dbc202acf29e67	f885b382f8e44ec25a522681e81d6a4d8d4e897af7e38e8270b9e58c86c6ab71	7ccd53b431b6ac2dd40518fdc815223a1af9eb6e51911a98c2db5c374b3db426	0	0	True
