population_kind	sample_class	process_or_mode	campaign	transport_id	candidate_rows	coefficient_lookup_key	coefficient_registry_match	generator_weight_transport_class	generator_weight_join_source	generator_weight_join_key	candidate_to_generator_weight_join_exact	source_event_to_candidate_cardinality	candidate_application_semantics	run2_yield_coefficient_per_generator_weight	train_candidate_physical_weight_application_authorized	selected_physical_yield_calculation_authorized
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard048_10k_bundle.tar.gz	33	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	38	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_bundle.tar.gz	35	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard051_10k_bundle.tar.gz	23	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard052_10k_bundle.tar.gz	32	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard053_10k_bundle.tar.gz	27	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard055_10k_bundle.tar.gz	34	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard056_10k_bundle.tar.gz	30	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard057_10k_bundle.tar.gz	34	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard058_10k_bundle.tar.gz	30	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	28	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_bundle.tar.gz	23	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard061_10k_bundle.tar.gz	29	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard062_10k_bundle.tar.gz	25	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_bundle.tar.gz	27	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard065_10k_bundle.tar.gz	31	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard066_10k_bundle.tar.gz	31	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard067_10k_bundle.tar.gz	38	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard068_10k_bundle.tar.gz	40	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	30	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard070_10k_bundle.tar.gz	34	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard071_10k_bundle.tar.gz	31	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard072_10k_bundle.tar.gz	35	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard073_10k_bundle.tar.gz	38	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	29	background|ttbar_inclusive	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.22023334802734451	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	314	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	295	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	302	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	276	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	316	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	262	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	303	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	272	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard011_10k_bundle.tar.gz	307	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	292	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	295	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard015_10k_bundle.tar.gz	294	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard016_10k_bundle.tar.gz	276	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard017_10k_bundle.tar.gz	279	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard018_10k_bundle.tar.gz	288	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard020_10k_bundle.tar.gz	314	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard021_10k_bundle.tar.gz	285	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard022_10k_bundle.tar.gz	274	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard023_10k_bundle.tar.gz	300	background|zbbbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	0.55188946506181409	True	False
ordinary	background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_pilot_shard1001_10000evt_bundle.tar.gz	1189	background|tth_hbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.0862421792297296	True	False
ordinary	background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tth_hbb_run2_frozen_v2_waveb_scale400k_shard2007_10000evt_bundle.tar.gz	1222	background|tth_hbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.0862421792297296	True	False
ordinary	background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_pilots10k_20260721_v1/tttt_run2_frozen_v2_waveb_pilot_shard1003_10000evt_bundle.tar.gz	1853	background|tttt	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.8232026981941275	True	False
ordinary	background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tttt_run2_frozen_v2_waveb_scale400k_shard2201_10000evt_bundle.tar.gz	2016	background|tttt	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.8232026981941275	True	False
ordinary	background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/tttt_run2_frozen_v2_waveb_scale400k_shard2207_10000evt_bundle.tar.gz	1934	background|tttt	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.8232026981941275	True	False
ordinary	background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2103_10000evt_bundle.tar.gz	1072	background|ttz_zbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.4516400157919089	True	False
ordinary	background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2106_10000evt_bundle.tar.gz	1019	background|ttz_zbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.4516400157919089	True	False
ordinary	background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/ttz_zbb_run2_frozen_v2_waveb_scale400k_shard2107_10000evt_bundle.tar.gz	1078	background|ttz_zbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	3.4516400157919089	True	False
ordinary	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2302_10000evt_bundle.tar.gz	7	background|vbf_hbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.6071884054294641	True	False
ordinary	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2305_10000evt_bundle.tar.gz	8	background|vbf_hbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.6071884054294641	True	False
ordinary	background	vbf_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_waveb_priority_scale400k_20260721_v1/vbf_hbb_run2_frozen_v2_waveb_scale400k_shard2306_10000evt_bundle.tar.gz	5	background|vbf_hbb	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	1.6071884054294641	True	False
ordinary	background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/ttw_run2_frozen_v2_wavec1_pilot_shard3202_10kevt_bundle.tar.gz	48	background|ttw	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3059526442944560	True	False
ordinary	background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3402_10kevt_bundle.tar.gz	55	background|ttw	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3059526442944560	True	False
ordinary	background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/ttw_run2_frozen_v2_wavec1_scaleout_shard3403_10kevt_bundle.tar.gz	70	background|ttw	True	uniform_member_constant	frozen_member_constant	not_required_member_constant	True	zero_or_one	direct_source_event_weight_on_unique_candidate_row	2.3059526442944560	True	False
