relative_path	categories	matched_in_path	matched_in_content	size_bytes	sha256
outputs/agent_runs/final_background200k_parton_diagnostics_20260722_v3/process_work/zzz_zbb/bin/internal/ufomodel/function_library.py	part		part	1304	10a39383a5494a7acf9eb775ec4e8dd3c78d99be886f3488b044bdfb51d7b80b
outputs/agent_runs/final_background200k_parton_diagnostics_20260722_v3/process_work/zzz_zbb/bin/internal/ufomodel/write_param_card.py	part		part	6854	b1fefa31387db6d35631469c59ffbf87539093c34989f123dc63a98b46742462
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/audit_ak4ak8_normalization_inputs.py	part		part	5561	675ed4a0253681372e42b5ecdfe336b1204f15fac5a02952fa489d1d220810dc
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/audit_hh4b_spanet_readiness_v2.py	spanet	spanet	spanet	3382	f65c4bc824fc9b05c0fef0df569f7f9beb77aaf324a1d4dd17e709c0d8f9dcc9
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/audit_spanet_npz_current.py	spanet	spanet	spanet	3365	b2b2f92ed140e29d1dd4567dde520c6cf32549521b4edcf2e029c1624859ff95
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/audit_spanet_qcdplus_root_inputs.py	spanet	spanet	spanet	4432	4ec9a6ae1f2cb9984ea0836a878b51028d0f9fab2db632fd8c6b347b2901c20c
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/build_hh4b_spanet_npz.py	spanet	spanet	spanet	18816	60654d1bfa44f0ca1b66d04491178953fa387e0674825518f69ce42b311e28b0
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/build_hh4b_spanet_qcdplus_npz.py	spanet	spanet	spanet	19028	778575573e5e013bb12c07ca3f482f883ac91610fcb2fec422aefc1f9e66e5c7
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/inspect_hh4b_root_branches_for_spanet.py	spanet	spanet	spanet	1209	ea2edd7c3203cb84a2609a3bc5105d43150aa3e92c41c5d1955346f34f61b977
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/make_bdt_v3_results_summary_readme.py	spanet		spanet	8680	11f55d01170de9c4752f66ff7fc5201bb53fb0ddcb23593a140032e5e8d3686c
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/make_dnn_v3_results_summary_readme.py	spanet		spanet	12003	77cca761855174339aa2464f00f1d710ad5aba7edb6203a50bb451db55d62309
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/make_hh4b_reconstruction_method_comparison_v0.py	spanet		spanet	8019	22bc4fd7280da600db133575fe24fcfbd3ee5dd28a2484390c7280888fe7d55c
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/make_hh4b_today_summary.py	spanet		spanet	10784	ba8d37aa809508b673405f36f012ce144fc3ea8742b1d9928464960b45158a1a
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/make_lbn_dnn_v3_results_summary_readme.py	spanet		spanet	8065	a3567a0f2b6d6adc12f3078558465a08335367700072df16c203fa7742435346
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/make_spanet_qcdplus_lumi_projection.py	spanet	spanet	spanet	4230	9c8bd027842469edb28645388653bfaf60623bae5249951ad84ffe965e45e780
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/make_spanet_qcdplus_results_summary_readme.py	spanet	spanet	spanet	7973	190862b46f50f7533fb7e8acfce408ec4e1aea21d8296277a2286745f0ef209b
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/plot_deepspanet_twohead_qcdplus_diagnostics.py	spanet	spanet	spanet	7239	5cdd781d5f982dc936884c2889265278c0f58718830564d30a47505008affa65
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/plot_spanet_qcdplus_diagnostics.py	spanet	spanet	spanet	8191	b7d35445d2568cf29c2e49a6f7ad4baf8c8ea8ca80a5684ebca1c5dc741661ac
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/run_lbn_dnn_v3_qcdplus.py	spanet		spanet	17314	1460d2967ecb198c2455d04f92a02fd1189ee60bf7842ada6c6d5c54c7697ca6
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/summarize_deepspanet_twohead_stability.py	spanet	spanet	spanet	1562	6dfe984b80ae7b15687cc3b1628158254790d846efeeb878ed95e9a7565b980e
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/train_hh4b_deepspanet_twohead_qcdplus.py	embedding,spanet	spanet	embedding,spanet	25975	1540c1f47ebcbbc28a566c9bec8a8540a530c3a2792ab77dbdf1c105a1547d8b
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/train_hh4b_spanet_qcdplus.py	spanet	spanet	spanet	15454	c57ee776649ca99ee1d39c6902d0e2d4878cad710c782dd4807a198589863f14
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/train_hh4b_spanet_toy.py	spanet	spanet	spanet	15448	3b2197e0096b19b19b0350469eebe6ca3cf2ce3ef5a982252d9871abaa708b6f
outputs/agent_runs/frozen_v2_phase1_reprocess_20260717/payload_stage/payload/repo/scripts/delphes/validate_hh4b_spanet_npz.py	spanet	spanet	spanet	1989	2975af3fdf2c29e2aa1e18936e4121ec4d839483a217adefa36d373622623f11
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/FO_analyse_card.py	part		part	5863	a43b37ac9ee097deb85e4f1b5abca970b9ed32188d33f811f618b77ec4ce6ac6
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/__init__.py	part		part	2270	6371c71acf6135d279bc3935b7fae4f758ba3e583f15978b9cea8adc52dccf26
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/addmasses_optional.py	part		part	10027	41ff69c9ebeb9cfb2e8bf23a34cd74723f207471e1f0eadd3f3cb018ba92d042
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/banner.py	part		part	276962	8b782ba518956c2242f30a75ba93cde86939075d16a6e3872c52bd8659d27da1
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/check_param_card.py	part		part	73864	48b64f72f246687d3b7ed9dc30ebac5507a81ba5691276af29ef1e17ec37ad2f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/cluster.py	part		part	84679	9898dbb26d2f5851e9f0fdcdad64fededb999fd00d775d35e47469c402a24412
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/combine_runs.py	part		part	6910	1ac132149aebd19b9f20d63617245f70dc947559bc81d8fbdaf103ef43fc9476
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/common_run_interface.py	part		part	367601	df07c70f8dac590345f0e6c195ef6d63ecd5db153bad2946d9285187cee4a733
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/extended_cmd.py	part		part	129251	73b6f30afb200b4e1d169908b72e04ab9c2cfd558ffc743f330db5129b31d22c
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/file_writers.py	part		part	41579	fff9a790853aa44559bd04bda7371b466c4b4ed6476e77445105a8af876d203b
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/files.py	part		part	8707	cfec87ab0e4071abbf9989f1b029ee1128e02d7a435e79852294b4f3cab7ccde
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/gen_crossxhtml.py	part		part	71047	ba2646284802d699fb4ce34b4980749a1284374365e7780cd2e8cb8d1c84482f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/gen_ximprove.py	part		part	85872	9c5c32bb4e610234dde339ed88de75174ee280bd3e06b073ca3ff61a5a8ae167
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/histograms.py	part		part	176703	8fe6f18a51f4a41389436a32fdf01e8f284f15067efdc40a5d7e0c28ad2c7f2c
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/lhe_parser.py	part		part	136178	21056fcacdc41b56aacf3584e4ee30504a646edce31629e4c119b3a7600273c8
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/madevent_interface.py	part		part	350048	5073c8c649d0c35bc0cae69a1eb09e42dc3a0e85fba9b15b2b47a242107cecef
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/misc.py	part		part	94510	c0db5247a5535523af5a019a46bd86c552885ddc50e7eac43e0550d9be18c8d6
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/plot_djrs.py	part		part	7143	154178e34982ecad225e7067eb04690d72643732963147be013de62df386203f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/save_load_object.py	part		part	3723	676b216218f99f6995a22d7df6a9b48b78d0f4d9a1c68aec0e3a27160270b4c9
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/shower_card.py	part		part	16856	dcdd28e900b7a7a60bb27e4bbb0ecca5604bf9ea3b4c4caef985d74be082ed8e
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/sum_html.py	part		part	32551	b9bbf9f686025d7ab76d9b9b6e1d9990b11f90d2380c3499635e668cd0b6a5f8
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/systematics.py	part		part	53093	f9e8581c85e05f36282842ae11791eb29ac301d78f889a0b5c53f889056f59de
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/ufomodel/build_restrict.py	part		part	2860	7ab830b794068cd90eba5e62c55a8c36b866b9f0bec9fa0f77d67a9bd004754e
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/ufomodel/function_library.py	part		part	1304	10a39383a5494a7acf9eb775ec4e8dd3c78d99be886f3488b044bdfb51d7b80b
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wwz_zbb/bin/internal/ufomodel/write_param_card.py	part		part	6854	b1fefa31387db6d35631469c59ffbf87539093c34989f123dc63a98b46742462
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/FO_analyse_card.py	part		part	5863	a43b37ac9ee097deb85e4f1b5abca970b9ed32188d33f811f618b77ec4ce6ac6
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/__init__.py	part		part	2270	6371c71acf6135d279bc3935b7fae4f758ba3e583f15978b9cea8adc52dccf26
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/addmasses_optional.py	part		part	10027	41ff69c9ebeb9cfb2e8bf23a34cd74723f207471e1f0eadd3f3cb018ba92d042
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/banner.py	part		part	276962	8b782ba518956c2242f30a75ba93cde86939075d16a6e3872c52bd8659d27da1
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/check_param_card.py	part		part	73864	48b64f72f246687d3b7ed9dc30ebac5507a81ba5691276af29ef1e17ec37ad2f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/cluster.py	part		part	84679	9898dbb26d2f5851e9f0fdcdad64fededb999fd00d775d35e47469c402a24412
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/combine_runs.py	part		part	6910	1ac132149aebd19b9f20d63617245f70dc947559bc81d8fbdaf103ef43fc9476
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/common_run_interface.py	part		part	367601	df07c70f8dac590345f0e6c195ef6d63ecd5db153bad2946d9285187cee4a733
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/extended_cmd.py	part		part	129251	73b6f30afb200b4e1d169908b72e04ab9c2cfd558ffc743f330db5129b31d22c
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/file_writers.py	part		part	41579	fff9a790853aa44559bd04bda7371b466c4b4ed6476e77445105a8af876d203b
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/files.py	part		part	8707	cfec87ab0e4071abbf9989f1b029ee1128e02d7a435e79852294b4f3cab7ccde
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/gen_crossxhtml.py	part		part	71047	ba2646284802d699fb4ce34b4980749a1284374365e7780cd2e8cb8d1c84482f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/gen_ximprove.py	part		part	85872	9c5c32bb4e610234dde339ed88de75174ee280bd3e06b073ca3ff61a5a8ae167
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/histograms.py	part		part	176703	8fe6f18a51f4a41389436a32fdf01e8f284f15067efdc40a5d7e0c28ad2c7f2c
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/lhe_parser.py	part		part	136178	21056fcacdc41b56aacf3584e4ee30504a646edce31629e4c119b3a7600273c8
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/madevent_interface.py	part		part	350048	5073c8c649d0c35bc0cae69a1eb09e42dc3a0e85fba9b15b2b47a242107cecef
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/misc.py	part		part	94510	c0db5247a5535523af5a019a46bd86c552885ddc50e7eac43e0550d9be18c8d6
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/plot_djrs.py	part		part	7143	154178e34982ecad225e7067eb04690d72643732963147be013de62df386203f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/save_load_object.py	part		part	3723	676b216218f99f6995a22d7df6a9b48b78d0f4d9a1c68aec0e3a27160270b4c9
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/shower_card.py	part		part	16856	dcdd28e900b7a7a60bb27e4bbb0ecca5604bf9ea3b4c4caef985d74be082ed8e
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/sum_html.py	part		part	32551	b9bbf9f686025d7ab76d9b9b6e1d9990b11f90d2380c3499635e668cd0b6a5f8
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/systematics.py	part		part	53093	f9e8581c85e05f36282842ae11791eb29ac301d78f889a0b5c53f889056f59de
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/ufomodel/build_restrict.py	part		part	2860	7ab830b794068cd90eba5e62c55a8c36b866b9f0bec9fa0f77d67a9bd004754e
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/ufomodel/function_library.py	part		part	1304	10a39383a5494a7acf9eb775ec4e8dd3c78d99be886f3488b044bdfb51d7b80b
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/wzz_zbb/bin/internal/ufomodel/write_param_card.py	part		part	6854	b1fefa31387db6d35631469c59ffbf87539093c34989f123dc63a98b46742462
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/FO_analyse_card.py	part		part	5863	a43b37ac9ee097deb85e4f1b5abca970b9ed32188d33f811f618b77ec4ce6ac6
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/__init__.py	part		part	2270	6371c71acf6135d279bc3935b7fae4f758ba3e583f15978b9cea8adc52dccf26
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/addmasses_optional.py	part		part	10027	41ff69c9ebeb9cfb2e8bf23a34cd74723f207471e1f0eadd3f3cb018ba92d042
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/banner.py	part		part	276962	8b782ba518956c2242f30a75ba93cde86939075d16a6e3872c52bd8659d27da1
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/check_param_card.py	part		part	73864	48b64f72f246687d3b7ed9dc30ebac5507a81ba5691276af29ef1e17ec37ad2f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/cluster.py	part		part	84679	9898dbb26d2f5851e9f0fdcdad64fededb999fd00d775d35e47469c402a24412
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/combine_runs.py	part		part	6910	1ac132149aebd19b9f20d63617245f70dc947559bc81d8fbdaf103ef43fc9476
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/common_run_interface.py	part		part	367601	df07c70f8dac590345f0e6c195ef6d63ecd5db153bad2946d9285187cee4a733
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/extended_cmd.py	part		part	129251	73b6f30afb200b4e1d169908b72e04ab9c2cfd558ffc743f330db5129b31d22c
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/file_writers.py	part		part	41579	fff9a790853aa44559bd04bda7371b466c4b4ed6476e77445105a8af876d203b
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/files.py	part		part	8707	cfec87ab0e4071abbf9989f1b029ee1128e02d7a435e79852294b4f3cab7ccde
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/gen_crossxhtml.py	part		part	71047	ba2646284802d699fb4ce34b4980749a1284374365e7780cd2e8cb8d1c84482f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/gen_ximprove.py	part		part	85872	9c5c32bb4e610234dde339ed88de75174ee280bd3e06b073ca3ff61a5a8ae167
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/histograms.py	part		part	176703	8fe6f18a51f4a41389436a32fdf01e8f284f15067efdc40a5d7e0c28ad2c7f2c
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/lhe_parser.py	part		part	136178	21056fcacdc41b56aacf3584e4ee30504a646edce31629e4c119b3a7600273c8
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/madevent_interface.py	part		part	350048	5073c8c649d0c35bc0cae69a1eb09e42dc3a0e85fba9b15b2b47a242107cecef
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/misc.py	part		part	94510	c0db5247a5535523af5a019a46bd86c552885ddc50e7eac43e0550d9be18c8d6
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/plot_djrs.py	part		part	7143	154178e34982ecad225e7067eb04690d72643732963147be013de62df386203f
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/save_load_object.py	part		part	3723	676b216218f99f6995a22d7df6a9b48b78d0f4d9a1c68aec0e3a27160270b4c9
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/shower_card.py	part		part	16856	dcdd28e900b7a7a60bb27e4bbb0ecca5604bf9ea3b4c4caef985d74be082ed8e
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/sum_html.py	part		part	32551	b9bbf9f686025d7ab76d9b9b6e1d9990b11f90d2380c3499635e668cd0b6a5f8
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/systematics.py	part		part	53093	f9e8581c85e05f36282842ae11791eb29ac301d78f889a0b5c53f889056f59de
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/ufomodel/build_restrict.py	part		part	2860	7ab830b794068cd90eba5e62c55a8c36b866b9f0bec9fa0f77d67a9bd004754e
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/ufomodel/function_library.py	part		part	1304	10a39383a5494a7acf9eb775ec4e8dd3c78d99be886f3488b044bdfb51d7b80b
outputs/agent_runs/triboson_inclusive_zbb_filter_diagnostic_20260722_v1/process_work/zzz_zbb/bin/internal/ufomodel/write_param_card.py	part		part	6854	b1fefa31387db6d35631469c59ffbf87539093c34989f123dc63a98b46742462
outputs/spanet_hbb_assignment/feature_names.json	spanet	spanet		154	bfbc4f243ffb0c8fa9643ca2e35f35a35632ff3a705c39ebbeeef61d2b47d9c1
scripts/analysis/amend_hh4b_bdt_validation_protocol.py	part		part	60896	204a65b91e3beecf51957c6fc8470e5cc370984d543896a3d8233f415de14147
scripts/analysis/audit_hh4b_3b_delphes_branches.py	part		part	52796	76960583e0a531b20a6ec656de8f7fbb51c990831dd11394359bc8aa532fc061
scripts/analysis/audit_hh4b_remaining_standard_group_weight_conventions.py	part		part	36102	0ca357275f71930d2654eeff62f4740682b65ba9b4d3bea7f39fb59ae505bd67
scripts/analysis/audit_hh4b_triboson_signed_weight_transport.py	part		part	37692	683d4475b3ffaa47dd4a1a3682566bcbd3da29e1971d3627bffbf06d529c3054
scripts/analysis/build_hh4b_3b_root_source_map.py	part		part	45132	e5c2772eaffa6a8ffec6ae3696caeb65574fb126214c5c47ee354f7171598bf4
scripts/analysis/extract_hh4b_normalization_provenance.py	part		part	32285	fb9a91e740b1ff75ab3a09f5962923bc17bdcc01d0c955745ac1ee95c8cdd3ee
scripts/analysis/extract_pn_c7x_spanet_signal_truth.py	spanet	spanet	spanet	23730	475853bfea3aaad2ee794dff64a080d94f339e8080bc08f858d5e0bd0ffb4e31
scripts/analysis/finalize_pn_c7x_reviewed_checkpoint.py	spanet		spanet	15378	02939a7efc37e94b4f5ef623f8667150961882ad75aef95267a5174f2e5411f9
scripts/analysis/freeze_hh4b_card_only_configuration_conventions.py	part		part	41914	7749392042a5a192df1f2cdd4b0413c66c49d5f4bd517472beb028ee85c27342
scripts/analysis/index_hh4b_remaining_representative_bundles.py	part		part	36239	0f1ebf6e2d11723f66b88db23deabc9a91cc04024210e170e1ad46c07c938492
scripts/analysis/investigate_pn_c7u_reestablished_baseline_changes.py	spanet		spanet	19789	91f23397edc3a798d8658988f0d41442c6f9f18cbf94647cd0bf7dc66f7f46dc
scripts/analysis/materialize_hh4b_triboson_train_root_event_weights.py	part		part	39825	08adcb1ed32760dc2d5bf76f829eeeeb5f2bffbe21d1ef0fde4229df020d1948
scripts/analysis/parse_hh4b_generator_provenance.py	part		part	51378	f23ebd06ad28c0cd697867dfe4a82771fcb8f3202333599a4c73e26fd73a0570
scripts/analysis/pn_c7x_spanet_common.py	spanet	spanet	spanet	7529	56a599e6228e7145382869dbac303b4c9ee7fdd5b3f6ae04dfb9ff6af1ef2a45
scripts/analysis/pn_c7x_spanet_evaluation.py	spanet	spanet		16652	cca12e09c977398f080be151be51f8ef65890c0de5864bf9676fb911569a0a12
scripts/analysis/pn_c7x_spanet_model.py	embedding,spanet	spanet	embedding,spanet	10058	8e1a6f7dc6e3116f75a9b074e6dc2b08440c794bc9dad941b6a6cce4dcf5ad19
scripts/analysis/pn_c7y_two_head_model.py	embedding,spanet		embedding,spanet	14837	c8716cb173d90b724ab813d2058b2b2f4d9ac2eea26f75e7fabfd9f4d45a98ca
scripts/analysis/prepare_hh4b_bdt_v2_cms_inspired_contract.py	spanet		spanet	76294	196e009cee688d9a529eb1426564412759f8b66cb8fbcee8acd8297d55de32f8
scripts/analysis/publish_pn_c7v_results_and_figures.py	spanet		spanet	71468	fa54f5d38d4ab1ac1d43d466ce9d8b509c41e8b8960fd47f2e742d3d0170813f
scripts/analysis/publish_pn_c7x_single_head_spanet.py	spanet	spanet	spanet	41778	82edd41d4b339a7cd02f13e05a92f807f6ebe70b45c41c976665510a7f0aff10
scripts/analysis/review_hh4b_generator_configuration.py	part		part	45340	f49abf417df4ab14a55a9cabe4f51c04fcdc866944b2819c64fd0754cd2a1969
scripts/analysis/run_pn_c7x_single_head_spanet.py	spanet	spanet	spanet	34881	fc0266458bd448abf2e968ed91fd47eed5a8c78f14bfb4edc5279c0988e93b3c
scripts/analysis/run_pn_c7y_two_head_spanet.py	spanet	spanet	spanet	30359	00b2f74a224fa5ba4fbca65db87a0f3d17f659bbe5c2c4a6851ceae7a4f12db8
scripts/analysis/search_legacy_ttbar_generation_provenance.py	part		part	27861	06437eacff3bbc42c9eea8eb4e4f36fe689f7750f583162a89e2a7f53fea3ff9
scripts/analysis/validate_hh4b_4b_real_parity_canaries.py	part		part	55860	6ad1bfddf6c5eed23d26fa7751408c943dcddc71810f59157a625ecf9f831b36
scripts/build_collide_inventory.py	spanet		spanet	9926	8ba2c3b53367fd469d6e295b9256353ea95fc3c5d2b7719ea29ddf0e58518f3d
scripts/convert_hbb_dataset_to_spanet_format.py	spanet	spanet	spanet	4685	b9f7ed4cc7b0322b7bbf112ea10e0bc0698750c269dcdc1c629b52298ed96d60
