relative_path	categories	matched_in_path	matched_in_content	size_bytes	sha256
outputs/tables/hh4b_deepspanet_twohead_qcdplus_qcdplus_btag4_v1_2026_07_14/deepspanet_twohead_best_model.pt	spanet	spanet		3016539	76718f2cc9ac78c3fbcb089aa5710763b9608fb346ca84cd17717950452e1ff8
outputs/tables/hh4b_spanet_qcdplus_qcdplus_btag4_v1_2026_07_13/spanet_toy_model.pt	spanet	spanet		1135838	14851bcbac8f0190f5fcf523c0bc1d20a198d2a42d57d605d9b56b28991e05ec
outputs/tables/hh4b_spanet_toy_nominal_btag4_v0_2026_07_10/spanet_toy_model.pt	spanet	spanet		1135838	4b2453c1d27c9129e3045ce130cc9c951808cd4cae78e2eaa392ce0720ea495f
outputs/tables/hh4b_spanet_toy_qcdplus_btag4_v1_2026_07_10/spanet_toy_model.pt	spanet	spanet		1135838	d0d7a6acbe40bb287cf26a1b5f446ab9250b69e3a3a839495bdbb3acd526df55
