region	mhh_category	btag_category	population_kind	sample_class	process_family_or_signal_mode	raw_candidate_rows	signed_physical_yield	sum_squared_physical_weights	effective_events	negative_weight_rows	zero_weight_rows	positive_weight_rows	cancellation_fraction	multijet_role	yield_scope
baseline_all_fourb_candidates	high_mhh	exactly4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	36	4368113.4801708441	4517937387167.1582	4.2232580358122371	0	0	36	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	background	diboson	4	32.758764846736035	268.28480630427134	3.9999904916965967	0	0	4	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	background	single_higgs	295	1447.2217558724085	68184.854384278311	30.717244021178757	0	0	295	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	background	single_top	68	6099.1590253679115	843078.86637384689	44.123678460505197	0	0	68	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	background	top_associated	5380	1400.4841033991856	1033.7165065221213	1897.3826107050252	0	0	5380	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	background	triboson	58	17.825127718745993	6.4034203797148095	49.619603172727786	0	0	58	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	background	ttbar	944	106516.70802407821	12018880.988730023	943.99878815054183	0	0	944	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	background	zbbbb	1443	5501.1622136184778	20972.318392828387	1442.9871382694769	0	0	1443	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	signal	ggf_hh4b	866	12.47444438468631	0.17969218138340978	865.99072652249947	0	0	866	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	exactly4b	ordinary	signal	vbf_hh4b	1874	3.6882765593429396	0.0072590928291661498	1873.9785119625217	0	0	1874	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	3	457481.91467155464	207337358005.14001	1.0094162685644099	0	0	3	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	background	single_higgs	12	82.948247235170342	4503.6408814712941	1.5277443074322532	0	0	12	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	background	single_top	4	220.89904426401282	12199.098795564185	3.9999993913072949	0	0	4	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	background	top_associated	839	138.02651815307661	93.80942127177633	203.08535598218643	0	0	839	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	background	triboson	6	1.4122582521373139	0.33752572122101093	5.9091003894899172	0	0	6	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	background	ttbar	35	3948.3518243438079	445414.14850459679	34.999970659077952	0	0	35	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	background	zbbbb	45	171.6074066523141	654.42958868765493	44.999649354161633	0	0	45	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	signal	ggf_hh4b	62	0.8928844589792635	0.01285883384724475	61.999607939371302	0	0	62	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	ge5b	ordinary	signal	vbf_hh4b	112	0.22055176504503868	0.00043431735681532998	111.99893419218056	0	0	112	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	39	4825595.3948423937	4725274745172.2988	4.928045917015778	0	0	39	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	background	diboson	4	32.758764846736035	268.28480630427134	3.9999904916965967	0	0	4	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	background	single_higgs	307	1530.1700031075791	72688.495265749603	32.211703239281555	0	0	307	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	background	single_top	72	6320.0580696319239	855277.96516941115	46.701932740203091	0	0	72	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	background	top_associated	6219	1538.5106215521323	1127.5259277939047	2099.299780413905	0	0	6219	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	background	triboson	64	19.237385970883309	6.7409461009358207	54.899863231566492	0	0	64	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	background	ttbar	979	110465.05984842204	12464295.137234619	978.99875708677791	0	0	979	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	background	zbbbb	1488	5672.7696202707893	21626.74798151604	1487.9867834114998	0	0	1488	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	signal	ggf_hh4b	928	13.367328843665565	0.19255101523065443	927.99033129297334	0	0	928	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	high_mhh	inclusive_ge4b	ordinary	signal	vbf_hh4b	1986	3.9088283243879909	0.0076934101859814511	1985.9774144602807	0	0	1986	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	51	8368674.2273915512	6592527102975.5635	10.623347804303624	0	0	51	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	background	diboson	6	49.133643878221875	402.35363479082429	5.9999829801636579	0	0	6	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	background	single_higgs	1036	4001.1175541627795	168716.48079542731	94.886650117132064	0	0	1036	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	background	single_top	146	12962.300010928106	1708351.8195238635	98.352821504961511	0	0	146	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	background	top_associated	9577	3257.3434487906129	2544.0477743390388	4170.6317194203439	0	0	9577	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	background	triboson	133	39.941374492966951	13.976236759559781	114.14470317242105	0	0	133	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	background	ttbar	2620	295613.26882594242	33353934.32276094	2619.9969053223595	0	0	2620	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	background	zbbbb	5293	20178.889780493413	76930.149997509638	5292.9520192861037	0	0	5293	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	signal	ggf_hh4b	4575	65.910171688027901	0.94955137164662273	4574.9507205830232	0	0	4575	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	exactly4b	ordinary	signal	vbf_hh4b	4104	8.0771972756262791	0.015897140960555788	4103.9527793872976	0	0	4104	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	5	490690.77752482024	208310259526.84457	1.1558597243112938	0	0	5	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	background	diboson	1	8.1841771449420033	66.980755539791048	1	0	0	1	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	background	single_higgs	62	158.69588559756104	4627.4825724335387	5.4423509351759725	0	0	62	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	background	single_top	11	603.35212613037947	33109.691435555476	10.994780450147134	0	0	11	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	background	top_associated	2038	524.56148906012413	400.30461807120349	687.3884121817207	0	0	2038	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	background	triboson	13	2.9552545254111742	0.68432742333079311	12.762208574741821	0	0	13	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	background	ttbar	125	14103.577048136507	1591288.7472573668	124.99986937980405	0	0	125	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	background	zbbbb	251	956.95313816050759	3648.4795993648409	250.99751381223754	0	0	251	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	signal	ggf_hh4b	318	4.5808024813357706	0.065987250949150797	317.99705353965794	0	0	318	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	ge5b	ordinary	signal	vbf_hh4b	340	0.66919707560765784	0.0013171469504796504	339.99602385957166	0	0	340	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	56	8859365.0049163811	6800837362502.4082	11.540982985874077	0	0	56	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	background	diboson	7	57.317821023163887	469.33439033061535	6.9999826872459661	0	0	7	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	background	single_higgs	1098	4159.8134397603408	173343.96336786082	99.824923334013533	0	0	1098	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	background	single_top	157	13565.652137058487	1741461.510959419	105.67383588184731	0	0	157	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	background	top_associated	11615	3781.9049378507548	2944.3523924104416	4857.708267464106	0	0	11615	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	background	triboson	146	42.896629018378135	14.660564182890578	125.5150046195255	0	0	146	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	background	ttbar	2745	309716.84587407828	34945223.070018359	2744.99677469471	0	0	2745	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	background	zbbbb	5544	21135.842918654413	80578.629596874642	5543.9495324869695	0	0	5544	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	signal	ggf_hh4b	4893	70.490974169363412	1.015538622595765	4892.947770558364	0	0	4893	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	inclusive_mhh	inclusive_ge4b	ordinary	signal	vbf_hh4b	4444	8.746394351234267	0.01721428791103561	4443.9488024515385	0	0	4444	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	15	4000560.7472207146	2074589715808.4053	7.7145308155384811	0	0	15	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	background	diboson	2	16.37487903148584	134.06882848655292	1.999992588304661	0	0	2	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	background	single_higgs	741	2553.8957982903958	100531.6264111491	64.878923990052911	0	0	741	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	background	single_top	78	6863.1409855601714	865272.95315001823	54.436815592350229	0	0	78	0	not_direct_stitched_qcd	train_partition_contribution_only
