region	mhh_category	btag_category	population_kind	sample_class	process_family_or_signal_mode	raw_candidate_rows	signed_physical_yield	sum_squared_physical_weights	effective_events	negative_weight_rows	zero_weight_rows	positive_weight_rows	cancellation_fraction	multijet_role	yield_scope
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	background	top_associated	4197	1856.8593453910321	1510.331267816433	2282.8942908338677	0	0	4197	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	background	triboson	75	22.116246774220961	7.5728163798449328	64.590021313609995	0	0	75	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	background	ttbar	1676	189096.56080186326	21335053.334030829	1675.9981213666415	0	0	1676	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	background	zbbbb	3850	14677.727566875505	55957.831604682426	3849.9648815803998	0	0	3850	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	signal	ggf_hh4b	3709	53.435727303341437	0.76985919026321692	3708.9600131431939	0	0	3709	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	exactly4b	ordinary	signal	vbf_hh4b	2230	4.388920716282974	0.0086380481313893982	2229.9742674297336	0	0	2230	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	2	33208.862853265586	972901521.70455825	1.1335459421163283	0	0	2	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	background	diboson	1	8.1841771449420033	66.980755539791048	1	0	0	1	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	background	single_higgs	50	75.74763836239083	123.84169096224377	46.330962318891672	0	0	50	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	background	single_top	7	382.45308186636669	20910.592639991293	6.9950365514433681	0	0	7	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	background	top_associated	1199	386.53497090704082	306.49519679942426	487.47675426666768	0	0	1199	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	background	triboson	7	1.5429962732738609	0.34680170210978217	6.8651263383458101	0	0	7	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	background	ttbar	90	10155.225223792708	1145874.5987527694	89.999900039852776	0	0	90	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	background	zbbbb	206	785.34573150819369	2994.0500106771869	205.99786770383332	0	0	206	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	signal	ggf_hh4b	256	3.6879180223565151	0.053128417101906154	255.9974507340257	0	0	256	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	ge5b	ordinary	signal	vbf_hh4b	228	0.44864531056261958	0.00088282959366433092	227.9971311953561	0	0	228	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	17	4033769.6100739799	2075562617330.1094	7.8394634453798835	0	0	17	0	secondary_direct_stitched_projection	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	background	diboson	3	24.559056176427845	201.04958402634395	2.9999924804515237	0	0	3	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	background	single_higgs	791	2629.6434366527833	100655.46810211135	68.699939847440945	0	0	791	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	background	single_top	85	7245.5940674265385	886183.54579000978	59.241264001494713	0	0	85	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	background	top_associated	5396	2243.3943162979517	1816.826464615843	2770.114898927407	0	0	5396	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	background	triboson	82	23.659243047494826	7.9196180819547148	70.680148434919559	0	0	82	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	background	ttbar	1766	199251.78602565592	22480927.932783585	1765.9980207719996	0	0	1766	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	background	zbbbb	4056	15463.073298383681	58951.881615359642	4055.962749268519	0	0	4056	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	signal	ggf_hh4b	3965	57.123645325697858	0.82298760736512377	3964.9574624134316	0	0	3965	0	not_direct_stitched_qcd	train_partition_contribution_only
baseline_all_fourb_candidates	low_mhh	inclusive_ge4b	ordinary	signal	vbf_hh4b	2458	4.8375660268456038	0.0095208777250537675	2457.9713908633989	0	0	2458	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	1	31121.442753022548	968544199.02965963	1	0	0	1	0	secondary_direct_stitched_projection	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	background	single_higgs	49	337.59544375763181	18066.977193723898	6.3082319982948478	0	0	49	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	background	single_top	10	725.66829812387357	81033.923576842324	6.4984447951930093	0	0	10	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	background	top_associated	679	215.69492832435637	160.22839681286021	290.36240161091786	0	0	679	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	background	triboson	17	4.29663905154605	1.1687496131825872	15.795604919174817	0	0	17	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	background	ttbar	177	19972.398166112216	2253656.4345151428	176.99977795929763	0	0	177	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	background	zbbbb	221	842.61565971296397	3212.7047262473716	220.99794736593694	0	0	221	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	signal	ggf_hh4b	163	2.3479858461061434	0.033822718949733592	162.99805884051219	0	0	163	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	exactly4b	ordinary	signal	vbf_hh4b	425	0.83645929183491352	0.0016462872933908476	424.99516925497926	0	0	425	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	background	single_higgs	6	74.216247343846192	4490.93281202866	1.2264826930944088	0	0	6	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	background	single_top	2	110.45304644821152	6099.9388076509222	1.9999996482569515	0	0	2	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	background	top_associated	276	48.003268851505254	31.651530027972253	72.802604436292384	0	0	276	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	background	triboson	3	0.64425520165966743	0.14091584314355526	2.9454797672586723	0	0	3	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	background	ttbar	9	1015.3468357423859	114547.74298298328	8.999995722353308	0	0	9	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	background	zbbbb	21	80.107969869911983	305.58711051045213	20.999860975678267	0	0	21	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	signal	ggf_hh4b	16	0.23050126077070154	0.0033206943455314558	15.999916188727001	0	0	16	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	ge5b	ordinary	signal	vbf_hh4b	31	0.061041099013454274	0.00012019505936079807	30.999741491750353	0	0	31	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	1	31121.442753022548	968544199.02965963	1	0	0	1	0	secondary_direct_stitched_projection	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	background	single_higgs	55	411.81169110147795	22557.910005752561	7.5179335711779913	0	0	55	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	background	single_top	12	836.12134457208504	87133.862384493244	8.0232745768130478	0	0	12	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	background	top_associated	955	263.69819717586148	191.87992684083122	362.39715294180735	0	0	955	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	background	triboson	20	4.940894253205717	1.3096654563261425	18.640207622061549	0	0	20	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	background	ttbar	186	20987.745001854604	2368204.1774981264	185.99977335071711	0	0	186	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	background	zbbbb	242	922.72362958287658	3518.2918367578245	241.99780350660077	0	0	242	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	signal	ggf_hh4b	179	2.5784871068768451	0.037143413295265063	178.99797488933703	0	0	179	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	high_mhh	inclusive_ge4b	ordinary	signal	vbf_hh4b	456	0.89750039084836764	0.0017664823527516447	455.99490440322643	0	0	456	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	hard_qcd	background	qcd_multijet_direct_stitched_secondary	9	1247776.3782944663	450227813193.32983	3.4581290728946938	0	0	9	0	secondary_direct_stitched_projection	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	background	single_higgs	348	1440.7765318370375	63623.216635643876	32.627036551456094	0	0	348	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	background	single_top	43	3750.7971832786416	480003.03282653983	29.309147126107767	0	0	43	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	background	top_associated	2387	950.65836090998653	743.42794841185002	1215.6542151780861	0	0	2387	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	background	triboson	51	13.58176667240815	4.0556582985796217	45.483216869710191	0	0	51	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	background	ttbar	809	91279.654253503992	10299116.324106805	808.99904597997863	0	0	809	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	background	zbbbb	2044	7793.0485513346712	29712.409476985478	2043.9811779822389	0	0	2044	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	signal	ggf_hh4b	1284	18.497709323944946	0.26648676686392953	1283.9858964099044	0	0	1284	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	exactly4b	ordinary	signal	vbf_hh4b	1138	2.2396036106414483	0.0044076295874611844	1137.9868097508056	0	0	1138	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	ordinary	background	single_higgs	15	87.303616687749837	4509.9639624941155	1.6900182684711411	0	0	15	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	ordinary	background	single_top	4	220.8265511607195	12191.094630729167	3.9999989479715161	0	0	4	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	ordinary	background	top_associated	630	144.22238433609093	101.27348303292794	205.3854130485885	0	0	630	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	ordinary	background	triboson	6	1.287332796849868	0.28141211449123249	5.8889637101850321	0	0	6	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	ordinary	background	ttbar	36	4060.9335619954595	458089.02434784343	35.999948740135686	0	0	36	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	ordinary	background	zbbbb	90	343.19518251652323	1308.7114288824127	89.999163072283707	0	0	90	0	not_direct_stitched_qcd	train_partition_contribution_only
cms_reference_cr_rhh125120_ge30_lt55	inclusive_mhh	ge5b	ordinary	signal	ggf_hh4b	75	1.0804184721800141	0.015564192493754053	74.999334240837598	0	0	75	0	not_direct_stitched_qcd	train_partition_contribution_only
