sample,selected_test_rows,expected_events_450fb_scaled,group
ggF_HH4b_SMnorm,19,59.32906701030929,signal
VBF_HH4b_SMnorm,13,2.266406999999999,signal
ttbar_200k,8,60858.225769042976,background
Zbbbb_100k,7,1449.1962357209306,background
qcd_bbbb_iht100to200_20000,0,0.0,background
qcd_bbbb_iht200to400_combined120k,12,37882.566102190714,background
qcd_bbbb_iht400to600_20000,10,14643.008085928464,background
qcd_bbbb_iht600plus_20000,13,3482.4664961990406,background
