payload_key	replica	category_id	transferred_rows	payload_archive_size_bytes	payload_archive_sha256
replica_0100__exact3tag	100	exact3tag	109739	14533405	f38829ea03e456259ca0590e55aea57e106953e2f64c9620e189d2d72c207612
replica_0100__ge4tag	100	ge4tag	30818	4047336	3123fa5aeff74663f18e1f58c4e4a8c735485f1f7e38cc16a2ccb9e49e42a6a3
replica_0101__exact3tag	101	exact3tag	108457	14272070	957fa38b17d584990386dcf38ef7b7244d3ba42cf6a3235a55d5c4d264d1241a
replica_0101__ge4tag	101	ge4tag	30700	3907474	c27e9c31895f1bbca8ee59ca74a452c593dbb00748bcfd1cace2e236c0fccce6
replica_0102__exact3tag	102	exact3tag	108619	14824016	559ed7ba59223dbc650a774922e8fd8a3644ab0904b500349141b1a29aa0d524
replica_0102__ge4tag	102	ge4tag	30588	4168276	c4af61592062ee284f09e29d0339861e08b1e94a8fe2426bd407abb2108e6828
replica_0103__exact3tag	103	exact3tag	108507	14456982	bb58c09678b7aafcc0c72d99277edcdeae8b4f21142596a3a89bca1acd4276b5
replica_0103__ge4tag	103	ge4tag	30685	4078266	7b415ca5f4152f912219a157340cb7bb75a9391f5ce0cce9445a23acc947d3c8
replica_0104__exact3tag	104	exact3tag	108551	15001260	fe97f904e23548de4bb151c89ee84115a28a04419a10f1b159c884fa35319915
replica_0104__ge4tag	104	ge4tag	30404	4281943	0ff5a635727203814c546d3aa16714470e0934217773d3d27c72b21c7e62442c
replica_0105__exact3tag	105	exact3tag	108991	14310809	cf6e7be975a467893d8875b541eba0c039915f0eefe54bc7f25bded724290935
replica_0105__ge4tag	105	ge4tag	30768	4236113	a35dc7c7015790f5c89c431edbcb44e18673ba088d2c70ee69d6bfa6a53fd0d8
replica_0106__exact3tag	106	exact3tag	108181	14764578	1b4775f3198c302517d162f844d7e21b680b80f2742b5b3c1cf90ffdcc0189ae
replica_0106__ge4tag	106	ge4tag	30695	4318964	0c8eab0d48aec2b981cfee0d85d1c27da9a5fde2aeecfcb5920c3c6511b02acf
replica_0107__exact3tag	107	exact3tag	108407	14144957	435bab91f35661d0e56a90123620d3d070f258bb7544e01535a410a9e79d8b20
replica_0107__ge4tag	107	ge4tag	30949	3899238	dcca756846440d472757cabf11e8bd78d2fb48f2972fd029e86d82e07d66d502
replica_0108__exact3tag	108	exact3tag	108900	15003427	119488ee8a443597b7b33d40a736ab4bb6c0e8fe49759c4337da0c179edb758b
replica_0108__ge4tag	108	ge4tag	30464	4414188	558486776cafab6d6cd05743081947331ca58951cccabea1c7fbec0cda86901d
replica_0109__exact3tag	109	exact3tag	108189	14633608	a573821e7f50c4faed23e2888731a18c118b8c639f8764f12dc1b237d6920c5b
replica_0109__ge4tag	109	ge4tag	30672	4210668	821d7653e976698be4bf80422075d9b5200173913b5d27e6d189a6e31a0b90ea
replica_0110__exact3tag	110	exact3tag	108875	14203878	20c1e2df5793f8165c8801754dd6b580cec8a62e821c2a6b2d64cf8bd56cac62
replica_0110__ge4tag	110	ge4tag	30501	3919735	8bfdd053abeaeae9c625cc49c00b4eaf932a4ef30d6fef8c2ca0f707ea7403f5
replica_0111__exact3tag	111	exact3tag	109453	14484128	14b0621893cfaa67ea2166c5e964352824e728dc6417be955f88d8c2cfc9c324
replica_0111__ge4tag	111	ge4tag	30509	3876990	2abd8515c8e8ab9a17d1213837d8cbe1f45881bc7e33630b8a1c4b09162d9c84
replica_0112__exact3tag	112	exact3tag	108401	15094557	d82dcb373d1d9b17d977e4037fe6ebd8890767cd3c05ac73b71b2962f0d40eee
replica_0112__ge4tag	112	ge4tag	30762	4324358	1b8fc6ab82dbeec138833c9564244aef3e53f35223e0494de8d5cdfc48d7b4e7
replica_0113__exact3tag	113	exact3tag	108580	14608067	800e78f1a6b41c3b954fdece4bb4a08b1bee9f804b175fad20402bebeefa5066
replica_0113__ge4tag	113	ge4tag	30816	4185117	793cded3fb4efaa6c71f68a798c76f8384f894920f0b4bc738d904b8ed93c7a7
replica_0114__exact3tag	114	exact3tag	109561	14866853	6814cef68833936734d78452cda650611930605e768e28898061ea50584a6b83
replica_0114__ge4tag	114	ge4tag	30853	4022514	6d5df1b2af3fd6a0b99f377f4a32ce53d21a4df465f1c609b9973bdd6bc7ec91
replica_0115__exact3tag	115	exact3tag	108288	14444849	c350f1a04c20e21ca94239e25a1f6d1be223e5b5dd7723a200367b4776794b3e
replica_0115__ge4tag	115	ge4tag	30728	4085290	cc6c9ccf800fea92094d4a57947b225d38580eabfbdaef3653010ff8828a7b8a
replica_0116__exact3tag	116	exact3tag	108905	14696221	302b97ab8323b64340849073694b51a845bba8c0738d0813d9df0d1453543bc9
replica_0116__ge4tag	116	ge4tag	30634	4179628	5dd10dc4970fa4e2d5516486b8669b6b99901fbae2c7d8c28af4ea2821d613e9
replica_0117__exact3tag	117	exact3tag	108593	14579875	a223d1330b1de2d5c1e20405b86d40801b96f0417789cd98d3098b2e72726d42
replica_0117__ge4tag	117	ge4tag	30685	4122003	a16bd6013b55b83856c879f6c000571b33a9759bf2bd336f7750f5dfa7117e82
replica_0118__exact3tag	118	exact3tag	108331	14926186	ee68f8a8ef18cc0da425066fc36f5201ddd70fdfda3f1d1c240e839b3201d11d
replica_0118__ge4tag	118	ge4tag	30578	4412472	68a6c7f0e62b2ec8208e9ffd0224c21cf452adee91e911e66cefd6fc6496b342
replica_0119__exact3tag	119	exact3tag	108649	13881725	77cf3d26f6a70a1dc3af9d060b06e1a6d4f964506257630812efffb65a83b7b4
replica_0119__ge4tag	119	ge4tag	30886	4001953	803bbeff0e6aafd6c7ea3c484ceaf0b4ab68c9fec8893226f0bf4c47c8cd7591
replica_0120__exact3tag	120	exact3tag	108049	14460819	c6bdb9add5def05b49210921d6cf985d5060b845e9cce72d426164f80d954c01
replica_0120__ge4tag	120	ge4tag	30783	4144934	c37a236d0ee98dc7f23b3fe834672bd3be1bf76be9a5f138101546e62de7477d
replica_0121__exact3tag	121	exact3tag	108163	13799216	de515e975f5a8b00de5e633015bb20594b2570b2b6f5db5ae60ec81b3d3dd145
replica_0121__ge4tag	121	ge4tag	31255	3723805	b3537df838272bab4a861737ab374f8916918318dbc194d1171d7d1a3bd7994b
replica_0122__exact3tag	122	exact3tag	108353	14725837	454cca8864da6d956c0d471ca75e6801f29631e67c535e73fc0b7254ab5d7838
replica_0122__ge4tag	122	ge4tag	30568	4150418	d9a8bfc5e0dc2bb8f162de7da202201d0415ad995b18df2eca42d20cde2a4bd2
replica_0123__exact3tag	123	exact3tag	108483	14661879	3f9e0ea4b0d12119343f5fb904df549ae35ab6a8af479571cf8b9d832d84ea73
replica_0123__ge4tag	123	ge4tag	30851	4250376	08c11ffde782a44c1caead167725f2018f07c6a55d92fbbc02aa4b6825b2f1ba
replica_0124__exact3tag	124	exact3tag	108471	14303796	cb50b59958ce2e9d743561a3e51df03bdb8cbb99117421cfb02ff1e7a7f27244
replica_0124__ge4tag	124	ge4tag	30503	3801949	4a0ffe621f4f31b50fab2f39dc035f161e39b0c151cd51e0a60b333945dd41fd
replica_0125__exact3tag	125	exact3tag	108577	14422995	e187dfbb969224e0c874edf130cb2132dc16f0938cddb7ce5782e177268f774a
replica_0125__ge4tag	125	ge4tag	30604	3973099	55d06c685c7b0a842ed80eb0434609bff6c1b44fc29ca1547d994af9fe135a6d
replica_0126__exact3tag	126	exact3tag	108626	14541869	ab797a6bbd6030c15d824f5621f449e0ea65a6dcce8bf785db6c45b43e21f4c7
replica_0126__ge4tag	126	ge4tag	30880	4153623	a9d5685cfa067ad498eec4e4dc309df20b88ed2928bb1db212ff5982437a2c27
replica_0127__exact3tag	127	exact3tag	108641	14819871	9ba4a40f6bcdeabc5f2a570009eabf29e8d50b79bd72e5dc44df2d918807f7f5
replica_0127__ge4tag	127	ge4tag	30651	4212585	9683a779c48358bb7d39303e861186f44faa01e91305ef16806aa47137ca9cf0
replica_0128__exact3tag	128	exact3tag	108396	13744276	554e12ef865c2ebe089d685de059b93e7c215b55715104e2e30dab84a9a45d9d
replica_0128__ge4tag	128	ge4tag	31163	3840477	401a18b3ffea133cffa41d20e27fa20e989e24e22009f212ee0be1e20e947469
replica_0129__exact3tag	129	exact3tag	108828	14161067	f746231d3b09682c2c47bacfd5a9f3770c5ef2c23f8bb8332ac105ce6b64f1d5
replica_0129__ge4tag	129	ge4tag	30300	3809816	ab182566ee89bbca3a88ce77bc671978cd29e98fc251540f2a7d056919ba5096
replica_0130__exact3tag	130	exact3tag	108688	14786188	af350ebe8cff3994e9bdafafd1b52938ffebe11be727899a2283b3238d2bd127
replica_0130__ge4tag	130	ge4tag	30705	4030104	3b4ff37457deb199a5fd73911d49b2f9efea0a7797f8d4f8353c6564bd592e2a
replica_0131__exact3tag	131	exact3tag	108679	14884171	2667b712b2f8cc03e84e185233f14b29a8c876a979170b8b226b33797984239a
replica_0131__ge4tag	131	ge4tag	30446	4216754	9130f52c2f45c1885eab0cc53901043e2024d5ea39346098c1e8b112c8bbce4a
replica_0132__exact3tag	132	exact3tag	108691	14920923	30ccbac8cd72e2337c36005d53d0f9f5740cafcfc8ccfbb3867d2bd79e70a40d
replica_0132__ge4tag	132	ge4tag	30503	4004794	af4f00b74da03897e43d67216f4f9c24fab7b1fadd0fdec69b93ac3b8bab4100
replica_0133__exact3tag	133	exact3tag	108953	14329128	085dfb91971f3e4cb9a70b46a7aa547b2a8c640d3be527ab26186a37fe1aa778
replica_0133__ge4tag	133	ge4tag	30719	3903086	fa1955e1ba3e4fd10e62b27e58e0791366e84ad8bf32f3caac3a18419d8f8b80
replica_0134__exact3tag	134	exact3tag	108336	14870769	470f098acdd761c0404c4d6324288328fb49efcfba65586d7a3aeded7bded5d3
replica_0134__ge4tag	134	ge4tag	30828	4231823	faac9fe26788751d3b5435047d399170fb3d5b73caa5246a2615891bd90b1763
replica_0135__exact3tag	135	exact3tag	108440	15127505	1c51da1a82a04a3b9b525e52aeead2bfb27e66822a8b69899abb543defd8208a
replica_0135__ge4tag	135	ge4tag	30712	4553751	68c6da4e6c8fc779275f5f9d64577ccfd759ce276df7e317403bb50f34c30c19
replica_0136__exact3tag	136	exact3tag	108028	13904394	387c92aa13fa645504ab75e37dc7937991582577f2a0402b96a6ad1fcbf2268e
replica_0136__ge4tag	136	ge4tag	30627	3976876	039285047f43005fb6655253d039f1a3cd6036bcf562130a397bfe08d32ac6fd
replica_0137__exact3tag	137	exact3tag	108247	14941371	cc55334ea9375f648ccd9219ff850341eb873422db679751dee0216b4b16b10e
replica_0137__ge4tag	137	ge4tag	30705	4221024	f35aa960ba1fe93ddeac714ee9a1f1a3feafe111f55ced64c7f8c19e54e7a042
replica_0138__exact3tag	138	exact3tag	109022	14644286	21a29b8295619793f4076cb0514438ef8347ade295c1109552f04650edc79cdf
replica_0138__ge4tag	138	ge4tag	30977	4200752	be783cd0a578a63a0554e419bada382592a42c36f80dbc7aaf876f12247b688d
replica_0139__exact3tag	139	exact3tag	108575	14851986	3e0af9830ea30b490df1222333f3ac3f1778508cbb077240b9f88740ce375efa
replica_0139__ge4tag	139	ge4tag	30753	4086192	34c9fdc5d443c09d2958c5e1dcec66e244d846e2d04c7b327a08efe93337250a
replica_0140__exact3tag	140	exact3tag	108273	14509071	83d369cc0de1c25dbb3ca08bb8fceb29ce2aefcce40bf59a819fcadbc225de8c
replica_0140__ge4tag	140	ge4tag	30829	4251654	1ea87fd860af317af36527b50da69938b348c7e4a5374817bf1df7ccaad15da8
replica_0141__exact3tag	141	exact3tag	108554	14237045	50aa2dfe9168822f79422562ca0966c4a88d76845bf79453bfd8219217319b8d
replica_0141__ge4tag	141	ge4tag	30480	3847593	3729a3144c870ee2b0879089c35aea770b003623604ebf2de6c0f7c7d03e8b75
replica_0142__exact3tag	142	exact3tag	108480	14341520	5da89c028ed94df398c0431d9807a4548eb5c663f0c4fcc7d604becc62a59f65
replica_0142__ge4tag	142	ge4tag	30846	4129029	d1ad7d0f76cf564a1352f2a6d7616a8e906bd23a738a5138c102dc55f408deab
replica_0143__exact3tag	143	exact3tag	108435	14894401	b73ff2acf41c5a523d7a240e144a93dedfaf8c5c21fbc84c6130078e3a0fe0fd
replica_0143__ge4tag	143	ge4tag	30749	4338246	f2976eb2f7643d86f58c1da92c3db493f65500c6e11bbe629ce29f64a170a92e
replica_0144__exact3tag	144	exact3tag	108782	14720681	e99048ecdd054205d22c0bf005901fbce48fbd1d616f5117fba74591eb93d4e9
replica_0144__ge4tag	144	ge4tag	30940	4053785	191ea1176463ad3db69a77ec18f96066389fa248fe94ded79cc0797c1656c54a
replica_0145__exact3tag	145	exact3tag	108886	14435142	2eebc1b5e26add0ef7dd18adb1ee055674d984113a4bb6dcb9304e59481ad684
replica_0145__ge4tag	145	ge4tag	30750	4012451	1f250fbffa576ba2c5ffbd3ab7ab26f41cd119576a74d8110b4ebdb5b2d97d15
replica_0146__exact3tag	146	exact3tag	108759	15188033	f803a789ba42676cc373a8df1a7bda1f7a434a2373f64f39e8c0dd69dd84ac2a
replica_0146__ge4tag	146	ge4tag	30823	4446125	24c206d7da545198aafe3f0e1ad799b0c1ed0601689c9803140346e0a9ec00dd
replica_0147__exact3tag	147	exact3tag	108873	14406159	464867bf795d06a8a2c4b929b77a3f0e6c138041c0993f8105981f82bdcdafd5
replica_0147__ge4tag	147	ge4tag	30951	4036499	0ac3e9d5f04c8abdf2506caea00b3cb5baee1e3e8664fe0c6f242279ef42c0bb
replica_0148__exact3tag	148	exact3tag	109428	15029336	028e119ef45a2c97f2724f978ab7200015bcd6575afd9e050c990a1cf3f921cb
replica_0148__ge4tag	148	ge4tag	31069	4249307	add9e15a6e62a6a3063155d1827461b80e794a788550514497bca32796d31cc3
replica_0149__exact3tag	149	exact3tag	108451	14436774	f0dfdb93ce047b8dcb5dfe59b7dcbffd7e6c8ce2df9f4643c12a0e7a7cff0959
replica_0149__ge4tag	149	ge4tag	30562	4102052	068ca694d6a52244d86eb0b37d9d8aa5d45b80e3f9167901ef6ffd3853cb71b7
replica_0150__exact3tag	150	exact3tag	108774	14809025	ab6dac97bfcfbcdc6c5ace99eee4826781df5de440d1e8168460444e54a38812
replica_0150__ge4tag	150	ge4tag	30964	4215721	b9f4158af1b1c5e521ed02193e6ad4895abb29d7da42c913dbd87ec88f7e7db9
replica_0151__exact3tag	151	exact3tag	108943	14891041	62921de2b8d76a64afc38bd21dca5371ee415b756328e011057c0290fa3b602c
replica_0151__ge4tag	151	ge4tag	30560	4183371	4ca934270a5fed5b551c9bb0f42ea605efd760889b15644d5d41e07ccec8c21c
replica_0152__exact3tag	152	exact3tag	108702	15087438	9f4d330c0a09e1a6fb9a431e3d9180c5477875ed5c45962916c8e7f86d3966fc
replica_0152__ge4tag	152	ge4tag	30647	4446364	8016ee220e9e0ca34cb89520e8bd3b2e2df0f80d0f7c36ad521aca305a01e6d4
replica_0153__exact3tag	153	exact3tag	108911	14780497	5061bc3a0e749e5cbe90f3950d7f75e9ff557dd9a002f2917abca72fdb883afb
replica_0153__ge4tag	153	ge4tag	30612	4071333	5d44e5df1eea43250cca4c9bc2b372c6840ae8ce3a214b24029e17b13f64c493
replica_0154__exact3tag	154	exact3tag	108276	14908032	2e254dcd4f360dc9279ed6cc96361d03fffcb57cc84fe83918fe83f4eebd477c
replica_0154__ge4tag	154	ge4tag	30648	4264561	b90e45481143e5fd16fd993469032b8f1f14930eee8be6fafdb78ace461bda48
replica_0155__exact3tag	155	exact3tag	109045	15021975	4d42d388916b105f253f8b3ddafa4341f89b1deba6cd864d8e31d85dab49f036
replica_0155__ge4tag	155	ge4tag	31118	4107681	6b7cbfa377a9335a3c31d75d0b0139ffe88296f4b55846568ebf66a306d77024
replica_0156__exact3tag	156	exact3tag	108665	14624898	868a03810f6ce0959db938173ba97e341819587844469166a1d1d97c9108f74a
replica_0156__ge4tag	156	ge4tag	30677	4041053	33fee3669924b5a6268764516069070bbb39e493567aba14c3d6de10acca81f4
replica_0157__exact3tag	157	exact3tag	108682	14772244	b7e0acad57022972dc0a3fd395e2717584a0d5e747443607395332896cae3787
replica_0157__ge4tag	157	ge4tag	30574	4136282	773313a895ba8af83b5592804ad24f84fbf689edaa0ab644abbf8b7ae16bd493
replica_0158__exact3tag	158	exact3tag	108647	15319203	708d6377f7119ed691d8ed675e06f92aebe8536f46cd7f58cac048ddd30bdb91
replica_0158__ge4tag	158	ge4tag	30646	4497235	47ea98f27b2a26178bfe6d906c3e6e9acd78565d5215fce26f5c9b8e021ec23b
replica_0159__exact3tag	159	exact3tag	107806	13687111	86506169126398f9f5208fea18a9081ef51f952fb40038ffa1467786c5fad44b
replica_0159__ge4tag	159	ge4tag	30480	3675493	ff303c61e90753029b45f977127d8ee24e06a1afc9f0fe7573d2819abd2b8350
replica_0160__exact3tag	160	exact3tag	108882	14894584	492dcf5c4f6cfee6a0e2662bff74c7b02b16be88e3be3358f33d0108e6501e6e
replica_0160__ge4tag	160	ge4tag	30733	4094705	aced73221e6a40be71fdcb46420b05b8954baada5c6f6b9e869566e63faa8f1c
replica_0161__exact3tag	161	exact3tag	108395	14630245	9dae1f79bc1058b2cad8baa8b10aae3f59fead6726b6996c64918a84c3a1eeac
replica_0161__ge4tag	161	ge4tag	30704	4288587	60ee51f3af4f988da95e986e88744d162b40616cdcb0a6a093c479687ab04af0
replica_0162__exact3tag	162	exact3tag	108710	14580107	0b74f43c3751608dbfd073fea526619b1d96b2c3059e49d228cb7bddfa5c4611
replica_0162__ge4tag	162	ge4tag	30759	4193281	289dd9fb81d4728d9162054ce718dfa38f2d772f9c02ac64a26ca37f4f53dff0
replica_0163__exact3tag	163	exact3tag	108708	14484088	d85b2e2093683ba4c5a2251b7d892ccb8924545616d7740ce74e5980d70be5ce
replica_0163__ge4tag	163	ge4tag	30884	3924681	378a183bb26f84a8518af6df11148667d3ac680dce86d6e104d64c09c0f0e6db
replica_0164__exact3tag	164	exact3tag	109105	14479205	6408e89e500d1a22e067beedf319eeade4da41f57e67862806ee7d1441351381
replica_0164__ge4tag	164	ge4tag	30980	3826148	cff1612e5d9534a1906298633e35a9f337a101c92f7ccf29a013b6596795af84
replica_0165__exact3tag	165	exact3tag	108685	14099025	e736dda3185876efb342a14f95ec2c0c1c8cf920656569c178d021b83082faed
replica_0165__ge4tag	165	ge4tag	30327	3709048	d6699fc086c5bfba02cc16fe49122025e70c381acfa7c3f22af484606906d604
replica_0166__exact3tag	166	exact3tag	108364	14279701	15636e53b2191b500f542cec2f8c8787bb23ad934fde6c6577e2f76f45b41121
replica_0166__ge4tag	166	ge4tag	30365	3879322	2bd35bd2cb7af69db2591dd7882e2d10940e84465a2c928c73dc573fc470c908
replica_0167__exact3tag	167	exact3tag	108971	14868757	d65ffd43b3181dd8d570ac2409939488e2e466b632bd06762566b32d2cd1397b
replica_0167__ge4tag	167	ge4tag	30645	4248714	d7443352e3de7104d3cb6f406a47bb6d7a2cc0c1e3aacebd980e7d8c5bd00b0c
replica_0168__exact3tag	168	exact3tag	108869	14254179	515830c720eef91fe8968222cc3b2a5594282aef1cd589efd23bc9ba86530bb8
replica_0168__ge4tag	168	ge4tag	30601	4044578	60a259714cb8a54afc1a7bd9a4c728bded0594c2cd5bb6fc28e28486603baf90
replica_0169__exact3tag	169	exact3tag	109056	14339785	6a40a912689ed27f54405710f59efa66d24e790e0e21055bd4ed77b79d40c2e7
replica_0169__ge4tag	169	ge4tag	30908	3993405	4981f913b4163862f9c3af55745240f5bf2d3fc5068d6774d6f76370e2a9ef54
replica_0170__exact3tag	170	exact3tag	108255	14585175	a67bfa708724a8010d71b9b13eab6f859e2496f833dbc2dbc13afc882fdf96df
replica_0170__ge4tag	170	ge4tag	30622	4154000	a5222403128c2813d70091378300b08936ba5df45134eefeb290fcac717319aa
replica_0171__exact3tag	171	exact3tag	109081	14593897	28ead59532200f9b3468d92d7d3a9a6affb2510e6d6e177d48e30fded846d346
replica_0171__ge4tag	171	ge4tag	30671	4105436	bd9d6aa110b124f0e8c3d66c0f8a77cdb0ea281921b573454452602cb2afc562
replica_0172__exact3tag	172	exact3tag	109207	14306926	c89a500ffc7dacee83ca361afa220fef35c342655bf1a88a12a3fd901e5115c6
replica_0172__ge4tag	172	ge4tag	30836	4068198	14b6eed23d9e68a4ab7835212fc97664131e5b2422ee75cb8a5ba34648df8c8d
replica_0173__exact3tag	173	exact3tag	108452	14397980	009091117e8807d3cc424bea40d23557588efc0c0de2651e32449dcbc5057934
replica_0173__ge4tag	173	ge4tag	30659	3845465	0267991b5a9d4e0dabe6a462e3d07928ecede8955d0e0a08a6c562873cad244a
replica_0174__exact3tag	174	exact3tag	108470	14863314	55de634cf960b2ca2ffdf0829b9506bd85029544721792784397570e6cd736f1
replica_0174__ge4tag	174	ge4tag	30740	4350455	17a35c846b8b0ac034e32d56f952dc355d5c09dd18770be63104c3dce7f3d370
replica_0175__exact3tag	175	exact3tag	108556	15035256	c084533c57dac642980ba2b687cc35fa665be4cc123b93106de2a808da2141a5
replica_0175__ge4tag	175	ge4tag	30761	4047467	dfb4a0c4948bb017c9200fe8ccb3200307e913b63a83022ed493988074f03fcd
replica_0176__exact3tag	176	exact3tag	108549	14330244	7261e3bbc078d7b26ed4b28a463c7fa3f9be876951d0c7beccf617b739c9897b
replica_0176__ge4tag	176	ge4tag	30733	3844904	3fa90c8e27b65e22facf6aa343dc21e6c598f02b8bb9e6d3a6186745fa8da828
replica_0177__exact3tag	177	exact3tag	108467	13991690	5399795a53eb9c247d4c43156547b10b91ba6c052602a18ca6b73626df4416e8
replica_0177__ge4tag	177	ge4tag	30609	3849019	538e7a9a4ee0cb26d569d8c57058b9a65c26598c4f4a480296b248fb414d71fc
replica_0178__exact3tag	178	exact3tag	108602	14704025	6f9c96e827f3eb2035353e1d5f7091d07b15b4b79e59c47f143641a15bb3b772
replica_0178__ge4tag	178	ge4tag	30586	4057427	d9593ac19b61981e4184b20b6897cf1ba838e203036d637764364b37dffbfc3f
replica_0179__exact3tag	179	exact3tag	108628	14943461	940ddd695382e4066335430b890caa7ba7b5299eef8a92dc731d8cc5b91e7b5e
replica_0179__ge4tag	179	ge4tag	30537	4226349	e47cf35bde4cc731136673423d5dce8ea52419ae1d54390d9725a7221e7d5cba
replica_0180__exact3tag	180	exact3tag	108802	15072336	d8bec3e3c042189bf1cae8ac5d4c9d6e6f7c4fd0c860770026016599c025cf14
replica_0180__ge4tag	180	ge4tag	30702	4298063	57361a20ccd85880852f67dc17c85d94d44cfd984c30d1ebd40d26f98e90fa1b
replica_0181__exact3tag	181	exact3tag	108649	14706941	f932c13d35353c15962516e57eaaea9cd3dfee85d3ff037bad29344a0aaaf14f
replica_0181__ge4tag	181	ge4tag	30525	3909388	a3539d9660301a362624721f482b3dcf4344dadff37b8f76d8153649378cd6ff
replica_0182__exact3tag	182	exact3tag	108423	14528286	514ee00581d94a9da20f6130d49272c1e6af6a604735eab9972edfdd35b8a777
replica_0182__ge4tag	182	ge4tag	30685	4152880	f5199ab998416f1f9e166d930905156dbf6ddd72fd45e667cec7f15d16fce0f5
replica_0183__exact3tag	183	exact3tag	108582	14136920	11d998663041de3a4022d258110720c858d20f0e2cc1bcc75fb00aff64276103
replica_0183__ge4tag	183	ge4tag	30745	3866286	c6a04afa4ea75534ace78de40800fe8beb744ef6793259fe2ffef55e7e24bd9f
replica_0184__exact3tag	184	exact3tag	108448	14187751	d9f821c96ea99a98468327b97983602ef2b27dd1d665970580bfa47cc827aae3
replica_0184__ge4tag	184	ge4tag	30666	3936315	923d2e83cc6dfe348f20e4cb0080d8ab05b2c73ecdaf83e1f8515e9ccfed1b82
replica_0185__exact3tag	185	exact3tag	109008	14271414	dff3a30ef360474ba14df2be3d6b60583ae9e7022e6671292a6fae91bc0c4b60
replica_0185__ge4tag	185	ge4tag	31049	4027111	fcecc97595cce2fbd458441b7416ecfbe4e6b930a852b37d129ba9cb55c263f1
replica_0186__exact3tag	186	exact3tag	108339	15233920	744cb2c773bd39baeb673e9785ee5155bec42c7d1efcc761f4e4bf4bfea10546
replica_0186__ge4tag	186	ge4tag	30752	4424007	998983cd1c95b4ede850e1c439061350934c5b65021bff5fdd07801dea35715d
replica_0187__exact3tag	187	exact3tag	108870	15000250	a5317072ec64bc909fde775c6ab54252019eaba543e04fb35cc84a9b8dba5441
replica_0187__ge4tag	187	ge4tag	30501	4335224	6cf7bb72202c5eb3d9165877fbe38992e828ed9624902de4b387b492bef254dc
replica_0188__exact3tag	188	exact3tag	108520	14244683	80013486afaec7fa69186c6cf80eb4fc1f753e1c72ffd77cd59abaf945ea3e70
replica_0188__ge4tag	188	ge4tag	30727	3924624	88daf80fef8c72d1c5935e3ec68652246a5daaa6b2016e3ca274eb09827ff5ec
replica_0189__exact3tag	189	exact3tag	108896	14134290	cfe984de1ef9dff461166c16d4deac89d03f1ccb296e8ae1536545b5fd08254d
replica_0189__ge4tag	189	ge4tag	30564	3811706	fe60762399480a9a6205c0b58ef2e7c25f87d6a430cd097294d090c6a83a09d9
replica_0190__exact3tag	190	exact3tag	108686	14627915	f33daec7ecd9053bde2cef27197e7259b6e67bd35424a5d4e3923536cf81b9ce
replica_0190__ge4tag	190	ge4tag	30903	4133809	fa4caf05fd31ef05321d5381eb38b2287afd03f4cbf5e68bc9d94580d43b9070
replica_0191__exact3tag	191	exact3tag	108786	14049116	b694fdbb359f7c39f4f9435c729b244ef3e663dcdcaab4c1ce304d4be36fb22b
replica_0191__ge4tag	191	ge4tag	30696	3861290	c0996b36604cf2ccf12f8459a5bfd98b1a8f15ad9a95fd21a019d99f4f791bca
replica_0192__exact3tag	192	exact3tag	108363	15451144	34cbbd0c1c081548e76d0525acf3d966f6e1e0157df562c4338c65136ee6cd04
replica_0192__ge4tag	192	ge4tag	30499	4544534	f3b011e50da2121e935cd20423e50afe083a8b2d1bcbc456cf53aa0992a3dc85
replica_0193__exact3tag	193	exact3tag	109072	15330221	17ae71a87ac58fa76a215825958b70d376688cf0bfe03d5d951a247ee88a651c
replica_0193__ge4tag	193	ge4tag	30927	4546563	b27664cfaea047272c604f88f97681eea145e745a0f1c9f4fbb0290c559e8720
replica_0194__exact3tag	194	exact3tag	109211	15103189	5aae8f5df9c08f6f75eee588e386644a9e2dbef805a8404b41e7619d5a8fc9c5
replica_0194__ge4tag	194	ge4tag	30404	4197932	08bdf9b5e6666958897ceb68a13981e622b87cfea0a4fde31c2e4073cea2b008
replica_0195__exact3tag	195	exact3tag	108441	14717359	6fc4bdc3874eead2e60b25634e9e8a3ea01866446c434f4e7581695e974c55b1
replica_0195__ge4tag	195	ge4tag	30977	4163468	3be4e34445459506b080bb2f961de49c9a69389e6fc3cdb1c4ffdcd6b735b9ff
replica_0196__exact3tag	196	exact3tag	108296	14122728	bebb2e3d0b19db65786276e86fa7ce4e4f49225da0b15f05fbd5ea7748ad5318
replica_0196__ge4tag	196	ge4tag	30663	3970939	7d270d9bc7cdc61ea023cf73d43321d7d477d819cfa567db19359e0a3fa40620
replica_0197__exact3tag	197	exact3tag	108254	13924997	a00714258fe75c262b915a7fbd84621b6f40d972796d94133a39616ffc35a618
replica_0197__ge4tag	197	ge4tag	30441	3830194	76dc5656a8124b04fcfcdf8203bdaa5a8c023a57da0588fbee78ca23c1d3d360
replica_0198__exact3tag	198	exact3tag	109067	14775277	98f4b6474dae2237e96341b201035602a550197ce137c48ddec2fa70cac3c3cb
replica_0198__ge4tag	198	ge4tag	30541	4134234	3a837513edd01330421ca5985b69eaf6c663f00a05c2498f7136984a712b5e31
replica_0199__exact3tag	199	exact3tag	109313	14181154	e1ef41fa5699f96d8d83f23f75ec6b6fb1d0a656a4afa2f23ac035b2203bd63b
replica_0199__ge4tag	199	ge4tag	30757	4028436	d264e9b3fb1e0c4f32bf8e67d48b05412657b4c656fe10facc553babde218476
