process_or_mode	legacy_campaign	candidate_reference	candidate_content_access_authorized	search_outcome	required_artifact_types	candidate_artifact_types_located	required_artifact_types_missing	legacy_sample_physics_weight_authorized	legacy_sample_physical_yield_authorized	next_action	status
ttbar_inclusive	parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard000_hh4b_candidates.parquet	False	legacy_provenance_partially_located	generator_banner,proc_card,run_card,parton_shower_card,generator_log_or_summary,normalization_denominator_evidence	generator_banner,parton_shower_card,generator_log_or_summary,normalization_denominator_evidence	proc_card,run_card	False	False	manually_review_candidates_and_recover_missing_artifacts	fail_closed_manual_review_required
