search_root	path	bytes	sha256	association_tier	association_evidence	artifact_types	event_payload	content_opened	recovery_authorized	status
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_storage_safe_timing.log	883606	b5a212c039ca112c7e02e7bc8e04f6c956527d98b43ebe9aec9e2fa5299b7f3d	direct_anchor_filename	ttbar_100k	generator_log_or_summary,normalization_denominator_evidence	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard000_generate_events.log	4492	d1935dea427494ba9f6f98702f91a4802e025d93ab17a61025027b4a5b9da5f5	direct_anchor_filename	ttbar_100k_shard000,ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard000_pipeline.log	80756	7cf644e2dd69f9faf8c4fd5adb65dad237830e23172b537abe906c0e64954123	direct_anchor_filename	ttbar_100k_shard000,ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard000_lhe_to_hepmc3.log	68549	5181f8c0a548c699d8b78a941999caeeffa9eab4036df20ea7d1641c567730c0	direct_anchor_filename	ttbar_100k_shard000,ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard000_pythia8_delphes.log	8127	efd78f7a8141d21a38f61c817c9dc99218c4b5fb5dd7d9d656a0b50d911836a6	direct_anchor_filename	ttbar_100k_shard000,ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard001_generate_events.log	4500	fa665656b668f48eb10e81fa18230d6c892df1a855f30cd9ac7c02d4db9375ae	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard001_pipeline.log	81307	41aba69f526ad6f7863bb24799eb3908608cdea4cb72add1843d87d543aafda7	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard001_lhe_to_hepmc3.log	69099	c36fbfa08f662d16df219cb5c6f211f12599169fb2d216f982ab79377ae48727	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard001_pythia8_delphes.log	8128	20a179e296fbe0e7a16e2c6a6c737cd5e9abe6ca464b0c81d2294e5d7b325dc3	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_generate_events.log	4504	e80818be47b71af9393c4285a0897852020c55e2b200c607a8d0b1fa0bee3009	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_pipeline.log	80955	544c6aa0438289bb43e41dbf581ff9184dbda602ac75df6578fb64add8615fb0	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_lhe_to_hepmc3.log	68747	cfad61f8bce0d684257b98cc1538e78939caff9d0a664e264847e0c070106a39	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_pythia8_delphes.log	8128	48075c39c3af82bcad1de7e4989d4f402b6b924023c5c88c2f7511559298d6f5	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_generate_events.log	4505	c6e2b915c0a673640881c37d9d47771768d368925630527f568e1207c86a4d2a	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_pipeline.log	81154	8ccdc7ff2a4a98fc94391267b708b1fbd9da159ded069876056b258a925361d9	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_lhe_to_hepmc3.log	68946	002693bbdf7d4e0b11f8921e9ca2e0e66d0373164ab9890bb8891cb0d4ef24ab	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_pythia8_delphes.log	8128	b3e50ec4625ebe0529549f7688f16066549a0f94616d203bf6c1b2a5eabfe06f	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_generate_events.log	4507	4b24cd0e319994300f7c5f94c89ea62ec4fd3865fd0a71d19398fe49a9dd51d2	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_pipeline.log	81353	9ef7d7f8887001ff5ca4a865969e4b21caa2e08758b6bc292f79f0e3d4f54d87	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_lhe_to_hepmc3.log	69145	def5e3f563920d1dd1b42b7abb897c4e24a2274c5f49dd71a4fa9a4b4a497c64	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_pythia8_delphes.log	8128	6c7fdfd4db4a4fac913551f93ccce8ff118d4fdb9f64801b5c72e25079b61809	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_generate_events.log	4501	23e8fd4d51059ea962eacbcd4fa3c0537fecc3b6ccd7b72f3f863c69eec7ba5a	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_pipeline.log	80944	9c5ac233a89d57c6600e97aeb5da9b27e4d7c8b140aec583bd7cebf3b5acd227	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_lhe_to_hepmc3.log	68736	17b059e68d40442c5aea8a9f7b974871449388072d2eae8f61b3dfe53f4dc272	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_pythia8_delphes.log	8128	575ff76cf69a9e061e912c004928ee4bcf4f64cb6fd7af2bff471135cba6f1dc	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
