search_root	path	bytes	sha256	association_tier	association_evidence	artifact_types	event_payload	content_opened	recovery_authorized	status
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_generate_events.log	4504	7d0f299e623a387e0dd1f350cf9dab974a17ff7654efb093b38a97ec32e67c36	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_pipeline.log	80934	e72f9b38b6e3d30288daaca230c29e1a8d71112c983c004e8b0d491ab9d240b6	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_lhe_to_hepmc3.log	68738	43986ae1eca87fea8f01ec824d9087d10b92632f1ae9bb8a19ae7a659d11f072	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_pythia8_delphes.log	8128	2d5a00e941fe0f73c766fb088b73ec73094683163120dda058155dd195f59e3f	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_generate_events.log	4498	a52d6adcb3ec268f1f644f804c128100a149af92e6c05fa70b7a666c9fe09006	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_pipeline.log	82088	f30c1598dc9a4c570ed101aae9775b8d857e33b25683820d16937858d6e68f6b	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_lhe_to_hepmc3.log	69880	f1a7865d2c235d4e996d900be6909c3d4b81bff863b11bae41480dc5d2a4bce9	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_pythia8_delphes.log	8128	85733bd492f6157fcf54bbc9f743561ae4192022c4f30174b4823157cd610617	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_generate_events.log	4502	3ddba60a21d77ca4788a116ef1bd9620592dd050c8eaf4c8833aae9f0002157b	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_pipeline.log	81152	be664ae95c2159029bc35c10e89c7a2193cfedd65aa9a37d06cf6923d7b224aa	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_lhe_to_hepmc3.log	68944	831cfb8eb6930a6e5e09fe87b40321f46a22175296071f05d13e610550503179	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_pythia8_delphes.log	8128	8b172b21eb1a462803706fc0871965708ff49e3fbef256305d277658017d9c5e	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_generate_events.log	4500	beef1225697ff554c932d2fbbcee13b4fa8d470c64525d4de22972c7b15fd7d5	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_pipeline.log	81305	0b5a3d5f36fe009cf80a21ec4ac973245c8aafd7294274e82e527bd50fc6faed	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_lhe_to_hepmc3.log	69098	d95fb696e83179fc3f139331df64240cd91e080ac76a6ed149212f716f3e057d	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_pythia8_delphes.log	8127	2cafea97d547407152fc65aaca46ee42b8577028905c18e157a990cdc0e9451e	direct_anchor_filename	ttbar_100k	delphes_card_or_log,parton_shower_card	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_manifest.csv	2659	f2fccae88b69ac1e504503c887aca6cf14cdbac2ce24b6753b59ca8651067bfc	direct_anchor_filename	ttbar_100k	submission_or_receipt	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard000_summary.txt	376	9ba56adade707ff4ccf38c421c5ccb3c11a8402c395faa83d738c2baa4002f29	direct_anchor_filename	ttbar_100k_shard000,ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard001_summary.txt	379	d485d99ca51b53c7f076ce3c2004fecb6ef755537d3d05f17c6d39c75ea5231e	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard002_summary.txt	377	44eabe6561265014634a51ff4d505b8da2fa5fd114a507d7d956275f61728442	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard003_summary.txt	377	b6ff322ba2c14ea478f4b5d838ee22469a1c724540c2fdfe88a4cc4f21f1fd6f	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard004_summary.txt	378	81be5f352570a9b6e9a982dc3373c00437724cffe9181c082d3a2e004e181d47	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard005_summary.txt	376	5fcc60595aa700470151728b6d8137bb26045ed866ff19555a6e925cf8bcaa03	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard006_summary.txt	379	0afb13ce737f0718990286212940f5f8172a24ff5326dfcd7d24be71e383979a	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard007_summary.txt	377	6c0cedba7db01489fc892f3cddf0e2be572ad70397957744414e2ad4043f33ce	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard008_summary.txt	376	72bdd1f7f2f86f8e4f568189564742f7f36296c27a11aa947a20c702f38b75b5	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard009_summary.txt	376	5558fb212e8c5c32e58f98977102764a897a0e2b114a26dcdf88756e31dc7ced	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_003_log.txt	8974	44209f98a8f5165ac13d6955ce8d0b02ae677a800c7c8bc361013513cfa47c0d	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_004_log.txt	9015	e028c3e694b720bacb0123da89f8c2da885cdea2da430d52a37803148c34fa27	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_018_log.txt	8851	65567d0e431b9c1b7e1c9d7888fbbdf4c67ba1ed284681f3a8fed5e6bfedb712	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_000_log.txt	8041	8853508c0029363b27e5e9c30bd3dccd0caa0e21c6b9e4b8ca1a60a5c3c0913b	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_019_log.txt	8851	7a2333032c552c50573a17cdb1f4573d8a2e667f8e65e0b246c63e99848f1e9c	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_001_log.txt	8068	84f0f804c2644cc6a46bc7e4fe81e7129a21d54fe62cd0aa4b715cc8b31c4849	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_000_log.txt	8851	f42f9a1d10bbc301a6b4cf454dd16b3c400b0f78ae7fa852326627706a550f1c	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_002_log.txt	8095	96c23ba1b8ea861e45b0522be279010d9979ae43e00ecce6a2d73ffae3402e4d	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run1_app.log	9015	e028c3e694b720bacb0123da89f8c2da885cdea2da430d52a37803148c34fa27	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_003_log.txt	8122	ffbd4fcb9a1727a26312cceda3654c796e1c6360260bb96ca47ac7cdc4fd479f	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_007_log.txt	8851	6d1da04a1bdddec44f43f702cf8c59ce21a84a7ade597b06d234e3ae1a10b5b9	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_004_log.txt	8149	3cf2842c04008f351f5fbd737903f5e12514061e35303c6cda655a8b92956dcd	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_008_log.txt	8851	8271ff12682e9d91a31beb7ab04088f25927f99ec3493bbdd3fd71f7636b283f	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_005_log.txt	8176	ce7af1a1e9d94639a22582c06f5ebf4e6cf7b53c330c38b56526d7ea59890006	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_009_log.txt	8851	7329553145107ab5d4246044dda671c2e3388c842962563ef780dfff38d9f769	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_006_log.txt	8203	672e63e4fe4dbb1f58faf28fc0fcb997cb7dc9a6e4d3e4d8cedf5f0a9c6acac6	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_010_log.txt	8851	e8274ea3696d0e6fc3492f1e92c83ccdb29f52b70c5b61480462ebd0d58c2ca2	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_007_log.txt	8230	f299f2de4d8783a92cc7b637a35afa034a81e5ebe993d1839c0de11074e1e1f4	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_011_log.txt	8851	db317340c6251ae2fa2c3f8136007adb9917a1676ad2d5a03f4befdaa49086a6	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_008_log.txt	8257	5c628c34a87fe11a324a8d898cd026d8bc52237c6e8fc6d976b5af3cb439327b	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_200k_012_log.txt	8851	7b555103f30f46dcd1334160beebab469815a152551da2702a48bab76e21926f	direct_anchor_text_reference	file_content_contains_legacy_anchor	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_009_log.txt	8284	92ce427112b772bddea843c52c05ca303597b67f4375487fd588e106f5081acb	direct_anchor_filename	ttbar_100k	generator_log_or_summary	False	True	False	candidate_legacy_provenance_requires_manual_review
